trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,224.86346930000036,None,t,70.43687630000022,224.86346930000036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
,,,,,,,,,,None,295.3268115999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
0,0,0,0,,,,,,,,,,1,1,0,b,63,1,3.6438386551209,1.96568735158996,None,295.52625289999924,None,297.6547503999991,None,297.6547503999991,None,297.65968680000003,None,None,297.6547503999991,None,['b'],[0.8282801000004838],299.4933108999994,None,b,2.828280100000484,1,1,1.0,303.13903740000023,None,None,303.13903740000023,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
1,0,1,0,,,,,,,,,,2,3,2,b,63,1,4.11514536789087,0.952147612306987,None,304.94323839999925,None,305.9797261999993,None,305.9797261999993,None,305.97640335000085,None,['z'],305.9797261999993,None,None,,307.91260650000004,None,z,1.5159995000012714,0,0,0.5,312.025912699999,None,None,312.025912699999,None,[1.5159995000012714],,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
2,0,2,0,,,,,,,,,,1,3,1,z,27,1,4.7533305109883095,1.21250262048173,None,313.82613929999934,None,315.04913169999963,None,315.04913169999963,None,315.05976620000075,None,['b'],315.04913169999963,None,"['z', 'z']","[0.03512760000012349, 0.6167617999999493]",317.03243959999963,None,b,1.7257986000004166,0,0,0.3333333333333333,321.77580940000007,None,None,321.77580940000007,None,[1.7257986000004166],,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
3,0,3,0,,,,,,,,,,3,2,3,b,63,1,2.666404967794728,1.94858485820231,None,323.5766382999991,None,325.5768893000004,None,325.5768893000004,None,325.5768202499994,None,None,325.5768893000004,None,['b'],[0.048792699999467004],327.5263097999996,None,b,2.048792699999467,1,1,0.5,330.17897809999886,None,None,330.17897809999886,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
4,0,4,0,,,,,,,,,,3,0,2,z,27,1,2.517541937862754,0.917519910446003,None,331.9924027999987,None,332.9322343999993,None,332.9322343999993,None,332.94311810000073,None,['z'],332.9322343999993,None,None,,334.9139495999989,None,z,1.4487473999997746,1,1,0.6,337.42634650000036,None,None,337.42634650000036,None,[1.4487473999997746],,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
5,0,5,0,,,,,,,,,,0,0,3,b,9,1,2.792365600763554,0.80788063606262,None,339.2266545000002,None,340.03963509999994,None,340.03963509999994,None,340.04229184999946,None,None,340.03963509999994,None,['b'],[0.5882158000003983],342.02584860000024,None,b,2.5882158000003983,1,1,0.6666666666666666,344.80785189999915,None,None,344.80785189999915,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
6,0,6,0,,,,,,,,,,3,2,3,b,63,1,4.190022164497369,0.974903167432984,None,346.60978239999895,None,347.60200259999874,None,347.60200259999874,None,347.6096635999991,None,None,347.60200259999874,None,['z'],[0.33727270000053977],349.57574829999976,None,z,2.3372727000005398,0,0,0.5714285714285714,353.76159129999905,None,"['b', 'b']",353.76159129999905,None,,"[1.008460200000627, 1.4532236000013654]",,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
7,0,7,0,,,,,,,,,,0,1,0,z,63,1,2.7134565917469198,3.1963008326951,None,355.5754969999998,None,358.78102430000035,None,358.78102430000035,None,358.7773033500003,None,None,358.78102430000035,None,['z'],[0.3740510000006907],360.75970529999904,None,z,2.3740510000006907,1,1,0.625,363.47116189999906,None,None,363.47116189999906,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
8,0,8,0,,,,,,,,,,2,2,3,z,63,1,2.592312596923728,1.36309078069689,None,365.27604959999917,None,366.6492717000001,None,366.6492717000001,None,366.6599176000007,None,['z'],366.6492717000001,None,None,,368.6465131999994,None,z,1.9179537000018172,1,1,0.6666666666666666,371.24986369999897,None,None,371.24986369999897,None,[1.9179537000018172],,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
9,0,9,0,,,,,,,,,,3,3,2,z,63,1,2.678526077912375,1.53122835510861,None,373.05952049999905,None,374.5980104999999,None,374.5980104999999,None,374.59313164999963,None,None,374.5980104999999,None,['b'],[0.39705230000072333],376.5766800000001,None,b,2.3970523000007233,0,0,0.6,379.23963170000025,None,None,379.23963170000025,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
10,0,10,0,,,,,,,,,,2,3,1,b,27,1,3.71372710086949,2.09887870490381,None,381.0432330000003,None,383.1464529999994,None,383.1464529999994,None,383.14262409999935,None,None,383.1464529999994,None,['b'],[0.4184734999998909],385.126835699999,None,b,2.418473499999891,1,1,0.6363636363636364,388.82823989999997,None,None,388.82823989999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
11,0,11,0,,,,,,,,,,0,0,1,b,63,0,3.68371079902891,1.78643585472448,None,390.64230789999965,None,392.4484219999995,None,392.4484219999995,None,392.4600337,None,None,392.4484219999995,None,['b'],[0.15587000000050466],394.4268553999991,None,b,2.1558700000005047,1,0,0.6666666666666666,398.0966424999988,None,None,398.0966424999988,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
12,0,12,0,,,,,,,,,,3,3,2,z,63,1,4.72585056748869,0.77703640172831,None,399.910001799999,None,400.698661299999,None,400.698661299999,None,400.70982819999955,None,None,400.698661299999,None,['b'],[0.8351928000010957],402.67679879999923,None,b,2.8351928000010957,0,0,0.6153846153846154,407.39537670000027,None,None,407.39537670000027,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
13,0,13,0,,,,,,,,,,0,2,0,z,27,1,3.26539063535182,1.95130344756745,None,409.21013949999906,None,411.1639419000003,None,411.1639419000003,None,411.17606654999923,None,None,411.1639419000003,None,['z'],[0.07072110000081011],413.1434019999997,None,z,2.07072110000081,1,1,0.6428571428571429,416.40334059999986,None,None,416.40334059999986,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
14,0,14,0,,,,,,,,,,1,1,0,b,63,1,4.46924002178158,0.761758675042088,None,418.2101007000001,None,418.98082259999865,None,418.98082259999865,None,418.99260245000056,None,None,418.98082259999865,None,['b'],[0.34016110000084154],420.9766862999986,None,b,2.3401611000008415,1,1,0.6666666666666666,425.4415898999996,None,None,425.4415898999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
15,0,15,0,,,,,,,,,,2,2,3,z,63,1,4.77723667052879,2.96653053743745,None,427.2435624999998,None,430.23206199999913,None,430.23206199999913,None,430.2432510000006,None,None,430.23206199999913,None,['b'],[0.5181849000000511],432.2100223999987,None,b,2.518184900000051,0,0,0.625,436.9736168999989,None,None,436.9736168999989,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
16,0,16,0,,,,,,,,,,1,2,1,z,9,1,2.2759877950103027,3.1424449555106,None,438.7766429000003,None,441.9129835999993,None,441.9129835999993,None,441.9259674499995,None,None,441.9129835999993,None,None,,443.9099647000003,None,[],[],0,3,0.5882352941176471,446.19218029999865,None,"['z', 'z']",446.19218029999865,None,,"[0.024249500000223634, 1.239684699999998]",,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
17,0,17,0,,,,,,,,,,2,3,1,b,27,1,3.3728785608729996,1.60731937853708,None,447.9766215999989,None,449.57911669999885,None,449.57911669999885,None,449.5761026999993,None,None,449.57911669999885,None,"['b', 'z']","[1.5082437000019127, 3.1969321000015043]",451.57660469999973,None,b,3.5082437000019127,1,1,0.6111111111111112,454.9320719999996,None,None,454.9320719999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
18,0,18,0,,,,,,,,,,0,1,0,z,63,1,3.7500315165247198,2.15533949826702,None,456.7440975999998,None,458.9155926000003,None,458.9155926000003,None,458.926527299999,None,None,458.9155926000003,None,['z'],[0.6565161000016815],460.89318679999997,None,z,2.6565161000016815,1,1,0.631578947368421,464.62609709999924,None,None,464.62609709999924,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
19,0,19,0,,,,,,,,,,0,0,1,b,63,1,4.12485271162806,2.78346932462847,None,466.42688739999903,None,469.23107419999906,None,469.23107419999906,None,469.22667575000065,None,None,469.23107419999906,None,['z'],[0.013296099999934086],471.21014079999986,None,z,2.013296099999934,0,0,0.6,475.3245528999996,None,None,475.3245528999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
20,0,20,0,,,,,,,,,,3,0,2,z,27,1,4.52047235037039,1.38289892513751,None,477.1265406000002,None,478.5343653,None,478.5343653,None,478.5438263999993,None,None,478.5343653,None,['b'],[0.3430668999990303],480.50947780000024,None,b,2.3430668999990303,0,0,0.5714285714285714,485.01546289999897,None,None,485.01546289999897,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
21,0,21,0,,,,,,,,,,1,1,0,b,63,1,4.77034425507967,1.25817747924478,None,486.82675759999984,None,488.08103010000013,None,488.08103010000013,None,488.0927743500002,None,None,488.08103010000013,None,['b'],[0.44834889999947336],490.0767892999993,None,b,2.4483488999994734,1,1,0.5909090909090909,494.8393681999987,None,None,494.8393681999987,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
22,0,22,0,,,,,,,,,,3,0,2,z,27,1,3.76873691643126,1.43470440954152,None,496.6432683000003,None,498.0899725999989,None,498.0899725999989,None,498.09341894999903,None,None,498.0899725999989,None,['b'],[1.158247700001084],500.0768943000003,None,b,3.158247700001084,0,0,0.5652173913043478,503.8394718999989,None,['z'],503.8394718999989,None,,[1.288426699999036],,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
23,0,23,0,,,,,,,,,,2,2,3,z,63,1,4.40017271499661,1.53243550275999,None,505.6433954000004,None,507.1994930000001,None,507.1994930000001,None,507.21027570000007,None,None,507.1994930000001,None,"['z', 'b']","[0.38521550000041316, 1.193761500000619]",509.17715019999923,None,z,2.385215500000413,1,1,0.5833333333333334,513.5704902999987,None,None,513.5704902999987,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1072,003,6,2,1,1,0.95,2024-02-02_15h59.48.628,MSI_AV_v3,2022.1.1,60.03748740667896,
