trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
15,0,15,0,,,,,,,,,,3,0,3,b,9,1,2.342239579230602,1.27538462653558,None,389.5415272,None,390.8233289,None,390.8233289,None,390.82443230000035,None,None,390.8233289,None,['z'],[1.5654698999987886],392.80777390000003,None,z,3.5654698999987886,0,0,0.4375,395.1339044000006,None,None,395.1339044000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
16,0,16,0,,,,,,,,,,2,2,3,z,63,1,2.2759877950103027,1.90743690794447,None,396.94139730000006,None,398.8644505000002,None,398.8644505000002,None,398.87441800000033,None,None,398.8644505000002,None,None,,400.8413399000001,None,[],[],0,3,0.4117647058823529,403.09648200000083,None,['z'],403.09648200000083,None,,[0.3521210999997493],,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
17,0,17,0,,,,,,,,,,0,0,2,z,27,1,3.02234236141277,1.36309078069689,None,404.90803230000074,None,406.2933352,None,406.2933352,None,406.2912785000003,None,None,406.2933352,None,['b'],[0.1391751999990447],408.27436540000053,None,b,2.1391751999990447,0,0,0.3888888888888889,411.2791694000007,None,None,411.2791694000007,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
18,0,18,0,,,,,,,,,,3,0,1,b,63,1,3.31929419319838,3.40155979865722,None,413.09147010000015,None,416.51535610000064,None,416.51535610000064,None,416.5246685000002,None,['b'],416.51535610000064,None,"['b', 'z', 'z', 'z', 'z']","[0.005634699999063741, 0.49415679999947315, 1.0817732999994405, 1.4350171999994927, 2.4875578999990466]",418.5119140000006,None,b,0.9844948999989356,1,1,0.42105263157894735,421.84910630000013,None,['z'],421.84910630000013,None,[0.9844948999989356],[0.013519999999516585],,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
19,0,19,0,,,,,,,,,,1,1,0,b,63,0,2.678526077912375,3.06992456303453,None,423.65805010000076,None,426.74424330000056,None,426.74424330000056,None,426.7415568000001,None,None,426.74424330000056,None,['b'],[0.7043843999999808],428.7249803000004,None,b,2.704384399999981,1,0,0.45,431.39535440000054,None,None,431.39535440000054,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
20,0,20,0,,,,,,,,,,2,3,1,b,27,1,3.76873691643126,0.80788063606262,None,433.2079025000003,None,434.0267997000001,None,434.0267997000001,None,434.0245441000002,None,None,434.0267997000001,None,['z'],[0.2630887999994229],436.0080166000007,None,z,2.263088799999423,0,0,0.42857142857142855,439.7721874000008,None,None,439.7721874000008,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
21,0,21,0,,,,,,,,,,0,3,2,z,63,1,4.77723667052879,2.40378712856304,None,441.57508830000006,None,443.9920869000007,None,443.9920869000007,None,443.99144320000005,None,['z'],443.9920869000007,None,None,,445.9962133000008,None,z,1.5613649999995687,1,1,0.45454545454545453,450.7642605000001,None,None,450.7642605000001,None,[1.5613649999995687],,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
22,0,22,0,,,,,,,,,,1,0,1,z,63,1,4.01714354611405,2.78346932462847,None,452.57504040000003,None,455.3781944000002,None,455.3781944000002,None,455.3747862000005,None,None,455.3781944000002,None,['z'],[1.1493702999996458],457.35821620000024,None,z,3.149370299999646,1,1,0.4782608695652174,461.3584208000002,None,None,461.3584208000002,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
23,0,23,0,,,,,,,,,,3,0,2,b,27,1,4.40017271499661,1.25817747924478,None,463.1580423000005,None,464.4313301000002,None,464.4313301000002,None,464.4422005000006,None,['b'],464.4313301000002,None,None,,466.42667530000017,None,b,1.5401432999988174,1,1,0.5,470.8338461000003,None,None,470.8338461000003,None,[1.5401432999988174],,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
24,0,24,0,,,,,,,,,,2,3,2,b,63,1,4.46924002178158,1.60731937853708,None,472.6418560000002,None,474.2580504000007,None,474.2580504000007,None,474.2580124000001,None,None,474.2580504000007,None,['b'],[1.1723757999989175],476.2417421,None,b,3.1723757999989175,1,1,0.52,480.70642399999997,None,None,480.70642399999997,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
25,0,25,0,,,,,,,,,,0,0,2,z,27,1,4.72585056748869,1.18065738546375,None,482.50839390000056,None,483.71424860000025,None,483.71424860000025,None,483.7249358000008,None,None,483.71424860000025,None,['z'],[1.545331599999372],485.69175840000025,None,z,3.545331599999372,1,1,0.5384615384615384,490.4125019000003,None,None,490.4125019000003,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
26,0,26,0,,,,,,,,,,1,0,1,z,63,1,2.792365600763554,2.22427187882546,None,492.2248122000001,None,494.46214750000036,None,494.46214750000036,None,494.4584316000005,None,None,494.46214750000036,None,['z'],[1.4225599999999758],496.44101070000033,None,z,3.422559999999976,1,1,0.5555555555555556,499.22418630000084,None,None,499.22418630000084,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
27,0,27,0,,,,,,,,,,3,1,0,z,63,1,2.92731383428727,1.52290599571961,None,501.0250737000006,None,502.5630009000006,None,502.5630009000006,None,502.5751592000006,None,None,502.5630009000006,None,None,,504.54195360000085,None,[],[],0,3,0.5357142857142857,507.44660870000007,None,None,507.44660870000007,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
28,0,28,0,,,,,,,,,,0,2,3,b,63,0,3.6438386551209,3.1963008326951,['z'],509.2580310000003,None,512.4624832000009,None,512.4624832000009,None,512.4583432000004,None,['b'],512.4624832000009,None,None,,514.4630942000003,None,b,1.9302536999994118,1,0,0.5517241379310345,518.0974448000006,None,None,518.0974448000006,None,[1.9302536999994118],,[3.019314499999382],,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
29,0,29,0,,,,,,,,,,2,1,3,z,27,1,4.7533305109883095,0.917519910446003,None,519.9087362,None,520.8409167,None,520.8409167,None,520.8416001,None,None,520.8409167,None,['z'],[1.3111287999990964],522.8246861000007,None,z,3.3111287999990964,1,1,0.5666666666666667,527.5611266000005,None,None,527.5611266000005,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
30,0,30,0,,,,,,,,,,3,0,1,b,63,1,2.666404967794728,1.43470440954152,None,529.3753449000005,None,530.8270152000005,None,530.8270152000005,None,530.8254926000004,None,None,530.8270152000005,None,['z'],[1.6456743999997343],532.8083078,None,z,3.6456743999997343,0,0,0.5483870967741935,535.4626122,None,None,535.4626122,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
31,0,31,0,,,,,,,,,,2,2,3,z,63,1,2.517541937862754,2.15533949826702,None,537.2746079000008,None,539.4429723000003,None,539.4429723000003,None,539.4418442000001,None,None,539.4429723000003,None,['z'],[0.08571739999933925],541.4252329000001,None,z,2.0857173999993392,1,1,0.5625,543.9400208000006,None,None,543.9400208000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
32,0,32,0,,,,,,,,,,1,1,2,b,9,1,4.52047235037039,2.96653053743745,None,545.7421953000003,None,548.7285922000001,None,548.7285922000001,None,548.7253416000008,None,None,548.7285922000001,None,['b'],[0.4638457999999446],550.7087570000003,None,b,2.4638457999999446,1,1,0.5757575757575758,555.2201250000007,None,None,555.2201250000007,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
33,0,33,0,,,,,,,,,,3,0,1,b,63,1,2.82320408183943,1.96568735158996,None,557.0250302000004,None,559.0145658000001,None,559.0145658000001,None,559.0253851000007,None,None,559.0145658000001,None,['b'],[2.398893799999314],560.9926724000006,None,b,4.398893799999314,1,1,0.5882352941176471,563.8055587000008,None,None,563.8055587000008,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
34,0,34,0,,,,,,,,,,0,1,2,z,9,1,2.294664843639333,0.952147612306987,None,565.6078925000002,None,566.5807843000002,None,566.5807843000002,None,566.5920696000003,None,None,566.5807843000002,None,['z'],[1.6868669999985286],568.5596817000005,None,z,3.6868669999985286,1,1,0.6,570.8466783000003,None,None,570.8466783000003,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
35,0,35,0,,,,,,,,,,1,0,1,z,63,1,2.433630701072358,1.38289892513751,None,572.6587565,None,574.0609771000009,None,574.0609771000009,None,574.0587321000007,None,None,574.0609771000009,None,['z'],[0.6183722999994643],576.0418097000002,None,z,2.6183722999994643,1,1,0.6111111111111112,578.4690523000008,None,None,578.4690523000008,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
36,0,36,0,,,,,,,,,,3,1,0,z,63,0,4.53337421950507,2.6299100644723,None,580.2754267,None,582.9263563000004,None,582.9263563000004,None,582.9253148000003,None,['z'],582.9263563000004,None,None,,584.9235754000001,None,z,1.3180170999994516,1,0,0.6216216216216216,589.4648473000007,None,None,589.4648473000007,None,[1.3180170999994516],,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
37,0,37,0,,,,,,,,,,1,1,0,b,63,1,3.35133458220192,3.33124983260532,None,591.2755210000005,None,594.6290105000007,None,594.6290105000007,None,594.6257551000003,None,None,594.6290105000007,None,['b'],[1.7790667999988727],596.6090217000001,None,b,3.7790667999988727,1,1,0.631578947368421,599.9568032000006,None,None,599.9568032000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
38,0,38,0,,,,,,,,,,2,3,1,b,27,1,4.11514536789087,0.761758675042088,None,601.7587667000007,None,602.5299112000002,None,602.5299112000002,None,602.5257338000006,None,None,602.5299112000002,None,['b'],[0.567392199999631],604.5088828000007,None,b,2.567392199999631,1,1,0.6410256410256411,608.6291134000003,None,None,608.6291134000003,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
39,0,39,0,,,,,,,,,,0,2,3,b,63,1,2.7134565917469198,1.25920145784721,None,610.4424086000008,None,611.6942565000008,None,611.6942565000008,None,611.6912578000001,None,None,611.6942565000008,None,['z'],[0.1861345999986952],613.6755851000007,None,z,2.186134599998695,0,0,0.625,616.3760234000001,None,None,616.3760234000001,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
40,0,40,0,,,,,,,,,,3,2,0,z,27,1,4.190022164497369,3.24569326556923,None,618.1755781000002,None,621.4450197000006,None,621.4450197000006,None,621.4423840000004,None,None,621.4450197000006,None,['z'],[0.2902115999995658],623.4254878000002,None,z,2.290211599999566,1,1,0.6341463414634146,627.6115901000003,None,None,627.6115901000003,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
41,0,41,0,,,,,,,,,,2,3,2,b,63,1,4.61004669244928,1.78643585472448,None,629.4248682000007,None,631.2317317000006,None,631.2317317000006,None,631.2424199000006,None,None,631.2317317000006,None,None,,633.2091249000005,None,[],[],0,3,0.6190476190476191,637.7984000000006,None,None,637.7984000000006,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
42,0,42,0,,,,,,,,,,1,3,1,z,27,1,2.693348633324513,1.53122835510861,None,639.6089471000005,None,641.1475786000001,None,641.1475786000001,None,641.1590742000008,None,None,641.1475786000001,None,None,,643.1258015000003,None,[],[],0,3,0.6046511627906976,645.7993115000008,None,None,645.7993115000008,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
43,0,43,0,,,,,,,,,,0,2,3,b,63,1,3.68371079902891,1.12425433982333,None,647.6095603000003,None,648.7478469000007,None,648.7478469000007,None,648.7590187000005,None,None,648.7478469000007,None,['z'],[2.1463764999989507],650.7258374000003,None,z,4.146376499998951,0,0,0.5909090909090909,654.3972101000008,None,None,654.3972101000008,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,656.2093738000003,None,,,,,,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.2092161,None,None,661.2092161,None,,,,,,,,,,,,,CBC_1115,001,3,2,2,20,0.90,2024-08-06_15h06.49.385,MSI_AV_v3,2022.1.1,59.89777845129298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 1, 0, 2]",0.45454545454545453,0.45454545454545453,0.8181818181818182,0.6363636363636364,24,6,14,,,,,,,,,,,,
