trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,239.74401260000013,None,t,66.05870380000488,239.74401260000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
,,,,,,,,,,None,305.8245298999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
0,0,0,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.91303524001082,0.974903167432984,None,306.0391404999973,None,306.9889290899988,306.9889290899988,307.00541098999713,None,[],['z'],[0.3387057000036293],308.9962756999994,None,z,2.3387057000036293,1,1,1.0,None,311.9082705999972,None,311.9082705999972,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
1,0,1,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.7533305109883095,1.52290599571961,None,313.7054348999991,None,315.2055304899983,315.2055304899983,315.2221214899979,None,[],['b'],[0.20432540000183508],317.20834230000037,None,b,2.204325400001835,1,1,1.0,None,321.96399739999833,None,321.96399739999833,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
2,0,2,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,4.190022164497369,3.40155979865722,None,323.77205689999755,None,327.15554808999843,327.15554808999843,327.17210428999863,z,['z'],None,,329.20988840000064,None,z,1.6243335000035586,1,1,1.0,None,333.39945429999716,None,333.39945429999716,None,1.6243335000035586,[1.6243335000035586],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
3,0,3,0,,,,,,,,,,1,2.0,1.0,z,9.0,1.0,4.77723667052879,2.78346932462847,None,335.20539049999934,None,337.97212248999824,337.97212248999824,337.98864898999784,None,[],['z'],[0.25795560000187834],339.9739535999979,None,z,2.2579556000018783,1,1,1.0,None,344.75404929999786,None,344.75404929999786,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
4,0,4,0,,,,,,,,,,2,0.0,2.0,b,27.0,1.0,4.61004669244928,0.952147612306987,None,346.55576239999937,None,347.48821438999914,347.48821438999914,347.504795389999,b,['b'],None,,349.52101299999777,None,b,1.723402100004023,1,1,1.0,None,354.13303539999833,None,354.13303539999833,None,1.723402100004023,[1.723402100004023],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
5,0,5,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,4.53337421950507,3.1963008326951,None,355.9388594999982,None,359.1222167899974,359.1222167899974,359.1387403900004,None,[],['z'],[0.6351176999996824],361.12467169999945,None,z,2.6351176999996824,0,0,0.8333333333333334,None,365.65773479999916,None,365.65773479999916,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
6,0,6,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,4.11514536789087,1.25817747924478,None,367.47248559999935,None,368.7051476899975,368.7051476899975,368.7220729899997,None,[],['z'],[0.307416400002694],370.70913350000046,None,z,2.307416400002694,1,1,0.8571428571428571,None,374.83152859999973,None,374.83152859999973,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
7,0,7,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.496959177995529,1.90743690794447,None,376.63922549999916,None,378.5223532899978,378.5223532899978,378.53917668999895,None,[],['b'],[0.29211830000349437],380.52457539999887,None,b,2.2921183000034944,0,0,0.75,None,383.0194257999974,None,383.0194257999974,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
8,0,8,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,4.72585056748869,1.12425433982333,None,384.822210899998,None,385.92210428999863,385.92210428999863,385.93879978999723,None,[],['b'],[0.6192795000024489],387.9249710999975,None,b,2.619279500002449,1,1,0.7777777777777778,None,392.655052099999,None,392.655052099999,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
9,0,9,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,4.77034425507967,1.21250262048173,None,394.4556989999983,None,395.6557922899989,395.6557922899989,395.67228958999806,None,[],['z'],[0.32020050000210176],397.6582559999988,None,z,2.3202005000021018,1,1,0.8,None,402.4369224000002,None,402.4369224000002,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
10,0,10,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.26539063535182,3.4543169006169,None,404.239248599999,None,407.6720320899982,407.6720320899982,407.68851958999915,None,[],['z'],[0.5016342000017175],409.67224559999886,None,z,2.5016342000017175,0,0,0.7272727272727273,None,412.93888289999813,None,412.93888289999813,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
11,0,11,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,4.40017271499661,2.6299100644723,None,414.7388150000006,None,417.3556337899969,417.3556337899969,417.37233738999896,None,[],['z'],[0.6949451000036788],419.35980319999726,None,z,2.694945100003679,0,0,0.6666666666666666,None,423.74751560000004,None,423.74751560000004,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
12,0,12,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.629554641171433,1.27538462653558,None,425.5556977999986,None,426.805521089998,426.805521089998,426.8220471899982,None,[],['b'],[0.34718440000142436],428.8064670999993,None,b,2.3471844000014244,0,0,0.6153846153846154,None,431.4415784999983,None,431.4415784999983,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
13,0,13,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,3.6438386551209,2.40378712856304,None,433.25576530000035,None,435.6391254899969,435.6391254899969,435.65580059000024,None,[],['b'],[0.930210900005477],437.64394179999726,None,b,2.930210900005477,1,1,0.6428571428571429,None,441.27120490000016,None,441.27120490000016,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
14,0,14,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.433630701072358,3.1424449555106,None,443.07235070000024,None,446.1889377900003,446.1889377900003,446.2056259899979,None,[],['z'],[0.24476640000284533],448.21296509999956,None,z,2.2447664000028453,0,0,0.6,None,450.64686989999973,None,450.64686989999973,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
15,0,15,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,3.35133458220192,3.24569326556923,None,452.4558701999995,None,455.6888951899997,455.6888951899997,455.7056059899984,None,[],['z'],[0.6738231000017549],457.6914298999982,None,z,2.673823100001755,0,0,0.5625,None,461.05493769999885,None,461.05493769999885,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
