trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
16,0,16,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,3.73326136168326,1.53243550275999,None,462.8563346999981,None,464.3723471899972,464.3723471899972,464.3890451900003,z,['z'],None,,466.41360839999834,None,z,1.7884032000038133,1,1,0.5882352941176471,None,470.14965780000057,None,470.14965780000057,None,1.7884032000038133,[1.7884032000038133],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
17,0,17,0,,,,,,,,,,0,2.0,3.0,z,63.0,0.0,3.7500315165247198,0.917519910446003,None,471.9555287999974,None,472.8556296899984,472.8556296899984,472.87213698999733,None,[],['z'],[0.2904791000037221],474.85678779999944,None,z,2.290479100003722,1,0,0.6111111111111112,None,478.60453620000044,None,478.60453620000044,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
18,0,18,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.6391747348430608,2.15533949826702,None,480.40567999999985,None,482.53911518999996,482.53911518999996,482.55559399000015,None,[],['b'],[1.2794073000004573],484.56330940000043,None,b,3.2794073000004573,1,1,0.631578947368421,None,487.1946098999979,None,487.1946098999979,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
19,0,19,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,3.68371079902891,1.78643585472448,None,489.00563580000016,None,490.7724020899983,490.7724020899983,490.78883498999824,None,[],['z'],[0.7308246000029612],492.7765470999984,None,z,2.7308246000029612,1,1,0.65,None,496.4552554999973,None,496.4552554999973,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
20,0,20,0,,,,,,,,,,0,0.0,3.0,z,9.0,1.0,4.12485271162806,1.38289892513751,None,498.255615099999,None,499.6224243899993,499.6224243899993,499.63934778999794,None,[],['z'],[1.1864917000020796],501.64890919999743,None,z,3.1864917000020796,1,1,0.6666666666666666,None,505.77568859999883,None,505.77568859999883,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
21,0,21,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.526044641065533,1.34668860557497,None,507.58916490000047,None,508.922320289999,508.922320289999,508.93877958999985,b,['b'],None,,510.96176079999714,None,b,1.3644797000051767,1,1,0.6818181818181818,None,513.4839724999983,None,513.4839724999983,None,1.3644797000051767,[1.3644797000051767],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
22,0,22,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.517541937862754,0.761758675042088,None,515.2890320999977,None,516.022396789998,516.022396789998,516.0390472899995,None,[],['z'],[0.9878576000010071],518.0264438999984,None,z,2.987857600001007,1,1,0.6956521739130435,None,520.5543235999976,None,520.5543235999976,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
23,0,23,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,4.52047235037039,0.979776149765883,None,522.3555901999971,None,523.3224354899972,523.3224354899972,523.3392645899982,z,['z'],None,,525.3639712000004,None,z,1.8473063000055845,1,1,0.7083333333333334,None,529.8832083999987,None,529.8832083999987,None,1.8473063000055845,[1.8473063000055845],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
24,0,24,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.693348633324513,1.53122835510861,None,531.6891093999984,None,533.2057168899988,533.2057168899988,533.2223543899996,None,[],['z'],[0.09773660000428208],535.2094507999973,None,z,2.097736600004282,1,1,0.72,None,537.9110564999974,None,537.9110564999974,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
25,0,25,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.342239579230602,1.64421109900286,None,539.723012399998,None,541.3394236899982,541.3394236899982,541.3558561899987,None,[],['b'],[0.7546985000008135],543.3439661999982,None,b,2.7546985000008135,1,1,0.7307692307692307,None,545.683874899998,None,545.683874899998,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
26,0,26,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,2.7134565917469198,2.49839527409216,None,547.4893159999992,None,549.9723623899987,549.9723623899987,549.9891441899996,None,[],['b'],[1.3074041000036232],551.9760956999999,None,b,3.307404100003623,1,1,0.7407407407407407,None,554.6888371999994,None,554.6888371999994,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
27,0,27,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.592312596923728,0.80788063606262,None,556.4894133999987,None,557.2725379899999,557.2725379899999,557.2892623900003,z,['z'],None,,559.3241192999994,None,z,1.8264027000041096,1,1,0.75,None,561.9166931999971,None,561.9166931999971,None,1.8264027000041096,[1.8264027000041096],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
28,0,28,0,,,,,,,,,,3,2.0,0.0,b,27.0,1.0,3.2062024266105302,3.33124983260532,None,563.7225787999996,None,567.0392075899978,567.0392075899978,567.0557724899987,b,['b'],None,,569.0813353999984,None,b,2.0021897000042372,1,1,0.7586206896551724,None,572.284804699997,None,572.284804699997,None,2.0021897000042372,[2.0021897000042372],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
29,0,29,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.71372710086949,1.96568735158996,None,574.0893522000006,None,576.0390099899993,576.0390099899993,576.0555880899989,b,['b'],None,,578.0786862999994,None,b,1.5842637000023387,0,0,0.7333333333333333,None,581.7986348999984,None,581.7986348999984,None,1.5842637000023387,[1.5842637000023387],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
30,0,30,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.46924002178158,1.36309078069689,None,583.6059415999989,None,584.9395158900003,584.9395158900003,584.95604049,b,['b'],None,,586.980708799998,None,b,1.895124400005443,1,1,0.7419354838709677,None,591.4510716000004,None,591.4510716000004,None,1.895124400005443,[1.895124400005443],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
31,0,31,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,2.666404967794728,2.10421507306074,None,593.2558771999975,None,595.3389183899995,595.3389183899995,595.3556757900002,b,['b'],None,,597.379891499997,None,b,1.845700100002432,1,1,0.75,None,600.0495776999996,None,600.0495776999996,None,1.845700100002432,[1.845700100002432],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
32,0,32,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,3.31929419319838,2.96653053743745,None,601.8561440999983,None,604.806176589998,604.806176589998,604.8227411900003,None,[],['z'],[0.17410230000314186],606.8195091999987,None,z,2.174102300003142,1,1,0.7575757575757576,None,610.1365232999997,None,610.1365232999997,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
33,0,33,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.2759877950103027,1.25920145784721,None,611.9393734999976,None,613.1719630900003,613.1719630900003,613.1885374899972,None,[],['b'],[0.39900370000032126],615.1686611999976,None,b,2.3990037000003213,1,1,0.7647058823529411,None,617.4431246999993,None,617.4431246999993,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
34,0,34,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.294664843639333,2.22427187882546,None,619.2559858999994,None,621.4557228899972,621.4557228899972,621.4726166899997,None,[],['b'],[0.739639300001727],623.4580537000002,None,b,2.739639300001727,1,1,0.7714285714285715,None,625.763621099999,None,625.763621099999,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
35,0,35,0,,,,,,,,,,3,1.0,2.0,z,9.0,1.0,3.3728785608729996,1.43470440954152,None,627.5732204999986,None,628.9895829899975,628.9895829899975,629.0062018899986,z,['z'],None,,631.0318141999996,None,z,1.116120900005626,1,1,0.7777777777777778,None,634.4011189999983,None,634.4011189999983,None,1.116120900005626,[1.116120900005626],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
36,0,36,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.792365600763554,2.09887870490381,None,636.2061787999992,None,638.2893498899972,638.2893498899972,638.3059955899986,None,[],['b'],[0.281243400004314],640.289935599998,None,b,2.281243400004314,0,0,0.7567567567567568,None,643.0842333999972,None,643.0842333999972,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
37,0,37,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,2.678526077912375,1.95130344756745,None,644.8891540000004,None,646.8230242899987,646.8230242899987,646.8396055899972,None,[],['b'],[0.22674390000247513],648.8252099999991,None,b,2.226743900002475,1,1,0.7631578947368421,None,651.5125200999973,None,651.5125200999973,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
38,0,38,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.82320408183943,1.18065738546375,None,653.3227063999984,None,654.4894823899991,654.4894823899991,654.5060396900004,None,[],['b'],[0.5962968000021647],656.5116918999993,None,b,2.5962968000021647,0,0,0.7435897435897436,None,659.3273563999974,None,659.3273563999974,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
39,0,39,0,,,,,,,,,,3,2.0,3.0,b,63.0,0.0,3.02234236141277,1.60731937853708,None,661.1395587000006,None,662.7227261900003,662.7227261900003,662.739745489998,None,[],['b'],[0.043788500002847286],664.7272918999988,None,b,2.0437885000028473,1,0,0.75,None,667.7435799999985,None,667.7435799999985,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
40,0,40,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.92731383428727,3.06992456303453,None,669.5560809999988,None,672.6060462899983,672.6060462899983,672.6227984899994,None,[],['z'],[0.26194130000294535],674.6081290999973,None,z,2.2619413000029454,1,1,0.7560975609756098,None,677.5398964999986,None,677.5398964999986,None,,,,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
41,0,41,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,4.82531807167306,1.1243895841892,None,679.3388429000006,None,680.4394197899998,680.4394197899998,680.4560283899988,b,['b'],None,,682.4797160999988,None,b,1.9613502000029257,1,1,0.7619047619047619,None,687.3000243999995,None,687.3000243999995,None,1.9613502000029257,[1.9613502000029257],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
42,0,42,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,3.76873691643126,1.94858485820231,None,689.1063015,None,691.0395552899969,691.0395552899969,691.0561872899995,z,['z'],None,,693.0815965000002,None,z,1.85684090000359,1,1,0.7674418604651163,None,696.849192499998,None,696.849192499998,None,1.85684090000359,[1.85684090000359],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
43,0,43,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,4.01714354611405,0.77703640172831,None,698.6568482000002,None,699.40628979,699.40628979,699.4228278899969,b,['b'],None,,701.4452181999986,None,b,1.4446367000018654,1,1,0.7727272727272727,None,705.468846599997,None,705.468846599997,None,1.4446367000018654,[1.4446367000018654],,,,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,707.2729273999976,None,,,,,,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.2563683999979,None,None,712.2563683999979,717.2399321999983,,,,,,,,,,CBC_1016,001,2,3,0,15,0.95,2023-06-25_14h56.17.212,MSI_TV_v3,2022.1.1,59.950349121409666,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 1, 3, 0]",0.7272727272727273,0.6363636363636364,0.9090909090909091,0.8181818181818182,,,,,,,,,,,,
