trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,23.752162800003134,None,t,50.57148070000039,23.752162800003134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
,,,,,,,,,,None,74.34990500000276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
0,0,0,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.2062024266105302,2.22427187882546,None,74.54963810000118,None,76.8373070000016,None,76.8373070000016,None,76.8496372100013,None,['z'],[1.8074546999996528],76.8373070000016,None,None,78.78554780000195,None,z,1.8074546999996528,0,0,0.0,82.02168050000182,None,None,82.02168050000182,None,,,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
1,0,1,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.35133458220192,1.12425433982333,None,83.81646680000267,None,84.95433480000065,None,84.95433480000065,None,84.96655592000316,None,None,,84.95433480000065,None,['b'],86.93210590000308,None,b,2.0912168999966525,1,1,0.5,90.27031350000107,None,None,90.27031350000107,None,[0.0912168999966525],,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
2,0,2,0,,,,,,,,,,3,1.0,2.0,z,9.0,1.0,4.7533305109883095,0.952147612306987,None,92.08232410000346,None,93.05394740000338,None,93.05394740000338,None,93.06649962000229,None,None,,93.05394740000338,None,['z'],95.03308720000132,None,z,2.3021463000004587,1,1,0.6666666666666666,99.78180390000125,None,None,99.78180390000125,None,[0.3021463000004587],,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
3,0,3,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.40017271499661,2.49839527409216,None,101.58302710000135,None,104.1032789000019,None,104.1032789000019,None,104.09974839000314,None,['z'],[1.7644668999964779],104.1032789000019,None,None,106.09882240000297,None,z,1.7644668999964779,1,1,0.75,110.5051979000018,None,None,110.5051979000018,None,,,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
4,0,4,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,3.02234236141277,1.64421109900286,None,112.31650580000132,None,113.97020850000263,None,113.97020850000263,None,113.96687209000119,None,None,,113.97020850000263,None,['b'],115.94989790000182,None,b,2.416013299996848,1,1,0.8,118.95157570000083,None,None,118.95157570000083,None,[0.4160132999968482],,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
5,0,5,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,3.73326136168326,1.53243550275999,None,120.76637770000161,None,122.32532429999992,None,122.32532429999992,None,122.33333282000167,None,None,,122.32532429999992,None,['z'],124.30008910000106,None,z,2.2439831999981834,1,1,0.8333333333333334,128.02402130000337,None,None,128.02402130000337,None,[0.2439831999981834],,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
6,0,6,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,2.678526077912375,3.33124983260532,None,129.83312000000296,None,133.18484340000214,None,133.18484340000214,None,133.18327599000295,None,['z'],[1.4725147999997716],133.18484340000214,None,None,135.1907871000003,None,z,1.4725147999997716,0,0,0.7142857142857143,137.87247520000165,None,None,137.87247520000165,None,,,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
7,0,7,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,4.72585056748869,1.53122835510861,None,139.6829480000015,None,141.23807190000298,None,141.23807190000298,None,141.24995872000292,None,['z'],[1.8742465999966953],141.23807190000298,None,None,143.23549580000326,None,z,1.8742465999966953,1,1,0.75,147.97309640000094,None,None,147.97309640000094,None,,,,,,,,,,,,,,,,,,,CBC_1015,5,6,3,3,15,0.95,2023-06-25_16h41.28.303,MSI_AV_v3,2022.1.1,60.11598778734916,
