trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,67.27840079999987,None,t,66.13774929999818,67.27840079999987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
,,,,,,,,,,None,133.432861700001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
0,0,0,0,,,,,,,,,,0,3,1,z,27,1,4.52047235037039,1.12425433982333,None,133.63281989999996,None,134.732235200001,134.732235200001,134.74887640000088,None,[],['b'],[0.8161846999992122],136.73430220000046,None,b,2.816184699999212,0,0,0.0,None,141.26239069999974,None,141.26239069999974,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
1,0,1,0,,,,,,,,,,3,2,3,b,63,1,2.294664843639333,2.40378712856304,None,143.06616730000133,None,145.44960150000043,145.44960150000043,145.4660287000006,None,[],['b'],[0.6072793000003003],147.4498547000003,None,b,2.6072793000003003,1,1,0.5,None,149.73873869999989,None,149.73873869999989,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
2,0,2,0,,,,,,,,,,1,2,3,z,63,1,2.517541937862754,2.6299100644723,None,151.54953430000023,None,154.16598260000137,154.16598260000137,154.18258400000013,None,[],['z'],[1.5291120999991108],156.17079470000135,None,z,3.529112099999111,1,1,0.6666666666666666,None,158.67982570000095,None,158.67982570000095,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
3,0,3,0,,,,,,,,,,0,1,0,b,63,0,3.6438386551209,3.24569326556923,None,160.48278480000045,None,163.71554450000076,163.71554450000076,163.73224780000055,None,[],['b'],[0.8284953999991558],165.72024890000102,None,b,2.828495399999156,1,0,0.75,None,169.3586845000009,None,169.3586845000009,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
4,0,4,0,,,,,,,,,,2,3,0,z,9,1,2.2759877950103027,1.60731937853708,None,171.1658875000012,None,172.7484080000013,172.7484080000013,172.76483150000058,None,[],['z'],[0.40197279999847524],174.7444370000012,None,z,2.4019727999984752,1,1,0.8,None,177.02360109999972,None,177.02360109999972,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
5,0,5,0,,,,,,,,,,1,2,3,z,63,1,4.11514536789087,1.25920145784721,None,178.83255050000116,None,180.06590460000007,180.06590460000007,180.08251689999997,None,[],['z'],[0.6097865999981877],182.0698026000009,None,z,2.6097865999981877,1,1,0.8333333333333334,None,186.18124800000078,None,186.18124800000078,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
6,0,6,0,,,,,,,,,,3,2,0,b,27,1,2.629554641171433,3.4543169006169,None,187.98186720000012,None,191.41616470000008,191.41616470000008,191.4326570000012,None,[],['z'],[0.5872880999995687],193.41420480000124,None,z,2.5872880999995687,0,0,0.7142857142857143,None,196.05741260000104,None,196.05741260000104,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
7,0,7,0,,,,,,,,,,2,1,0,z,63,1,3.7500315165247198,1.27538462653558,None,197.8659948000004,None,199.1162820999998,199.1162820999998,199.13244920000034,None,[],['b'],[0.5448480999984895],201.11495190000096,None,b,2.5448480999984895,0,0,0.625,None,204.87703789999978,None,204.87703789999978,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
8,0,8,0,,,,,,,,,,0,0,1,z,63,1,2.666404967794728,1.64421109900286,None,206.68315600000096,None,208.31638139999995,208.31638139999995,208.33261550000134,None,[],['b'],[0.64941749999889],210.3219347000013,None,b,2.64941749999889,0,0,0.5555555555555556,None,212.98365139999987,None,212.98365139999987,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
9,0,9,0,,,,,,,,,,1,3,1,b,27,1,4.77723667052879,1.34668860557497,None,214.79925720000028,None,216.13146880000022,216.13146880000022,216.14872250000008,None,[],['z'],[0.8459019000001717],218.1279058,None,z,2.8459019000001717,0,0,0.5,None,222.91118950000055,None,222.91118950000055,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
10,0,10,0,,,,,,,,,,3,2,3,b,63,1,2.91303524001082,0.952147612306987,None,224.7158614,None,225.64968770000087,225.64968770000087,225.66622900000038,None,[],['b'],[0.3386056999988796],227.65327780000007,None,b,2.3386056999988796,1,1,0.5454545454545454,None,230.55359670000144,None,230.55359670000144,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
11,0,11,0,,,,,,,,,,0,0,1,z,63,1,3.02234236141277,0.761758675042088,None,232.3661847000003,None,233.09935810000025,233.09935810000025,233.11642680000114,None,[],['b'],[0.5644016999976884],235.10090579999996,None,b,2.5644016999976884,0,0,0.5,None,238.13187220000145,None,238.13187220000145,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
12,0,12,0,,,,,,,,,,2,1,0,z,63,1,3.73326136168326,2.09887870490381,None,239.93269860000146,None,242.0149325000002,242.0149325000002,242.03148330000113,None,[],['z'],[0.36703099999976985],244.01016060000075,None,z,2.36703099999977,1,1,0.5384615384615384,None,247.74916630000007,None,247.74916630000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
13,0,13,0,,,,,,,,,,3,2,1,b,9,1,4.01714354611405,0.979776149765883,None,249.5483905000001,None,250.49978230000124,250.49978230000124,250.51629280000088,None,[],['b'],[0.276296199997887],252.501669700001,None,b,2.276296199997887,1,1,0.5714285714285714,None,256.5166171000001,None,256.5166171000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
14,0,14,0,,,,,,,,,,2,0,1,b,63,1,2.678526077912375,1.53122835510861,None,258.3159487000012,None,259.8322794000014,259.8322794000014,259.848420100001,None,[],['b'],[0.2989471999990201],261.8284653999999,None,b,2.29894719999902,1,1,0.6,None,264.5127286000006,None,264.5127286000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
15,0,15,0,,,,,,,,,,1,1,3,z,27,1,2.693348633324513,1.90743690794447,None,266.3158863999997,None,268.1993364000009,268.1993364000009,268.2159593000015,None,[],['z'],[0.6914635999983147],270.1998859000014,None,z,2.6914635999983147,1,1,0.625,None,272.8853116999999,None,272.8853116999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
16,0,16,0,,,,,,,,,,0,1,0,b,63,1,2.7134565917469198,2.78346932462847,None,274.6996416000002,None,277.46626930000093,277.46626930000093,277.4829325999999,None,[],['z'],[0.3089381999998295],279.47122500000114,None,z,2.3089381999998295,0,0,0.5882352941176471,None,282.1719032000001,None,282.1719032000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
17,0,17,0,,,,,,,,,,3,3,2,z,63,0,2.792365600763554,2.96653053743745,None,283.98267289999967,None,286.93246210000143,286.93246210000143,286.94949460000134,None,[],['z'],[0.31938739999895915],288.93785190000017,None,z,2.319387399998959,1,0,0.6111111111111112,None,291.7260346000003,None,291.7260346000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
18,0,18,0,,,,,,,,,,2,0,2,b,27,1,3.68371079902891,1.52290599571961,None,293.5329890000012,None,295.03279939999993,295.03279939999993,295.0493942000012,None,[],['z'],[0.4273265999981959],297.0381206000002,None,z,2.427326599998196,0,0,0.5789473684210527,None,300.71332620000067,None,300.71332620000067,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1010,001,6,3,5,13,0.9,2024-03-20_15h09.46.455,MSI_TV_v3,2022.1.1,59.81809317864737,
