trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,20.67104620000009,None,t,54.86416130000089,20.67104620000009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
,,,,,,,,,,None,75.5523788999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
0,0,0,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,4.52047235037039,1.95130344756745,None,75.75255749999997,None,77.77291799999966,None,77.77291799999966,None,77.78527927999977,None,None,77.77291799999966,None,['b'],[0.3568745000011404],79.7022223999993,None,b,2.3568745000011404,1,1,1.0,84.22288320000007,None,None,84.22288320000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
1,0,1,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,4.01714354611405,3.40155979865722,None,86.01920799999971,None,89.4390997999999,None,89.4390997999999,None,89.43557682000001,None,None,89.4390997999999,None,"['b', 'z']","[0.14950190000035946, 0.5666842000000543]",91.41890129999956,None,b,2.1495019000003595,1,1,1.0,95.43330249999963,None,None,95.43330249999963,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
2,0,2,0,,,,,,,,,,3,1.0,2.0,z,9.0,1.0,4.190022164497369,3.1424449555106,None,97.23570459999974,None,100.38747119999971,None,100.38747119999971,None,100.3855919199993,None,None,100.38747119999971,None,['z'],[1.8745244000010644],102.36849170000005,None,z,3.8745244000010644,1,1,1.0,106.54081549999955,None,None,106.54081549999955,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
3,0,3,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,3.2062024266105302,2.6299100644723,None,108.35243139999966,None,111.00745589999951,None,111.00745589999951,None,111.01912495999987,None,None,111.00745589999951,None,['z'],[0.36743460000070627],112.98600699999952,None,z,2.3674346000007063,1,1,1.0,116.18181379999987,None,None,116.18181379999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
4,0,4,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,2.6391747348430608,1.43470440954152,None,117.98610989999997,None,119.43963410000015,None,119.43963410000015,None,119.4355882199995,None,['b'],119.43963410000015,None,None,,121.43853459999991,None,b,1.8575270000001183,1,1,1.0,124.09493179999936,None,None,124.09493179999936,None,[1.8575270000001183],,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
5,0,5,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,2.92731383428727,2.09887870490381,None,125.90262069999972,None,128.02463819999957,None,128.02463819999957,None,128.03574485999943,None,['z'],128.02463819999957,None,None,,130.02269699999943,None,z,1.3275196000004144,1,1,1.0,132.96024709999983,None,None,132.96024709999983,None,[1.3275196000004144],,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
6,0,6,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,3.02234236141277,1.34668860557497,None,134.76925159999973,None,136.1396920999996,None,136.1396920999996,None,136.13629061999993,None,['z'],136.1396920999996,None,None,,138.13338599999952,None,z,1.316657700000178,0,0,0.8571428571428571,141.1585486999993,None,None,141.1585486999993,None,[1.316657700000178],,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
7,0,7,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,4.11514536789087,1.60731937853708,None,142.9692828999996,None,144.58728650000012,None,144.58728650000012,None,144.58573202,None,None,144.58728650000012,None,['b'],[0.7334277000009024],146.56928830000015,None,b,2.7334277000009024,0,0,0.75,150.67374370000016,None,None,150.67374370000016,None,,,,,,,,,,,,,,,,,,,,,,CBC_1028,3,3,1,3,3,0.95,2023-07-21_14h00.16.706,MSI_AV_v3,2022.1.1,59.95264939759398,
