trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,2.91303524001082,2.22427187882546,None,221.1232801000001,None,223.36419549999982,None,223.36419549999982,None,223.3747305200002,None,['b'],223.36419549999982,None,None,,225.36017309999988,None,b,1.454255799999828,1,1,0.5555555555555556,228.2821557000002,None,None,228.2821557000002,None,[1.454255799999828],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
9,0,9,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,2.294664843639333,3.40155979865722,None,230.0910269000001,None,233.51456150000013,None,233.51456150000013,None,233.52494701999993,None,None,233.51456150000013,None,['z'],[1.0309471000000485],235.49126909999995,None,z,3.0309471000000485,1,1,0.6,237.77736079999977,None,None,237.77736079999977,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
10,0,10,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.52047235037039,1.18065738546375,None,239.59111029999985,None,240.79745309999998,None,240.79745309999998,None,240.8085064200002,None,None,240.79745309999998,None,['b'],[0.9104455000001508],242.77471680000008,None,b,2.910445500000151,1,1,0.6363636363636364,247.2792969000002,None,None,247.2792969000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
11,0,11,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.71372710086949,1.25817747924478,None,249.0909885000001,None,250.36514249999982,None,250.36514249999982,None,250.37483502000012,None,None,250.36514249999982,None,['z'],[0.46222609999995257],252.34106659999998,None,z,2.4622260999999526,0,0,0.5833333333333334,256.0613429,None,None,256.0613429,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
12,0,12,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.77723667052879,3.06992456303453,None,257.8743327000002,None,260.96434249999993,None,260.96434249999993,None,260.9747445199999,None,None,260.96434249999993,None,['z'],[0.6556804000001648],262.94101009999986,None,z,2.655680400000165,1,1,0.6153846153846154,267.70921580000004,None,None,267.70921580000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
13,0,13,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,4.12485271162806,3.33124983260532,None,269.52464039999995,None,272.88270520000015,None,272.88270520000015,None,272.89154242000023,None,None,272.88270520000015,None,['b'],[1.949913800000104],274.85724759999994,None,b,3.949913800000104,1,1,0.6428571428571429,278.97268369999983,None,None,278.97268369999983,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
14,0,14,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.7134565917469198,3.4543169006169,None,280.7746763,None,284.24696970000014,None,284.24696970000014,None,284.25812792000016,None,['z'],284.24696970000014,None,None,,286.2436025000002,None,z,1.7384879000001092,0,0,0.6,288.96324330000016,None,None,288.96324330000016,None,[1.7384879000001092],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
15,0,15,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,2.517541937862754,1.90743690794447,None,290.77472850000004,None,292.6822943000002,None,292.6822943000002,None,292.69130364000017,None,None,292.6822943000002,None,['z'],[0.38779150000027585],294.6748754,None,z,2.387791500000276,0,0,0.5625,297.17292,None,None,297.17292,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
16,0,16,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,4.01714354611405,0.77703640172831,None,298.9746804000001,None,299.76409550000017,None,299.76409550000017,None,299.77521782000014,None,None,299.76409550000017,None,['b'],[0.7942807000003995],301.74157849999983,None,b,2.7942807000003995,0,0,0.5294117647058824,305.7710148000001,None,None,305.7710148000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
17,0,17,0,,,,,,,,,,3,2.0,3.0,z,63.0,0.0,4.46924002178158,0.80788063606262,None,307.57500889999983,None,308.37724130000015,None,308.37724130000015,None,308.39059503999994,None,None,308.37724130000015,None,['z'],[0.277516800000285],310.35830540000006,None,z,2.277516800000285,1,0,0.5555555555555556,314.81526729999996,None,None,314.81526729999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
18,0,18,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.73326136168326,1.27538462653558,None,316.62502970000014,None,317.9125325,None,317.9125325,None,317.9087539399998,None,None,317.9125325,None,['b'],[1.2998130000000856],319.89128729999993,None,b,3.2998130000000856,1,1,0.5789473684210527,323.6128342000002,None,None,323.6128342000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
19,0,19,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,4.53337421950507,2.78346932462847,None,325.4248653999998,None,328.22919550000006,None,328.22919550000006,None,328.22494244000023,None,['b'],328.22919550000006,None,None,,330.22560029999977,None,b,1.6487565000002178,0,0,0.55,334.7642514999998,None,None,334.7642514999998,None,[1.6487565000002178],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
20,0,20,0,,,,,,,,,,3,0.0,3.0,z,9.0,1.0,3.02234236141277,0.761758675042088,None,336.57377270000006,None,337.3461255000002,None,337.3461255000002,None,337.3583125200001,None,None,337.3461255000002,None,['z'],[0.4485477000002902],339.3237534,None,z,2.44854770000029,1,1,0.5714285714285714,342.33098500000006,None,None,342.33098500000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
21,0,21,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.82320408183943,2.96653053743745,None,344.1404372000002,None,347.1320716,None,347.1320716,None,347.1421066199999,None,None,347.1320716,None,['b'],[2.1023948000001837],349.1072125999999,None,b,4.102394800000184,1,1,0.5909090909090909,351.9217689000002,None,None,351.9217689000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
22,0,22,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,3.6438386551209,3.24569326556923,None,353.7250374,None,356.9748515000001,None,356.9748515000001,None,356.97431656000015,None,None,356.9748515000001,None,['b'],[0.7430655000002844],358.95808709999983,None,b,2.7430655000002844,0,0,0.5652173913043478,362.59370549999994,None,None,362.59370549999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
23,0,23,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.526044641065533,3.1424449555106,None,364.4081322000002,None,367.56712890000017,None,367.56712890000017,None,367.57508691999993,None,None,367.56712890000017,None,['z'],[0.45797740000034537],369.54167529999995,None,z,2.4579774000003454,1,1,0.5833333333333334,372.0575881,None,None,372.0575881,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
24,0,24,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.11514536789087,1.12425433982333,None,373.8585683000001,None,374.9748731999998,None,374.9748731999998,None,374.9741905599998,None,['z'],374.9748731999998,None,None,,376.97955550000006,None,z,1.4568120000003546,1,1,0.6,381.08265859999983,None,None,381.08265859999983,None,[1.4568120000003546],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
25,0,25,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,3.76873691643126,1.21250262048173,None,382.89109599999983,None,384.1135436999998,None,384.1135436999998,None,384.12515852000007,None,None,384.1135436999998,None,['b'],[0.5305496000000858],386.09217739999985,None,b,2.5305496000000858,1,1,0.6153846153846154,389.8416686999999,None,None,389.8416686999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
26,0,26,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,3.35133458220192,2.6299100644723,None,391.6416402,None,394.29409570000007,None,394.29409570000007,None,394.29173554000005,None,None,394.29409570000007,None,['b'],[0.6073457000002236],396.2748789000002,None,b,2.6073457000002236,1,1,0.6296296296296297,399.6184717000001,None,None,399.6184717000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
27,0,27,0,,,,,,,,,,3,2.0,3.0,z,63.0,1.0,4.77034425507967,1.34668860557497,None,401.42495340000005,None,402.79830549999997,None,402.79830549999997,None,402.8088488199999,None,None,402.79830549999997,None,['z'],[0.241002600000229],404.7751936999998,None,z,2.241002600000229,1,1,0.6428571428571429,409.5323524999999,None,None,409.5323524999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
28,0,28,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,3.2062024266105302,2.10421507306074,None,411.34173839999994,None,413.4412481999998,None,413.4412481999998,None,413.4406739599998,None,['b'],413.4412481999998,None,None,,415.4447825000002,None,b,1.2314160000000811,1,1,0.6551724137931034,418.65743040000007,None,None,418.65743040000007,None,[1.2314160000000811],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
29,0,29,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.592312596923728,1.38289892513751,None,420.4582621999998,None,421.8623426999998,None,421.8623426999998,None,421.85877493999993,None,None,421.8623426999998,None,['b'],[0.34548760000052425],423.8417574,None,b,2.3454876000005243,0,0,0.6333333333333333,426.4262705000001,None,"['z', 'z', 'z']",426.4262705000001,None,,"[0.09995480000043244, 0.8059430000002976, 1.3077118000001065]",,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
30,0,30,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.342239579230602,1.94858485820231,None,428.24167209999996,None,430.21413329999996,None,430.21413329999996,None,430.22523882000024,None,['b'],430.21413329999996,None,None,,432.20738949999986,None,b,1.2090152000000671,1,1,0.6451612903225806,434.54766930000005,None,None,434.54766930000005,None,[1.2090152000000671],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
31,0,31,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,4.72585056748869,2.40378712856304,None,436.3574265000002,None,438.76344930000005,None,438.76344930000005,None,438.7743558399998,None,None,438.76344930000005,None,['b'],[0.07323709999991479],440.74198190000016,None,b,2.073237099999915,1,1,0.65625,445.45848609999985,None,None,445.45848609999985,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
32,0,32,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.433630701072358,1.43470440954152,None,447.25843080000004,None,448.7105231999999,None,448.7105231999999,None,448.70877264000006,None,None,448.7105231999999,None,['z'],[0.06896010000036767],450.6921017999998,None,z,2.0689601000003677,1,1,0.6666666666666666,453.1139693,None,None,453.1139693,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
33,0,33,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,4.40017271499661,2.49839527409216,None,454.9251116999999,None,457.4461071999999,None,457.4461071999999,None,457.44207823999983,None,['b'],457.4461071999999,None,None,,459.4262441000001,None,b,1.146669600000223,1,1,0.6764705882352942,463.83218720000013,None,None,463.83218720000013,None,[1.146669600000223],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
34,0,34,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.2759877950103027,1.60731937853708,None,465.6422625,None,467.2627272,None,467.2627272,None,467.27538392000025,None,None,467.2627272,None,['b'],[0.36981790000027104],469.24156140000014,None,b,2.369817900000271,1,1,0.6857142857142857,471.50060399999984,None,None,471.50060399999984,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
35,0,35,0,,,,,,,,,,0,1.0,2.0,z,9.0,1.0,2.92731383428727,1.52290599571961,None,473.3085802999999,None,474.85033870000007,None,474.85033870000007,None,474.85900002,None,['z'],474.85033870000007,None,None,,476.8439214,None,z,1.1326454000000012,1,1,0.6944444444444444,479.78126840000004,None,None,479.78126840000004,None,[1.1326454000000012],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
36,0,36,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.7533305109883095,1.78643585472448,None,481.5920812999998,None,483.3984209,None,483.3984209,None,483.40899892,None,['z'],483.3984209,None,None,,485.39033659999996,None,z,1.4275953000005757,1,1,0.7027027027027027,490.1490398000001,None,None,490.1490398000001,None,[1.4275953000005757],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
37,0,37,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,3.68371079902891,0.917519910446003,None,491.9586322,None,492.88150129999985,None,492.88150129999985,None,492.8916176399999,None,None,492.88150129999985,None,['b'],[0.268290600000455],494.8589142000001,None,b,2.268290600000455,1,1,0.7105263157894737,498.5277950999998,None,None,498.5277950999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
38,0,38,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.629554641171433,1.96568735158996,None,500.34216049999986,None,502.33108189999984,None,502.33108189999984,None,502.3423388200002,None,None,502.33108189999984,None,['z'],[2.297341399999823],504.30872439999985,None,z,4.297341399999823,1,1,0.717948717948718,506.92845609999995,None,None,506.92845609999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
39,0,39,0,,,,,,,,,,0,2.0,3.0,b,63.0,0.0,2.678526077912375,0.952147612306987,None,508.7422892999998,None,509.7161507999999,None,509.7161507999999,None,509.72605542,None,None,509.7161507999999,None,['b'],[0.30824870000014926],511.6920805999998,None,b,2.3082487000001493,1,0,0.725,514.3550239000001,None,None,514.3550239000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
40,0,40,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,3.31929419319838,1.1243895841892,None,516.158692,None,517.2961783999999,None,517.2961783999999,None,517.2922922399999,None,['z'],517.2961783999999,None,None,,519.2965371999999,None,z,1.5002034000003732,1,1,0.7317073170731707,522.6155211999999,None,None,522.6155211999999,None,[1.5002034000003732],,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
41,0,41,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.666404967794728,1.95130344756745,None,524.4254279000002,None,526.3959725,None,526.3959725,None,526.3923344400001,None,None,526.3959725,None,['b'],[1.8000747999999476],528.3752499000002,None,b,3.8000747999999476,1,1,0.7380952380952381,531.0336425999999,None,None,531.0336425999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
42,0,42,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,4.61004669244928,1.25920145784721,None,532.8425262000001,None,534.1137122,None,534.1137122,None,534.1257835200003,None,None,534.1137122,None,['z'],[1.0075086000001647],536.0928195000001,None,z,3.0075086000001647,1,1,0.7441860465116279,540.6920682,None,None,540.6920682,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
43,0,43,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,3.7500315165247198,2.09887870490381,None,542.4924267000001,None,544.6151358000002,None,544.6151358000002,None,544.6257930200003,None,None,544.6151358000002,None,['b'],[0.45025440000017625],546.5922320999998,None,b,2.4502544000001762,1,1,0.75,550.3385090000002,None,None,550.3385090000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,552.1421148,None,,,,,,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.1423347999998,None,None,557.1423347999998,None,,,,,,,,,,,,,CBC_1037,001,3,2,0,14,0.95,2024-01-04_12h44.35.607,MSI_AV_v3,2022.1.1,60.58083694845079,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 1, 0, 3]",0.6363636363636364,0.5454545454545454,0.8181818181818182,1.0,31,0,13,,,,,,,,,,,,
