trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,150.5705042999998,None,t,72.17508099999941,150.5705042999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
,,,,,,,,,,None,222.76848880000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
0,0,0,0,,,,,,,,,,0,1,0,b,63,1,3.02234236141277,1.52290599571961,None,222.96848780000073,None,224.6862273000006,None,224.6862273000006,None,224.68513948000182,None,None,224.6862273000006,None,['z'],[0.346483299997999],226.48545000000013,None,z,2.346483299997999,0,0,0.0,229.51330199999938,None,None,229.51330199999938,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
1,0,1,0,,,,,,,,,,2,3,2,b,63,1,3.68371079902891,1.21250262048173,None,231.30149340000025,None,232.6139674999995,None,232.6139674999995,None,232.6184294600014,None,['z'],232.6139674999995,None,None,,234.5243812000008,None,z,1.4278706999994029,0,0,0.0,238.2031115000009,None,None,238.2031115000009,None,[1.4278706999994029],,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
2,0,2,0,,,,,,,,,,0,3,1,z,27,1,4.40017271499661,0.77703640172831,None,240.0185244000004,None,240.80647080000017,None,240.80647080000017,None,240.81854698000134,None,None,240.80647080000017,None,['z'],[0.45151699999951234],242.78502130000015,None,z,2.4515169999995123,1,1,0.3333333333333333,247.18946959999994,None,None,247.18946959999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
3,0,3,0,,,,,,,,,,3,2,3,b,63,1,3.71372710086949,3.06992456303453,None,248.98519850000048,None,252.09425680000095,None,252.09425680000095,None,252.1018053500011,None,['z'],252.09425680000095,None,None,,254.0709122999997,None,z,1.825830900001165,0,0,0.25,257.79121020000093,None,None,257.79121020000093,None,[1.825830900001165],,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
4,0,4,0,,,,,,,,,,3,0,2,z,27,1,2.82320408183943,0.952147612306987,None,259.6020855000006,None,260.5750748999999,None,260.5750748999999,None,260.5851596800007,None,['z'],260.5750748999999,None,None,,262.56657950000044,None,z,1.772459699999672,1,1,0.4,265.3917911000008,None,None,265.3917911000008,None,[1.772459699999672],,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
5,0,5,0,,,,,,,,,,1,0,3,b,9,1,4.53337421950507,1.53122835510861,None,267.2016956999996,None,268.7867832000011,None,268.7867832000011,None,268.78582104999987,None,None,268.7867832000011,None,['b'],[0.706403499998487],270.735234400001,None,b,2.706403499998487,1,1,0.5,275.25141299999996,None,None,275.25141299999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
6,0,6,0,,,,,,,,,,3,2,3,b,63,1,4.77034425507967,1.43470440954152,None,277.0519325000005,None,278.507643500001,None,278.507643500001,None,278.51861398000113,None,['b'],278.507643500001,None,None,,280.50028290000046,None,b,1.7952945999986696,1,1,0.5714285714285714,285.27729519999957,None,None,285.27729519999957,None,[1.7952945999986696],,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
7,0,7,0,,,,,,,,,,1,1,0,z,63,1,2.592312596923728,2.78346932462847,None,287.08524059999945,None,289.89220489999934,None,289.89220489999934,None,289.9019624800007,None,None,289.89220489999934,None,['z'],[0.39383689999885974],291.8690026000004,None,z,2.3938368999988597,1,1,0.625,294.4431504000004,None,None,294.4431504000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
8,0,8,0,,,,,,,,,,2,2,3,z,63,1,3.35133458220192,1.1243895841892,None,296.251905000001,None,297.38943560000007,None,297.38943560000007,None,297.4017030800009,None,None,297.38943560000007,None,['b'],[0.46844189999865193],299.3684840999995,None,b,2.468441899998652,0,0,0.5555555555555556,302.7111368999995,None,None,302.7111368999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
9,0,9,0,,,,,,,,,,3,3,2,z,63,1,3.73326136168326,1.27538462653558,None,304.51850170000034,None,305.80674630000067,None,305.80674630000067,None,305.8185272800005,None,None,305.80674630000067,None,['z'],[0.7788400999997975],307.7851609999998,None,z,2.7788400999997975,1,1,0.6,311.5031940000008,None,None,311.5031940000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
10,0,10,0,,,,,,,,,,2,3,1,b,27,1,4.11514536789087,2.10421507306074,None,313.3182687000008,None,315.43976380000095,None,315.43976380000095,None,315.45193088000127,None,['z'],315.43976380000095,None,None,,317.4354920000005,None,z,1.899825000000419,0,0,0.5454545454545454,321.55783879999944,None,None,321.55783879999944,None,[1.899825000000419],,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
11,0,11,0,,,,,,,,,,1,0,1,b,63,0,4.190022164497369,1.94858485820231,None,323.3685454000006,None,325.3381638999999,None,325.3381638999999,None,325.33571641000054,None,None,325.3381638999999,None,['b'],[1.023723099999188],327.3184534000011,None,b,3.023723099999188,1,0,0.5833333333333334,331.50145150000026,None,None,331.50145150000026,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
12,0,12,0,,,,,,,,,,3,3,2,z,63,1,2.526044641065533,0.979776149765883,None,333.30180889999974,None,334.3085938000004,None,334.3085938000004,None,334.318805880001,None,['z'],334.3085938000004,None,None,,336.3021640999996,None,z,1.7710511000004772,1,1,0.6153846153846154,338.8253929000002,None,None,338.8253929000002,None,[1.7710511000004772],,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
13,0,13,0,,,,,,,,,,1,2,0,z,27,1,2.433630701072358,1.60731937853708,None,340.63549070000045,None,342.2557307999996,None,342.2557307999996,None,342.25201031000034,None,None,342.2557307999996,None,['z'],[0.418695000000298],344.23537880000003,None,z,2.418695000000298,1,1,0.6428571428571429,346.65418520000094,None,None,346.65418520000094,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
14,0,14,0,,,,,,,,,,0,1,0,b,63,1,4.52047235037039,1.53243550275999,None,348.4687721999999,None,350.02334809999957,None,350.02334809999957,None,350.0187137100009,None,None,350.02334809999957,None,['b'],[0.2755715000002965],352.00213989999975,None,b,2.2755715000002965,1,1,0.6666666666666666,356.51359349999984,None,None,356.51359349999984,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
15,0,15,0,,,,,,,,,,2,2,3,z,63,1,2.294664843639333,2.09887870490381,None,358.3185444999999,None,360.44002999999975,None,360.44002999999975,None,360.4521378800004,None,None,360.44002999999975,None,['z'],[0.7358485000004293],362.41869620000034,None,z,2.7358485000004293,1,1,0.6875,364.6987945000001,None,None,364.6987945000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1054,3,4,2,1,7,0.95,2024-03-03_11h43.50.758,MSI_AV_v3,2022.1.1,60.04397620794626,
