trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,3,0,1,z,63,1,2.526044641065533,2.78346932462847,None,171.00108510000064,None,173.78873280000062,None,173.78873280000062,None,173.80056761000034,None,None,,173.78873280000062,None,['z'],175.76826119999987,None,z,2.298817999999301,1,1,0.6666666666666666,178.2751732000006,None,None,178.2751732000006,None,[0.2988179999993008],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
9,0,9,0,,,,,,,,,,1,3,1,b,27,1,3.31929419319838,3.24569326556923,None,180.08472900000015,None,183.35695940000005,None,183.35695940000005,None,183.3681034800007,None,None,,183.35695940000005,None,['b'],185.33459120000043,None,b,2.1581151999989743,1,1,0.7,188.64118060000055,None,None,188.64118060000055,None,[0.15811519999897428],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
10,0,10,0,,,,,,,,,,0,2,3,b,63,1,4.190022164497369,0.917519910446003,None,190.45157879999988,None,191.3914620000005,None,191.3914620000005,None,191.40167818000063,None,['z'],[1.4988174999998591],191.3914620000005,None,['b'],193.38331480000033,None,z,1.4988174999998591,0,0,0.6363636363636364,197.57151310000063,None,None,197.57151310000063,None,[0.8213516999994681],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
11,0,11,0,,,,,,,,,,3,0,1,z,63,1,4.82531807167306,2.49839527409216,None,199.3842341999998,None,201.8905291000001,None,201.8905291000001,None,201.90171688000063,None,None,,201.8905291000001,None,['b'],203.86861990000034,None,b,3.4409088000002157,0,0,0.5833333333333334,208.68214540000008,None,None,208.68214540000008,None,[1.4409088000002157],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
12,0,12,0,,,,,,,,,,2,1,0,z,63,1,2.7134565917469198,1.60731937853708,None,210.4849304999998,None,212.10683470000004,None,212.10683470000004,None,212.11816398000028,None,None,,212.10683470000004,None,['z'],214.08499480000046,None,z,3.528750599999512,1,1,0.6153846153846154,216.78713169999992,None,None,216.78713169999992,None,[1.528750599999512],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
13,0,13,0,,,,,,,,,,0,2,1,b,9,1,2.433630701072358,2.15533949826702,None,218.6017652999999,None,220.77517309999985,None,220.77517309999985,None,220.78510778000017,None,None,,220.77517309999985,None,['b'],222.75142750000032,None,b,2.5762187999998787,1,1,0.6428571428571429,225.1779236000002,None,None,225.1779236000002,None,[0.5762187999998787],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
14,0,14,0,,,,,,,,,,2,0,1,b,63,1,2.592312596923728,0.761758675042088,None,226.98470110000017,None,227.73888700000043,None,227.73888700000043,None,227.75080301,None,None,,227.73888700000043,None,['z'],229.71846470000037,None,z,2.0463561999995363,0,0,0.6,232.30357689999983,None,['b'],232.30357689999983,None,[0.04635619999953633],[1.1162231999987853],,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
15,0,15,0,,,,,,,,,,1,1,3,z,27,1,4.52047235037039,1.95130344756745,None,234.11824239999987,None,236.0896472000004,None,236.0896472000004,None,236.10149428000076,None,None,,236.0896472000004,None,['b'],238.06730060000064,None,b,2.270185899998978,0,0,0.5625,242.57008289999976,None,None,242.57008289999976,None,[0.27018589999897813],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
16,0,16,0,,,,,,,,,,3,1,0,b,63,1,4.61004669244928,1.1243895841892,None,244.38504840000041,None,245.50358880000022,None,245.50358880000022,None,245.5007723400002,None,['z'],[1.7002482999996573],245.50358880000022,None,None,247.5039000000006,None,z,1.7002482999996573,0,0,0.5294117647058824,252.1246412999999,None,None,252.1246412999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
17,0,17,0,,,,,,,,,,0,3,2,z,63,0,2.792365600763554,3.40155979865722,None,253.93532390000018,None,257.3574752000004,None,257.3574752000004,None,257.36836568000086,None,['b'],[1.2352147000001423],257.3574752000004,None,None,259.35156390000066,None,b,1.2352147000001423,0,1,0.5,262.1429336000001,None,None,262.1429336000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
18,0,18,0,,,,,,,,,,2,0,2,b,27,1,3.3728785608729996,2.22427187882546,None,263.95242959999996,None,266.1704215999998,None,266.1704215999998,None,266.16729184000064,None,None,,266.1704215999998,None,['b'],268.1516554,None,b,2.503968399999394,1,1,0.5263157894736842,271.5065070999999,None,None,271.5065070999999,None,[0.503968399999394],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
19,0,19,0,,,,,,,,,,1,2,3,z,63,1,2.678526077912375,2.10421507306074,None,273.3186071,None,275.4383136000006,None,275.4383136000006,None,275.4351526100001,None,['z'],[1.345833299998958],275.4383136000006,None,None,277.4348498999998,None,z,1.345833299998958,1,1,0.55,280.12367600000016,None,None,280.12367600000016,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
20,0,20,0,,,,,,,,,,3,1,3,b,27,1,4.12485271162806,2.09887870490381,None,281.9355684000002,None,284.03854540000066,None,284.03854540000066,None,284.0510268100008,None,['b'],[1.2237546999995175],284.03854540000066,None,None,286.05624069999976,None,b,1.2237546999995175,1,1,0.5714285714285714,290.17548760000045,None,None,290.17548760000045,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
21,0,21,0,,,,,,,,,,0,2,3,b,63,1,3.02234236141277,0.77703640172831,None,291.98397730000033,None,292.7769386,None,292.7769386,None,292.78545558,None,['b'],[1.3916813999985607],292.7769386,None,None,294.7667578999999,None,b,1.3916813999985607,1,1,0.5909090909090909,297.7923185999998,None,None,297.7923185999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
22,0,22,0,,,,,,,,,,2,1,0,z,63,0,2.629554641171433,3.1963008326951,None,299.60136560000046,None,302.80731259999993,None,302.80731259999993,None,302.8189470800003,None,['b'],[1.4343409999992218],302.80731259999993,None,None,304.8066241000006,None,b,1.4343409999992218,0,1,0.5652173913043478,307.4260949999998,None,None,307.4260949999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
23,0,23,0,,,,,,,,,,3,1,2,b,9,1,2.294664843639333,3.33124983260532,None,309.23519060000035,None,312.58752900000036,None,312.58752900000036,None,312.58524521,None,None,,312.58752900000036,None,['z'],314.5678042999998,None,z,2.3095407000000705,0,0,0.5416666666666666,316.8524273000003,None,None,316.8524273000003,None,[0.3095407000000705],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
24,0,24,0,,,,,,,,,,0,3,2,z,63,1,3.73326136168326,3.4543169006169,None,318.6522623999999,None,322.12479020000046,None,322.12479020000046,None,322.13519198000046,None,['b'],[1.3848896999998033],322.12479020000046,None,None,324.11978960000033,None,b,1.3848896999998033,0,0,0.52,327.8578472999998,None,None,327.8578472999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
25,0,25,0,,,,,,,,,,1,3,2,b,63,1,2.92731383428727,1.38289892513751,None,329.66880740000033,None,331.0728317000003,None,331.0728317000003,None,331.08535928,None,['z'],[1.1479136999996626],331.0728317000003,None,None,333.06956679999985,None,z,1.1479136999996626,0,0,0.5,336.0073733999998,None,None,336.0073733999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
26,0,26,0,,,,,,,,,,3,1,0,b,63,1,3.76873691643126,1.34668860557497,None,337.8181359,None,339.1696256000005,None,339.1696256000005,None,339.1687293100005,None,['b'],[1.657930999999735],339.1696256000005,None,None,341.17080110000006,None,b,1.657930999999735,1,1,0.5185185185185185,344.94174889999977,None,None,344.94174889999977,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
27,0,27,0,,,,,,,,,,2,2,0,z,27,1,2.496959177995529,0.979776149765883,None,346.7527528999999,None,347.7548235000004,None,347.7548235000004,None,347.7523019100001,None,['z'],[1.3042197999993732],347.7548235000004,None,None,349.75571820000005,None,z,1.3042197999993732,1,1,0.5357142857142857,352.2582717000005,None,None,352.2582717000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
28,0,28,0,,,,,,,,,,1,3,1,b,27,1,2.6391747348430608,1.18065738546375,None,354.0688766000003,None,355.27258710000024,None,355.27258710000024,None,355.26875671000033,None,['b'],[1.118179299998701],355.27258710000024,None,None,357.2695402999998,None,b,1.118179299998701,1,1,0.5517241379310345,359.9095475000004,None,None,359.9095475000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
29,0,29,0,,,,,,,,,,2,0,1,b,63,1,2.2759877950103027,0.952147612306987,None,361.71916899999997,None,362.6909360999998,None,362.6909360999998,None,362.70214578000065,None,['z'],[1.2054021999992983],362.6909360999998,None,None,364.68516940000063,None,z,1.2054021999992983,0,0,0.5333333333333333,366.95976040000005,None,None,366.95976040000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
30,0,30,0,,,,,,,,,,0,0,2,z,27,1,3.2062024266105302,1.21250262048173,None,368.76896600000055,None,370.0062261000003,None,370.0062261000003,None,370.0026193100004,None,None,,370.0062261000003,None,['b'],371.9855217000004,None,b,2.201251200000115,0,0,0.5161290322580645,375.1848380000001,None,None,375.1848380000001,None,[0.2012512000001152],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
31,0,31,0,,,,,,,,,,1,3,2,b,63,1,3.68371079902891,1.53243550275999,None,376.9852442000001,None,378.5339266000001,None,378.5339266000001,None,378.5355188100004,None,['b'],[1.1078859999988708],378.5339266000001,None,None,380.5344584000004,None,b,1.1078859999988708,1,1,0.53125,384.2256287,None,None,384.2256287,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
32,0,32,0,,,,,,,,,,3,0,1,z,63,1,4.46924002178158,3.1424449555106,None,386.0355381999998,None,389.17054670000016,None,389.17054670000016,None,389.1683272400003,None,['b'],[1.3058579999997164],389.17054670000016,None,None,391.18310120000024,None,b,1.3058579999997164,0,0,0.5151515151515151,395.6584856999998,None,None,395.6584856999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
33,0,33,0,,,,,,,,,,2,1,0,z,63,1,2.517541937862754,1.43470440954152,None,397.46903269999984,None,398.9251955999998,None,398.9251955999998,None,398.93600938000014,None,['z'],[1.1293214999986958],398.9251955999998,None,None,400.91940870000053,None,z,1.1293214999986958,1,1,0.5294117647058824,403.4417377,None,None,403.4417377,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
34,0,34,0,,,,,,,,,,1,3,2,b,63,0,4.72585056748869,0.80788063606262,None,405.2522748000001,None,406.07475690000047,None,406.07475690000047,None,406.08561998000056,None,['b'],[1.7403297000000748],406.07475690000047,None,None,408.06881710000016,None,b,1.7403297000000748,1,0,0.5428571428571428,412.78876949999994,None,None,412.78876949999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
35,0,35,0,,,,,,,,,,0,0,2,z,27,1,4.11514536789087,3.06992456303453,None,414.6015070000003,None,417.6910410999999,None,417.6910410999999,None,417.70258258000064,None,['z'],[1.0572757999989335],417.6910410999999,None,None,419.6704303000006,None,z,1.0572757999989335,1,1,0.5555555555555556,423.79105380000055,None,None,423.79105380000055,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
36,0,36,0,,,,,,,,,,2,1,0,z,63,1,3.35133458220192,1.12425433982333,None,425.60222350000004,None,426.7406110000002,None,426.7406110000002,None,426.75252188000064,None,['b'],[1.0935007999996742],426.7406110000002,None,None,428.7377064000002,None,b,1.0935007999996742,0,0,0.5405405405405406,432.09049700000014,None,None,432.09049700000014,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
37,0,37,0,,,,,,,,,,3,3,1,z,27,1,3.6438386551209,1.53122835510861,None,433.9029706000001,None,435.45763350000016,None,435.45763350000016,None,435.46910868000083,None,None,,435.45763350000016,None,['z'],437.4350325000005,None,z,2.268298500000128,1,1,0.5526315789473685,441.06543409999995,None,None,441.06543409999995,None,[0.2682985000001281],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
38,0,38,0,,,,,,,,,,0,2,3,b,63,1,2.666404967794728,1.36309078069689,None,442.86857320000036,None,444.23965300000054,None,444.23965300000054,None,444.2358093100003,None,['b'],[1.8122958999992989],444.23965300000054,None,None,446.2365361000002,None,b,1.8122958999992989,1,1,0.5641025641025641,448.9091862000005,None,None,448.9091862000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
39,0,39,0,,,,,,,,,,1,2,3,z,63,1,4.77034425507967,2.96653053743745,None,450.7182410000005,None,453.69083300000057,None,453.69083300000057,None,453.70266768000016,None,['b'],[1.3577540999986013],453.69083300000057,None,None,455.6859996000003,None,b,1.3577540999986013,0,0,0.55,460.46012000000064,None,None,460.46012000000064,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
40,0,40,0,,,,,,,,,,3,1,0,b,63,1,4.01714354611405,1.96568735158996,None,462.26954920000026,None,464.2586944000004,None,464.2586944000004,None,464.26934088000013,None,None,,464.2586944000004,None,['b'],466.2360542000006,None,b,2.6186709999992672,1,1,0.5609756097560976,470.24863580000056,None,None,470.24863580000056,None,[0.6186709999992672],,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
41,0,41,0,,,,,,,,,,2,0,2,b,27,1,2.91303524001082,0.974903167432984,None,472.05263379999997,None,473.03956910000034,None,473.03956910000034,None,473.0358329100001,None,None,,473.03956910000034,None,None,475.01915499999996,None,[],[],0,3,0.5476190476190477,477.9241952000002,None,None,477.9241952000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
42,0,42,0,,,,,,,,,,1,0,3,z,9,1,4.77723667052879,1.27538462653558,None,479.73654200000055,None,481.0055105000001,None,481.0055105000001,None,481.01844401000034,None,['b'],[1.898486299999604],481.0055105000001,None,None,483.00142289999985,None,b,1.898486299999604,0,0,0.5348837209302325,487.7739425,None,None,487.7739425,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
43,0,43,0,,,,,,,,,,0,2,3,b,63,1,3.71372710086949,1.64421109900286,None,489.58645419999993,None,491.2461057999999,None,491.2461057999999,None,491.2528408800004,None,['z'],[1.2433016999993924],491.2461057999999,None,None,493.2380434000006,None,z,1.2433016999993924,0,0,0.5227272727272727,496.9585914999998,None,None,496.9585914999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,498.7698526000004,None,,,,,,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.7698737999999,None,None,503.7698737999999,None,,,,,,,,,,,,,CBC_1087,2,1,1,5,16,0.90,2024-03-23_10h00.48.030,MSI_AV_v3,2022.1.1,59.92125149113902,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 3, 0, 1]",0.6363636363636364,0.5454545454545454,0.36363636363636365,0.5454545454545454,23,1,20,,,,,,,,,,,,
