trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,0,1,0,b,63,1,3.35133458220192,2.09887870490381,None,158.1360937999998,None,160.25678770000013,None,160.25678770000013,None,160.26889448,None,None,160.25678770000013,None,['b'],[0.035916000000725035],162.2355239999997,None,b,2.035916000000725,1,1,0.6666666666666666,165.57283409999945,None,None,165.57283409999945,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
9,0,9,0,,,,,,,,,,3,1,3,z,27,1,4.190022164497369,1.95130344756745,None,167.38548459999947,None,169.3554927999976,None,169.3554927999976,None,169.35218505999873,None,None,169.3554927999976,None,['z'],[0.5784554999991087],171.33547389999876,None,z,2.5784554999991087,1,1,0.7,175.51814559999912,None,None,175.51814559999912,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
10,0,10,0,,,,,,,,,,1,3,2,z,63,1,2.517541937862754,2.22427187882546,None,177.31891099999848,None,179.55599689999872,None,179.55599689999872,None,179.5521985600004,None,['b'],179.55599689999872,None,None,,181.55955209999956,None,b,1.7310180999993463,0,0,0.6363636363636364,184.07308339999872,None,None,184.07308339999872,None,[1.7310180999993463],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
11,0,11,0,,,,,,,,,,0,1,0,b,63,1,2.7134565917469198,3.06992456303453,None,185.88547769999786,None,188.97424060000048,None,188.97424060000048,None,188.9856291799995,None,['b'],188.97424060000048,None,None,,190.9670733999992,None,b,1.9149166999995941,1,1,0.6666666666666666,193.69245129999763,None,None,193.69245129999763,None,[1.9149166999995941],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
12,0,12,0,,,,,,,,,,2,0,1,b,63,1,3.71372710086949,1.53243550275999,None,195.5022938000002,None,197.0451983999992,None,197.0451983999992,None,197.0513350599991,None,['b'],197.0451983999992,None,None,,199.05326259999856,None,b,1.2650840999995125,1,1,0.6923076923076923,202.77341869999873,None,None,202.77341869999873,None,[1.2650840999995125],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
13,0,13,0,,,,,,,,,,1,1,2,z,9,1,3.02234236141277,2.15533949826702,None,204.5855616000008,None,206.75644889999967,None,206.75644889999967,None,206.75226425999935,None,None,206.75644889999967,None,['z'],[0.40471400000024005],208.73602480000045,None,z,2.40471400000024,1,1,0.7142857142857143,211.74651019999874,None,None,211.74651019999874,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
14,0,14,0,,,,,,,,,,2,1,0,z,63,1,3.68371079902891,1.25920145784721,None,213.5530863999993,None,214.82192550000036,None,214.82192550000036,None,214.81930846000031,None,['z'],214.82192550000036,None,None,,216.81827859999976,None,z,1.5321891999992658,1,1,0.7333333333333333,220.50840799999787,None,None,220.50840799999787,None,[1.5321891999992658],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
15,0,15,0,,,,,,,,,,3,3,1,b,27,1,2.294664843639333,3.1963008326951,None,222.31896000000052,None,225.54055779999908,None,225.54055779999908,None,225.55227427999924,None,['b'],225.54055779999908,None,None,,227.5377671999995,None,b,1.5336853000007977,1,1,0.75,229.8421516999988,None,None,229.8421516999988,None,[1.5336853000007977],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
16,0,16,0,,,,,,,,,,0,0,1,z,63,1,4.61004669244928,1.94858485820231,None,231.65232280000055,None,233.62054549999812,None,233.62054549999812,None,233.61889816000038,None,None,233.62054549999812,None,['z'],[0.4527101000021503],235.60212259999753,None,z,2.4527101000021503,1,1,0.7647058823529411,240.20085589999871,None,None,240.20085589999871,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
17,0,17,0,,,,,,,,,,1,2,3,b,63,0,3.26539063535182,0.761758675042088,None,242.0023435999974,None,242.77333539999745,None,242.77333539999745,None,242.76934685999876,None,['b'],242.77333539999745,None,None,,244.76967189999777,None,b,1.62948089999918,1,0,0.7777777777777778,248.04120949999924,None,None,248.04120949999924,None,[1.62948089999918],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
18,0,18,0,,,,,,,,,,2,2,0,z,27,1,4.52047235037039,3.40155979865722,None,249.8515738999995,None,253.27624229999856,None,253.27624229999856,None,253.2855587799975,None,['z'],253.27624229999856,None,None,,255.2710206999982,None,z,1.8180200999995577,1,1,0.7894736842105263,259.79013999999734,None,None,259.79013999999734,None,[1.8180200999995577],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
19,0,19,0,,,,,,,,,,3,3,2,b,63,1,4.53337421950507,1.18065738546375,None,261.60223570000016,None,262.8054209000002,None,262.8054209000002,None,262.802739559998,None,None,262.8054209000002,None,['z'],[0.5803598999991664],264.7858825000003,None,z,2.5803598999991664,0,0,0.75,269.3090287999985,None,None,269.3090287999985,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
20,0,20,0,,,,,,,,,,0,3,1,z,27,1,4.01714354611405,1.52290599571961,None,271.11922100000083,None,272.6579590000001,None,272.6579590000001,None,272.6690603799987,None,['z'],272.6579590000001,None,None,,274.64946119999877,None,z,1.783234899998206,1,1,0.7619047619047619,278.67543849999856,None,None,278.67543849999856,None,[1.783234899998206],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
21,0,21,0,,,,,,,,,,1,3,2,z,63,1,4.11514536789087,1.27538462653558,None,280.4855080999987,None,281.77283979999993,None,281.77283979999993,None,281.7690943599969,None,None,281.77283979999993,None,['b'],[0.7848521999985678],283.75243950000004,None,b,2.784852199998568,0,0,0.7272727272727273,287.8514591999992,None,None,287.8514591999992,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
22,0,22,0,,,,,,,,,,2,0,1,b,63,1,3.31929419319838,1.21250262048173,None,289.6523820000002,None,290.89241889999903,None,290.89241889999903,None,290.90258967999836,None,['z'],290.89241889999903,None,None,,292.8891193999989,None,z,1.404523799999879,0,0,0.6956521739130435,296.22437100000025,None,None,296.22437100000025,None,[1.404523799999879],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
23,0,23,0,,,,,,,,,,0,2,1,z,9,1,2.82320408183943,1.43470440954152,None,298.03569389999757,None,299.48867769999924,None,299.48867769999924,None,299.48565555999954,None,None,299.48867769999924,None,['b'],[0.2373608999987482],301.46884299999874,None,b,2.237360899998748,0,0,0.6666666666666666,304.27763069999855,None,None,304.27763069999855,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
24,0,24,0,,,,,,,,,,1,2,3,b,63,1,2.91303524001082,2.40378712856304,None,306.0924352999973,None,308.5070874999983,None,308.5070874999983,None,308.51898797999894,None,None,308.5070874999983,None,['z'],[0.47701860000233864],310.48580049999873,None,z,2.4770186000023386,0,0,0.64,313.39038040000014,None,None,313.39038040000014,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
25,0,25,0,,,,,,,,,,3,2,3,z,63,1,2.433630701072358,1.64421109900286,None,315.2022352999993,None,316.85632049999913,None,316.85632049999913,None,316.85254065999976,None,None,316.85632049999913,None,['b'],[1.2585142999996606],318.8356935999982,None,b,3.2585142999996606,0,0,0.6153846153846154,321.2597191999994,None,None,321.2597191999994,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
26,0,26,0,,,,,,,,,,0,0,1,z,63,1,3.6438386551209,1.38289892513751,None,323.0692627999997,None,324.47472149999885,None,324.47472149999885,None,324.4857439799969,None,['z'],324.47472149999885,None,None,,326.4720877,None,z,1.2828006999989157,1,1,0.6296296296296297,330.127320399999,None,None,330.127320399999,None,[1.2828006999989157],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
27,0,27,0,,,,,,,,,,2,0,2,b,27,1,4.46924002178158,3.33124983260532,None,331.9361468999996,None,335.2911325999994,None,335.2911325999994,None,335.30241557999835,None,['b'],335.2911325999994,None,None,,337.28406840000025,None,b,1.6135781000011775,1,1,0.6428571428571429,341.76040250000005,None,None,341.76040250000005,None,[1.6135781000011775],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
28,0,28,0,,,,,,,,,,3,1,3,z,27,1,2.6391747348430608,3.4543169006169,None,343.56918439999936,None,347.0380288999986,None,347.0380288999986,None,347.03603205999894,None,['z'],347.0380288999986,None,None,,349.03561160000027,None,z,1.6549300999977277,1,1,0.6551724137931034,351.6762240999997,None,None,351.6762240999997,None,[1.6549300999977277],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
29,0,29,0,,,,,,,,,,2,1,0,z,63,1,2.792365600763554,2.78346932462847,None,353.485899299998,None,356.2897379999995,None,356.2897379999995,None,356.28585655999774,None,['z'],356.2897379999995,None,None,,358.2879709999979,None,z,1.2825637000023562,1,1,0.6666666666666666,361.0912884999998,None,None,361.0912884999998,None,[1.2825637000023562],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
30,0,30,0,,,,,,,,,,1,2,0,b,27,1,3.7500315165247198,1.96568735158996,None,362.9024113999985,None,364.8911593999983,None,364.8911593999983,None,364.9025242799988,None,None,364.8911593999983,None,['b'],[0.2414429000018572],366.86920819999796,None,b,2.241442900001857,1,1,0.6774193548387096,370.6159516000007,None,None,370.6159516000007,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
31,0,31,0,,,,,,,,,,3,2,3,z,63,1,2.666404967794728,1.25817747924478,None,372.41926819999935,None,373.6900781000004,None,373.6900781000004,None,373.68586115999784,None,None,373.6900781000004,None,['z'],[0.7245021999988239],375.6691291999996,None,z,2.724502199998824,1,1,0.6875,378.32457489999797,None,None,378.32457489999797,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
32,0,32,0,,,,,,,,,,0,1,0,b,63,1,3.3728785608729996,1.12425433982333,None,380.13596939999843,None,381.2740371,None,381.2740371,None,381.2857717799969,None,None,381.2740371,None,['b'],[0.42343439999967813],383.2526844999993,None,b,2.423434399999678,1,1,0.696969696969697,386.60753829999885,None,None,386.60753829999885,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
33,0,33,0,,,,,,,,,,2,0,1,b,63,1,3.73326136168326,1.90743690794447,None,388.4191886999979,None,390.3411563000009,None,390.3411563000009,None,390.35259297999875,None,['b'],390.3411563000009,None,None,,392.3365707999983,None,b,1.3845989000001282,1,1,0.7058823529411765,396.0757071000007,None,None,396.0757071000007,None,[1.3845989000001282],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
34,0,34,0,,,,,,,,,,3,2,3,z,63,0,4.77723667052879,2.49839527409216,None,397.8859900999996,None,400.40790539999944,None,400.40790539999944,None,400.4200623799996,None,None,400.40790539999944,None,['z'],[0.7593386999978975],402.3860586999981,None,z,2.7593386999978975,1,0,0.7142857142857143,407.1427395999999,None,None,407.1427395999999,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
35,0,35,0,,,,,,,,,,1,2,0,b,27,1,4.77034425507967,0.979776149765883,None,408.95266769999944,None,409.95829109999977,None,409.95829109999977,None,409.96933937999785,None,None,409.95829109999977,None,['b'],[0.5035338999987289],411.93652849999853,None,b,2.503533899998729,1,1,0.7222222222222222,416.7038489000006,None,None,416.7038489000006,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
36,0,36,0,,,,,,,,,,2,0,1,b,63,1,4.82531807167306,2.10421507306074,None,418.51926660000026,None,420.64092510000046,None,420.64092510000046,None,420.6526562799998,None,['b'],420.64092510000046,None,None,,422.6459130000003,None,b,1.5786680999990494,1,1,0.7297297297297297,427.4757043999998,None,None,427.4757043999998,None,[1.5786680999990494],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
37,0,37,0,,,,,,,,,,0,1,3,b,27,1,2.678526077912375,0.917519910446003,None,429.2858940999977,None,430.2191817999992,None,430.2191817999992,None,430.2191961599979,None,['b'],430.2191817999992,None,None,,432.22140919999947,None,b,1.1687856999997166,1,1,0.7368421052631579,434.90940019999834,None,None,434.90940019999834,None,[1.1687856999997166],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
38,0,38,0,,,,,,,,,,1,3,2,z,63,1,4.40017271499661,1.1243895841892,None,436.7191356999974,None,437.8585939000004,None,437.8585939000004,None,437.8694137799983,None,None,437.8585939000004,None,['z'],[1.6324162999990222],439.8358917999976,None,z,3.632416299999022,1,1,0.7435897435897436,444.22549009999784,None,None,444.22549009999784,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
39,0,39,0,,,,,,,,,,3,3,2,b,63,1,2.693348633324513,0.952147612306987,None,446.03599779999786,None,447.00985079999737,None,447.00985079999737,None,447.0195854799975,None,None,447.00985079999737,None,['b'],[0.4144255000028352],448.9860759000003,None,b,2.414425500002835,1,1,0.75,451.6702460999986,None,None,451.6702460999986,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
40,0,40,0,,,,,,,,,,0,0,1,z,63,1,2.592312596923728,1.36309078069689,None,453.46944579999763,None,454.85778239999854,None,454.85778239999854,None,454.8693217799999,None,['z'],454.85778239999854,None,None,,456.8527916999992,None,z,1.4793318999982148,1,1,0.7560975609756098,459.4593733999973,None,None,459.4593733999973,None,[1.4793318999982148],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
41,0,41,0,,,,,,,,,,2,2,0,z,27,1,4.7533305109883095,1.60731937853708,None,461.26925969999866,None,462.88880829999835,None,462.88880829999835,None,462.88605455999783,None,['b'],462.88880829999835,None,None,,464.8856238999979,None,b,1.331608699998469,0,0,0.7380952380952381,469.6400462999991,None,None,469.6400462999991,None,[1.331608699998469],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
42,0,42,0,,,,,,,,,,3,3,0,b,9,1,4.12485271162806,2.6299100644723,None,471.4528715999986,None,474.1073757999984,None,474.1073757999984,None,474.11953687999704,None,['z'],474.1073757999984,None,None,,476.1046209999986,None,z,1.065224699999817,0,0,0.7209302325581395,480.24150349999763,None,None,480.24150349999763,None,[1.065224699999817],,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
43,0,43,0,,,,,,,,,,1,3,2,z,63,1,4.72585056748869,2.96653053743745,None,482.0528262000007,None,485.0376961000002,None,485.0376961000002,None,485.0362085600005,None,None,485.0376961000002,None,['b'],[0.40168700000140234],487.01936139999816,None,b,2.4016870000014023,0,0,0.7045454545454546,491.7364559999987,None,None,491.7364559999987,None,,,,,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,493.53648239999893,None,,,,,,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.53629290000026,None,None,498.53629290000026,None,,,,,,,,,,CBC_1013,001,5,2,1,12,0.95,2023-06-23_14h24.40.256,MSI_AV_v3,2022.1.1,60.02948648465864,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 0, 1, 3]",0.6363636363636364,0.8181818181818182,0.6363636363636364,0.7272727272727273,,,,,,,,,,,,
