trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,38.01838150000003,None,t,60.57562060000055,38.01838150000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
,,,,,,,,,,None,98.61585150000064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
0,0,0,0,,,,,,,,,,3,0,1,z,63,1,2.7134565917469198,3.33124983260532,None,98.8160413000005,None,102.13230402000036,102.13230402000036,102.14844992000044,z,['z'],1.439484700000321,[1.439484700000321],None,104.16745420000007,None,z,1.439484700000321,1,1,1.0,None,106.91572220000035,None,106.91572220000035,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
1,0,1,0,,,,,,,,,,2,2,3,z,63,1,4.190022164497369,0.974903167432984,None,108.68251169999985,None,109.63268822,109.63268822,109.64912762000031,b,['b'],1.6659512000005634,[1.6659512000005634],None,111.67417360000036,None,b,1.6659512000005634,0,0,0.5,None,115.87098320000041,None,115.87098320000041,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
2,0,2,0,,,,,,,,,,3,1,3,b,27,1,3.73326136168326,1.38289892513751,None,117.66519630000039,None,119.01632651999981,119.01632651999981,119.03307941999984,b,['b'],1.4671891000007236,[1.4671891000007236],None,121.05855549999978,None,b,1.4671891000007236,1,1,0.6666666666666666,None,124.79282630000034,None,124.79282630000034,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
3,0,3,0,,,,,,,,,,0,3,2,z,63,1,3.26539063535182,2.09887870490381,None,126.5994526000004,None,128.6826888200002,128.6826888200002,128.69947652000056,b,['b'],1.382760600000438,[1.382760600000438],None,130.7018208999998,None,b,1.382760600000438,0,0,0.5,None,133.95867970000018,None,133.95867970000018,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
4,0,4,0,,,,,,,,,,0,2,0,b,27,1,3.71372710086949,2.22427187882546,None,135.7653065000004,None,137.96532582000046,137.96532582000046,137.98235522000041,z,['z'],1.7581097000002046,[1.7581097000002046],"['b', 'b']",140.00109510000038,None,z,1.7581097000002046,0,0,0.4,None,143.71060829999988,None,143.71060829999988,None,"[0.4283299000007901, 1.1187069000006886]",,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
5,0,5,0,,,,,,,,,,1,3,0,z,9,1,4.11514536789087,3.06992456303453,None,145.51597700000002,None,148.56525692000005,148.56525692000005,148.58193871999984,b,['b'],1.7554346999995687,[1.7554346999995687],None,150.60033590000057,None,b,1.7554346999995687,0,0,0.3333333333333333,None,154.70892410000033,None,154.70892410000033,None,,,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
6,0,6,0,,,,,,,,,,0,3,2,z,63,1,3.7500315165247198,1.21250262048173,None,156.5163203000002,None,157.71618042000037,157.71618042000037,157.73306052000035,None,[],,,['b'],159.72097209999993,None,b,2.71397639999941,0,0,0.2857142857142857,None,163.4635576999999,None,163.4635576999999,None,[0.7139763999994102],,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
7,0,7,0,,,,,,,,,,1,0,1,b,63,1,2.342239579230602,3.40155979865722,None,165.26620749999984,None,168.64852882000005,168.64852882000005,168.66524922,None,[],,,['b'],170.64577129999998,None,b,2.1533257999999478,1,1,0.375,None,172.99547280000024,None,172.99547280000024,None,[0.15332579999994778],,,,,,,,,,,,,,,,,,,,,CBC_1033,003,2,3,5,10,0.95,2023-12-13_15h01.20.123,MSI_TV_v3,2022.1.1,60.028117170057875,
