trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,30.134805000000597,None,t,53.78789509999933,30.134805000000597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
,,,,,,,,,,None,83.94338500000049,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
0,0,0,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.02234236141277,1.52290599571961,None,84.14344710000023,None,85.76381800000036,None,85.76381800000036,None,85.77538673000016,None,None,85.76381800000036,None,['z'],[0.45937839999987773],87.64312030000019,None,z,2.4593783999998777,1,1,1.0,90.6716606,None,None,90.6716606,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
1,0,1,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,3.3728785608729996,1.21250262048173,None,92.47619469999972,None,93.79347440000038,None,93.79347440000038,None,93.79306426000021,None,None,93.79347440000038,None,['z'],[0.030089299999417563],95.69218300000011,None,z,2.0300892999994176,0,0,0.5,99.05917580000005,None,None,99.05917580000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
2,0,2,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,4.190022164497369,3.1963008326951,None,100.85947459999988,None,104.06377010000051,None,104.06377010000051,None,104.06000510999984,None,['b'],104.06377010000051,None,None,,106.04634160000023,None,b,1.7489417999995567,0,0,0.3333333333333333,110.23119560000032,None,None,110.23119560000032,None,[1.7489417999995567],,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
3,0,3,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,3.68371079902891,1.36309078069689,None,112.04333150000002,None,113.44559329999993,None,113.44559329999993,None,113.4432650800003,None,None,113.44559329999993,None,['z'],[0.07130739999956859],115.41038840000056,None,z,2.0713073999995686,1,1,0.5,119.08003410000038,None,None,119.08003410000038,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
4,0,4,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,2.2759877950103027,1.25817747924478,None,120.89312380000047,None,122.16296800000055,None,122.16296800000055,None,122.1600608100005,None,['b'],122.16296800000055,None,None,,124.14478280000003,None,b,1.5900675999992018,1,1,0.6,126.42545859999973,None,None,126.42545859999973,None,[1.5900675999992018],,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
5,0,5,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,3.6438386551209,3.24569326556923,None,128.22682499999974,None,131.48628740000004,None,131.48628740000004,None,131.49335640999996,None,['z'],131.48628740000004,None,None,,133.49405500000012,None,z,1.4816401999996742,0,0,0.5,137.15035160000025,None,None,137.15035160000025,None,[1.4816401999996742],,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
6,0,6,0,,,,,,,,,,0,1.0,3.0,z,27.0,1.0,2.792365600763554,0.761758675042088,None,138.96008210000036,None,139.77288090000002,None,139.77288090000002,None,139.77527924999958,None,['z'],139.77288090000002,None,None,,141.7276695999999,None,z,1.5828610999997181,1,1,0.5714285714285714,144.52543419999984,None,None,144.52543419999984,None,[1.5828610999997181],,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
7,0,7,0,,,,,,,,,,1,2.0,1.0,b,9.0,1.0,4.77034425507967,1.38289892513751,None,146.32680679999976,None,147.73297160000038,None,147.73297160000038,None,147.74319508000045,None,['z'],147.73297160000038,None,None,,149.71239700000024,None,z,1.4050791999989087,0,0,0.5,154.4793526000003,None,None,154.4793526000003,None,[1.4050791999989087],,,,,,,,,,,,,,,,,,,,,,CBC_1018,3,6,2,2,17,0.95,2023-07-28_14h27.02.226,MSI_AV_v3,2022.1.1,60.072904476792786,
