trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,58.51702309999382,None,t,60.57960589999857,58.51702309999382,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
,,,,,,,,,,None,119.12789619999239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
0,0,0,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,2.678526077912375,3.4543169006169,None,119.32746349999798,None,122.76069733000186,122.76069733000186,122.77741203000478,None,[],['z'],[0.6157957999967039],124.76655669999309,None,z,2.615795799996704,1,1,1.0,None,127.46676999999909,None,127.46676999999909,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
1,0,1,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.2759877950103027,3.06992456303453,None,129.26115959999152,None,132.3107555299968,132.3107555299968,132.32779702999977,None,[],['z'],[0.581934400004684],134.31177380000008,None,z,2.581934400004684,1,1,1.0,None,136.58037959999638,None,136.58037959999638,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
2,0,2,0,,,,,,,,,,0,2.0,1.0,b,9.0,1.0,4.72585056748869,2.49839527409216,None,138.39429810000001,None,140.87751912999664,140.87751912999664,140.89453652999072,None,[],['b'],[0.4477978000068106],142.8788510000013,None,b,2.4477978000068106,1,1,1.0,None,147.60567259999516,None,147.60567259999516,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
3,0,3,0,,,,,,,,,,3,0.0,1.0,b,63.0,1.0,3.3728785608729996,1.36309078069689,None,149.4103480000049,None,150.74409403000317,150.74409403000317,150.76114633000105,None,[],['b'],[1.7792700999998488],152.74713629999314,None,b,3.7792700999998488,1,1,1.0,None,156.11935300000187,None,156.11935300000187,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
4,0,4,0,,,,,,,,,,1,1.0,3.0,z,27.0,1.0,2.496959177995529,3.24569326556923,None,157.92788469999505,None,161.16129793,161.16129793,161.17778022999408,None,[],['b'],[0.7019145999947796],163.16028579999693,None,b,2.7019145999947796,0,0,0.8,None,165.66195069999958,None,165.66195069999958,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
5,0,5,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.629554641171433,3.40155979865722,None,167.47682460000215,None,170.86077192999363,170.86077192999363,170.87787002999102,None,[],['b'],[0.09578479999618139],172.86013410000305,None,b,2.0957847999961814,1,1,0.8333333333333334,None,175.49722679999832,None,175.49722679999832,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
6,0,6,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,2.82320408183943,1.34668860557497,None,177.31012710000505,None,178.62791452999517,178.62791452999517,178.64505003000085,None,[],['z'],[0.5361487000045599],180.62702299999364,None,z,2.53614870000456,1,1,0.8571428571428571,None,183.46123549999902,None,183.46123549999902,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
7,0,7,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,4.40017271499661,1.12425433982333,None,185.27687129999686,None,186.37807452999112,186.37807452999112,186.39461492999106,None,[],['b'],[1.2732560000004014],188.3780728999991,None,b,3.2732560000004014,1,1,0.875,None,192.76573149999604,None,192.76573149999604,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
8,0,8,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.792365600763554,0.761758675042088,None,194.57754879999266,None,195.3268681299989,195.3268681299989,195.3436514300003,None,[],['z'],[1.6639352999918628],197.31985849999182,None,z,3.663935299991863,1,1,0.8888888888888888,None,200.12976880000497,None,200.12976880000497,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
9,0,9,0,,,,,,,,,,2,1.0,3.0,b,27.0,1.0,2.92731383428727,3.1424449555106,None,201.94421099999454,None,205.06136013000213,205.06136013000213,205.07812312999448,b,['b'],None,,207.09760759999335,None,b,1.9678126000071643,1,1,0.9,None,210.0225913000031,None,210.0225913000031,None,1.9678126000071643,[1.9678126000071643],,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
10,0,10,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.52047235037039,2.96653053743745,None,211.82835660000273,None,214.7781749299931,214.7781749299931,214.7948730300006,None,[],['b'],[0.45627300000342075],216.7776320999983,None,b,2.4562730000034207,1,1,0.9090909090909091,None,221.29914790000475,None,221.29914790000475,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
11,0,11,0,,,,,,,,,,2,3.0,1.0,z,27.0,1.0,4.12485271162806,1.25817747924478,None,223.11120569999912,None,224.34482923000468,224.34482923000468,224.3612007299991,z,['z'],None,,226.3554090999969,None,z,1.7271322000015061,1,1,0.9166666666666666,None,230.47215760000108,None,230.47215760000108,None,1.7271322000015061,[1.7271322000015061],,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
12,0,12,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.77723667052879,1.95130344756745,None,232.27806159999454,None,234.21179152999247,234.21179152999247,234.22822332999493,None,[],['b'],[0.4219477000006009],236.2041992000013,None,b,2.421947700000601,1,1,0.9230769230769231,None,240.97458909999114,None,240.97458909999114,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
13,0,13,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,3.2062024266105302,3.1963008326951,None,242.7779875999986,None,245.94507273000198,245.94507273000198,245.96123162999282,None,[],['z'],[1.386327500003972],247.94399899999553,None,z,3.386327500003972,1,1,0.9285714285714286,None,251.15335739999136,None,251.15335739999136,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
14,0,14,0,,,,,,,,,,3,3.0,0.0,z,9.0,1.0,2.6391747348430608,1.53122835510861,None,252.96161199999915,None,254.47716072999464,254.47716072999464,254.49385802999603,None,[],['z'],[0.6865999000001466],256.4696268999978,None,z,2.6865999000001466,1,1,0.9333333333333333,None,259.1197031999909,None,259.1197031999909,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
15,0,15,0,,,,,,,,,,2,1.0,0.0,b,63.0,0.0,2.666404967794728,0.952147612306987,None,260.9281734999968,None,261.86053932999783,261.86053932999783,261.87719192999356,None,[],None,,263.85344469999836,None,None,[],0,3,0.875,None,266.5193663999962,['z'],266.5193663999962,None,,,[1.0607794999959879],,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
16,0,16,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.82531807167306,1.96568735158996,None,268.32819489999383,None,270.2783577300026,270.2783577300026,270.29500442999705,None,[],['b'],[0.09340489999158308],272.27194910000253,None,b,2.093404899991583,1,1,0.8823529411764706,None,277.09237450000364,None,277.09237450000364,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
17,0,17,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,3.35133458220192,2.78346932462847,None,278.89501890000247,None,281.66178193000377,281.66178193000377,281.67843123000347,None,[],['b'],[0.3551290999894263],283.6614070999931,None,b,2.3551290999894263,1,1,0.8888888888888888,None,287.00335869999253,None,287.00335869999253,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
18,0,18,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,3.31929419319838,2.09887870490381,None,288.8120684000023,None,290.8952525300003,290.8952525300003,290.9118140300008,None,[],['z'],[0.7270260999939637],292.88909070000227,None,z,2.7270260999939637,1,1,0.8947368421052632,None,296.20816729999206,None,296.20816729999206,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
19,0,19,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,3.7500315165247198,1.21250262048173,None,298.01084339999943,None,299.19477322999154,299.19477322999154,299.2115094299981,None,[],['b'],[0.5325989999982994],301.1939909999928,None,b,2.5325989999982994,0,0,0.85,None,304.93652220000513,None,304.93652220000513,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
20,0,20,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,2.517541937862754,2.6299100644723,None,306.74518470000476,None,309.3619172299979,309.3619172299979,309.3786187300022,None,[],['b'],[0.12630740000167862],311.364857499997,None,b,2.1263074000016786,1,1,0.8571428571428571,None,313.8894189999992,None,313.8894189999992,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
21,0,21,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.433630701072358,0.979776149765883,None,315.6941455000051,None,316.64543162999615,316.64543162999615,316.66152023000467,None,[],['b'],[0.5373192999977618],318.64480249999906,None,b,2.537319299997762,1,1,0.8636363636363636,None,321.0663241000002,None,321.0663241000002,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
22,0,22,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.592312596923728,1.52290599571961,None,322.8784674000053,None,324.37867403000126,324.37867403000126,324.3954062299919,None,[],['z'],[0.3602859999955399],326.3775672000047,None,z,2.36028599999554,1,1,0.8695652173913043,None,328.96712509999634,None,328.96712509999634,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
23,0,23,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,3.02234236141277,1.64421109900286,None,330.77830659999745,None,332.39544862999463,332.39544862999463,332.4116739299963,None,[],['b'],[0.3329659000009997],334.3959213000053,None,b,2.3329659000009997,1,1,0.875,None,337.42721339999116,None,337.42721339999116,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
24,0,24,0,,,,,,,,,,0,0.0,2.0,z,27.0,1.0,3.68371079902891,2.15533949826702,None,339.22848639999575,None,341.3609715300001,341.3609715300001,341.3774718300003,None,[],['z'],[1.051383199999691],343.3533846999926,None,z,3.051383199999691,1,1,0.88,None,347.0481779999973,None,347.0481779999973,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
25,0,25,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.693348633324513,1.94858485820231,None,348.86084159999155,None,350.77856712999636,350.77856712999636,350.7953925299982,None,[],['z'],[1.9110444000107236],352.77911109999695,None,z,3.9110444000107236,1,1,0.8846153846153846,None,355.4660500000027,None,355.4660500000027,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
26,0,26,0,,,,,,,,,,2,3.0,1.0,z,27.0,1.0,4.46924002178158,1.60731937853708,None,357.27867980000156,None,358.86207663000386,358.86207663000386,358.87877373000373,None,[],['z'],[0.16758159999153577],360.8637826000049,None,z,2.1675815999915358,1,1,0.8888888888888888,None,365.3453237999929,None,365.3453237999929,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
27,0,27,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.01714354611405,2.10421507306074,None,367.14440069999546,None,369.22889062999747,369.22889062999747,369.24543652999563,None,[],['b'],[0.6565694000018993],371.2240399000002,None,b,2.6565694000018993,1,1,0.8928571428571429,None,375.26160539999546,None,375.26160539999546,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
28,0,28,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,3.71372710086949,1.1243895841892,None,377.06208279999555,None,378.162374530005,378.162374530005,378.178689030002,None,[],['b'],[0.4109048999962397],380.16485960000136,None,b,2.4109048999962397,0,0,0.8620689655172413,None,383.8807108000037,None,383.8807108000037,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
29,0,29,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.294664843639333,2.40378712856304,None,385.6955455999996,None,388.0790091300034,388.0790091300034,388.09573622999886,b,['b'],None,,390.0911182999989,None,b,1.868133800002397,1,1,0.8666666666666667,None,392.39068729999417,None,392.39068729999417,None,1.868133800002397,[1.868133800002397],,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
30,0,30,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,4.61004669244928,1.43470440954152,None,394.19613519999257,None,395.6123937300028,395.6123937300028,395.6295517300052,None,[],['b'],[0.3928550999989966],397.6073230000038,None,b,2.3928550999989966,1,1,0.8709677419354839,None,402.2157767000026,None,402.2157767000026,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
31,0,31,0,,,,,,,,,,1,0.0,3.0,z,9.0,1.0,3.26539063535182,1.27538462653558,None,404.0292039999913,None,405.2790967299981,405.2790967299981,405.2957946300041,None,[],['z'],[1.5139716999983648],407.27929890000087,None,z,3.513971699998365,1,1,0.875,None,410.54492780000146,None,410.54492780000146,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
32,0,32,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,4.7533305109883095,2.22427187882546,None,412.3456065999926,None,414.54580613000434,414.54580613000434,414.5624232299917,b,['b'],['b'],[0.4052276000002166],416.58424589999777,None,b,1.1738985999982106,1,1,0.8787878787878788,None,421.3404165999964,None,421.3404165999964,None,1.1738985999982106,[1.1738985999982106],,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
33,0,33,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,2.342239579230602,0.80788063606262,None,423.1456468999968,None,423.92932743000273,423.92932743000273,423.9459460300015,z,['z'],None,,425.96807859999535,None,z,1.7826414000010118,0,0,0.8529411764705882,None,428.29485180000484,None,428.29485180000484,None,1.7826414000010118,[1.7826414000010118],,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
34,0,34,0,,,,,,,,,,3,1.0,0.0,z,63.0,0.0,4.190022164497369,1.53243550275999,None,430.09569790000387,None,431.612565229999,431.612565229999,431.6290417299926,None,[],['z'],[0.6672658000024967],433.61164960000315,None,z,2.6672658000024967,1,0,0.8571428571428571,None,437.7943086000014,None,437.7943086000014,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
35,0,35,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.7134565917469198,1.38289892513751,None,439.595962899999,None,440.9614433300041,440.9614433300041,440.9780109299929,None,[],['b'],[0.329550599999493],442.9548328999954,None,b,2.329550599999493,1,1,0.8611111111111112,None,445.6719760999986,None,445.6719760999986,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
36,0,36,0,,,,,,,,,,2,2.0,1.0,z,9.0,1.0,4.11514536789087,1.25920145784721,None,447.47937380000076,None,448.7126827299973,448.7126827299973,448.7294644300011,None,[],['z'],[0.0702780999999959],450.7124360000016,None,z,2.070278099999996,1,1,0.8648648648648649,None,454.8209189000045,None,454.8209189000045,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
37,0,37,0,,,,,,,,,,3,0.0,2.0,b,27.0,1.0,4.77034425507967,0.974903167432984,None,456.62995370000135,None,457.5792688300018,457.5792688300018,457.5958948299987,None,[],['b'],[0.4263766999938525],459.58035940000264,None,b,2.4263766999938525,1,1,0.868421052631579,None,464.3470738000033,None,464.3470738000033,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
38,0,38,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.6438386551209,3.33124983260532,None,466.1462066999957,None,469.4627450299915,469.4627450299915,469.4787497300014,None,[],"['b', 'z']","[1.1575841000012588, 1.6002272999903653]",471.460149999999,None,b,3.1575841000012588,0,0,0.8461538461538461,None,475.1056155999977,None,475.1056155999977,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
39,0,39,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,2.526044641065533,0.917519910446003,None,476.91280439999537,None,477.8128056299931,477.8128056299931,477.8296240299998,None,[],['b'],[0.21136649999243673],479.81430879999243,None,b,2.2113664999924367,1,1,0.85,None,482.33585499999754,None,482.33585499999754,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
40,0,40,0,,,,,,,,,,3,1.0,0.0,z,63.0,1.0,2.91303524001082,0.77703640172831,None,484.14621669999906,None,484.89633572999736,484.89633572999736,484.9129597299936,None,[],['z'],[0.8605611999955727],486.89525879999564,None,z,2.8605611999955727,1,1,0.8536585365853658,None,489.8047641000012,None,489.8047641000012,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
41,0,41,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,3.76873691643126,1.90743690794447,None,491.612632999997,None,493.49641502999583,493.49641502999583,493.5130082300049,None,[],['b'],[0.5939294999989215],495.49693009999464,None,b,2.5939294999989215,1,1,0.8571428571428571,None,499.25929370000085,None,499.25929370000085,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
42,0,42,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,3.73326136168326,1.78643585472448,None,501.0631676000048,None,502.82978123000356,502.82978123000356,502.8467451299977,None,[],['b'],[0.32319760000973474],504.834108199997,None,b,2.3231976000097347,0,0,0.8372093023255814,None,508.5671510999964,None,508.5671510999964,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
43,0,43,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,4.53337421950507,1.18065738546375,None,510.37969230000454,None,511.54639833000255,511.54639833000255,511.5630717299966,None,[],['z'],[0.2084997000056319],513.5488118999929,None,z,2.208499700005632,1,1,0.8409090909090909,None,518.09418,None,518.09418,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,519.8962452999986,None,,,,,,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.8796813999943,None,None,524.8796813999943,529.8464867000002,,,,,,,,,,,,,CBC_1117,003,1,2,7,22,0.95,2024-06-12_15h43.57.296,MSI_TV_v3,2022.1.1,59.997900074969195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 2, 0, 1]",0.9090909090909091,0.8181818181818182,0.9090909090909091,0.7272727272727273,36,1,7,,,,,,,,,,,,
