trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,36.82236180000018,None,t,59.030737600000066,36.82236180000018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
,,,,,,,,,,None,95.87267659999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
0,0,0,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.91303524001082,1.1243895841892,None,96.07277569999951,None,97.17278236999955,97.17278236999955,97.18946396999964,z,['z'],1.6374768999994558,[1.6374768999994558],None,99.21787669999958,None,z,1.6374768999994558,0,0,0.0,None,102.1590911000003,None,102.1590911000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
1,0,1,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.517541937862754,2.22427187882546,None,103.93899940000028,None,106.13914527000016,106.13914527000016,106.15611426999949,b,['b'],1.0464930999996795,[1.0464930999996795],None,108.18351220000022,None,b,1.0464930999996795,0,0,0.0,None,110.69932479999989,None,110.69932479999989,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
2,0,2,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.592312596923728,2.09887870490381,None,112.50576439999986,None,114.5896774699997,114.5896774699997,114.60561336999963,b,['b'],1.7225162000004275,[1.7225162000004275],None,116.63401350000004,None,b,1.7225162000004275,1,1,0.3333333333333333,None,119.2367549999999,None,119.2367549999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
3,0,3,0,,,,,,,,,,1,1.0,2.0,b,9.0,1.0,2.678526077912375,1.43470440954152,None,121.03914319999967,None,122.45609946999976,122.45609946999976,122.47285006999955,b,['b'],1.72706879999987,[1.72706879999987],None,124.50031020000006,None,b,1.72706879999987,1,1,0.5,None,127.18524329999946,None,127.18524329999946,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
4,0,4,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,3.26539063535182,2.78346932462847,None,128.98942199999965,None,131.75566286999964,131.75566286999964,131.7724268699996,b,['b'],1.7262462999997297,[1.7262462999997297],None,133.8045892,None,b,1.7262462999997297,0,0,0.4,None,137.08441049999965,None,137.08441049999965,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
5,0,5,0,,,,,,,,,,3,3.0,2.0,z,63.0,1.0,2.7134565917469198,0.974903167432984,None,138.88946080000005,None,139.8392810699999,139.8392810699999,139.85577496999957,b,['b'],1.2304797999995571,[1.2304797999995571],None,141.88272570000026,None,b,1.2304797999995571,0,0,0.3333333333333333,None,144.60122189999947,None,144.60122189999947,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
6,0,6,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,4.77034425507967,3.1424449555106,None,146.40609049999966,None,149.52298336999974,149.52298336999974,149.53929196999997,b,['b'],1.3556685999992624,[1.3556685999992624],None,151.56550510000034,None,b,1.3556685999992624,1,1,0.42857142857142855,None,156.33690209999986,None,156.33690209999986,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
7,0,7,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.342239579230602,2.96653053743745,None,158.13949760000014,None,161.0894832699998,161.0894832699998,161.10615797000008,None,[],,,['z'],163.0942967000001,None,z,2.5136873000001287,0,0,0.375,None,165.44355129999985,None,165.44355129999985,None,[0.5136873000001287],,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
8,0,8,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,2.496959177995529,0.80788063606262,None,167.25638059999983,None,168.0396026700002,168.0396026700002,168.0563091699998,None,[],,,['b'],170.04633379999996,None,b,2.6584893999997803,0,0,0.3333333333333333,None,172.5308530000002,None,172.5308530000002,None,[0.6584893999997803],,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
9,0,9,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.629554641171433,1.27538462653558,None,174.33964360000027,None,175.58989277000018,175.58989277000018,175.60618367000023,b,['b'],1.7034936999998536,[1.7034936999998536],None,177.63587319999988,None,b,1.7034936999998536,1,1,0.4,None,180.2694419999998,None,180.2694419999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
10,0,10,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.52047235037039,1.96568735158996,None,182.0726138,None,184.02282296999982,184.02282296999982,184.03932516999993,None,[],,,['z'],186.0277514999998,None,z,2.49467149999964,1,1,0.45454545454545453,None,190.55497560000003,None,190.55497560000003,None,[0.4946714999996402],,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
11,0,11,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.7500315165247198,0.761758675042088,None,192.3563525999998,None,193.0897722700003,193.0897722700003,193.10626917000008,None,[],,,None,195.09798479999972,None,None,[],0,3,0.4166666666666667,None,198.84881919999953,None,198.84881919999953,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
12,0,12,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,2.792365600763554,0.917519910446003,None,200.65595209999992,None,201.5564448699999,201.5564448699999,201.57305226999978,b,['b'],1.1909818000003725,[1.1909818000003725],None,203.5995210000001,None,b,1.1909818000003725,1,1,0.46153846153846156,None,206.3999514999996,None,206.3999514999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
13,0,13,0,,,,,,,,,,3,0.0,2.0,z,27.0,1.0,3.6438386551209,2.6299100644723,None,208.20634390000032,None,210.8068366700001,210.8068366700001,210.82261916999977,b,['b'],1.7787327999994886,[1.7787327999994886],None,212.8490071999995,None,b,1.7787327999994886,0,0,0.42857142857142855,None,216.49944909999977,None,216.49944909999977,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
14,0,14,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.82320408183943,1.53243550275999,None,218.3062775999997,None,219.8229225699999,219.8229225699999,219.83920767000035,None,[],,,['b'],221.82745739999973,None,b,4.002257599999211,0,0,0.4,None,224.65822610000032,None,224.65822610000032,None,[2.0022575999992114],,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
15,0,15,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.6391747348430608,2.40378712856304,None,226.4730512999995,None,228.8562017699998,228.8562017699998,228.87290446999958,None,[],,,['z'],230.8598033999997,None,z,2.3717046999991,1,1,0.4375,None,233.5002598000001,None,233.5002598000001,None,[0.37170469999909983],,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
16,0,16,0,,,,,,,,,,3,2.0,3.0,b,63.0,1.0,4.7533305109883095,1.94858485820231,None,235.30513139999948,None,237.2228634699997,237.2228634699997,237.2396125699999,b,['b'],1.494482500000231,[1.494482500000231],None,239.2639333999996,None,b,1.494482500000231,1,1,0.47058823529411764,None,244.0195733999999,None,244.0195733999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
17,0,17,0,,,,,,,,,,0,3.0,2.0,b,63.0,0.0,3.2062024266105302,3.1963008326951,None,245.82289429999946,None,249.0066033699997,249.0066033699997,249.0227793699998,b,['b'],1.4224231999996846,[1.4224231999996846],None,251.0496734999997,None,b,1.4224231999996846,1,0,0.5,None,254.25178609999966,None,254.25178609999966,None,,,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
18,0,18,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,4.82531807167306,3.06992456303453,None,256.0563753999995,None,259.10627416999995,259.10627416999995,259.1229921699998,None,[],,,['b'],261.1129100999997,None,b,2.5149497000002157,0,0,0.47368421052631576,None,265.9329345999995,None,265.9329345999995,None,[0.5149497000002157],,,,,,,,,,,,,,,,,,,,,CBC_1038,002,6,1,4,15,0.95,2024-05-04_09h40.02.212,MSI_TV_v3,2022.1.1,59.97317999401257,
