trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,3.31929419319838,1.52290599571961,None,195.96335160000035,None,197.46307856999996,197.46307856999996,197.47968187,z,['z'],1.561098299999685,[1.561098299999685],None,199.50258050000002,None,z,1.561098299999685,1,1,0.6363636363636364,None,202.82523730000003,None,202.82523730000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
11,0,11,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,4.190022164497369,0.77703640172831,None,204.6298893000003,None,205.37991207000036,205.37991207000036,205.39656497000018,None,[],,,['b'],207.37393490000022,None,b,4.158675999999559,1,1,0.6666666666666666,None,211.57006200000023,None,211.57006200000023,None,[2.1586759999995593],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
12,0,12,0,,,,,,,,,,0,2.0,3.0,z,63.0,0.0,3.7500315165247198,1.53122835510861,None,213.3798323000001,None,214.89572447000032,214.89572447000032,214.91321367000032,None,[],,,['z'],216.88997710000012,None,z,2.433933899999829,1,0,0.6923076923076923,None,220.64148760000035,None,220.64148760000035,None,[0.433933899999829],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
13,0,13,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.02234236141277,1.60731937853708,None,222.44609790000004,None,224.0300819700004,224.0300819700004,224.04676357000002,None,[],,,['b'],226.03348490000008,None,b,2.9884013999999297,1,1,0.7142857142857143,None,229.05243970000038,None,229.05243970000038,None,[0.9884013999999297],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
14,0,14,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,4.82531807167306,1.38289892513751,None,230.8630406000002,None,232.22985236999997,232.22985236999997,232.2464965700004,None,[],,,['b'],234.2305067000002,None,b,2.473476899999696,0,0,0.6666666666666666,None,239.0586559000003,None,239.0586559000003,None,[0.4734768999996959],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
15,0,15,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.82320408183943,0.952147612306987,None,240.86314500000026,None,241.79638477000012,241.79638477000012,241.81310706999997,None,[],,,['z'],243.78634320000037,None,z,2.418902899999921,1,1,0.6875,None,246.61122060000025,None,246.61122060000025,None,[0.4189028999999209],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
16,0,16,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,3.76873691643126,1.53243550275999,None,248.41359880000027,None,249.92969147000017,249.92969147000017,249.94671777000016,None,[],,,['z'],251.93178400000033,None,z,3.650387099999989,0,0,0.6470588235294118,None,255.71298000000024,None,255.71298000000024,None,[1.650387099999989],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
17,0,17,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,4.77723667052879,2.10421507306074,None,257.5135663000001,None,259.59683067000003,259.59683067000003,259.6138335700001,b,['b'],1.523676699999669,[1.523676699999669],None,261.6330734000003,None,b,1.523676699999669,0,0,0.6111111111111112,None,266.40239640000027,None,266.40239640000027,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
18,0,18,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,2.792365600763554,3.4543169006169,None,268.21345340000016,None,271.64674377000017,271.64674377000017,271.66345327000033,None,[],,,None,273.6486364000002,None,None,[],0,3,0.5789473684210527,None,276.46885360000033,None,276.46885360000033,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
19,0,19,0,,,,,,,,,,0,3.0,0.0,b,9.0,1.0,4.52047235037039,1.94858485820231,None,278.24708750000036,None,280.18050647000007,280.18050647000007,280.19709757000044,z,['z'],1.0139627999997174,[1.0139627999997174],None,282.2123412000001,None,z,1.0139627999997174,0,0,0.55,None,286.7386091000003,None,286.7386091000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
20,0,20,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.592312596923728,3.1963008326951,None,288.5467596000003,None,291.73003987000027,291.73003987000027,291.74655027000006,None,[],,,['z'],293.72359300000016,None,z,3.1313562999994247,1,1,0.5714285714285714,None,296.33008440000003,None,296.33008440000003,None,[1.1313562999994247],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
21,0,21,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.6391747348430608,2.15533949826702,None,298.1301873000002,None,300.26375467000014,300.26375467000014,300.27994557,None,[],,,['b'],302.2641157000003,None,b,2.004604499999459,1,1,0.5909090909090909,None,304.9348570000002,None,304.9348570000002,None,[0.004604499999459222],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
22,0,22,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,2.666404967794728,3.1424449555106,None,306.7467837000004,None,309.8636611700002,309.8636611700002,309.8803695700002,z,['z'],1.9851793999996517,[1.9851793999996517],None,311.9029267000001,None,z,1.9851793999996517,1,1,0.6086956521739131,None,314.5713535,None,314.5713535,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
23,0,23,0,,,,,,,,,,2,2.0,0.0,z,27.0,1.0,2.693348633324513,2.40378712856304,None,316.3806983000004,None,318.76388577000023,318.76388577000023,318.78060127000015,None,[],,,['z'],320.7679352,None,z,3.588435599999684,1,1,0.625,None,323.4487739000001,None,323.4487739000001,None,[1.5884355999996842],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
24,0,24,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,2.7134565917469198,1.25817747924478,None,325.26392520000036,None,326.49701527000013,326.49701527000013,326.51387837000027,None,[],,,['b'],328.49915930000043,None,b,2.9903261999993447,0,0,0.6,None,331.2210683000003,None,331.2210683000003,None,[0.9903261999993447],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
25,0,25,0,,,,,,,,,,0,3.0,2.0,b,63.0,1.0,4.11514536789087,3.40155979865722,None,333.0303914000001,None,336.4138448700004,336.4138448700004,336.43032067,None,[],,,['z'],338.41520990000026,None,z,2.644146399999954,0,0,0.5769230769230769,None,342.54351190000034,None,342.54351190000034,None,[0.6441463999999542],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
26,0,26,0,,,,,,,,,,3,2.0,1.0,z,9.0,1.0,4.61004669244928,3.24569326556923,None,344.34712990000025,None,347.58050517000027,347.58050517000027,347.59739057000013,None,[],,,['z'],349.5838811000003,None,z,2.0674409999996897,1,1,0.5925925925925926,None,354.1928915000003,None,354.1928915000003,None,[0.06744099999968967],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
27,0,27,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,2.496959177995529,2.96653053743745,None,355.9975258000004,None,358.94698337000034,358.94698337000034,358.9634370700004,b,['b'],1.779780099999698,[1.779780099999698],None,360.9836145000004,None,b,1.779780099999698,1,1,0.6071428571428571,None,363.4739902000001,None,363.4739902000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
28,0,28,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.6438386551209,0.979776149765883,None,365.28057370000033,None,366.2309394700004,366.2309394700004,366.2471978700004,None,[],,,['z'],368.23268320000034,None,z,3.3277091999998447,0,0,0.5862068965517241,None,371.8906834000004,None,371.8906834000004,None,[1.3277091999998447],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
29,0,29,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,2.678526077912375,1.96568735158996,None,373.6965121000003,None,375.6467122700004,375.6467122700004,375.66396567000027,None,[],,,['b'],377.6443479000004,None,b,2.1832329999997455,0,0,0.5666666666666667,None,380.34140530000013,None,380.34140530000013,None,[0.18323299999974552],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
30,0,30,0,,,,,,,,,,1,2.0,0.0,b,27.0,1.0,3.2062024266105302,0.761758675042088,None,382.14766020000025,None,382.8973469700003,382.8973469700003,382.9136863700004,z,['z'],1.2803070999993906,[1.2803070999993906],None,384.92682660000037,None,z,1.2803070999993906,0,0,0.5483870967741935,None,388.14177290000043,None,388.14177290000043,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
31,0,31,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,2.433630701072358,1.21250262048173,None,389.94769970000016,None,391.1475852700004,391.1475852700004,391.16449047000003,None,[],,,['b'],393.1504206000004,None,b,3.1296226999998,1,1,0.5625,None,395.5716711,None,395.5716711,None,[1.1296226999997998],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
32,0,32,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,4.46924002178158,1.12425433982333,None,397.3811453000003,None,398.4805552700003,398.4805552700003,398.4973277700004,z,['z'],1.583820299999843,[1.583820299999843],None,400.5141566000002,None,z,1.583820299999843,1,1,0.5757575757575758,None,404.9752943000003,None,404.9752943000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
33,0,33,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.2759877950103027,1.78643585472448,None,406.7806595000002,None,408.54730097000026,408.54730097000026,408.5639141700002,None,[],,,['b'],410.55153530000007,None,b,4.044442899999922,0,0,0.5588235294117647,None,412.8194900000003,None,412.8194900000003,None,[2.044442899999922],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
34,0,34,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,2.294664843639333,2.78346932462847,None,414.6306952,None,417.39732457000025,417.39732457000025,417.4146215700001,None,[],,,['b'],419.4019637000001,None,b,2.8269204999996873,1,1,0.5714285714285714,None,421.68399990000034,None,421.68399990000034,None,[0.8269204999996873],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
35,0,35,0,,,,,,,,,,1,2.0,3.0,b,63.0,1.0,2.526044641065533,0.917519910446003,None,423.4973914000002,None,424.3973467700001,424.3973467700001,424.4141067700001,z,['z'],1.8551713999995627,[1.8551713999995627],None,426.4397286000003,None,z,1.8551713999995627,0,0,0.5555555555555556,None,428.9742934000001,None,428.9742934000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
36,0,36,0,,,,,,,,,,1,0.0,2.0,z,27.0,1.0,2.92731383428727,1.43470440954152,None,430.78076020000026,None,432.19730577000007,432.19730577000007,432.21396237000033,b,['b'],1.674214999999549,[1.674214999999549],None,434.24397560000034,None,b,1.674214999999549,0,0,0.5405405405405406,None,437.1742448,None,437.1742448,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
37,0,37,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,4.77034425507967,1.95130344756745,None,438.9808352,None,440.9141419700003,440.9141419700003,440.93076357000007,None,[],,,['b'],442.91742460000023,None,b,3.028453399999762,0,0,0.5263157894736842,None,447.67191170000024,None,447.67191170000024,None,[1.028453399999762],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
38,0,38,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,4.40017271499661,1.34668860557497,None,449.4808469000004,None,450.8139760700004,450.8139760700004,450.83079097000007,None,[],,,['b'],452.81795580000016,None,b,2.176594000000023,1,1,0.5384615384615384,None,457.22077070000023,None,457.22077070000023,None,[0.1765940000000228],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
39,0,39,0,,,,,,,,,,1,2.0,3.0,b,63.0,0.0,4.53337421950507,1.1243895841892,None,459.0304483,None,460.1308999700003,460.1308999700003,460.14752467000005,None,[],,,['b'],462.13420080000014,None,b,4.872622800000045,1,0,0.55,None,466.68066320000025,None,466.68066320000025,None,[2.8726228000000447],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
40,0,40,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.73326136168326,1.36309078069689,None,468.48087050000004,None,469.8309371700001,469.8309371700001,469.84802517000014,None,[],,,"['b', 'b', 'b']",471.8344057000004,None,b,2.6185084999997343,1,1,0.5609756097560976,None,475.56898960000035,None,475.56898960000035,None,"[0.6185084999997343, 1.0430006999995385, 1.3750467999998364]",,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
41,0,41,0,,,,,,,,,,0,2.0,3.0,z,63.0,1.0,2.517541937862754,3.33124983260532,None,477.38082680000025,None,480.6976142700004,480.6976142700004,480.7140951700002,b,['b'],1.8443070999996962,[1.8443070999996962],None,482.74082880000014,None,b,1.8443070999996962,0,0,0.5476190476190477,None,485.2578512,None,485.2578512,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
42,0,42,0,,,,,,,,,,1,3.0,2.0,z,63.0,1.0,3.26539063535182,1.64421109900286,None,487.0635215000002,None,488.68091347000006,488.68091347000006,488.69758707000017,None,[],,,['z'],490.68605800000023,None,z,2.961501699999644,1,1,0.5581395348837209,None,493.94648000000007,None,493.94648000000007,None,[0.9615016999996442],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
43,0,43,0,,,,,,,,,,0,3.0,1.0,b,27.0,1.0,3.68371079902891,1.27538462653558,None,495.7475835,None,496.99769907000007,496.99769907000007,497.01450747000024,None,[],,,['z'],498.9982928000004,None,z,2.937750199999755,0,0,0.5454545454545454,None,502.6902137000002,None,502.6902137000002,None,[0.9377501999997548],,,,,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,504.4977289000003,None,,,,,,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.481303,None,None,509.481303,514.4642717000002,,,,,,,,,,,,,CBC_1018,001,2,2,2,17,0.95,2023-07-28_14h00.56.927,MSI_TV_v3,2022.1.1,59.907431037628186,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[2, 3, 1, 0]",0.6363636363636364,0.5454545454545454,0.5454545454545454,0.45454545454545453,22,1,21,,,,,,,,,,,,
