trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,keys_6.rt,keys_3.rt,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,3,2,b,63,1,4.7533305109883095,1.1243895841892,None,163.21266450000076,None,164.31269203999983,164.31269203999983,164.32948414000094,None,[],['b'],[0.6849771999986842],166.31760639999993,None,b,2.6849771999986842,1,1,0.3333333333333333,None,171.06591149999986,None,171.06591149999986,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
9,0,9,0,,,,,,,,,,3,2,3,b,63,1,2.496959177995529,2.09887870490381,None,172.87940340000023,None,174.96267963999964,174.96267963999964,174.97944153999998,None,[],['z'],[0.42580070000076375],176.96577939999952,None,z,2.4258007000007638,0,0,0.3,None,179.45418590000008,None,179.45418590000008,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
10,0,10,0,,,,,,,,,,2,1,3,z,27,1,2.2759877950103027,1.12425433982333,None,181.26291320000018,None,182.36278854000085,182.36278854000085,182.37968884000003,None,[],['b'],[0.8753336999998282],184.36122120000073,None,b,2.8753336999998282,0,0,0.2727272727272727,None,186.6421291000006,None,186.6421291000006,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
11,0,11,0,,,,,,,,,,0,1,0,z,63,0,2.592312596923728,0.952147612306987,None,188.44666909999978,None,189.3794932400004,189.3794932400004,189.39619053999996,None,[],None,,191.38204210000004,None,None,[],0,3,0.25,None,193.98725580000064,['z'],193.98725580000064,None,[1.3110579000003781],,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
12,0,12,0,,,,,,,,,,3,2,3,b,63,1,4.11514536789087,2.22427187882546,None,195.79622019999988,None,197.99629574000102,197.99629574000102,198.01296554000038,None,[],['z'],[0.5869559999991907],199.99924060000012,None,z,2.5869559999991907,0,0,0.23076923076923078,None,204.0993808000003,None,204.0993808000003,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
13,0,13,0,,,,,,,,,,0,0,2,b,27,1,4.52047235037039,1.43470440954152,None,205.91294200000084,None,207.32962753999965,207.32962753999965,207.3462109399996,None,[],['b'],[0.5592187000002014],209.33429699999942,None,b,2.5592187000002014,1,1,0.2857142857142857,None,213.85792709999987,None,213.85792709999987,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
14,0,14,0,,,,,,,,,,1,0,1,z,63,1,4.46924002178158,0.917519910446003,None,215.66312219999963,None,216.5629467400002,216.5629467400002,216.57946544000043,None,[],['z'],[0.6802686000009999],218.56520290000117,None,z,2.680268600001,1,1,0.3333333333333333,None,223.04440000000068,None,223.04440000000068,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
15,0,15,0,,,,,,,,,,2,3,2,b,63,1,4.12485271162806,1.96568735158996,None,224.84716740000113,None,226.79643524000022,226.79643524000022,226.81296664000075,None,[],['b'],[0.661544499998854],228.79979190000086,None,b,2.661544499998854,1,1,0.375,None,232.91653440000118,None,232.91653440000118,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
16,0,16,0,,,,,,,,,,1,1,2,b,9,1,2.342239579230602,1.36309078069689,None,234.7298396999995,None,236.0805199400009,236.0805199400009,236.09635473999953,None,[],['z'],[0.41302559999894584],238.08276950000072,None,z,2.413025599998946,0,0,0.35294117647058826,None,240.42117770000004,None,240.42117770000004,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
17,0,17,0,,,,,,,,,,2,1,3,z,27,1,2.517541937862754,2.96653053743745,None,242.22991530000036,None,245.17978294000096,245.17978294000096,245.19644473999944,None,[],['b'],[0.4669271000002482],247.18470979999984,None,b,2.466927100000248,0,0,0.3333333333333333,None,249.7008151000009,None,249.7008151000009,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
18,0,18,0,,,,,,,,,,0,0,1,b,63,1,2.666404967794728,1.38289892513751,None,251.51314720000119,None,252.8806848400007,252.8806848400007,252.89645274000105,None,[],['z'],[0.8777751999987231],254.88322400000106,None,z,2.877775199998723,0,0,0.3157894736842105,None,257.5447333000011,None,257.5447333000011,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
19,0,19,0,,,,,,,,,,0,1,0,z,63,1,4.190022164497369,1.95130344756745,['b'],259.3465045000012,None,261.2801205399999,261.2801205399999,261.29641544000043,b,['b'],"['z', 'z', 'z']","[0.9942573999996966, 1.4226855999986583, 1.9126734000001306]",263.3219910000007,None,b,1.6805499999991298,0,0,0.3,None,267.52366059999986,None,267.52366059999986,None,,[0.7683610999993107],1.6805499999991298,[1.6805499999991298],,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
20,0,20,0,,,,,,,,,,3,2,0,b,27,1,3.02234236141277,3.4543169006169,None,269.3301004999994,None,272.76320643999935,272.76320643999935,272.7799950400011,None,[],['b'],[0.508183399999325],274.7662684000006,None,b,2.508183399999325,1,1,0.3333333333333333,None,277.78670710000006,None,277.78670710000006,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
21,0,21,0,,,,,,,,,,1,0,1,z,63,1,2.433630701072358,2.49839527409216,None,279.5966461000007,None,282.0802831400004,282.0802831400004,282.0966328399998,None,[],['b'],[0.3844773000000714],284.0841416000003,None,b,2.3844773000000714,0,0,0.3181818181818182,None,286.50614549999955,None,286.50614549999955,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
22,0,22,0,,,,,,,,,,3,2,0,b,27,1,3.31929419319838,3.40155979865722,None,288.3134332999998,None,291.69628084000107,291.69628084000107,291.7130816400011,None,[],['b'],[0.4277152999984537],293.7002511999999,None,b,2.4277152999984537,1,1,0.34782608695652173,None,297.01899799999956,None,297.01899799999956,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
23,0,23,0,,,,,,,,,,2,3,2,b,63,1,3.7500315165247198,3.1963008326951,None,298.8301793999999,None,302.01336864000115,302.01336864000115,302.0301152399996,None,[],['z'],[0.7159937999986141],304.01869819999956,None,z,2.715993799998614,0,0,0.3333333333333333,None,307.76413970000067,None,307.76413970000067,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
24,0,24,0,,,,,,,,,,0,1,0,z,63,1,4.40017271499661,3.1424449555106,None,309.5634556999994,None,312.6801486400007,312.6801486400007,312.6969056400001,None,[],['b'],[1.0798601999977109],314.6842305000009,None,b,3.079860199997711,0,0,0.32,None,319.0710018999998,None,319.0710018999998,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
25,0,25,0,,,,,,,,,,3,3,2,z,63,1,3.73326136168326,1.64421109900286,['z'],320.88029819999974,None,322.4967979399997,322.4967979399997,322.51348643999955,None,[],['z'],[0.3069990999993024],324.5010569999995,None,z,2.3069990999993024,1,1,0.34615384615384615,None,328.22039659999973,None,328.22039659999973,None,,[1.5654002999981458],,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
26,0,26,0,,,,,,,,,,0,2,0,z,27,1,4.77723667052879,2.10421507306074,None,330.0300662000009,None,332.11371023999965,332.11371023999965,332.1301865400008,None,[],['z'],[0.6043466999999509],334.1182282000009,None,z,2.604346699999951,1,1,0.37037037037037035,None,338.89289110000027,None,338.89289110000027,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
27,0,27,0,,,,,,,,,,2,3,2,b,63,1,4.01714354611405,1.53122835510861,None,340.6968300999997,None,342.21395553999974,342.21395553999974,342.2306488399998,None,[],['b'],[0.5918067999991763],344.21540930000083,None,b,2.5918067999991763,1,1,0.39285714285714285,None,348.2217072000003,None,348.2217072000003,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
28,0,28,0,,,,,,,,,,2,3,2,b,63,1,4.61004669244928,0.761758675042088,None,350.0307520000006,None,350.7634822400003,350.7634822400003,350.7801803400005,None,[],['z'],[1.4291253999999753],352.76237330000004,None,z,3.4291253999999753,0,0,0.3793103448275862,None,357.3806407000011,None,357.3806407000011,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
29,0,29,0,,,,,,,,,,1,3,1,z,27,1,2.92731383428727,2.15533949826702,None,359.17994569999973,None,361.3133561399998,361.3133561399998,361.32999914000067,None,[],['b'],[2.010921099999905],363.3107465000012,None,b,4.010921099999905,0,0,0.36666666666666664,None,366.2526006999997,None,366.2526006999997,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
30,0,30,0,,,,,,,,,,2,0,3,z,9,1,3.71372710086949,1.25817747924478,None,368.0636912000009,None,369.2970477400002,369.2970477400002,369.313685240001,None,[],None,,371.29262610000114,None,None,[],0,3,0.3548387096774194,None,375.0216383999996,None,375.0216383999996,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
31,0,31,0,,,,,,,,,,1,1,0,b,63,1,2.82320408183943,1.21250262048173,None,376.82996640000056,None,378.03049313999946,378.03049313999946,378.04722784000006,None,[],['z'],[0.7652053000001615],380.0348632999994,None,z,2.7652053000001615,0,0,0.34375,None,382.8484958000008,None,382.8484958000008,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
32,0,32,0,,,,,,,,,,0,1,0,z,63,1,3.3728785608729996,1.90743690794447,None,384.64767720000054,None,386.5307173400004,386.5307173400004,386.54726313999964,None,[],None,,388.53559160000077,None,None,[],0,3,0.3333333333333333,None,391.90634859999955,['b'],391.90634859999955,None,[1.652284799998597],,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
33,0,33,0,,,,,,,,,,1,1,0,b,63,1,4.72585056748869,1.18065738546375,None,393.71399180000117,None,394.8806566400006,394.8806566400006,394.8968450399996,None,[],None,,396.88160380000045,None,None,[],0,3,0.3235294117647059,None,401.6244265999994,None,401.6244265999994,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
34,0,34,0,,,,,,,,,,3,3,2,z,63,1,2.678526077912375,0.974903167432984,None,403.43065560000105,None,404.38069183999943,404.38069183999943,404.39729384000094,None,[],['b'],[0.42641379999986384],406.3836790999994,None,b,2.426413799999864,0,0,0.3142857142857143,None,409.0580415000004,None,409.0580415000004,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
35,0,35,0,,,,,,,,,,0,0,2,b,27,1,2.792365600763554,1.94858485820231,None,410.8641239999997,None,412.79739564000084,412.79739564000084,412.8140940399997,None,[],['z'],[0.32127029999901424],414.80947899999956,None,z,2.3212702999990142,0,0,0.3055555555555556,None,417.5953429000001,['b'],417.5953429000001,None,[1.3069409999989148],,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
36,0,36,0,,,,,,,,,,1,1,0,b,63,1,2.6391747348430608,2.78346932462847,None,419.3975922000009,None,422.1642053399999,422.1642053399999,422.1814329400011,None,[],['b'],[0.7242260999992141],424.1678838000007,None,b,2.724226099999214,1,1,0.32432432432432434,None,426.8166273000006,None,426.8166273000006,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
37,0,37,0,,,,,,,,,,1,3,1,z,27,1,4.82531807167306,1.53243550275999,None,428.6308891000008,None,430.14737463999955,430.14737463999955,430.1640883400003,None,[],['b'],[1.3771746999991592],432.1504786000005,None,b,3.377174699999159,0,0,0.3157894736842105,None,436.9706576999997,None,436.9706576999997,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
38,0,38,0,,,,,,,,,,3,3,2,z,63,1,3.68371079902891,2.6299100644723,None,438.7807997,None,441.398187040001,441.398187040001,441.41425383999996,None,[],['b'],[0.5420473999984097],443.404101600001,None,b,2.5420473999984097,0,0,0.3076923076923077,None,447.0821291000011,None,447.0821291000011,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
39,0,39,0,,,,,,,,,,2,3,1,b,27,1,4.77034425507967,3.24569326556923,None,448.89763630000016,None,452.1309587399999,452.1309587399999,452.1475754400006,None,[],['z'],[0.7515587999987474],454.1352131000003,None,z,2.7515587999987474,0,0,0.3,None,458.9004721000001,None,458.9004721000001,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
40,0,40,0,,,,,,,,,,3,1,2,z,9,1,2.7134565917469198,1.34668860557497,None,460.71434469999986,None,462.04760763999985,462.04760763999985,462.06412664000055,None,[],['b'],[0.7726440999995248],464.0517125999995,None,b,2.7726440999995248,0,0,0.2926829268292683,None,466.76060809999944,None,466.76060809999944,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
41,0,41,0,,,,,,,,,,1,0,1,z,63,0,3.2062024266105302,2.40378712856304,None,468.56441840000116,None,470.9478336399996,470.9478336399996,470.9644235399999,None,[],['b'],[1.4622519999993528],472.95321760000115,None,b,3.462251999999353,0,1,0.2857142857142857,None,476.15233360000093,None,476.15233360000093,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
42,0,42,0,,,,,,,,,,2,3,2,b,63,1,2.526044641065533,0.80788063606262,None,477.9644894000012,None,478.74795954000075,478.74795954000075,478.76468663999987,None,[],['z'],[1.0831703999992897],480.75509280000006,None,z,3.0831703999992897,0,0,0.27906976744186046,None,483.26954599999954,None,483.26954599999954,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
43,0,43,0,,,,,,,,,,0,0,1,b,63,1,2.91303524001082,0.979776149765883,None,485.0811348999996,None,486.04777474000076,486.04777474000076,486.0643140399996,None,[],['z'],[0.6666717999996763],488.0466412000005,None,z,2.6666717999996763,0,0,0.2727272727272727,None,490.97083700000076,None,490.97083700000076,None,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,492.78128300000026,None,,,,,,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.7644591999997,None,None,497.7644591999997,502.7479688000003,,,,,,,,,,,,,CBC_1026,3,4,3,5,1,0.95,2023-07-20_12h55.31.545,MSI_TV_v3,2022.1.1,60.01680470532965,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[0, 1, 3, 2]",0.2727272727272727,0.36363636363636365,0.36363636363636365,0.09090909090909091,13,4,27,,,,,,,,,,,,
