trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,23.794851599999674,None,t,59.41217020000113,23.794851599999674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
,,,,,,,,,,None,83.23943080000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
0,0,0,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,4.53337421950507,0.917519910446003,None,83.43963110000004,None,84.46581069999957,None,84.46581069999957,None,84.47247859,None,None,84.46581069999957,None,['b'],[0.5362151000008453],86.35610709999855,None,b,2.5362151000008453,1,1,1.0,90.88947319999897,None,None,90.88947319999897,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
1,0,1,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,4.190022164497369,1.90743690794447,None,92.68919089999872,None,94.6316384999991,None,94.6316384999991,None,94.63963274999969,None,None,94.6316384999991,None,['b'],[0.3648732000019663],96.58972459999859,None,b,2.3648732000019663,1,1,1.0,100.77104999999938,None,None,100.77104999999938,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
2,0,2,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.7500315165247198,3.1424449555106,None,102.57306699999936,None,105.7150948999988,None,105.7150948999988,None,105.72230182999864,None,['z'],105.7150948999988,None,None,,107.70769010000004,None,z,1.615584500001205,1,1,1.0,111.46268309999869,None,None,111.46268309999869,None,[1.615584500001205],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
3,0,3,0,,,,,,,,,,0,2.0,3.0,b,63.0,1.0,2.592312596923728,0.77703640172831,None,113.27258209999854,None,114.06100949999927,None,114.06100949999927,None,114.05640892999999,None,['b'],114.06100949999927,None,None,,116.04069479999998,None,b,1.1505876000028366,1,1,1.0,118.63847979999991,None,None,118.63847979999991,None,[1.1505876000028366],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
4,0,4,0,,,,,,,,,,2,0.0,2.0,b,27.0,1.0,3.73326136168326,3.1963008326951,None,120.43966459999865,None,123.64244559999861,None,123.64244559999861,None,123.63904351999881,None,['b'],123.64244559999861,None,None,,125.6414163999998,None,b,1.5863100000005943,1,1,1.0,129.37974930000019,None,None,129.37974930000019,None,[1.5863100000005943],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
5,0,5,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.92731383428727,0.952147612306987,None,131.18858699999873,None,132.1617484999988,None,132.1617484999988,None,132.17277914000007,None,['z'],132.1617484999988,None,None,,134.1601032999988,None,z,1.5229105000016716,1,1,1.0,137.09533139999985,None,None,137.09533139999985,None,[1.5229105000016716],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
6,0,6,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.6391747348430608,0.979776149765883,None,138.9055370999995,None,139.89420429999882,None,139.89420429999882,None,139.8898812299989,None,['b'],139.89420429999882,None,None,,141.89303039999868,None,b,1.5159719000002951,1,1,1.0,144.5474622999991,None,None,144.5474622999991,None,[1.5159719000002951],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
7,0,7,0,,,,,,,,,,3,3.0,1.0,z,27.0,1.0,4.61004669244928,1.21250262048173,None,146.35555620000014,None,147.5785366,None,147.5785366,None,147.58973583999907,None,None,147.5785366,None,['b'],[0.3579022000012628],149.5563990999999,None,b,2.357902200001263,0,0,0.875,154.14790769999854,None,None,154.14790769999854,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
8,0,8,0,,,,,,,,,,1,0.0,3.0,z,9.0,1.0,2.91303524001082,1.43470440954152,None,155.95683579999968,None,157.4123939000001,None,157.4123939000001,None,157.42288693999873,None,None,157.4123939000001,None,['z'],[0.4344330000003538],159.3890636999986,None,z,2.434433000000354,1,1,0.8888888888888888,162.2968777999995,None,None,162.2968777999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
9,0,9,0,,,,,,,,,,3,1.0,0.0,b,63.0,1.0,4.7533305109883095,2.09887870490381,None,164.10625269999946,None,166.22839310000018,None,166.22839310000018,None,166.23965554000026,None,None,166.22839310000018,None,['b'],[0.30535450000024866],168.20649009999943,None,b,2.3053545000002487,1,1,0.9,172.9410186999994,None,None,172.9410186999994,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
10,0,10,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,4.52047235037039,0.974903167432984,None,174.75594119999914,None,175.7439749999994,None,175.7439749999994,None,175.7400304300003,None,None,175.7439749999994,None,['b'],[0.6406330000008893],177.7231558000003,None,b,2.6406330000008893,0,0,0.8181818181818182,182.23636179999994,None,None,182.23636179999994,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
11,0,11,0,,,,,,,,,,3,0.0,1.0,z,63.0,1.0,3.2062024266105302,2.49839527409216,None,184.04037710000011,None,186.56178089999958,None,186.56178089999958,None,186.57301513999957,None,None,186.56178089999958,None,None,,188.5398215999994,None,[],[],0,3,0.75,191.7282295999994,None,['z'],191.7282295999994,None,,[0.05396920000021055],,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
12,0,12,0,,,,,,,,,,1,2.0,3.0,z,63.0,1.0,2.82320408183943,1.53122835510861,None,193.53985349999857,None,195.07719579999866,None,195.07719579999866,None,195.08884182999955,None,None,195.07719579999866,None,['b'],[0.34596180000153254],197.05704669999977,None,b,2.3459618000015325,0,0,0.6923076923076923,199.8626093999992,None,None,199.8626093999992,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
13,0,13,0,,,,,,,,,,3,1.0,3.0,b,27.0,1.0,3.02234236141277,1.36309078069689,None,201.67328420000013,None,203.04154219999873,None,203.04154219999873,None,203.03932791999944,None,['b'],203.04154219999873,None,None,,205.04381009999997,None,b,1.5758843000021443,1,1,0.7142857142857143,208.0721383,None,None,208.0721383,None,[1.5758843000021443],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
14,0,14,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,4.01714354611405,1.25920145784721,None,209.87378220000028,None,211.1422083999987,None,211.1422083999987,None,211.13980602999928,None,['z'],211.1422083999987,None,None,,213.1260760999994,None,z,1.9288980000001175,1,1,0.7333333333333333,217.14752819999921,None,None,217.14752819999921,None,[1.9288980000001175],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
15,0,15,0,,,,,,,,,,0,2.0,0.0,b,27.0,1.0,2.496959177995529,2.15533949826702,None,218.95707389999916,None,221.11344429999917,None,221.11344429999917,None,221.1230029299999,None,['b'],221.11344429999917,None,None,,223.1216207999987,None,b,1.4207220999996935,1,1,0.75,225.6305840999994,None,None,225.6305840999994,None,[1.4207220999996935],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
16,0,16,0,,,,,,,,,,2,0.0,3.0,b,9.0,1.0,4.12485271162806,1.18065738546375,None,227.43989879999936,None,228.62406910000027,None,228.62406910000027,None,228.62220191999916,None,['b'],228.62406910000027,None,None,,230.62231549999888,None,b,1.5304147000006196,1,1,0.7647058823529411,234.74637369999982,None,None,234.74637369999982,None,[1.5304147000006196],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
17,0,17,0,,,,,,,,,,0,2.0,3.0,b,63.0,0.0,3.26539063535182,2.22427187882546,None,236.5567405999991,None,238.77623539999877,None,238.77623539999877,None,238.77257061999956,None,None,238.77623539999877,None,['b'],[2.521452099999806],240.75690159999976,None,b,4.521452099999806,1,0,0.7777777777777778,244.0124125000002,None,None,244.0124125000002,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
18,0,18,0,,,,,,,,,,2,1.0,0.0,z,63.0,1.0,3.35133458220192,1.53243550275999,None,245.82378249999965,None,247.37687099999857,None,247.37687099999857,None,247.37326503000023,None,['z'],247.37687099999857,None,None,,249.3757131000002,None,z,1.4922694000015326,1,1,0.7894736842105263,252.72928799999863,None,None,252.72928799999863,None,[1.4922694000015326],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
19,0,19,0,,,,,,,,,,1,3.0,2.0,b,63.0,1.0,2.517541937862754,1.95130344756745,None,254.5403838000002,None,256.4950005999999,None,256.4950005999999,None,256.5057770300004,None,['b'],256.4950005999999,None,None,,258.493778,None,b,1.368610700001227,1,1,0.8,261.01267670000016,None,None,261.01267670000016,None,[1.368610700001227],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
20,0,20,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,4.11514536789087,1.12425433982333,None,262.82364210000014,None,263.9622667000003,None,263.9622667000003,None,263.9736888399995,None,['b'],263.9622667000003,None,None,,265.956392099999,None,b,1.9390178000012384,0,0,0.7619047619047619,270.0802275999995,None,None,270.0802275999995,None,[1.9390178000012384],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
21,0,21,0,,,,,,,,,,1,3.0,1.0,b,27.0,1.0,4.82531807167306,1.64421109900286,None,271.8892976999996,None,273.5441316999986,None,273.5441316999986,None,273.54054902999945,None,['z'],273.5441316999986,None,None,,275.54339699999946,None,z,1.5135262000021612,0,0,0.7272727272727273,280.37838029999875,None,None,280.37838029999875,None,[1.5135262000021612],,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
22,0,22,0,,,,,,,,,,2,0.0,1.0,b,63.0,1.0,3.3728785608729996,1.94858485820231,None,282.1890698999996,None,284.1397915999987,None,284.1397915999987,None,284.13989883000016,None,None,284.1397915999987,None,['b'],[2.008993500001452],286.12343239999973,None,b,4.008993500001452,1,1,0.7391304347826086,289.4910057999987,None,None,289.4910057999987,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1087,4,4,2,7,16,0.95,2024-03-23_11h37.29.616,MSI_AV_v3,2022.1.1,59.98138177916457,
