trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,37.00139659999968,None,t,63.23264290000043,37.00139659999968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
,,,,,,,,,,None,100.26633319999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
0,0,0,0,,,,,,,,,,1,1,0,b,63,1,3.68371079902891,0.77703640172831,None,100.46652349999931,None,101.21598509999994,101.21598509999994,101.23269279999958,None,[],['z'],[0.6480300000011994],103.22048459999951,None,z,2.6480300000011994,0,0,0.0,None,106.95013740000013,None,106.95013740000013,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
1,0,1,0,,,,,,,,,,2,3,2,b,63,1,4.53337421950507,0.917519910446003,None,108.73239639999974,None,109.6332407999992,109.6332407999992,109.65003709999955,None,[],['b'],[0.9605722000005699],111.63908429999992,None,b,2.96057220000057,1,1,0.5,None,116.1783878999995,None,116.1783878999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
2,0,2,0,,,,,,,,,,1,3,1,z,27,1,3.31929419319838,0.80788063606262,None,117.98322759999974,None,118.76622939999952,118.76622939999952,118.78250209999923,None,[],['z'],[0.7130697000002328],120.76192199999969,None,z,2.713069700000233,1,1,0.6666666666666666,None,124.07145209999999,None,124.07145209999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
3,0,3,0,,,,,,,,,,3,2,3,b,63,1,4.40017271499661,0.761758675042088,None,125.88333919999968,None,126.63238739999933,126.63238739999933,126.64965829999919,None,[],['b'],[0.6053508000004513],128.6358113999995,None,b,2.6053508000004513,1,1,0.75,None,133.04309809999995,None,133.04309809999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
4,0,4,0,,,,,,,,,,3,0,2,z,27,1,3.6438386551209,1.27538462653558,None,134.85004579999986,None,136.10016099999967,136.10016099999967,136.11610489999958,None,[],['z'],[0.857497300000432],138.1032839999998,None,z,2.857497300000432,1,1,0.8,None,141.75429199999962,None,141.75429199999962,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
5,0,5,0,,,,,,,,,,0,0,3,b,9,1,4.12485271162806,1.34668860557497,None,143.56671219999953,None,144.90010979999926,144.90010979999926,144.91674559999984,None,[],['b'],[0.623099700000239],146.90020819999972,None,b,2.623099700000239,1,1,0.8333333333333334,None,151.03025949999937,None,151.03025949999937,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
6,0,6,0,,,,,,,,,,3,2,3,b,63,1,2.6391747348430608,0.974903167432984,None,152.8333735999995,None,153.78343579999938,153.78343579999938,153.80007400000005,None,[],['b'],[0.5381898000005094],155.78780060000008,None,b,2.5381898000005094,1,1,0.8571428571428571,None,158.42682069999955,None,158.42682069999955,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
7,0,7,0,,,,,,,,,,0,1,0,z,63,1,3.2062024266105302,3.1424449555106,None,160.2330207999994,None,163.34973649999966,163.34973649999966,163.36632289999972,None,[],['z'],[0.946605100000852],165.3569405999997,None,z,2.946605100000852,1,1,0.875,None,168.5604016999996,None,168.5604016999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1048,001,6,3,1,1,0.95,2024-01-21_14h45.03.891,MSI_TV_v3,2022.1.1,59.98296483800174,
