trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,participant,session,visual set [1-6],audio set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,1,3,2,b,63,1,2.433630701072358,3.33124983260532,None,157.11743200000092,None,160.47305159999996,None,160.47305159999996,None,160.48404426000016,None,None,160.47305159999996,None,['z'],[0.529406999999992],162.4508963999997,None,z,2.529406999999992,0,0,0.2222222222222222,164.87766770000053,None,None,164.87766770000053,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
9,0,9,0,,,,,,,,,,3,2,3,b,63,1,3.68371079902891,3.1963008326951,None,166.68431969999983,None,169.90522369999962,None,169.90522369999962,None,169.91726776000033,None,None,169.90522369999962,None,['b'],[0.6864596999985224],171.8840734000005,None,b,2.6864596999985224,1,1,0.3,175.5614518000002,None,None,175.5614518000002,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
10,0,10,0,,,,,,,,,,1,1,3,z,27,1,2.342239579230602,1.12425433982333,None,177.36744060000092,None,178.50465599999916,None,178.50465599999916,None,178.5174789600009,None,['z'],178.50465599999916,None,None,,180.50030040000092,None,z,1.812956399999166,1,1,0.36363636363636365,182.84093089999988,None,None,182.84093089999988,None,[1.812956399999166],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
11,0,11,0,,,,,,,,,,2,1,0,z,63,0,4.52047235037039,1.21250262048173,None,184.65088269999978,None,185.88756420000027,None,185.88756420000027,None,185.88414467000055,None,None,185.88756420000027,None,['z'],[0.7892675000002782],187.86745230000088,None,z,2.7892675000002782,1,0,0.4166666666666667,192.3714056000008,None,None,192.3714056000008,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
12,0,12,0,,,,,,,,,,3,2,3,b,63,1,4.11514536789087,1.96568735158996,None,194.1840945999993,None,196.17290499999945,None,196.17290499999945,None,196.184184260001,None,None,196.17290499999945,None,['b'],[1.0052219000008336],198.15080839999973,None,b,3.0052219000008336,1,1,0.46153846153846156,202.2452718000004,None,None,202.2452718000004,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
13,0,13,0,,,,,,,,,,2,0,2,b,27,1,2.693348633324513,0.917519910446003,None,204.05061410000053,None,204.9883348000003,None,204.9883348000003,None,204.98468606999975,None,None,204.9883348000003,None,['z'],[0.06356369999957678],206.96728020000046,None,z,2.063563699999577,0,0,0.42857142857142855,209.6452594000002,None,None,209.6452594000002,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
14,0,14,0,,,,,,,,,,0,0,1,z,63,1,3.73326136168326,3.4543169006169,None,211.45081519999985,None,214.92368899999929,None,214.92368899999929,None,214.93412046000086,None,None,214.92368899999929,None,['z'],[1.7790227999994386],216.90083679999952,None,z,3.7790227999994386,1,1,0.4666666666666667,220.61954700000024,None,None,220.61954700000024,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
15,0,15,0,,,,,,,,,,1,3,2,b,63,1,2.629554641171433,2.96653053743745,None,222.4343475000005,None,225.42853830000058,None,225.42853830000058,None,225.43426276000028,None,None,225.42853830000058,None,['b'],[0.10101199999917299],227.40087979999953,None,b,2.101011999999173,1,1,0.5,230.01994449999984,None,None,230.01994449999984,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
16,0,16,0,,,,,,,,,,0,1,2,b,9,1,2.92731383428727,2.09887870490381,None,231.83430150000095,None,233.95551150000028,None,233.95551150000028,None,233.96746295999984,None,None,233.95551150000028,None,['b'],[0.8678926000011415],235.9350126999998,None,b,2.8678926000011415,1,1,0.5294117647058824,238.84180070000002,None,None,238.84180070000002,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
17,0,17,0,,,,,,,,,,1,1,3,z,27,1,2.496959177995529,3.24569326556923,None,240.65083140000024,None,243.90429790000053,None,243.90429790000053,None,243.90087077000115,None,['z'],243.90429790000053,None,None,,245.88946980000037,None,z,1.5847827999987203,1,1,0.5555555555555556,248.37292739999975,None,None,248.37292739999975,None,[1.5847827999987203],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
18,0,18,0,,,,,,,,,,2,0,1,b,63,1,2.2759877950103027,3.06992456303453,None,250.18423040000016,None,253.27255250000053,None,253.27255250000053,None,253.28428526000098,None,None,253.27255250000053,None,['b'],[0.39049079999858805],255.2509138000005,None,b,2.390490799998588,1,1,0.5789473684210527,257.5196030999996,None,None,257.5196030999996,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
19,0,19,0,,,,,,,,,,2,1,0,z,63,1,4.01714354611405,1.25817747924478,None,259.3347916999992,None,260.6050359000001,None,260.6050359000001,None,260.6009915699995,None,None,260.6050359000001,None,['z'],[0.08880840000165335],262.58439720000024,None,z,2.0888084000016534,1,1,0.6,266.5820769000002,None,None,266.5820769000002,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
20,0,20,0,,,,,,,,,,3,2,0,b,27,1,2.526044641065533,1.34668860557497,None,268.3844229000006,None,269.75650060000044,None,269.75650060000044,None,269.7679408600001,None,None,269.75650060000044,None,['z'],[1.7895527000000584],271.7390912999999,None,z,3.7895527000000584,0,0,0.5714285714285714,274.2406152000003,None,None,274.2406152000003,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
21,0,21,0,,,,,,,,,,0,0,1,z,63,1,2.82320408183943,0.77703640172831,None,276.0510479000004,None,276.8391914999993,None,276.8391914999993,None,276.8508921600009,None,None,276.8391914999993,None,['b'],[1.3198867999999493],278.8177237,None,b,3.3198867999999493,0,0,0.5454545454545454,281.6320223999992,None,None,281.6320223999992,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
22,0,22,0,,,,,,,,,,3,2,0,b,27,1,4.72585056748869,2.22427187882546,None,283.43441110000094,None,285.6737596999992,None,285.6737596999992,None,285.6844789600004,None,['z'],285.6737596999992,None,None,,287.66844409999976,None,z,0.2768357000004471,0,0,0.5217391304347826,292.4066139000006,None,None,292.4066139000006,None,[0.2768357000004471],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
23,0,23,0,,,,,,,,,,1,3,2,b,63,1,3.7500315165247198,0.979776149765883,None,294.2178337999994,None,295.2222597,None,295.2222597,None,295.2344852600003,None,None,295.2222597,None,['z'],[1.1630912000000535],297.20115409999926,None,z,3.1630912000000535,0,0,0.5,300.9302821000001,None,None,300.9302821000001,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
24,0,24,0,,,,,,,,,,2,1,0,z,63,1,4.12485271162806,3.40155979865722,None,302.7343541000009,None,306.1549398999996,None,306.1549398999996,None,306.1512636700007,None,['z'],306.1549398999996,None,None,,308.15284040000006,None,z,1.5156511000004684,1,1,0.52,312.29131899999993,None,None,312.29131899999993,None,[1.5156511000004684],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
25,0,25,0,,,,,,,,,,3,3,2,z,63,1,3.02234236141277,1.25920145784721,None,314.10108650000075,None,315.3698494,None,315.3698494,None,315.3677452700011,None,None,315.3698494,None,['z'],[0.6068471999988105],317.3513531999997,None,z,2.6068471999988105,1,1,0.5384615384615384,320.35503470000003,None,None,320.35503470000003,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
26,0,26,0,,,,,,,,,,2,2,0,z,27,1,2.294664843639333,1.94858485820231,None,322.167915,None,324.1387087999992,None,324.1387087999992,None,324.13452647000105,None,None,324.1387087999992,None,['z'],[0.519560000000638],326.11795730000085,None,z,2.519560000000638,1,1,0.5555555555555556,328.4018787999994,None,None,328.4018787999994,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
27,0,27,0,,,,,,,,,,1,3,2,b,63,1,2.6391747348430608,1.43470440954152,None,330.2010558000002,None,331.6555561999994,None,331.6555561999994,None,331.6512607700004,None,['b'],331.6555561999994,None,None,,333.6546890999998,None,b,1.7057801999999356,1,1,0.5714285714285714,336.30714120000084,None,None,336.30714120000084,None,[1.7057801999999356],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
28,0,28,0,,,,,,,,,,1,3,2,b,63,1,2.7134565917469198,2.10421507306074,None,338.1178361000002,None,340.2369483000002,None,340.2369483000002,None,340.2344971700002,None,None,340.2369483000002,None,['b'],[1.4065011000002414],342.2178048000005,None,b,3.4065011000002414,1,1,0.5862068965517241,344.91968090000046,None,None,344.91968090000046,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
29,0,29,0,,,,,,,,,,0,3,1,z,27,1,2.678526077912375,1.90743690794447,None,346.73491470000045,None,348.6558943,None,348.6558943,None,348.66815106000143,None,None,348.6558943,None,['z'],[1.0995524000009027],350.63480920000075,None,z,3.0995524000009027,1,1,0.6,353.30637319999914,None,None,353.30637319999914,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
30,0,30,0,,,,,,,,,,1,0,3,z,9,1,2.666404967794728,1.18065738546375,None,355.11796909999975,None,356.32297819999985,None,356.32297819999985,None,356.3346039600005,None,None,356.32297819999985,None,['z'],[0.7476889999998093],358.3012983999997,None,z,2.7476889999998093,1,1,0.6129032258064516,360.95057970000016,None,None,360.95057970000016,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
31,0,31,0,,,,,,,,,,0,1,0,b,63,1,4.190022164497369,1.95130344756745,None,362.7509494999995,None,364.7226258999999,None,364.7226258999999,None,364.7347201600009,None,None,364.7226258999999,None,['b'],[0.5347120000005816],366.7014037000008,None,b,2.5347120000005816,1,1,0.625,370.8716435000006,None,None,370.8716435000006,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
32,0,32,0,,,,,,,,,,2,1,0,z,63,1,4.77034425507967,1.60731937853708,None,372.68477820000044,None,374.30516870000065,None,374.30516870000065,None,374.30129947000006,None,None,374.30516870000065,None,['z'],[1.930499800000689],376.2845720000005,None,z,3.930499800000689,1,1,0.6363636363636364,381.0460148000002,None,None,381.0460148000002,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
33,0,33,0,,,,,,,,,,0,1,0,b,63,1,3.26539063535182,1.1243895841892,None,382.85132390000035,None,383.9889837999999,None,383.9889837999999,None,383.9846899700004,None,['b'],383.9889837999999,None,None,,385.98340110000026,None,b,1.4004245000014635,1,1,0.6470588235294118,389.2597122999996,None,None,389.2597122999996,None,[1.4004245000014635],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
34,0,34,0,,,,,,,,,,3,3,2,z,63,1,2.91303524001082,1.36309078069689,None,391.06809579999936,None,392.45519050000075,None,392.45519050000075,None,392.4514289699999,None,['z'],392.45519050000075,None,None,,394.45022489999974,None,z,1.7867977999994764,1,1,0.6571428571428571,397.3740533,None,None,397.3740533,None,[1.7867977999994764],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
35,0,35,0,,,,,,,,,,2,0,2,b,27,1,4.7533305109883095,1.53122835510861,None,399.18457110000054,None,400.74010930000077,None,400.74010930000077,None,400.7514881600004,None,None,400.74010930000077,None,['b'],[0.26087829999960377],402.7182453000005,None,b,2.2608782999996038,1,1,0.6666666666666666,407.45736150000084,None,None,407.45736150000084,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
36,0,36,0,,,,,,,,,,0,1,0,b,63,1,4.82531807167306,1.78643585472448,None,409.2680689000008,None,411.07337050000024,None,411.07337050000024,None,411.0846637600011,None,None,411.07337050000024,None,['b'],[0.35918649999985064],413.0513713,None,b,2.3591864999998506,1,1,0.6756756756756757,417.86753449999924,None,None,417.86753449999924,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
37,0,37,0,,,,,,,,,,0,3,1,z,27,1,4.46924002178158,1.52290599571961,None,419.66826629999923,None,421.20620749999944,None,421.20620749999944,None,421.2181768600007,None,['z'],421.20620749999944,None,None,,423.20126770000024,None,z,1.1469756999995298,1,1,0.6842105263157895,427.6758867000008,None,None,427.6758867000008,None,[1.1469756999995298],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
38,0,38,0,,,,,,,,,,3,3,2,z,63,1,4.61004669244928,0.761758675042088,None,429.48495919999914,None,430.2531426000005,None,430.2531426000005,None,430.2511989699995,None,['z'],430.2531426000005,None,None,,432.2508945999998,None,z,1.9179428000006737,1,1,0.6923076923076923,436.8580696000008,None,None,436.8580696000008,None,[1.9179428000006737],,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
39,0,39,0,,,,,,,,,,1,3,1,b,27,1,3.35133458220192,2.40378712856304,None,438.66836890000013,None,441.0900493000008,None,441.0900493000008,None,441.1015248600001,None,None,441.0900493000008,None,['b'],[0.4222365000005084],443.0679634999997,None,b,2.4222365000005084,1,1,0.7,446.39913630000046,None,None,446.39913630000046,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
40,0,40,0,,,,,,,,,,3,1,2,z,9,1,3.3728785608729996,2.78346932462847,None,448.20156529999986,None,451.0018304000005,None,451.0018304000005,None,451.001428970001,None,None,451.0018304000005,None,['z'],[0.18229270000119868],452.98477979999916,None,z,2.1822927000011987,1,1,0.7073170731707317,456.3431123999999,None,None,456.3431123999999,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
41,0,41,0,,,,,,,,,,0,0,1,z,63,0,4.53337421950507,0.974903167432984,None,458.1517120999997,None,459.13775460000033,None,459.13775460000033,None,459.13493057000034,None,None,459.13775460000033,None,['z'],[1.1072390999997879],461.11804289999964,None,z,3.107239099999788,1,0,0.7142857142857143,465.6461930000005,None,None,465.6461930000005,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
42,0,42,0,,,,,,,,,,1,3,2,b,63,1,3.71372710086949,2.6299100644723,None,467.45161410000037,None,470.11229020000064,None,470.11229020000064,None,470.1182049599997,None,None,470.11229020000064,None,['b'],[0.0898641999992833],472.0848855000004,None,b,2.0898641999992833,1,1,0.7209302325581395,475.78031379999993,None,None,475.78031379999993,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
43,0,43,0,,,,,,,,,,2,0,1,b,63,1,3.76873691643126,1.27538462653558,None,477.58495310000035,None,478.8717711999998,None,478.8717711999998,None,478.8681682700006,None,None,478.8717711999998,None,['b'],[0.6007609000007506],480.8515712999997,None,b,2.6007609000007506,1,1,0.7272727272727273,484.6042459,None,None,484.6042459,None,,,,,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,486.4183608000003,None,,,,,,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.41841980000027,None,None,491.41841980000027,None,,,,,,,,,,CBC_1014,004,6,3,5,13,0.95,2023-06-25_12h37.50.287,MSI_AV_v3,2022.1.1,59.91755344623019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,easy,"[0, 1, 2, 3]","[2, 0, 3, 1]",0.36363636363636365,0.7272727272727273,0.8181818181818182,1.0,,,,,,,,,,,,
