trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,252.35121289999915,None,t,82.1389149000006,252.35121289999915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
,,,,,,,,,,None,334.52168619999975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
0,0,0,0,,,,,,,,,,1,1.0,0.0,b,63.0,1.0,2.7134565917469198,1.64421109900286,None,334.72230879999915,None,336.4812585999989,None,336.4812585999989,None,336.4881809999988,None,None,336.4812585999989,None,"['z', 'b']","[0.4786258000003727, 0.525532600000588]",338.33927739999854,None,z,2.4786258000003727,0,0,0.0,341.0531575999994,None,None,341.0531575999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
1,0,1,0,,,,,,,,,,0,0.0,1.0,b,63.0,1.0,2.629554641171433,1.38289892513751,None,342.85565849999875,None,344.25561899999957,None,344.25561899999957,None,344.2548594699994,None,None,344.25561899999957,None,['b'],[0.43031900000096357],346.2228251999986,None,b,2.4303190000009636,1,1,0.5,348.84175089999917,None,None,348.84175089999917,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
2,0,2,0,,,,,,,,,,2,1.0,2.0,z,9.0,1.0,4.11514536789087,1.43470440954152,None,350.65590129999873,None,352.11207509999986,None,352.11207509999986,None,352.12154585999957,None,['z'],352.11207509999986,None,None,,354.08549270000003,None,z,1.5788346999997884,1,1,0.6666666666666666,358.1967878999985,None,None,358.1967878999985,None,[1.5788346999997884],,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
3,0,3,0,,,,,,,,,,0,1.0,0.0,z,63.0,1.0,4.82531807167306,1.94858485820231,None,360.00507619999917,None,361.94443299999875,None,361.94443299999875,None,361.95483186999917,None,None,361.94443299999875,None,['b'],[0.30841160000090895],363.9225256999998,None,b,2.308411600000909,0,0,0.5,368.7313691999989,None,None,368.7313691999989,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
4,0,4,0,,,,,,,,,,3,3.0,1.0,b,27.0,1.0,2.496959177995529,3.33124983260532,None,370.5393901999996,None,373.93596499999876,None,373.93596499999876,None,373.9390733299995,None,None,373.93596499999876,None,['b'],[0.39552680000088003],375.85585099999844,None,b,2.39552680000088,1,1,0.6,378.3509062999983,None,None,378.3509062999983,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
5,0,5,0,,,,,,,,,,1,0.0,1.0,z,63.0,1.0,2.294664843639333,0.952147612306987,None,380.15540489999876,None,381.1268823999999,None,381.1268823999999,None,381.1226734699987,None,None,381.1268823999999,None,['b'],[0.48537969999961206],383.10542069999974,None,b,2.485379699999612,0,0,0.5,385.38607299999967,None,None,385.38607299999967,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
6,0,6,0,,,,,,,,,,2,2.0,3.0,b,63.0,1.0,4.40017271499661,2.49839527409216,None,387.1895702999991,None,389.7138466999986,None,389.7138466999986,None,389.72249695999886,None,['z'],389.7138466999986,None,None,,391.7103810999997,None,z,1.6853219000022364,0,0,0.42857142857142855,396.10503759999847,None,None,396.10503759999847,None,[1.6853219000022364],,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
7,0,7,0,,,,,,,,,,0,2.0,0.0,z,27.0,1.0,2.678526077912375,3.1963008326951,None,397.90488529999857,None,401.0925658999986,None,401.0925658999986,None,401.1053366699991,None,None,401.0925658999986,None,['b'],[0.39182559999972],403.0885049999997,None,b,2.39182559999972,0,0,0.375,405.75857689999975,None,None,405.75857689999975,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
8,0,8,0,,,,,,,,,,3,3.0,2.0,b,63.0,1.0,2.6391747348430608,3.24569326556923,None,407.5729535999999,None,410.8091955,None,410.8091955,None,410.80550517999905,None,None,410.8091955,None,['b'],[0.8888764000021183],412.80668479999986,None,b,2.8888764000021183,1,1,0.4444444444444444,415.4380702999988,None,None,415.4380702999988,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
9,0,9,0,,,,,,,,,,1,3.0,1.0,z,27.0,1.0,2.2759877950103027,1.18065738546375,None,417.23945039999853,None,418.4252355999997,None,418.4252355999997,None,418.42205247999914,None,None,418.4252355999997,None,['z'],[0.3762299999998504],420.406127799999,None,z,2.3762299999998504,1,1,0.5,422.67513809999946,None,None,422.67513809999946,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
10,0,10,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,2.526044641065533,1.25920145784721,None,424.48947279999993,None,425.76328699999976,None,425.76328699999976,None,425.77263005999845,None,None,425.76328699999976,None,['z'],[0.34992440000132774],427.73929639999915,None,z,2.3499244000013277,1,1,0.5454545454545454,430.26117019999947,None,None,430.26117019999947,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
11,0,11,0,,,,,,,,,,1,1.0,3.0,b,27.0,1.0,3.76873691643126,2.40378712856304,None,432.07242849999966,None,434.4767163999986,None,434.4767163999986,None,434.4886119699997,None,None,434.4767163999986,None,['b'],[0.5349967000001925],436.47199329999967,None,b,2.5349967000001925,1,1,0.5833333333333334,440.219724999999,None,None,440.219724999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
12,0,12,0,,,,,,,,,,2,3.0,2.0,z,63.0,1.0,3.26539063535182,0.979776149765883,None,442.0220939999999,None,443.01059819999864,None,443.01059819999864,None,443.0225076599996,None,['b'],443.01059819999864,None,None,,445.0088796,None,b,1.816389600002367,0,0,0.5384615384615384,448.2779077999985,None,None,448.2779077999985,None,[1.816389600002367],,,,,,,,,,,,,,,,,,,,,,CBC_1071,003,3,2,3,0,0.95,2024-02-02_16h36.55.631,MSI_AV_v3,2022.1.1,59.91665593172085,
