trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,270.5051810999994,None,t,66.21454050000102,270.5051810999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
,,,,,,,,,,None,336.7432461999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
0,0,0,0,,,,,,,,,,2,0.0,1.0,z,63.0,1.0,3.26539063535182,2.10421507306074,None,336.9433079999999,None,339.0265570800001,339.0265570800001,339.04323057999943,None,[],['z'],[2.7628529000003255],341.03620709999996,None,z,4.7628529000003255,1,1,1.0,None,344.3126403999995,None,344.3126403999995,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
1,0,1,0,,,,,,,,,,1,1.0,0.0,z,63.0,1.0,3.31929419319838,3.40155979865722,None,346.11004219999995,None,349.49367637999956,349.49367637999956,349.51018527999975,z,['z'],None,,351.5365133999994,None,z,1.3686798000007911,1,1,1.0,None,354.85601940000015,None,354.85601940000015,None,1.3686798000007911,[1.3686798000007911],,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
2,0,2,0,,,,,,,,,,0,2.0,1.0,b,9.0,1.0,3.68371079902891,1.27538462653558,None,356.66014129999985,None,357.9098492799993,357.9098492799993,357.9266452799992,z,['z'],None,,359.94938589999947,None,z,1.946176500000547,0,0,0.6666666666666666,None,363.63610439999957,None,363.63610439999957,None,1.946176500000547,[1.946176500000547],,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
3,0,3,0,,,,,,,,,,1,0.0,1.0,b,63.0,1.0,4.12485271162806,3.4543169006169,None,365.44341299999996,None,368.8767128799999,368.8767128799999,368.89384267999947,b,['b'],None,,370.92094519999955,None,b,1.4080241999999998,1,1,0.75,None,375.0550962999996,None,375.0550962999996,None,1.4080241999999998,[1.4080241999999998],,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
4,0,4,0,,,,,,,,,,3,1.0,3.0,z,27.0,1.0,4.82531807167306,1.36309078069689,None,376.8599113999999,None,378.21013347999985,378.21013347999985,378.22654497999963,z,['z'],None,,380.2527239000001,None,z,1.808391800001118,1,1,0.8,None,385.08885589999954,None,385.08885589999954,None,1.808391800001118,[1.808391800001118],,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
5,0,5,0,,,,,,,,,,2,1.0,0.0,b,63.0,1.0,4.40017271499661,1.60731937853708,None,386.8934866999998,None,388.47685607999927,388.47685607999927,388.49359297999933,b,['b'],None,,390.52012789999935,None,b,1.902522600001248,1,1,0.8333333333333334,None,394.9216607999997,None,394.9216607999997,None,1.902522600001248,[1.902522600001248],,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
6,0,6,0,,,,,,,,,,0,3.0,2.0,z,63.0,1.0,3.71372710086949,1.90743690794447,None,396.72678779999933,None,398.61013438,398.61013438,398.6267186799995,None,[],['b'],[0.6535588000006101],400.61414779999996,None,b,2.65355880000061,0,0,0.7142857142857143,None,404.32234999999946,None,404.32234999999946,None,,,,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
7,0,7,0,,,,,,,,,,1,0.0,2.0,b,27.0,1.0,2.666404967794728,2.40378712856304,None,406.12677519999943,None,408.5104864799995,408.5104864799995,408.52674807999927,z,['z'],None,,410.55456700000013,None,z,1.346226800000295,0,0,0.625,None,413.2191976999993,None,413.2191976999993,None,1.346226800000295,[1.346226800000295],,,,,,,,,,,,,,,,,,,,,,CBC_1076,1,6,2,7,8,0.9,2024-03-13_13h58.04.695,MSI_TV_v3,2022.1.1,60.215499228667774,
