trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.auditory_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,ImageLeft_4.started,ImageLeft_4.stopped,ImageRight_4.started,ImageRight_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,audioPair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,2,0,z,27,1,4.52047235037039,1.95130344756745,None,299.4903269000006,None,301.4409400000004,None,301.4409400000004,None,301.4396642399995,None,['z'],[1.62452950000079],301.4409400000004,None,None,303.45965819999947,None,z,1.62452950000079,1,1,0.4444444444444444,307.98128929999984,None,None,307.98128929999984,None,,,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
9,0,9,0,,,,,,,,,,3,3,0,b,9,1,3.6438386551209,2.78346932462847,None,309.7904665999995,None,312.59476320000067,None,312.59476320000067,None,312.60698908000046,None,None,,312.59476320000067,None,['b'],314.5727614999996,None,b,3.0827860000008513,1,1,0.5,318.1979869000006,None,None,318.1979869000006,None,[1.0827860000008513],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
10,0,10,0,,,,,,,,,,1,2,3,b,63,1,3.26539063535182,2.22427187882546,None,320.0072156999995,None,322.247772499999,None,322.247772499999,None,322.2571750799994,None,None,,322.247772499999,None,['z'],324.22384930000044,None,z,2.4294507000013255,0,0,0.45454545454545453,327.47353049999947,None,None,327.47353049999947,None,[0.42945070000132546],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
11,0,11,0,,,,,,,,,,0,0,1,z,63,1,3.73326136168326,1.90743690794447,None,329.27394970000023,None,331.1948326999991,None,331.1948326999991,None,331.19045275999923,None,None,,331.1948326999991,None,['z'],333.17395679999936,None,z,2.209692800000994,1,1,0.5,336.89049800000066,None,None,336.89049800000066,None,[0.20969280000099388],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
12,0,12,0,,,,,,,,,,3,2,3,z,63,1,2.517541937862754,0.952147612306987,None,338.690525,None,339.6610789000006,None,339.6610789000006,None,339.6737081799998,None,None,,339.6610789000006,None,['b'],341.6404444,None,b,2.5292449000007764,0,0,0.46153846153846156,344.1556710999994,None,None,344.1556710999994,None,[0.5292449000007764],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
13,0,13,0,,,,,,,,,,1,2,3,b,63,1,4.01714354611405,1.21250262048173,None,345.9575721000001,None,347.1968259999994,None,347.1968259999994,None,347.2072206799999,None,None,,347.1968259999994,None,['z'],349.1738275000007,None,z,2.7237246000004234,0,0,0.42857142857142855,353.18736589999935,None,None,353.18736589999935,None,[0.7237246000004234],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
14,0,14,0,,,,,,,,,,0,3,1,z,27,1,3.31929419319838,0.761758675042088,None,354.9904723999989,None,355.77841909999916,None,355.77841909999916,None,355.7904250799998,None,['z'],[1.9030846999994537],355.77841909999916,None,None,357.77659069999936,None,z,1.9030846999994537,1,1,0.4666666666666667,361.09427139999934,None,None,361.09427139999934,None,,,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
15,0,15,0,,,,,,,,,,2,0,3,b,9,1,2.592312596923728,2.40378712856304,None,362.9067335,None,365.3312600999998,None,365.3312600999998,None,365.3407000799994,None,['b'],[1.6920225000012579],365.3312600999998,None,None,367.32690619999994,None,b,1.6920225000012579,1,1,0.5,369.93071880000025,None,None,369.93071880000025,None,,,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
16,0,16,0,,,,,,,,,,3,2,3,z,63,1,2.526044641065533,1.27538462653558,None,371.7406891999999,None,373.02798839999923,None,373.02798839999923,None,373.0242040599998,None,None,,373.02798839999923,None,['b'],375.0072445000005,None,b,2.6220213000015065,0,0,0.47058823529411764,377.52363069999956,None,None,377.52363069999956,None,[0.6220213000015065],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
17,0,17,0,,,,,,,,,,1,0,2,z,27,1,3.2062024266105302,2.6299100644723,None,379.32424919999903,None,381.97813060000044,None,381.97813060000044,None,381.97388765999966,None,['z'],[1.9240608000018256],381.97813060000044,None,None,383.973372299999,None,z,1.9240608000018256,1,1,0.5,387.1821490000002,None,None,387.1821490000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
18,0,18,0,,,,,,,,,,2,0,1,b,63,1,4.77723667052879,2.96653053743745,None,388.99066049999965,None,391.978861399999,None,391.978861399999,None,391.99056607999916,None,['b'],[1.7415388000008534],391.978861399999,None,None,393.97245329999896,None,b,1.7415388000008534,1,1,0.5263157894736842,398.7488338000003,None,None,398.7488338000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
19,0,19,0,,,,,,,,,,0,1,0,b,63,0,3.76873691643126,3.1963008326951,None,400.55718329999945,None,403.77838340000017,None,403.77838340000017,None,403.77395256000017,None,None,,403.77838340000017,None,['b'],405.7574812999992,None,b,2.101675300000352,1,0,0.55,409.5121653999995,None,None,409.5121653999995,None,[0.10167530000035185],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
20,0,20,0,,,,,,,,,,3,3,1,b,27,1,2.666404967794728,3.1424449555106,None,411.3242713999989,None,414.4791638000006,None,414.4791638000006,None,414.4906334799994,None,None,,414.4791638000006,None,['b'],416.45732920000046,None,b,3.233484900001713,1,1,0.5714285714285714,419.1213446999991,None,None,419.1213446999991,None,[1.233484900001713],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
21,0,21,0,,,,,,,,,,1,3,2,z,63,1,2.82320408183943,0.979776149765883,None,420.92415280000023,None,421.9265393000005,None,421.9265393000005,None,421.9240996599994,None,None,,421.9265393000005,None,['z'],423.9075907999995,None,z,2.615536500001326,1,1,0.5909090909090909,426.72740019999947,None,None,426.72740019999947,None,[0.6155365000013262],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
22,0,22,0,,,,,,,,,,0,0,1,z,63,1,3.3728785608729996,1.18065738546375,None,428.5407570999996,None,429.74737149999964,None,429.74737149999964,None,429.7574113799997,None,None,,429.74737149999964,None,['z'],431.72415809999984,None,z,2.50734569999986,1,1,0.6086956521739131,435.092944,None,None,435.092944,None,[0.5073456999998598],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
23,0,23,0,,,,,,,,,,2,0,2,b,27,1,2.92731383428727,1.53122835510861,None,436.9076036000006,None,438.456682,None,438.456682,None,438.45733495999883,None,None,,438.456682,None,['b'],440.4407912000006,None,b,2.2389782999998715,1,1,0.625,443.35904689999916,None,None,443.35904689999916,None,[0.23897829999987152],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
24,0,24,0,,,,,,,,,,3,3,2,b,63,1,2.693348633324513,1.52290599571961,None,445.1742696000001,None,446.7115236999998,None,446.7115236999998,None,446.70755625999954,None,None,,446.7115236999998,None,['b'],448.6907797999993,None,b,2.5329493999997794,1,1,0.64,451.3697326999991,None,None,451.3697326999991,None,[0.5329493999997794],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
25,0,25,0,,,,,,,,,,1,0,2,z,27,1,4.46924002178158,2.09887870490381,None,453.1743458000001,None,455.2915400999991,None,455.2915400999991,None,455.2908190600003,None,None,,455.2915400999991,None,['z'],457.27462360000027,None,z,2.3192620999998326,1,1,0.6538461538461539,461.73829149999983,None,None,461.73829149999983,None,[0.31926209999983257],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
26,0,26,0,,,,,,,,,,0,0,1,z,63,1,2.496959177995529,3.06992456303453,None,463.54102629999943,None,466.6286435999991,None,466.6286435999991,None,466.6251031599997,None,None,,466.6286435999991,None,['z'],468.6077523999993,None,z,3.332160899999508,1,1,0.6666666666666666,471.0964750000003,None,None,471.0964750000003,None,[1.3321608999995078],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
27,0,27,0,,,,,,,,,,2,1,0,z,63,1,2.2759877950103027,1.43470440954152,None,472.9076624999998,None,474.3628136999996,None,474.3628136999996,None,474.37445348000034,None,None,,474.3628136999996,None,['z'],476.3413875999995,None,z,2.824131400000624,1,1,0.6785714285714286,478.6049758999998,None,None,478.6049758999998,None,[0.8241314000006241],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
28,0,28,0,,,,,,,,,,1,2,3,b,63,0,3.71372710086949,2.49839527409216,None,480.4075933999993,None,482.9283240999994,None,482.9283240999994,None,482.9410092800004,None,None,,482.9283240999994,None,['b'],484.9073255000003,None,b,2.0951409000008425,1,0,0.6896551724137931,488.61484779999955,None,None,488.61484779999955,None,[0.09514090000084252],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
29,0,29,0,,,,,,,,,,3,1,3,z,27,1,4.40017271499661,3.33124983260532,None,490.4243501000001,None,493.77887419999934,None,493.77887419999934,None,493.7909766799999,None,None,,493.77887419999934,None,['z'],495.7578315999999,None,z,3.859701600000335,1,1,0.7,500.151606899999,None,None,500.151606899999,None,[1.859701600000335],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
30,0,30,0,,,,,,,,,,2,0,1,b,63,1,4.11514536789087,1.1243895841892,None,501.9579737999993,None,503.0907881999992,None,503.0907881999992,None,503.09083455999934,None,['b'],[1.5985724000001937],503.0907881999992,None,None,505.09290340000007,None,b,1.5985724000001937,1,1,0.7096774193548387,509.2130983999996,None,None,509.2130983999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
31,0,31,0,,,,,,,,,,3,2,3,z,63,1,2.91303524001082,2.15533949826702,None,511.0247416000002,None,513.1952394999989,None,513.1952394999989,None,513.1911999599989,None,None,,513.1952394999989,None,['z'],515.1744034999992,None,z,2.404780500000925,1,1,0.71875,518.0786427000003,None,None,518.0786427000003,None,[0.4047805000009248],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
32,0,32,0,,,,,,,,,,0,1,2,b,9,1,2.6391747348430608,3.4543169006169,None,519.8911674999999,None,523.3625751,None,523.3625751,None,523.3745791799989,None,None,,523.3625751,None,['b'],525.3413325999991,None,b,2.656695800000307,1,1,0.7272727272727273,527.9715225,None,None,527.9715225,None,[0.6566958000003069],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
33,0,33,0,,,,,,,,,,2,0,1,b,63,1,4.12485271162806,1.25817747924478,None,529.7753393000003,None,531.0436688999998,None,531.0436688999998,None,531.0415243599992,None,None,,531.0436688999998,None,['b'],533.0247094000006,None,b,2.3725059000007604,1,1,0.7352941176470589,537.1492865,None,None,537.1492865,None,[0.37250590000076045],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
34,0,34,0,,,,,,,,,,1,1,2,z,9,1,4.190022164497369,1.64421109900286,None,538.9582222999998,None,540.6128539999991,None,540.6128539999991,None,540.6246185800006,None,None,,540.6128539999991,None,['z'],542.591065999999,None,z,2.5126027000005706,1,1,0.7428571428571429,546.7772172000005,None,None,546.7772172000005,None,[0.5126027000005706],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
35,0,35,0,,,,,,,,,,0,0,1,z,63,1,4.77034425507967,1.12425433982333,None,548.5912042,None,549.7374861999997,None,549.7374861999997,None,549.7413071799998,None,None,,549.7374861999997,None,['z'],551.708009,None,z,2.632110800001101,1,1,0.75,556.4679073000007,None,None,556.4679073000007,None,[0.6321108000011009],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
36,0,36,0,,,,,,,,,,2,1,0,z,63,0,3.35133458220192,1.78643585472448,None,558.2747359999994,None,560.0790340000003,None,560.0790340000003,None,560.0911911799991,None,['z'],[1.7938630999997258],560.0790340000003,None,None,562.0777419000005,None,z,1.7938630999997258,1,0,0.7567567567567568,565.4331765000006,None,None,565.4331765000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
37,0,37,0,,,,,,,,,,0,1,0,b,63,1,2.629554641171433,1.38289892513751,None,567.2416947999991,None,568.6460220999998,None,568.6460220999998,None,568.6414694599999,None,None,,568.6460220999998,None,['b'],570.6247136000002,None,b,2.295915500000774,1,1,0.7631578947368421,573.2522795999994,None,None,573.2522795999994,None,[0.29591550000077405],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
38,0,38,0,,,,,,,,,,3,3,1,b,27,1,2.7134565917469198,1.25920145784721,None,575.0583516000006,None,576.3317327999994,None,576.3317327999994,None,576.34205678,None,None,,576.3317327999994,None,['b'],578.307788099999,None,b,2.5816288999994867,1,1,0.7692307692307693,580.9992975000005,None,None,580.9992975000005,None,[0.5816288999994867],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
39,0,39,0,,,,,,,,,,1,2,3,b,63,1,4.53337421950507,1.36309078069689,None,582.8081118999999,None,584.1967972999992,None,584.1967972999992,None,584.2083791799993,None,None,,584.1967972999992,None,['z'],586.1747553000005,None,z,3.635845500000869,0,0,0.75,590.6980060000005,None,None,590.6980060000005,None,[1.635845500000869],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
40,0,40,0,,,,,,,,,,2,2,0,z,27,1,2.294664843639333,2.10421507306074,None,592.5083696999991,None,594.6271350999996,None,594.6271350999996,None,594.6255628600003,None,None,,594.6271350999996,None,['z'],596.6079788000006,None,z,3.5801745999997365,1,1,0.7560975609756098,598.8844403000003,None,None,598.8844403000003,None,[1.5801745999997365],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
41,0,41,0,,,,,,,,,,3,3,2,b,63,1,4.7533305109883095,1.34668860557497,None,600.6916270000002,None,602.0649512,None,602.0649512,None,602.0750232799998,None,None,,602.0649512,None,['b'],604.0417335999991,None,b,2.8344715000002907,1,1,0.7619047619047619,608.7837473999989,None,None,608.7837473999989,None,[0.8344715000002907],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
42,0,42,0,,,,,,,,,,0,3,1,z,27,1,2.792365600763554,0.974903167432984,None,610.5916218000002,None,611.5806960999998,None,611.5806960999998,None,611.5918490799992,None,None,,611.5806960999998,None,['z'],613.5584920000001,None,z,2.7738836000007723,1,1,0.7674418604651163,616.3359479999999,None,None,616.3359479999999,None,[0.7738836000007723],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
43,0,43,0,,,,,,,,,,1,2,3,b,63,1,3.68371079902891,0.77703640172831,None,618.1419167000004,None,618.9306359000002,None,618.9306359000002,None,618.9418596800002,None,None,,618.9306359000002,None,['b'],620.9084376999999,None,b,2.3617864000007103,1,1,0.7727272727272727,624.5749462999993,None,None,624.5749462999993,None,[0.3617864000007103],,,,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,626.3740211000004,None,,,,,,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.375193599999,None,None,631.375193599999,None,,,,,,,,,,,,,CBC_1059,3,3,2,2,12,0.9,2024-01-26_16h15.47.111,MSI_AV_v3,2022.1.1,59.97231677832321,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[2, 0, 1, 3]",0.45454545454545453,0.7272727272727273,1.0,0.9090909090909091,32,0,12,,,,,,,,,,,,
