trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.tactile_stim,trials_runs.visual_stim_left,trials_runs.visual_stim_right,trials_runs.correctKey,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_stim_left.started,image_stim_right.started,tactile.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.stopped,feedback_6.started,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,trials_runs.rightKey,trials_runs.leftKey,ts_difficulty,visualPair,tactilePair,trials_runs.mean_acc_1stFourth,trials_runs.mean_acc_2ndFourth,trials_runs.mean_acc_3rdFourth,trials_runs.mean_acc_4thFourth,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,1,0,b,63,1,2.91303524001082,1.53122835510861,None,155.05508159999954,None,156.57224391000074,156.57224391000074,156.58882840999996,None,[],,,"['b', 'z']",158.57259300000078,None,b,2.3437641999989864,1,1,0.2222222222222222,None,161.48086689999946,None,161.48086689999946,None,"[0.34376419999898644, 0.4085352999991301]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
9,0,9,0,,,,,,,,,,0,1,3,z,27,1,2.82320408183943,1.53243550275999,None,163.28854610000053,None,164.80545490999958,164.80545490999958,164.82225701000044,b,['b'],1.379153199999564,[1.379153199999564],None,166.84723889999987,None,b,1.379153199999564,0,0,0.2,None,169.66521140000077,None,169.66521140000077,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
10,0,10,0,,,,,,,,,,1,3,2,z,63,1,3.31929419319838,3.33124983260532,None,171.47121909999987,None,174.7721124100006,174.7721124100006,174.78885430999964,None,[],,,['z'],176.7709577000005,None,z,2.4756246999986615,1,1,0.2727272727272727,None,180.08450000000084,None,180.08450000000084,None,[0.4756246999986615],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
11,0,11,0,,,,,,,,,,2,1,0,b,63,1,2.2759877950103027,1.52290599571961,None,181.88799889999973,None,183.38842561000075,183.38842561000075,183.4050288100005,None,[],,,"['b', 'z']",185.39185689999977,None,b,2.3251694999999017,1,1,0.3333333333333333,None,187.66269360000115,None,187.66269360000115,None,"[0.32516949999990175, 0.3512104999990697]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
12,0,12,0,,,,,,,,,,3,0,1,b,63,1,4.53337421950507,1.25920145784721,None,189.4710030999995,None,190.70542601000108,190.70542601000108,190.72228531000093,None,[],,,"['b', 'z']",192.70986400000038,None,b,2.5834168000001227,1,1,0.38461538461538464,None,197.23007560000042,None,197.23007560000042,None,"[0.5834168000001227, 0.5973483999987366]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
13,0,13,0,,,,,,,,,,1,1,2,z,9,1,3.76873691643126,3.06992456303453,None,199.03862570000092,None,202.0877434100001,202.0877434100001,202.10441080999937,None,[],,,"['z', 'b']",204.08275289999983,None,z,2.0740081000003556,1,1,0.42857142857142855,None,207.85284590000083,None,207.85284590000083,None,"[0.07400810000035563, 0.10282580000057351]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
14,0,14,0,,,,,,,,,,3,1,0,z,63,1,2.592312596923728,1.21250262048173,None,209.6550586000012,None,210.83891480999938,210.83891480999938,210.85559611000082,None,[],,,None,212.84386129999984,None,None,[],0,3,0.4,None,215.43041149999954,['z'],215.43041149999954,None,,[1.6847293999999238],,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
15,0,15,0,,,,,,,,,,0,3,1,b,27,1,3.6438386551209,1.94858485820231,None,217.23782680000113,None,219.17195060999967,219.17195060999967,219.18861070999975,z,"['z', 'b']",1.175449899999876,"[1.175449899999876, 1.1893812000016624]",['b'],221.2116416000008,None,z,1.175449899999876,0,0,0.375,None,224.84915010000077,None,224.84915010000077,None,[0.4978270000010525],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
16,0,16,0,,,,,,,,,,2,0,1,z,63,1,3.2062024266105302,3.4543169006169,None,226.65574860000015,None,230.08768390999995,230.08768390999995,230.10460511000002,None,[],,,['b'],232.08373179999944,None,b,2.6803209999998217,0,0,0.35294117647058826,None,235.2833466000011,None,235.2833466000011,None,[0.6803209999998217],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
17,0,17,0,,,,,,,,,,1,2,3,b,63,0,4.7533305109883095,3.1963008326951,None,237.08862369999952,None,240.27206671000005,240.27206671000005,240.2881645100004,None,[],,,"['b', 'z']",242.27694379999957,None,b,3.205063899999004,1,0,0.3888888888888889,None,247.0252861000008,None,247.0252861000008,None,"[1.2050638999990042, 1.349159100000179]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
18,0,18,0,,,,,,,,,,3,2,0,z,27,1,3.73326136168326,1.1243895841892,None,248.83914000000004,None,249.93884111000062,249.93884111000062,249.95513981000096,None,[],,,['b'],251.94002440000077,None,b,3.2241471000015736,0,0,0.3684210526315789,None,255.68360940000093,None,255.68360940000093,None,[1.2241471000015736],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
19,0,19,0,,,,,,,,,,0,3,2,b,63,1,4.72585056748869,1.18065738546375,None,257.4887837999995,None,258.6546649099999,258.6546649099999,258.6712194099999,None,[],,,['b'],260.6493733999996,None,b,2.9930082999999286,1,1,0.4,None,265.3705272999996,None,265.3705272999996,None,[0.9930082999999286],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
20,0,20,0,,,,,,,,,,2,3,1,z,27,1,3.68371079902891,2.49839527409216,None,267.17205769999964,None,269.6556290099996,269.6556290099996,269.67240291000036,None,[],,,['z'],271.6602363000002,None,z,2.8616696000008233,1,1,0.42857142857142855,None,275.3375336000008,None,275.3375336000008,None,[0.8616696000008233],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
21,0,21,0,,,,,,,,,,1,3,2,z,63,1,3.71372710086949,1.43470440954152,None,277.1387042000006,None,278.55579251,278.55579251,278.57227571000095,None,[],,,['b'],280.5575100999995,None,b,3.9405098000006546,0,0,0.4090909090909091,None,284.2763152000007,None,284.2763152000007,None,[1.9405098000006546],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
22,0,22,0,,,,,,,,,,3,0,1,b,63,1,4.77034425507967,0.974903167432984,None,286.0887263000004,None,287.0386754099998,287.0386754099998,287.05552920999963,b,['b'],1.9103946999985055,[1.9103946999985055],None,289.0537741999997,None,b,1.9103946999985055,1,1,0.43478260869565216,None,293.81640080000034,None,293.81640080000034,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
23,0,23,0,,,,,,,,,,2,2,1,z,9,1,2.792365600763554,1.78643585472448,None,295.62240180000117,None,297.38879570999944,297.38879570999944,297.40541190999994,None,[],,,['z'],299.38540020000073,None,z,2.145530100000542,1,1,0.4583333333333333,None,302.1884447000011,None,302.1884447000011,None,[0.145530100000542],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
24,0,24,0,,,,,,,,,,1,2,3,b,63,1,2.92731383428727,0.80788063606262,None,303.9885154000003,None,304.77133311000017,304.77133311000017,304.7883578100007,None,[],,,['b'],306.76505850000103,None,b,2.850207600000431,1,1,0.48,None,309.6837527000007,None,309.6837527000007,None,[0.8502076000004308],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
25,0,25,0,,,,,,,,,,0,2,3,z,63,1,4.12485271162806,1.64421109900286,None,311.4886607999997,None,313.10550021,313.10550021,313.12229421000103,None,[],,,['z'],315.1092970000009,None,z,2.7174844999990455,1,1,0.5,None,319.2302281000011,None,319.2302281000011,None,[0.7174844999990455],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
26,0,26,0,,,,,,,,,,2,0,1,z,63,1,2.342239579230602,0.952147612306987,None,321.0389661999998,None,321.97245321000065,321.97245321000065,321.98911131000006,None,[],,,None,323.9747041999999,None,None,[],0,3,0.48148148148148145,None,326.3127648999998,None,326.3127648999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
27,0,27,0,,,,,,,,,,3,0,2,b,27,1,4.46924002178158,1.27538462653558,None,328.1221968000009,None,329.3722618099999,329.3722618099999,329.38886341000017,None,[],,,['b'],331.37400870000056,None,b,2.79423400000087,1,1,0.5,None,335.8495363000002,None,335.8495363000002,None,[0.7942340000008699],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
28,0,28,0,,,,,,,,,,0,1,3,z,27,1,2.693348633324513,1.38289892513751,None,337.6547760000012,None,339.02264930999974,339.02264930999974,339.03892980999973,None,[],,,"['b', 'z']",341.0241181000001,None,b,3.090565599999536,0,0,0.4827586206896552,None,343.7314246999995,None,343.7314246999995,None,"[1.090565599999536, 1.5026870999990933]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
29,0,29,0,,,,,,,,,,3,1,0,z,63,1,2.629554641171433,0.979776149765883,None,345.53841490000013,None,346.4889461100009,346.4889461100009,346.505705110001,None,[],,,['z'],348.4918787000006,None,z,2.3342691999987437,1,1,0.5,None,351.1175409999996,None,351.1175409999996,None,[0.3342691999987437],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
30,0,30,0,,,,,,,,,,1,2,0,b,27,1,4.190022164497369,3.40155979865722,None,352.9216661999999,None,356.3056246100003,356.3056246100003,356.3221541100009,None,[],,,['z'],358.30282819999957,None,z,2.98370900000009,0,0,0.4838709677419355,None,362.4952389000009,None,362.4952389000009,None,[0.9837090000000899],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
31,0,31,0,,,,,,,,,,0,2,3,z,63,1,2.496959177995529,2.22427187882546,None,364.30535770000097,None,366.5054205100003,366.5054205100003,366.52251811000116,None,[],,,"['b', 'z']",368.50406490000023,None,b,3.5808807000012166,0,0,0.46875,None,371.0137276000005,None,371.0137276000005,None,"[1.5808807000012166, 1.9137933000001794]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
32,0,32,0,,,,,,,,,,2,1,0,b,63,1,4.01714354611405,1.25817747924478,None,372.8223118999995,None,374.05561760999973,374.05561760999973,374.0724392099999,z,['z'],1.82309560000067,[1.82309560000067],None,376.0692145000012,None,z,1.82309560000067,0,0,0.45454545454545453,None,380.09867549999944,None,380.09867549999944,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
33,0,33,0,,,,,,,,,,3,0,1,b,63,1,2.517541937862754,1.60731937853708,None,381.90602130000116,None,383.4889531099996,383.4889531099996,383.50568671000093,z,['z'],1.6881866000003356,[1.6881866000003356],None,385.53033230000074,None,z,1.6881866000003356,0,0,0.4411764705882353,None,388.04771880000044,None,388.04771880000044,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
34,0,34,0,,,,,,,,,,0,2,3,z,63,0,2.526044641065533,3.1424449555106,None,389.85591510000086,None,392.9724367100005,392.9724367100005,392.98913651000095,None,[],,,None,394.97480429999996,None,None,[],0,3,0.42857142857142855,None,397.4965790999995,None,397.4965790999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
35,0,35,0,,,,,,,,,,1,2,0,b,27,1,2.678526077912375,1.36309078069689,None,399.3050827999996,None,400.63908240999973,400.63908240999973,400.65554610999953,None,[],,,['z'],402.6424946999996,None,z,4.045636900000318,0,0,0.4166666666666667,None,405.32208979999996,None,405.32208979999996,None,[2.045636900000318],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
36,0,36,0,,,,,,,,,,3,0,1,b,63,1,2.433630701072358,3.24569326556923,None,407.1216292000008,None,410.33898501000095,410.33898501000095,410.3557258100007,None,[],,,['b'],412.3599228000003,None,b,2.6408020999988366,1,1,0.43243243243243246,None,414.7875495999997,None,414.7875495999997,None,[0.6408020999988366],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
37,0,37,0,,,,,,,,,,2,1,3,b,27,1,3.02234236141277,2.78346932462847,None,416.58914540000114,None,419.35577601000097,419.35577601000097,419.372288710001,None,[],,,['b'],421.35953300000074,None,b,3.231641700000182,1,1,0.4473684210526316,None,424.3696500999995,None,424.3696500999995,None,[1.231641700000182],,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
38,0,38,0,,,,,,,,,,1,3,2,z,63,1,2.7134565917469198,0.761758675042088,None,426.1725985000012,None,426.92267370999963,426.92267370999963,426.93911891000045,None,[],,,"['b', 'z']",428.9243813000012,None,b,2.7133666000008816,0,0,0.4358974358974359,None,431.6389237000003,None,431.6389237000003,None,"[0.7133666000008816, 0.730203099999926]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
39,0,39,0,,,,,,,,,,0,3,2,b,63,1,3.7500315165247198,1.90743690794447,None,433.43907709999985,None,435.3219543100002,435.3219543100002,435.3387471100012,None,[],,,"['b', 'z']",437.3158908000005,None,b,2.71648230000028,1,1,0.45,None,441.06734140000117,None,441.06734140000117,None,"[0.7164823000002798, 1.2652269000009255]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
40,0,40,0,,,,,,,,,,2,0,1,z,63,1,4.40017271499661,0.77703640172831,None,442.8720054000005,None,443.6224973099996,443.6224973099996,443.63921570999975,None,[],,,"['b', 'z']",445.62603710000076,None,b,3.0552569000010408,0,0,0.43902439024390244,None,450.0119818000003,None,450.0119818000003,None,"[1.0552569000010408, 1.4492418999998335]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
41,0,41,0,,,,,,,,,,3,2,0,z,27,1,4.52047235037039,2.10421507306074,None,451.8225519000007,None,453.90586201000025,453.90586201000025,453.92260331000017,b,['b'],1.1386489999986225,[1.1386489999986225],None,455.94816290000017,None,b,1.1386489999986225,0,0,0.42857142857142855,None,460.4547872000003,None,460.4547872000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
42,0,42,0,,,,,,,,,,0,3,0,b,9,1,4.11514536789087,2.6299100644723,None,462.2563527000002,None,464.8566215099998,464.8566215099998,464.8725783099997,b,['b'],1.5869654999987688,[1.5869654999987688],None,466.8969911000004,None,b,1.5869654999987688,1,1,0.4418604651162791,None,471.0050979000007,None,471.0050979000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
43,0,43,0,,,,,,,,,,1,3,2,z,63,1,3.3728785608729996,0.917519910446003,None,472.8058326999999,None,473.7055511100005,473.7055511100005,473.72156571000033,None,[],,,"['b', 'z']",475.70019630000024,None,b,2.5128645000004326,0,0,0.4318181818181818,None,479.0778678000006,None,479.0778678000006,None,"[0.5128645000004326, 1.6545490000007703]",,,,,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,480.88937720000104,None,,,,,,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.87280140000075,None,None,485.87280140000075,490.8560398000009,,,,,,,,,,,,,CBC_1024,4,1,2,1,23,0.95,2023-07-05_16h07.59.104,MSI_TV_v3,2022.1.1,59.93378515472615,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,b,hard,"[0, 1, 2, 3]","[3, 2, 1, 0]",0.2727272727272727,0.5454545454545454,0.5454545454545454,0.36363636363636365,18,4,22,,,,,,,,,,,,
