ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPairNorm,beliefOtherPairNorm,beliefPair,beliefOtherPair,lik,corrLik,rewardPE,update2,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startBelief,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_alpha1,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_nonDecisionTime,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_weight,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingBoundary,fitCBCsimpleRW_CBCdriftDiffusionLR_pwBelief_startingPoint,fit_CBCsimpleRW_CBCdriftDiffusionLR_pwBelief_NLL
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,1,3,1,z,0,1,0,tac,B,27,1,3B,1B,0,1,b,2.81618469999921,1,0,0,0,3B,1B,B31,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.123519628308941,0.49816840453416,-0.5,-0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,2,2,3,b,1,0,3,tac,C,63,1,2C,3C,1,0,b,2.6072793000003,1,0,1,1,2C,3C,C23,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.471309689474821,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.139753883975084,0.499532664377722,0.5,0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,3,2,3,z,0,1,1,tac,D,63,1,2D,3D,0,1,z,3.52911209999911,0,1,1,1,3D,2D,D23,2.89037175789616,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.471309689474821,0.5,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0818932887256051,0.49981636618833,0.5,0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,4,1,0,b,1,0,0,tac,B,63,0,1B,0B,0,1,b,2.82849539999916,1,0,1,0,1B,0B,B10,2.94443897916644,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.471309689474821,0.5,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.122892298835631,0.499187773161862,-0.5,-0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,5,3,0,z,0,1,2,tac,A,9,1,3A,0A,0,1,z,2.40197279999848,0,1,1,1,0A,3A,A30,2.99573227355399,0.5,0.5,0.5,0.5,0.5,0.471309689474821,0.5,0.471309689474821,0.5,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.156925006780349,0.498764464751667,0.5,0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,6,2,3,z,0,1,1,tac,D,63,1,2D,3D,0,1,z,2.60978659999819,0,1,1,1,3D,2D,D23,2.35137525716348,0.528690310525179,0.5,0.5,0.5,0.5,0.471309689474821,0.5,0.471309689474821,0.5,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.528690310525179,0.528690310525179,0.471309689474821,0.528690310525179,0.5,0.190345114081929,0.672985795918862,0.471309689474821,0.0270440426891162,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,7,2,0,b,1,0,3,tac,C,27,1,2C,0C,1,0,z,2.58728809999957,0,1,0,0,0C,2C,C20,3.09104245335832,0.528690310525179,0.5,0.5,0.5,0.5,0.471309689474821,0.5,0.471309689474821,0.5,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.555734353214295,0.471309689474821,0.528690310525179,0.5,0.528690310525179,0.0935904271373458,0.326385281119443,-0.5,-0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,8,1,0,z,0,1,2,tac,A,63,1,1A,0A,0,1,b,2.54484809999849,1,0,0,0,1A,0A,A10,3.13549421592915,0.528690310525179,0.5,0.5,0.5,0.5,0.471309689474821,0.5,0.471309689474821,0.471309689474821,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.555734353214295,0.471309689474821,0.528690310525179,0.5,0.528690310525179,0.0966811926201232,0.328735057685694,-0.5,-0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,9,0,1,z,0,1,0,tac,B,63,1,0B,1B,0,1,b,2.64941749999889,1,0,0,0,0B,1B,B01,3.17805383034795,0.528690310525179,0.471309689474821,0.5,0.5,0.5,0.471309689474821,0.5,0.471309689474821,0.471309689474821,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.555734353214295,0.528690310525179,0.471309689474821,0.5,0.471309689474821,0.18561941204538,0.672316391983004,-0.5,-0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
CBC_1010,CBC_1010_MSI_TV_v3_Vset6_Tset3_2024-03-20_15h09.46.455.csv,1,10,3,1,b,1,0,1,tac,D,27,1,3D,1D,1,0,z,2.84590190000017,0,1,0,0,1D,3D,D31,3.2188758248682,0.528690310525179,0.471309689474821,0.5,0.5,0.471309689474821,0.471309689474821,0.5,0.471309689474821,0.471309689474821,0.5,0.528690310525179,0.5,0.5,0.5,0.5,0.555734353214295,0.444265646785705,0.555734353214295,0.5,0.555734353214295,0.0485244627266027,0.197796052064697,-0.5,-0.0286903105251785,0.5,0.057380621050357,0.935798562021957,4.31092828899527,2.91251543684379,0.5,66.5029722464528
