ID,filename,session,trial,visStimLeft,secondStim,mod2Type,frequency,rewardAccurate,yesKey,mod2Stim,stimPair,match,key,reactionTime,choice,choiceAccurate,reward,simpleSurprise
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,1,0,2,aud,0.5,1,z,A,0A,1,z,6.8292530000017,1,1,1,2.19722457733622
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,2,2,1,aud,0.5,1,z,C,2C,1,z,2.47102030000133,1,1,1,2.30258509299405
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,3,0,0,aud,0.36,1,z,B,0B,0,z,2.4434850000016,1,0,0,2.39789527279837
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,4,1,1,aud,0.36,1,z,C,1C,0,b,2.35600950000116,0,1,1,2.484906649788
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,5,2,0,aud,0.14,1,z,B,2B,0,z,2.78308750000178,1,0,0,2.56494935746154
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,6,0,2,aud,0.5,1,z,A,0A,1,b,3.36933280000085,0,0,0,1.94591014905531
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,7,1,0,aud,0.5,1,z,B,1B,1,b,2.0314881000013,0,0,0,2.70805020110221
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,8,1,0,aud,0.5,1,z,B,1B,1,b,1.52856940000129,0,0,0,2.07944154167984
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,9,2,2,aud,0.36,1,z,A,2A,0,z,1.10846790000141,1,0,0,2.83321334405622
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,10,0,0,aud,0.36,1,z,B,0B,0,b,2.72834990000229,0,1,1,2.19722457733622
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,11,2,2,aud,0.36,1,z,A,2A,0,[],NaN,NaN,NaN,NaN,2.2512917986065
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,12,0,1,aud,0.14,1,z,C,0C,0,z,2.51628530000198,1,0,0,2.99573227355399
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,13,1,0,aud,0.5,1,z,B,1B,1,b,3.64023010000165,0,0,0,1.94591014905531
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,14,2,1,aud,0.5,1,z,C,2C,1,z,2.2525977000023,1,1,1,2.39789527279837
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,15,0,0,aud,0.36,1,z,B,0B,0,z,1.68322350000199,1,0,0,2.03688192726104
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,16,2,1,aud,0.5,0,z,C,2C,1,z,2.46907450000072,1,1,0,2.07944154167984
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,17,0,2,aud,0.5,1,z,A,0A,1,b,1.78315430000112,0,0,0,2.12026353620009
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,18,1,1,aud,0.36,1,z,C,1C,0,z,2.2955888000015,1,0,0,2.56494935746154
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,19,0,2,aud,0.5,1,z,A,0A,1,b,1.01276590000271,0,0,0,1.90954250488444
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,20,1,0,aud,0.5,1,z,B,1B,1,z,2.57686570000078,1,1,1,1.94591014905531
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,21,0,1,aud,0.14,1,z,C,0C,0,z,2.11099530000138,1,0,0,2.67414864942653
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,22,1,0,aud,0.5,1,z,B,1B,1,z,1.50324780000119,1,1,1,1.79175946922805
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,23,2,1,aud,0.5,1,z,C,2C,1,z,2.48089370000162,1,1,1,2.04769284336526
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,24,2,1,aud,0.5,1,z,C,2C,1,z,4.61161650000213,1,1,1,1.85629799036563
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,25,1,2,aud,0.14,1,z,A,1A,0,b,3.06708110000181,0,1,1,3.49650756146648
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,26,0,0,aud,0.36,1,z,B,0B,0,b,2.36210610000126,0,1,1,2.14006616349627
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,27,2,2,aud,0.36,1,z,A,2A,0,z,1.86417710000023,1,0,0,2.4567357728213
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,28,1,1,aud,0.36,1,z,C,1C,0,b,0.171622500000012,0,1,1,2.484906649788
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,29,0,2,aud,0.5,0,z,A,0A,1,z,2.28708130000086,1,1,0,2.00148000021012
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,30,1,1,aud,0.36,1,z,C,1C,0,z,2.74386380000215,1,0,0,2.2512917986065
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,31,2,0,aud,0.14,1,z,B,2B,0,b,1.46271040000283,0,1,1,2.9704144655697
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,32,1,2,aud,0.14,1,z,A,1A,0,z,3.15813900000103,1,0,0,2.99573227355399
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,33,2,1,aud,0.5,1,z,C,2C,1,[],NaN,NaN,NaN,NaN,1.92181259747625
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,34,0,2,aud,0.5,1,z,A,0A,1,z,1.74035430000004,1,1,1,1.94591014905531
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,35,0,2,aud,0.5,1,z,A,0A,1,z,1.51064000000042,1,1,1,1.81528996663825
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,36,1,1,aud,0.36,1,z,C,1C,0,z,1.29152890000114,1,0,0,2.17475172148416
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,37,2,2,aud,0.36,1,z,A,2A,0,b,1.35763560000123,0,1,1,2.42036812865043
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,38,1,0,aud,0.5,1,z,B,1B,1,b,1.70128300000033,0,0,0,2.03688192726104
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,39,2,2,aud,0.36,1,z,A,2A,0,z,1.5564882000017,1,0,0,2.24070968927596
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,40,0,0,aud,0.36,1,z,B,0B,0,z,1.39187350000066,1,0,0,2.26176309847379
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,41,2,1,aud,0.5,1,z,C,2C,1,z,2.38678700000128,1,1,1,1.94591014905531
CBC_1149,CBC_1149_MSI_AV_v1_Vset3_Aset2_2024-11-02_14h39.25.429.csv,3,42,1,0,aud,0.5,1,z,B,1B,1,z,3.80298870000115,1,1,1,1.96611285637283
CBC_1149,CBC_1149_MSI_TV_v1_Vset5_Aset2_2024-11-02_14h54.25.240.csv,4,1,1,1,tac,0.36,1,z,C,1C,0,z,2.36636429999999,1,0,0,2.19722457733622
CBC_1149,CBC_1149_MSI_TV_v1_Vset5_Aset2_2024-11-02_14h54.25.240.csv,4,2,0,0,tac,0.36,1,z,B,0B,0,z,2.07404580000002,1,0,0,2.30258509299405
