trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,,,,,,,,1,0,1,50,1,3.3535975560099702,2.32696722275902,None,599.3467029000003,None,601.6466534300002,601.6466534300002,None,[],['b'],[0.6908037999992303],603.6515514000002,None,b,2.6908037999992303,0,0,0.36363636363636365,607.0240266000001,None,None,607.0240266000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
11,0,11,0,,,,,,,,,,2,1,0,36,1,4.79595120749692,0.886051557539332,None,608.8300933,None,609.69675813,609.69675813,None,[],['z'],[0.3148520999993707],611.7009574000003,None,z,2.3148520999993707,0,0,0.3333333333333333,616.5069785000005,None,None,616.5069785000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
12,0,12,0,,,,,,,,,,0,0,0,36,1,3.78496720151373,1.93473628110684,None,618.3135031000002,None,620.2298771299997,620.2298771299997,None,[],['z'],[0.6296904999999242],622.2317376999999,None,z,2.629690499999924,0,0,0.3076923076923077,626.0412453999998,None,None,626.0412453999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
13,0,13,0,,,,,,,,,,1,1,0,14,1,2.070770331037005,2.2926827756088,None,627.8467623000006,None,630.1135921300006,630.1135921300006,None,[],['z'],[0.9463597999992999],632.1165019999999,None,z,2.9463597999993,0,0,0.2857142857142857,634.2075206,None,None,634.2075206,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
14,0,14,0,,,,,,,,,,2,2,1,50,1,2.096051788593735,1.92795341140246,None,636.0136881999997,None,637.9135750300006,637.9135750300006,None,[],['b'],[0.2590104999999312],639.9187907000005,None,b,2.259010499999931,0,0,0.26666666666666666,642.0415310999997,None,None,642.0415310999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
15,0,15,0,,,,,,,,,,1,0,1,50,0,3.6791616380244196,2.46471651569721,None,643.8467749000001,None,646.2968404300004,646.2968404300004,z,['z'],None,,648.3027145000005,None,z,1.319658999999774,1,0,0.3125,652.0074388000003,None,None,652.0074388000003,None,1.319658999999774,[1.319658999999774],,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
16,0,16,0,,,,,,,,,,2,2,1,50,1,3.22645636662535,0.760509851028298,None,653.8134672000006,None,654.5468429300004,654.5468429300004,None,[],"['b', 'z']","[1.0004513000003499, 1.0362128999995548]",656.5509069999998,None,b,3.00045130000035,0,0,0.29411764705882354,659.7912845000001,None,None,659.7912845000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
17,0,17,0,,,,,,,,,,0,0,0,36,1,2.8965037234387068,3.44771472893932,None,661.5971180000006,None,665.0302247300001,665.0302247300001,None,[],['z'],[0.3715173999999024],667.0311093,None,z,2.3715173999999024,0,0,0.2777777777777778,669.9376708999998,None,None,669.9376708999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
18,0,18,0,,,,,,,,,,2,1,0,36,1,3.8873543302872697,2.19546497995913,None,671.7469399000001,None,673.9305616300003,673.9305616300003,None,[],['b'],[0.24479859999973996],675.9332510000004,None,b,2.24479859999974,1,1,0.3157894736842105,679.8427386000003,None,None,679.8427386000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
19,0,19,0,,,,,,,,,,1,0,1,50,1,2.0935163976022517,3.19646747994707,None,681.6470070000005,None,684.8302265300003,684.8302265300003,None,[],['z'],[0.11839529999906517],686.8339058000001,None,z,2.118395299999065,1,1,0.35,688.9438405999999,None,None,688.9438405999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
20,0,20,0,,,,,,,,,,0,2,0,14,1,2.533372966674614,2.31238477131615,None,690.7470355999994,None,693.0471844299996,693.0471844299996,None,[],['b'],[0.72244050000063],695.0504388000008,None,b,2.72244050000063,1,1,0.38095238095238093,697.6101321999995,None,None,697.6101321999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
21,0,21,0,,,,,,,,,,1,0,1,50,1,2.755584162388418,2.711340609857,None,699.4136873000007,None,702.0973671300003,702.0973671300003,None,[],['z'],[0.3885242999995171],704.1026533999993,None,z,2.388524299999517,1,1,0.4090909090909091,706.8763070000005,None,None,706.8763070000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
22,0,22,0,,,,,,,,,,0,1,1,50,1,4.3560033776911595,0.767372347918183,None,708.6804802999995,None,709.4304271299993,709.4304271299993,None,[],['z'],[1.3498303000005762],711.435968400001,None,z,3.3498303000005762,1,1,0.43478260869565216,715.8098382999997,None,None,715.8098382999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
23,0,23,0,,,,,,,,,,0,1,1,50,1,4.18755802100366,2.99272735241982,None,717.6136583999996,None,720.5805170299996,720.5805170299996,None,[],['z'],[0.9639476000002105],722.5851223000009,None,z,2.9639476000002105,1,1,0.4583333333333333,726.7930299,None,None,726.7930299,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
24,0,24,0,,,,,,,,,,2,0,0,14,1,4.75208449114276,2.18142366553255,None,728.5972937000006,None,730.7637285299993,730.7637285299993,None,[],['b'],[0.3425013999994917],732.7702382000007,None,b,2.3425013999994917,1,1,0.48,737.5421870999999,None,None,737.5421870999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
25,0,25,0,,,,,,,,,,1,2,0,36,1,2.143942873030107,3.25187717164471,None,739.3469607999996,None,742.5805804300003,742.5805804300003,None,[],['b'],[0.15738940000028379],744.5856323000007,None,b,2.157389400000284,1,1,0.5,746.7431133000009,None,None,746.7431133000009,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
26,0,26,0,,,,,,,,,,2,1,0,36,1,2.038421555814887,1.931001549337,None,748.5470789999999,None,750.46380353,750.46380353,None,[],['b'],[1.1749461999997948],752.4691621000002,None,b,3.1749461999997948,1,1,0.5185185185185185,754.5273768000006,None,None,754.5273768000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
27,0,27,0,,,,,,,,,,0,0,0,36,1,2.664345149861413,1.52074017648695,None,756.3305483999993,None,757.8306461300003,757.8306461300003,None,[],['z'],[0.5144606000003478],759.835189200001,None,z,2.5144606000003478,0,0,0.5,762.5245713000004,None,None,762.5245713000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
28,0,28,0,,,,,,,,,,2,1,0,36,1,2.269747919971076,1.85507739556255,None,764.3306706000003,None,766.1641413300008,766.1641413300008,None,[],['z'],[0.24323629999980767],768.1705911000008,None,z,2.2432362999998077,0,0,0.4827586206896552,770.4585955000002,None,None,770.4585955000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
29,0,29,0,,,,,,,,,,0,2,0,14,1,4.08205346963855,1.23760834810881,None,772.2639309999995,None,773.4807549300008,773.4807549300008,None,[],['b'],[0.8305612000012843],775.4857214000003,None,b,2.8305612000012843,1,1,0.5,779.5858773,None,None,779.5858773,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
30,0,30,0,,,,,,,,,,1,0,1,50,1,3.8484563543876202,2.96697800987238,None,781.3979261999993,None,784.347366030001,784.347366030001,None,[],['z'],[0.9041287999998531],786.3521397999993,None,z,2.904128799999853,1,1,0.5161290322580645,790.2246603000003,None,None,790.2246603000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
31,0,31,0,,,,,,,,,,1,0,1,50,1,3.00565230777806,1.90695111352951,None,792.0307929999999,None,793.9140014299996,793.9140014299996,None,[],['z'],[0.6043459999991683],795.9186762000008,None,z,2.6043459999991683,1,1,0.53125,798.9430365999997,None,None,798.9430365999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
32,0,32,0,,,,,,,,,,2,2,1,50,0,3.9110799880328697,2.46643561303325,None,800.7476597999994,None,803.1979842299993,803.1979842299993,None,[],['b'],[0.5471403999990798],805.2031535999995,None,b,2.54714039999908,0,1,0.5151515151515151,809.1269303000008,None,None,809.1269303000008,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
33,0,33,0,,,,,,,,,,1,1,0,14,1,4.79396941305267,2.68012679460483,None,810.9309482000008,None,813.5975542300007,813.5975542300007,None,[],['z'],[0.3952041000002282],815.6015772999999,None,z,2.395204100000228,0,0,0.5,820.4090372999999,None,None,820.4090372999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
34,0,34,0,,,,,,,,,,0,0,0,36,1,3.0109893695593497,3.093067417437,None,822.2141847000003,None,825.2808174299994,825.2808174299994,None,[],['z'],[1.0312088000000585],827.2859461000007,None,z,3.0312088000000585,0,0,0.4857142857142857,830.3078282999995,None,None,830.3078282999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
35,0,35,0,,,,,,,,,,2,2,1,50,1,2.93061443445534,1.49331160364633,None,832.1145897999995,None,833.5809119299997,833.5809119299997,None,[],['b'],[0.7088575999996465],835.5872853000001,None,b,2.7088575999996465,0,0,0.4722222222222222,838.5413597000006,None,None,838.5413597000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
36,0,36,0,,,,,,,,,,0,0,0,36,1,4.057112590273469,2.79689535976632,None,840.3478424000004,None,843.1312645300009,843.1312645300009,None,[],['z'],[1.2147113999990324],845.1350956999995,None,z,3.2147113999990324,0,0,0.4594594594594595,849.2096789999996,None,None,849.2096789999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
37,0,37,0,,,,,,,,,,1,2,0,36,1,2.260653249681576,0.823898895776125,None,851.0144559,None,851.8145918300002,851.8145918300002,None,[],['z'],[1.290269599999192],853.8230027000009,None,z,3.290269599999192,0,0,0.4473684210526316,856.1035200000006,None,None,856.1035200000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
38,0,38,0,,,,,,,,,,0,1,1,50,1,3.35750049552731,2.13476920223271,None,857.9145260999994,None,860.0309744299998,860.0309744299998,None,[],['z'],[1.2745752999990145],862.0354642000002,None,z,3.2745752999990145,1,1,0.46153846153846156,865.4118063000005,None,None,865.4118063000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
39,0,39,0,,,,,,,,,,1,2,0,36,1,3.0795770157756097,2.24098228083631,['b'],867.2143400999994,None,869.4311182299994,869.4311182299994,None,[],['b'],[0.9594234999995024],871.4354636000007,None,b,2.9594234999995024,1,1,0.475,874.5272643000008,None,None,874.5272643000008,None,,,[1.473435499999141],,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
40,0,40,0,,,,,,,,,,0,1,1,50,1,2.396355568442425,0.864984636888209,None,876.3312172000005,None,877.1813077299998,877.1813077299998,None,[],['z'],[0.914344699999674],879.1859095,None,z,2.914344699999674,1,1,0.4878048780487805,881.6111980000005,None,None,881.6111980000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
41,0,41,0,,,,,,,,,,2,2,1,50,1,2.435645686656409,2.93253104700369,None,883.4144969000008,None,886.3311623300001,886.3311623300001,None,[],['b'],[1.2981315000006362],888.3358515,None,b,3.298131500000636,0,0,0.47619047619047616,890.7928255000006,None,None,890.7928255000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,892.5985077000005,None,,,,,,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.5983151,None,None,897.5983151,None,,,,,,,,,,,,CBC_1049,3,2,3,5,2,0.95,2024-01-23_16h10.37.518,MSI_TV_v1,2022.1.1,59.95024129977866,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[1, 0, 2]",z,b,0.2857142857142857,0.7142857142857143,0.42857142857142855,20,0,22,,,,,,,,,,,,
