trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,220.36463399999957,None,t,71.93117809999967,220.36463399999957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
,,,,,,,,,,None,292.32595200000014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
0,0,0,0,,,,,,,,,,1,1,0,36,1,2.143942873030107,3.093067417437,None,292.5261029000003,None,295.5929475799996,295.5929475799996,None,[],['b'],[0.35832159999972646],297.5968874,None,b,2.3583215999997265,0,0,0.0,299.7511161000002,None,None,299.7511161000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
1,0,1,0,,,,,,,,,,0,2,1,50,1,4.79396941305267,2.46643561303325,None,301.5595906999997,None,304.0092168799994,304.0092168799994,None,[],['b'],[0.5093720000004396],306.0136497000003,None,b,2.5093720000004396,1,1,0.5,310.8220283999999,None,None,310.8220283999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
2,0,2,0,,,,,,,,,,2,1,1,50,1,2.755584162388418,0.872854310065634,None,312.6262036999997,None,313.4763357799995,313.4763357799995,None,[],['b'],[0.7076415999999881],315.4797042,None,b,2.707641599999988,1,1,0.6666666666666666,318.2553208999998,None,None,318.2553208999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
3,0,3,0,,,,,,,,,,0,2,1,50,1,4.057112590273469,2.99272735241982,None,320.0583108000001,None,323.0262275799998,323.0262275799998,None,[],['b'],[0.5099866999998994],325.02474840000014,None,b,2.5099866999998994,1,1,0.75,329.10558149999997,None,None,329.10558149999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
4,0,4,0,,,,,,,,,,2,0,0,14,1,2.0691390047117237,2.711340609857,None,330.90927889999966,None,333.5928984799995,333.5928984799995,None,[],['z'],[0.8240326000004643],335.5934083000002,None,z,2.8240326000004643,1,1,0.8,337.6884878000001,None,None,337.6884878000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
5,0,5,0,,,,,,,,,,0,2,1,50,1,3.0795770157756097,3.25187717164471,None,339.4929224999996,None,342.7263735799999,342.7263735799999,b,['b'],None,,344.7348605999996,None,b,1.5272010999997292,1,1,0.8333333333333334,347.8396557999995,None,None,347.8396557999995,None,1.5272010999997292,[1.5272010999997292],,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
6,0,6,0,,,,,,,,,,1,1,0,36,1,2.096051788593735,2.24098228083631,None,349.64310939999996,None,351.8594273800001,351.8594273800001,None,[],['b'],[0.4337010999997801],353.86497429999963,None,b,2.43370109999978,0,0,0.7142857142857143,355.9750291999999,None,None,355.9750291999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
7,0,7,0,,,,,,,,,,2,2,0,36,1,2.260653249681576,2.46471651569721,None,357.7758844,None,360.2261129800001,360.2261129800001,None,[],['z'],[0.18183930000031978],362.2287459999998,None,z,2.18183930000032,1,1,0.75,364.5058825999995,None,None,364.5058825999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
8,0,8,0,,,,,,,,,,1,0,1,50,1,4.79595120749692,1.85507739556255,None,366.30844609999986,None,368.14303278000006,368.14303278000006,None,[],['b'],[0.5262978000000658],370.14884189999975,None,b,2.5262978000000658,1,1,0.7777777777777778,374.9742755999996,None,None,374.9742755999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
9,0,9,0,,,,,,,,,,2,2,0,36,1,4.85706913915242,1.09364692357212,None,376.7763167000003,None,377.8428881800002,377.8428881800002,z,['z'],None,,379.8481756000001,None,z,1.5633282000007966,1,1,0.8,384.7223207999996,None,None,384.7223207999996,None,1.5633282000007966,[1.5633282000007966],,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
10,0,10,0,,,,,,,,,,1,0,1,50,1,2.533372966674614,0.760509851028298,None,386.52534939999987,None,387.25978658,387.25978658,None,[],['b'],[0.5704562000009901],389.25769579999996,None,b,2.57045620000099,1,1,0.8181818181818182,391.7916974999998,None,None,391.7916974999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
11,0,11,0,,,,,,,,,,2,1,1,50,0,4.75208449114276,1.93473628110684,None,393.5929581999999,None,395.5098227800001,395.5098227800001,None,[],['b'],[1.4814600000008795],397.51523739999993,None,b,3.4814600000008795,1,0,0.8333333333333334,402.28098859999955,None,None,402.28098859999955,None,,,,,,,,,,,,,,,,,,,,,,CBC_1105,003,2,1,1,10,0.90,2024-06-16_14h26.00.273,MSI_TV_v1,2022.1.1,59.98246112847305,
