trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,51.754444899999726,None,t,61.25929730000007,51.754444899999726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
,,,,,,,,,,None,113.0327813999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
0,0,0,0,,,,,,,,,,0,2,1,50,1,4.3560033776911595,1.09364692357212,None,113.2324493999995,None,114.56990029999997,None,114.564803259999,None,None,114.56990029999997,None,['z'],[0.43208249999952386],116.31601799999953,None,z,2.432082499999524,1,1,1.0,120.72659099999964,None,None,120.72659099999964,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
1,0,1,0,,,,,,,,,,2,1,1,50,1,4.89745263827305,2.46471651569721,None,122.4997188999996,None,125.06600189999972,None,125.06583843999924,None,None,125.06600189999972,None,['z'],[0.582937199999833],126.96543389999988,None,z,2.582937199999833,1,1,1.0,131.86558909999985,None,None,131.86558909999985,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
2,0,2,0,,,,,,,,,,0,0,0,36,1,3.3535975560099702,1.49331160364633,None,133.6658551999999,None,135.2422990999994,None,135.24947103999946,None,None,135.2422990999994,None,['b'],[0.290985599999658],137.148733,None,b,2.290985599999658,1,1,1.0,140.52532040000006,None,None,140.52532040000006,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
3,0,3,0,,,,,,,,,,1,1,0,36,1,4.85706913915242,2.18142366553255,None,142.33163989999957,None,144.54938349999975,None,144.54872839999962,None,None,144.54938349999975,None,['z'],[0.3683006999999634],146.48293959999955,None,z,2.3683006999999634,0,0,0.75,151.37632289999965,None,None,151.37632289999965,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
4,0,4,0,,,,,,,,,,2,0,0,14,1,2.8965037234387068,2.79689535976632,None,153.16622899999948,None,156.02082619999965,None,156.03279707999954,None,None,156.02082619999965,None,['b'],[0.7216048000000228],157.9664002999998,None,b,2.721604800000023,1,1,0.8,160.87305799999922,None,None,160.87305799999922,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
5,0,5,0,,,,,,,,,,0,2,1,50,1,2.396355568442425,2.46643561303325,None,162.68217819999973,None,165.1771321999995,None,165.18183111999988,None,None,165.1771321999995,None,['z'],[0.5334717999994609],167.14881249999962,None,z,2.533471799999461,1,1,0.8333333333333334,169.5488908999996,None,None,169.5488908999996,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
6,0,6,0,,,,,,,,,,1,0,1,50,1,2.435645686656409,3.19646747994707,None,171.34966540000005,None,174.6006314999995,None,174.5996799999998,None,None,174.6006314999995,None,['z'],[1.0128444000001764],176.5498993000001,None,z,3.0128444000001764,1,1,0.8571428571428571,179.00689969999985,None,None,179.00689969999985,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
7,0,7,0,,,,,,,,,,1,0,1,50,1,2.664345149861413,0.864984636888209,None,180.81490899999972,None,181.71676039999966,None,181.71567599999935,None,None,181.71676039999966,None,['z'],[0.8066151000002719],183.66608089999954,None,z,2.806615100000272,1,1,0.875,186.34155909999936,None,None,186.34155909999936,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
8,0,8,0,,,,,,,,,,2,2,0,36,1,4.057112590273469,0.767372347918183,None,188.1490205,None,188.96979999999985,None,188.96620679999933,None,None,188.96979999999985,None,['b'],[1.3027375000001484],190.9152028999997,None,b,3.3027375000001484,1,1,0.8888888888888888,194.9912018999994,None,None,194.9912018999994,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
9,0,9,0,,,,,,,,,,0,0,0,36,1,3.19303509672656,3.44771472893932,None,196.79954439999983,None,200.3016465999999,None,200.2997561999996,None,None,200.3016465999999,None,['b'],[0.736781599999631],202.24977959999978,None,b,2.736781599999631,1,1,0.9,205.44882879999932,None,None,205.44882879999932,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
10,0,10,0,,,,,,,,,,2,2,0,36,1,2.9608932424063896,2.2926827756088,None,207.24987710000005,None,209.5871503999997,None,209.59981067999942,None,None,209.5871503999997,None,['b'],[0.5523416999994879],211.53199669999958,None,b,2.552341699999488,1,1,0.9090909090909091,214.5065027999999,None,None,214.5065027999999,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
11,0,11,0,,,,,,,,,,0,1,0,14,1,2.143942873030107,2.9722947448457,None,216.3156455999997,None,219.31309169999986,None,219.31553631999978,None,None,219.31309169999986,None,['b'],[0.45738170000004175],221.28248529999928,None,b,2.4573817000000417,1,1,0.9166666666666666,223.4320134999998,None,None,223.4320134999998,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
12,0,12,0,,,,,,,,,,1,0,1,50,1,2.755584162388418,1.85507739556255,None,225.2331362999994,None,227.1372081999998,None,227.1497119799993,None,None,227.1372081999998,None,['z'],[1.6467452999995658],229.0820106000001,None,z,3.6467452999995658,1,1,0.9230769230769231,231.84870379999938,None,None,231.84870379999938,None,,,,,,,,,,,,,,,,,,,,,CBC_1039,2,6,3,6,16,0.95,2024-01-31_14h41.16.850,MSI_AV_v1,2022.1.1,59.99484044383034,
