trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.rt,response_4.started,response_4.stopped,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
20,0,20,0,,,,,,,,,,0,0,0,14,1,2.269747919971076,3.093067417437,None,377.54232709999997,None,380.67870849999963,None,380.67567820000113,None,None,,380.67870849999963,None,['z'],382.62551919999896,None,z,2.446473899999546,0,0,0.5714285714285714,384.9156240000011,None,None,384.9156240000011,None,[0.4464738999995461],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
21,0,21,0,,,,,,,,,,1,2,1,50,1,3.35750049552731,3.44771472893932,None,386.72503159999906,None,390.2310069000014,None,390.2426037200006,None,['z'],[1.8288472999993246],390.2310069000014,None,None,392.1755105000011,None,z,1.8288472999993246,1,1,0.5909090909090909,395.54866570000013,None,None,395.54866570000013,None,,,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
22,0,22,0,,,,,,,,,,2,0,1,50,0,2.070770331037005,1.90695111352951,None,397.3582663999987,None,399.312356800001,None,399.3095453999995,None,None,,399.312356800001,None,['z'],401.25954080000156,None,z,2.1763539999992645,1,0,0.6086956521739131,403.35067179999896,None,None,403.35067179999896,None,[0.1763539999992645],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
23,0,23,0,,,,,,,,,,1,1,0,14,1,3.3535975560099702,1.93473628110684,None,405.1594296000003,None,407.1470403000021,None,407.1595220200019,None,None,,407.1470403000021,None,['z'],409.0927956000014,None,z,3.777496799997607,0,0,0.5833333333333334,412.45823179999934,None,None,412.45823179999934,None,[1.777496799997607],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
24,0,24,0,,,,,,,,,,2,0,1,50,1,2.038421555814887,3.19646747994707,None,414.25955610000165,None,417.5060435999985,None,417.5092831000002,None,None,,417.5060435999985,None,['z'],419.45901589999994,None,z,3.8996747999954096,1,1,0.6,421.5186243999997,None,None,421.5186243999997,None,[1.8996747999954096],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
25,0,25,0,,,,,,,,,,0,2,0,36,1,2.755584162388418,1.92795341140246,None,423.3258719000005,None,425.291764900001,None,425.29230328000045,None,None,,425.291764900001,None,['b'],427.24296310000136,None,b,2.9491516999951273,1,1,0.6153846153846154,430.0167485999991,None,None,430.0167485999991,None,[0.9491516999951273],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
26,0,26,0,,,,,,,,,,2,1,0,36,1,2.143942873030107,1.23760834810881,None,431.8378679999987,None,433.0883947000002,None,433.0919538800022,None,None,,433.0883947000002,None,['z'],435.0431595000009,None,z,3.0693164999975124,0,0,0.5925925925925926,437.199294500002,None,None,437.199294500002,None,[1.0693164999975124],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
27,0,27,0,,,,,,,,,,1,0,0,36,1,4.85706913915242,2.46643561303325,None,439.0096104000004,None,441.5301580999985,None,441.54258422000055,None,None,,441.5301580999985,None,['z'],443.4755537000019,None,z,2.9003413999998884,0,0,0.5714285714285714,448.341569799999,None,None,448.341569799999,None,[0.9003413999998884],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
28,0,28,0,,,,,,,,,,0,1,1,50,1,4.08205346963855,1.14006717102905,None,450.1433027000021,None,451.3336249999993,None,451.3428944200008,None,None,,451.3336249999993,None,['z'],453.2764771000002,None,z,3.409757499997795,1,1,0.5862068965517241,457.3662933000014,None,None,457.3662933000014,None,[1.409757499997795],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
29,0,29,0,,,,,,,,,,1,0,0,36,1,4.18755802100366,2.32696722275902,None,459.17650460000004,None,461.5561250999999,None,461.5592896200018,None,None,,461.5561250999999,None,['b'],463.4933162000016,None,b,3.981747300000279,1,1,0.6,467.701226600002,None,None,467.701226600002,None,[1.9817473000002792],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
30,0,30,0,,,,,,,,,,2,2,0,14,1,4.057112590273469,2.79689535976632,None,469.5094323000012,None,472.35775400000057,None,472.35979399999997,None,None,,472.35775400000057,None,['b'],474.309419600002,None,b,2.618711600000097,1,1,0.6129032258064516,478.38395890000174,None,None,478.38395890000174,None,[0.618711600000097],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
31,0,31,0,,,,,,,,,,1,1,0,14,1,2.0935163976022517,2.71666458349534,None,480.19316479999907,None,482.9672122000011,None,482.9766688200019,None,None,,482.9672122000011,None,['b'],484.90976410000076,None,b,3.2642691999972158,1,1,0.625,487.0086123000001,None,None,487.0086123000001,None,[1.2642691999972158],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
32,0,32,0,,,,,,,,,,2,0,1,50,1,3.6791616380244196,2.9722947448457,None,488.8096863999999,None,491.8049417000002,None,491.8091028800023,None,None,,491.8049417000002,None,['z'],493.75982719999956,None,z,3.572062100000039,1,1,0.6363636363636364,497.4503690999991,None,None,497.4503690999991,None,[1.5720621000000392],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
33,0,33,0,,,,,,,,,,0,1,1,50,0,3.19303509672656,1.1680331695907,None,499.2593777000002,None,500.4802359999994,None,500.4929209200003,None,None,,500.4802359999994,None,['b'],502.4254174000016,None,b,4.236193399996409,0,1,0.6176470588235294,505.6328164000006,None,None,505.6328164000006,None,[2.2361933999964094],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
34,0,34,0,,,,,,,,,,1,0,0,36,1,3.9110799880328697,2.24098228083631,None,507.442199000001,None,509.707809800002,None,509.70864317999946,None,None,,509.707809800002,None,['b'],511.6595890999997,None,b,2.2654683999971894,1,1,0.6285714285714286,515.5838573000001,None,None,515.5838573000001,None,[0.2654683999971894],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
35,0,35,0,,,,,,,,,,2,1,0,36,1,2.661399651610695,2.31238477131615,None,517.3923935000021,None,519.7476725999986,None,519.759739620002,None,None,,519.7476725999986,None,['z'],521.6936357000013,None,z,3.4793130999969435,0,0,0.6111111111111112,524.3671914000006,None,None,524.3671914000006,None,[1.4793130999969435],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
36,0,36,0,,,,,,,,,,1,2,1,50,1,4.79396941305267,1.09364692357212,None,526.1767218999994,None,527.3176595000004,None,527.3269474200009,None,['z'],[1.8587155999994138],527.3176595000004,None,None,529.2602193999992,None,z,1.8587155999994138,1,1,0.6216216216216216,534.0682234999986,None,None,534.0682234999986,None,,,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
37,0,37,0,,,,,,,,,,2,1,0,36,1,2.93061443445534,2.96697800987238,None,535.8768238000011,None,538.8979268000003,None,538.9098687200006,None,None,,538.8979268000003,None,['b'],540.8433372,None,b,3.4901973999949405,1,1,0.631578947368421,543.7835083999998,None,None,543.7835083999998,None,[1.4901973999949405],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
38,0,38,0,,,,,,,,,,0,2,0,36,1,2.0691390047117237,2.19546497995913,None,545.5922815000013,None,547.8322584999987,None,547.8432520200025,None,['z'],[1.507906399998319],547.8322584999987,None,None,549.7764492999995,None,z,1.507906399998319,0,0,0.6153846153846154,551.8661036000012,None,None,551.8661036000012,None,,,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
39,0,39,0,,,,,,,,,,2,0,1,50,1,2.435645686656409,0.760509851028298,None,553.6765204000003,None,554.4766572000008,None,554.4765196000008,None,None,,554.4766572000008,None,['z'],556.4266405000017,None,z,3.8349923999994644,1,1,0.625,558.8843109000009,None,None,558.8843109000009,None,[1.8349923999994644],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
40,0,40,0,,,,,,,,,,1,2,1,50,0,3.75606544973216,1.52074017648695,None,560.6933931999993,None,562.2670655000002,None,562.2769781200026,None,['z'],[1.5097939999977825],562.2670655000002,None,None,564.2104349000001,None,z,1.5097939999977825,1,0,0.6341463414634146,567.9841793000014,None,None,567.9841793000014,None,,,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
41,0,41,0,,,,,,,,,,0,1,1,50,1,4.75208449114276,2.68012679460483,None,569.7936850000006,None,572.5311131000017,None,572.5432472200031,None,None,,572.5311131000017,None,['z'],574.476679200001,None,z,4.559155099996133,1,1,0.6428571428571429,579.2510788,None,None,579.2510788,None,[2.5591550999961328],,,,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,581.0605475000011,None,,,,,,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0604826000017,None,None,586.0604826000017,None,,,,,,,,,,,,CBC_1056,1,5,2,6,9,0.9,2024-02-07_14h44.14.721,MSI_AV_v1,2022.1.1,59.993580686875895,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[1, 2, 0]",z,b,0.6428571428571429,0.5,0.7857142857142857,25,0,17,,,,,,,,,,,,
