trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,231.45928150000054,None,t,72.9951618999994,231.45928150000054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
,,,,,,,,,,None,304.4854593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
0,0,0,0,,,,,,,,,,1,1,0,36,1,4.85706913915242,2.18142366553255,None,304.6849615000001,None,307.1667696000004,None,307.16696460000003,None,None,307.1667696000004,None,['b'],[0.9135810999996465],308.8675138000008,None,b,2.9135810999996465,1,1,1.0,313.7679001000006,None,None,313.7679001000006,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
1,0,1,0,,,,,,,,,,0,0,0,36,1,3.9110799880328697,0.859460502749755,None,315.55199750000065,None,316.4658049000009,None,316.4671697600003,None,None,316.4658049000009,None,['z'],[0.47866830000020855],318.3851873000003,None,z,2.4786683000002085,0,0,0.5,322.31870810000055,None,None,322.31870810000055,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
2,0,2,0,,,,,,,,,,1,2,0,14,1,2.096051788593735,2.9722947448457,None,324.11752420000084,None,327.14711030000035,None,327.1511580600005,None,None,327.14711030000035,None,['z'],[0.045839800000067044],329.08497350000016,None,z,2.045839800000067,0,0,0.3333333333333333,331.1919919000002,None,None,331.1919919000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
3,0,3,0,,,,,,,,,,2,1,1,50,1,3.8484563543876202,2.68012679460483,None,333.0017821000001,None,335.7597065000009,None,335.7681806200005,None,['z'],335.7597065000009,None,['b'],[0.08376249999946594],337.68520140000055,None,z,1.7110816000003979,1,1,0.5,341.5431832000013,None,None,341.5431832000013,None,[1.7110816000003979],,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
4,0,4,0,,,,,,,,,,0,2,1,50,1,2.260653249681576,3.093067417437,None,343.35197400000106,None,346.49054140000044,None,346.50163375999966,None,None,346.49054140000044,None,"['z', 'b']","[1.1478430000006483, 1.5911520999998174]",348.4356760999999,None,z,3.1478430000006483,1,1,0.6,350.7080395000012,None,['b'],350.7080395000012,None,,[0.7051622999988467],,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
5,0,5,0,,,,,,,,,,0,2,1,50,1,2.664345149861413,2.2926827756088,None,352.5177378999997,None,354.8614439000012,None,354.8671491600004,None,"['z', 'b']",354.8614439000012,None,None,,356.78522350000094,None,z,1.33502050000061,1,1,0.6666666666666666,359.4596738,None,None,359.4596738,None,"[1.33502050000061, 1.5015118000010261]",,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
6,0,6,0,,,,,,,,,,2,1,1,50,1,2.396355568442425,2.24098228083631,None,361.26876860000084,None,363.5582778000007,None,363.5684352600007,None,None,363.5582778000007,None,['b'],[1.6560026999995898],365.50203839999995,None,b,3.65600269999959,0,0,0.5714285714285714,367.9007737000011,None,None,367.9007737000011,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
7,0,7,0,,,,,,,,,,0,0,0,36,1,2.0935163976022517,1.52074017648695,None,369.7020088999998,None,371.27417310000055,None,371.2849537600001,None,['b'],371.27417310000055,None,None,,373.21857120000095,None,b,1.6257836999993742,1,1,0.625,375.31773220000105,None,None,375.31773220000105,None,[1.6257836999993742],,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
8,0,8,0,,,,,,,,,,2,1,1,50,1,2.661399651610695,2.55132244875705,None,377.1188355000013,None,379.7215393000006,None,379.71887450000077,None,None,379.7215393000006,None,['b'],[0.010808500001076027],381.66846890000124,None,b,2.010808500001076,0,0,0.5555555555555556,384.34187139999995,None,None,384.34187139999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
9,0,9,0,,,,,,,,,,1,0,1,50,1,2.8965037234387068,1.14006717102905,None,386.1520414000006,None,387.34001440000065,None,387.3519800600012,None,['z'],387.34001440000065,None,['b'],[1.6841174999990471],389.2851788000007,None,z,1.8991215999994893,1,1,0.6,392.19306880000113,None,None,392.19306880000113,None,[1.8991215999994893],,,,,,,,,,,,,,,,,,,,,,CBC_1077,003,3,2,7,4,0.95,2024-02-16_16h07.43.793,MSI_AV_v1,2022.1.1,59.95624393317489,
