trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_3.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,1,2,1,50,1,2.8965037234387068,2.41859016397919,None,349.29615049999984,None,351.74193090000017,None,351.74549156000006,None,None,351.74193090000017,None,['z'],[0.6095479000000523],353.6963218000001,None,z,2.6095479000000523,1,1,0.6666666666666666,356.59526330000017,None,None,356.59526330000017,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
9,0,9,0,,,,,,,,,,2,1,0,36,1,3.22645636662535,0.760509851028298,None,358.39715060000026,None,359.1992144999999,None,359.1966988500003,None,None,359.1992144999999,None,"['z', 'b', 'b', 'b', 'b', 'b']","[0.37880930000028457, 2.1975084000005154, 2.4370412000002943, 2.6622861000005287, 2.9015963000001648, 3.15805520000049]",361.1466688999999,None,z,2.3788093000002846,0,0,0.6,364.3791430000001,None,None,364.3791430000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
10,0,10,0,,,,,,,,,,1,2,1,50,1,2.0935163976022517,1.1680331695907,None,366.1801215999999,None,367.40276159999985,None,367.4134088400002,None,['z'],367.40276159999985,None,None,,369.3452145000001,None,z,1.796738500000174,1,1,0.6363636363636364,371.4517012000001,None,None,371.4517012000001,None,[1.796738500000174],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
11,0,11,0,,,,,,,,,,2,0,1,50,1,2.533372966674614,1.14006717102905,None,373.2629701999999,None,374.44391380000025,None,374.44660815,None,['z'],374.44391380000025,None,"['z', 'z']","[0.03413740000041798, 0.3233247000002848]",376.39690370000017,None,z,1.41981160000023,1,1,0.6666666666666666,378.93630040000016,None,None,378.93630040000016,None,[1.41981160000023],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
12,0,12,0,,,,,,,,,,0,2,0,36,1,3.35750049552731,2.46643561303325,None,380.7463566000001,None,383.2633844000002,None,383.2636270500002,None,None,383.2633844000002,None,['b'],[0.56527159999996],385.21285549999993,None,b,2.56527159999996,1,1,0.6923076923076923,388.5857439000001,None,None,388.5857439000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
13,0,13,0,,,,,,,,,,1,1,0,14,1,4.85706913915242,1.49331160364633,None,390.39622740000004,None,391.93204270000024,None,391.9301420500001,None,['b'],391.93204270000024,None,None,,393.88004,None,b,1.2927112000002126,1,1,0.7142857142857143,398.75454660000014,None,None,398.75454660000014,None,[1.2927112000002126],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
14,0,14,0,,,,,,,,,,2,0,1,50,1,4.75208449114276,2.18142366553255,None,400.5630331000002,None,402.77819869999985,None,402.77935896,None,None,402.77819869999985,None,['z'],[2.6225225000002865],404.74647170000026,None,z,4.6225225000002865,1,1,0.7333333333333333,409.52121709999983,None,None,409.52121709999983,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
15,0,15,0,,,,,,,,,,1,2,1,50,1,2.664345149861413,1.931001549337,None,411.3299333,None,413.29416660000015,None,413.29617365999997,None,['z'],413.29416660000015,None,['z'],[0.9430478000003859],415.2464783999999,None,z,1.1384842000002209,1,1,0.75,417.9123236999999,None,None,417.9123236999999,None,[1.1384842000002209],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
16,0,16,0,,,,,,,,,,2,0,1,50,1,3.08399219778019,2.55132244875705,None,419.71325609999985,None,422.3196763000001,None,422.33013864,None,None,422.3196763000001,None,['b'],[1.047845800000232],424.26315750000003,None,b,3.047845800000232,0,0,0.7058823529411765,427.3540885000002,None,None,427.3540885000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
17,0,17,0,,,,,,,,,,0,2,0,36,1,4.79396941305267,1.85507739556255,None,429.16337479999993,None,431.04899049999995,None,431.0463298600002,None,None,431.04899049999995,None,['b'],[0.5692143000001124],432.9969609,None,b,2.5692143000001124,1,1,0.7222222222222222,437.80531629999996,None,None,437.80531629999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
18,0,18,0,,,,,,,,,,2,1,0,36,1,3.8484563543876202,0.872854310065634,None,439.6134240000001,None,440.5357275000001,None,440.5468467400002,None,"['z', 'z']",440.5357275000001,None,None,,442.4800209,None,z,0.7452753000002303,0,0,0.6842105263157895,446.32865189999984,None,None,446.32865189999984,None,"[0.7452753000002303, 1.8713498000001891]",,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
19,0,19,0,,,,,,,,,,0,0,0,14,1,3.78496720151373,3.44771472893932,None,448.13027349999993,None,451.6120489,None,451.6123696600002,None,['b'],451.6120489,None,None,,453.56336169999986,None,b,1.784132199999931,1,1,0.7,457.3700004000002,None,None,457.3700004000002,None,[1.784132199999931],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
20,0,20,0,,,,,,,,,,1,2,1,50,0,3.00616914487701,2.93253104700369,None,459.17883089999987,None,462.15480119999984,None,462.1639687400003,None,['z'],462.15480119999984,None,None,,464.09582039999987,None,z,1.129621600000064,1,0,0.7142857142857143,467.11797079999997,None,None,467.11797079999997,None,[1.129621600000064],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
21,0,21,0,,,,,,,,,,0,1,1,50,1,2.0691390047117237,0.859460502749755,None,468.9304511,None,469.83774829999993,None,469.84742973999994,None,['z'],469.83774829999993,None,None,,471.7791298000002,None,z,1.598265800000263,1,1,0.7272727272727273,473.8703433999999,None,None,473.8703433999999,None,[1.598265800000263],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
22,0,22,0,,,,,,,,,,1,0,0,36,1,2.070770331037005,0.823898895776125,None,475.6801141000001,None,476.5509753000001,None,476.5471092500002,None,None,476.5509753000001,None,['b'],[1.4852436999999554],478.49661190000006,None,b,3.4852436999999554,1,1,0.7391304347826086,480.5864203000001,None,None,480.5864203000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
23,0,23,0,,,,,,,,,,2,2,0,14,1,3.9110799880328697,1.93473628110684,None,482.39602950000017,None,484.38627110000016,None,484.3970232400003,None,None,484.38627110000016,None,['b'],[0.5830850000002101],486.33012020000024,None,b,2.58308500000021,1,1,0.75,490.25440419999995,None,None,490.25440419999995,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
24,0,24,0,,,,,,,,,,0,1,1,50,1,4.08205346963855,2.13476920223271,None,492.0635464000002,None,494.2517108000002,None,494.26423234000015,None,['b'],494.2517108000002,None,['z'],[0.1548625000004904],496.19631070000014,None,b,1.5797308000001067,0,0,0.72,500.27927279999994,None,None,500.27927279999994,None,[1.5797308000001067],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
25,0,25,0,,,,,,,,,,1,2,1,50,1,3.0795770157756097,3.19646747994707,['b'],502.08065739999984,None,505.3102825000001,None,505.31302836000026,None,None,505.3102825000001,None,['z'],[1.9811142000003201],507.2799897,None,z,3.98111420000032,1,1,0.7307692307692307,510.36256230000026,None,None,510.36256230000026,None,,[0.5608414000002995],,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
26,0,26,0,,,,,,,,,,2,1,0,36,1,2.038421555814887,2.9722947448457,None,512.1640078,None,515.1833726999998,None,515.1807347500003,None,None,515.1833726999998,None,['b'],[0.8515620000002855],517.130322,None,b,2.8515620000002855,1,1,0.7407407407407407,519.1875565,None,None,519.1875565,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
27,0,27,0,,,,,,,,,,0,2,0,36,1,4.79595120749692,1.92795341140246,None,520.9972791999999,None,522.9653603000002,None,522.9628294600001,None,None,522.9653603000002,None,['b'],[0.4138572000001659],524.9137174000002,None,b,2.413857200000166,1,1,0.75,529.7232804,None,None,529.7232804,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
28,0,28,0,,,,,,,,,,2,1,0,36,1,2.396355568442425,2.68012679460483,None,531.5301773000001,None,534.3124799000002,None,534.3140377200001,None,None,534.3124799000002,None,['z'],[0.9771918999999798],536.2133935000002,None,z,2.97719189999998,0,0,0.7241379310344828,538.6123498000002,None,None,538.6123498000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
29,0,29,0,,,,,,,,,,1,2,1,50,1,2.096051788593735,1.49618260131236,None,540.4137016,None,541.9502696,None,541.9473055500002,None,['z'],541.9502696,None,None,,543.8970902000001,None,z,1.2567072000001644,1,1,0.7333333333333333,545.9960744999998,None,None,545.9960744999998,None,[1.2567072000001644],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
30,0,30,0,,,,,,,,,,0,0,0,14,1,4.3560033776911595,2.79689535976632,None,547.7973473000002,None,550.6514707000001,None,550.66393334,None,['b'],550.6514707000001,None,None,,552.5970345999999,None,b,1.0803424000000632,1,1,0.7419354838709677,556.9701427,None,None,556.9701427,None,[1.0803424000000632],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
31,0,31,0,,,,,,,,,,1,1,0,14,1,3.8873543302872697,2.711340609857,None,558.7797403,None,561.5156235,None,561.5131126600003,None,['b'],561.5156235,None,None,,563.4636805999999,None,b,1.8432708000000275,1,1,0.75,567.3717366999999,None,None,567.3717366999999,None,[1.8432708000000275],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
32,0,32,0,,,,,,,,,,2,0,1,50,1,2.435645686656409,1.52074017648695,None,569.1792015999999,None,570.7561847000002,None,570.76434334,None,None,570.7561847000002,None,['z'],[0.6484197000004315],572.6971638,None,z,2.6484197000004315,1,1,0.7575757575757576,575.1544514000002,None,None,575.1544514000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
33,0,33,0,,,,,,,,,,0,2,0,36,1,2.93061443445534,1.90695111352951,None,576.9632073000002,None,578.9187844000003,None,578.9311077400004,None,"['z', 'b']",578.9187844000003,None,"['b', 'b']","[0.302549099999851, 0.5408250999998927]",580.8638314999998,None,z,0.9859632000002421,0,0,0.7352941176470589,583.8025066,None,None,583.8025066,None,"[0.9859632000002421, 1.7099639000002753]",,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
34,0,34,0,,,,,,,,,,2,0,1,50,1,2.755584162388418,2.32696722275902,None,585.6136486999999,None,587.988237,None,587.9976720400001,None,"['z', 'b']",587.988237,None,None,,589.9306627999999,None,z,1.6073888000000807,1,1,0.7428571428571429,592.7036628999999,None,None,592.7036628999999,None,"[1.6073888000000807, 1.634396200000083]",,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
35,0,35,0,,,,,,,,,,0,2,0,36,1,2.9608932424063896,2.19546497995913,None,594.5136673000002,None,596.7552909000001,None,596.7644576399999,None,['b'],596.7552909000001,None,"['b', 'z']","[1.2941164000003482, 1.5101304000004347]",598.6971327000001,None,b,1.789418900000328,1,1,0.75,601.6736513999999,None,"['b', 'z', 'b', 'z']",601.6736513999999,None,[1.789418900000328],,"[0.10136150000016642, 0.14320340000040233, 1.2663040000002184, 1.31514610000022]",,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
36,0,36,0,,,,,,,,,,1,0,0,36,1,4.18755802100366,2.2926827756088,None,603.480329,None,605.8185306,None,605.83079534,None,['b'],605.8185306,None,['z'],[0.044617700000344485],607.7629118999998,None,b,1.6921594999998888,1,1,0.7567567567567568,611.9722887000003,None,None,611.9722887000003,None,[1.6921594999998888],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
37,0,37,0,,,,,,,,,,0,1,1,50,1,2.260653249681576,3.25187717164471,None,613.7808756,None,617.0863012,None,617.0978322400002,None,None,617.0863012,None,['b'],[0.2848681000000397],619.0306567000002,None,b,2.2848681000000397,0,0,0.7368421052631579,621.3042786999999,None,None,621.3042786999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
38,0,38,0,,,,,,,,,,1,0,0,36,1,2.269747919971076,1.09364692357212,None,623.1132298000002,None,624.2520585000002,None,624.26468794,None,['b'],624.2520585000002,None,None,,626.1970572,None,b,1.0509751000004144,1,1,0.7435897435897436,628.488085,None,None,628.488085,None,[1.0509751000004144],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
39,0,39,0,,,,,,,,,,0,1,1,50,0,3.6791616380244196,2.71666458349534,None,630.2972789999999,None,633.0551476999999,None,633.0636139500002,None,None,633.0551476999999,None,['z'],[0.04524380000020756],635.0143140999999,None,z,2.0452438000002076,1,0,0.75,638.7050804,None,None,638.7050804,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
40,0,40,0,,,,,,,,,,1,2,1,50,1,2.143942873030107,3.093067417437,None,640.5139921999998,None,643.6267665999999,None,643.6301730600002,None,['z'],643.6267665999999,None,None,,645.5975117000003,None,z,0.9697849000003771,1,1,0.7560975609756098,647.7563713,None,None,647.7563713,None,[0.9697849000003771],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
41,0,41,0,,,,,,,,,,2,0,1,50,1,4.057112590273469,2.99272735241982,None,649.5640661000002,None,652.6037351,None,652.6142829400002,None,['z'],652.6037351,None,None,,654.5472491,None,z,1.3158245000004172,1,1,0.7619047619047619,658.6128699999999,None,None,658.6128699999999,None,[1.3158245000004172],,,,,,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,660.4139975000003,None,,,,,,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.4140011,None,None,665.4140011,None,,,,,,,,,,,,CBC_1098,1,5,1,5,3,0.95,2024-05-08_14h34.35.081,MSI_AV_v1,2022.1.1,59.94596470742784,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[1, 2, 0]",z,b,0.7142857142857143,0.7857142857142857,0.7857142857142857,30,0,12,,,,,,,,,,,,
