trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,2,0,36,1,4.057112590273469,2.99272735241982,None,182.75999539999975,None,185.7268076399999,185.7268076399999,None,[],['b'],[0.06796219999978348],187.72952470000018,None,b,2.0679621999997835,1,1,0.5555555555555556,191.80668090000017,None,None,191.80668090000017,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
9,0,9,0,,,,,,,,,,0,0,0,36,1,4.89745263827305,2.71666458349534,None,193.60998780000045,None,196.31040004000016,196.31040004000016,None,[],['z'],[1.898714299999483],198.31393370000023,None,z,3.898714299999483,0,0,0.5,203.2221300000001,None,None,203.2221300000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
10,0,10,0,,,,,,,,,,2,2,0,36,1,2.260653249681576,2.79689535976632,None,205.02718960000038,None,207.81025734000042,207.81025734000042,None,[],['z'],[0.46273939999991853],209.81555279999975,None,z,2.4627393999999185,0,0,0.45454545454545453,212.08769800000027,None,None,212.08769800000027,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
11,0,11,0,,,,,,,,,,0,1,0,14,1,4.08205346963855,2.18142366553255,None,213.89364449999994,None,216.06054734000037,216.06054734000037,None,[],['z'],[0.5943158999998559],218.06533940000008,None,z,2.594315899999856,0,0,0.4166666666666667,222.17173269999967,None,None,222.17173269999967,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
12,0,12,0,,,,,,,,,,1,0,1,50,1,2.8965037234387068,0.859460502749755,None,223.97707569999966,None,224.81035324000032,224.81035324000032,None,[],['b'],[2.2462425999992774],226.81621090000044,None,b,4.2462425999992774,0,0,0.38461538461538464,229.73631060000025,None,None,229.73631060000025,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
13,0,13,0,,,,,,,,,,2,1,1,50,1,3.00565230777806,0.886051557539332,None,231.54353549999996,None,232.41047454000028,232.41047454000028,None,[],['b'],[0.48435649999919406],234.41316460000053,None,b,2.484356499999194,0,0,0.35714285714285715,237.43606520000048,None,None,237.43606520000048,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
14,0,14,0,,,,,,,,,,0,0,0,36,1,2.93061443445534,3.19646747994707,None,239.24412290000055,None,242.42734954000053,242.42734954000053,None,[],['z'],[2.728572099998928],244.43206809999992,None,z,4.728572099998928,0,0,0.3333333333333333,247.38689129999966,None,None,247.38689129999966,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
15,0,15,0,,,,,,,,,,2,1,1,50,0,2.664345149861413,2.96697800987238,None,249.19408740000017,None,252.14404633999976,252.14404633999976,None,[],['b'],[1.3674246999999013],254.1468104000005,None,b,3.3674246999999013,0,1,0.3125,256.82209760000023,None,None,256.82209760000023,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
16,0,16,0,,,,,,,,,,0,2,1,50,1,4.75208449114276,2.55132244875705,None,258.62704159999976,None,261.16075673999995,261.16075673999995,None,[],None,,263.16368500000044,None,None,[],0,3,0.29411764705882354,267.9583149,None,None,267.9583149,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
17,0,17,0,,,,,,,,,,1,1,0,36,1,4.85706913915242,2.41859016397919,None,269.7437510999998,None,272.1438982399998,272.1438982399998,z,['z'],None,,274.1480781,None,z,0.7505772000004072,0,0,0.2777777777777778,279.0176118999998,None,None,279.0176118999998,None,0.7505772000004072,[0.7505772000004072],,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
18,0,18,0,,,,,,,,,,0,2,1,50,1,2.661399651610695,2.46471651569721,None,280.8273429000001,None,283.27752254000035,283.27752254000035,None,[],None,,285.28147510000053,None,None,[],0,3,0.2631578947368421,287.95350810000036,None,['b'],287.95350810000036,None,,,[1.5750384999992093],,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
19,0,19,0,,,,,,,,,,1,0,1,50,1,2.0691390047117237,0.823898895776125,None,289.7604944000004,None,290.5609326400002,290.5609326400002,None,[],None,,292.56453539999984,None,None,[],0,3,0.25,294.6546963999999,None,['z'],294.6546963999999,None,,,[0.38445990000036545],,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
20,0,20,0,,,,,,,,,,0,1,0,14,1,3.19303509672656,1.14006717102905,None,296.4608863000003,None,297.57765734000014,297.57765734000014,None,[],['b'],[0.6199776999992537],299.5815682000002,None,b,2.6199776999992537,1,1,0.2857142857142857,302.7894796999999,None,None,302.7894796999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
21,0,21,0,,,,,,,,,,1,0,1,50,1,3.00616914487701,1.23760834810881,None,304.59391080000023,None,305.81059084000054,305.81059084000054,None,[],['z'],[1.5999377999996796],307.8176245000004,None,z,3.5999377999996796,1,1,0.3181818181818182,310.8389808000002,None,None,310.8389808000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
22,0,22,0,,,,,,,,,,2,1,1,50,1,4.638307379983409,2.9722947448457,None,312.6444824,None,315.59429544000005,315.59429544000005,z,['z'],None,,317.5993150000004,None,z,1.7530406000005314,1,1,0.34782608695652173,322.25598960000025,None,None,322.25598960000025,None,1.7530406000005314,[1.7530406000005314],,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
23,0,23,0,,,,,,,,,,2,1,1,50,1,3.78496720151373,1.931001549337,None,324.06088139999974,None,325.97741974000047,325.97741974000047,None,[],['z'],[0.12746810000044206],327.98182840000027,None,z,2.127468100000442,1,1,0.375,331.7895183999999,None,None,331.7895183999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
24,0,24,0,,,,,,,,,,1,2,0,14,1,3.75606544973216,1.90695111352951,None,333.5946346999999,None,335.4776349400002,335.4776349400002,z,['z'],None,,337.4827868000002,None,z,1.8684991999989506,0,0,0.36,341.2542542000001,None,None,341.2542542000001,None,1.8684991999989506,[1.8684991999989506],,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
25,0,25,0,,,,,,,,,,0,0,0,36,1,3.8484563543876202,2.93253104700369,None,343.0608970000003,None,345.9771695399998,345.9771695399998,None,[],['b'],[2.5167958999991242],347.9800412000004,None,b,4.516795899999124,1,1,0.38461538461538464,351.8413347000005,None,None,351.8413347000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
26,0,26,0,,,,,,,,,,2,2,0,36,1,2.070770331037005,2.711340609857,None,353.6447530000005,None,356.3276159400005,356.3276159400005,None,[],['z'],[1.4198882000000594],358.33104860000003,None,z,3.4198882000000594,0,0,0.37037037037037035,360.42231770000035,None,None,360.42231770000035,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
27,0,27,0,,,,,,,,,,1,1,0,36,1,3.6791616380244196,0.767372347918183,None,362.22753920000014,None,362.9774420400002,362.9774420400002,None,[],['z'],[0.0019717999994099955],364.98222460000034,None,z,2.00197179999941,0,0,0.35714285714285715,368.6727071000005,None,None,368.6727071000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
28,0,28,0,,,,,,,,,,0,2,1,50,0,4.3560033776911595,1.09364692357212,None,370.4780424999999,None,371.54442253999997,371.54442253999997,z,['z'],None,,373.54920219999985,None,z,1.5350251999998363,1,0,0.3793103448275862,377.9226620999998,None,None,377.9226620999998,None,1.5350251999998363,[1.5350251999998363],,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
29,0,29,0,,,,,,,,,,1,1,0,36,1,4.79595120749692,1.1680331695907,None,379.7280645999999,None,380.87804114000056,380.87804114000056,None,[],['z'],[3.285112799999297],382.8822845000004,None,z,5.285112799999297,0,0,0.36666666666666664,387.6877811000004,None,['b'],387.6877811000004,None,,,[1.3179674000002706],,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
30,0,30,0,,,,,,,,,,2,0,0,14,1,2.143942873030107,1.49331160364633,None,389.49482369999987,None,390.9615355400004,390.9615355400004,None,[],['b'],[0.4296387999993385],392.9654215999999,None,b,2.4296387999993385,1,1,0.3870967741935484,395.1224355000004,None,None,395.1224355000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
31,0,31,0,,,,,,,,,,1,2,0,14,1,2.9608932424063896,0.872854310065634,None,396.9282750000002,None,397.7780471400004,397.7780471400004,None,[],['z'],[0.7749646000002031],399.7817823000005,None,z,2.774964600000203,0,0,0.375,402.7527877000002,None,None,402.7527877000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
32,0,32,0,,,,,,,,,,2,1,1,50,1,3.08399219778019,2.68012679460483,None,404.5612368000002,None,407.22787774,407.22787774,None,[],['b'],[1.1334027000002607],409.23185639999974,None,b,3.1334027000002607,0,0,0.36363636363636365,412.33585310000035,None,None,412.33585310000035,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
33,0,33,0,,,,,,,,,,0,2,1,50,1,3.35750049552731,1.92795341140246,None,414.14450080000006,None,416.0449682399997,416.0449682399997,None,[],['z'],[0.2940848999996888],418.04833979999967,None,z,2.294084899999689,1,1,0.38235294117647056,421.4178966999998,None,None,421.4178966999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
34,0,34,0,,,,,,,,,,0,2,1,50,1,3.0109893695593497,3.25187717164471,None,423.22781269999996,None,426.4612557399999,426.4612557399999,z,['z'],None,,428.4663158000003,None,z,1.8862330000001748,1,1,0.4,431.4907798000004,None,None,431.4907798000004,None,1.8862330000001748,[1.8862330000001748],,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
35,0,35,0,,,,,,,,,,1,1,0,36,1,2.396355568442425,2.24098228083631,None,433.29463020000003,None,435.51117064000056,435.51117064000056,None,[],None,,437.51720190000015,None,None,[],0,3,0.3888888888888889,439.9388015000004,None,None,439.9388015000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
36,0,36,0,,,,,,,,,,2,2,0,36,1,2.038421555814887,2.46643561303325,None,441.74494719999984,None,444.1950118400003,444.1950118400003,None,[],['b'],[1.2572461999989173],446.19757949999985,None,b,3.2572461999989173,1,1,0.40540540540540543,448.2573299000005,None,None,448.2573299000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
37,0,37,0,,,,,,,,,,1,0,1,50,1,4.79396941305267,2.2926827756088,None,450.06163000000015,None,452.32804124000023,452.32804124000023,None,[],['z'],[0.7711025999997219],454.3328535999999,None,z,2.771102599999722,1,1,0.42105263157894735,459.14264449999973,None,None,459.14264449999973,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
38,0,38,0,,,,,,,,,,2,2,0,36,1,4.18755802100366,1.49618260131236,None,460.94531460000053,None,462.42804564000045,462.42804564000045,None,[],['z'],[4.132133799999792],464.4324535000005,None,z,6.132133799999792,0,0,0.41025641025641024,468.63923969999996,None,None,468.63923969999996,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
39,0,39,0,,,,,,,,,,0,0,0,36,1,2.269747919971076,1.85507739556255,None,470.44472719999976,None,472.27848294000006,472.27848294000006,None,[],['b'],[0.2892294999992373],474.2834334999998,None,b,2.2892294999992373,1,1,0.425,476.5746901000002,None,None,476.5746901000002,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
40,0,40,0,,,,,,,,,,2,1,1,50,1,2.533372966674614,3.44771472893932,None,478.37816610000027,None,481.8118354400006,481.8118354400006,b,['b'],None,,483.8168796,None,b,1.5858914000000368,0,0,0.4146341463414634,486.37159090000023,None,None,486.37159090000023,None,1.5858914000000368,[1.5858914000000368],,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
41,0,41,0,,,,,,,,,,1,0,1,50,1,3.0795770157756097,2.19546497995913,None,488.17867320000005,None,490.36160474000036,490.36160474000036,b,['b'],None,,492.3673337,None,b,1.7354375999993863,0,0,0.40476190476190477,495.4715120999999,None,None,495.4715120999999,None,1.7354375999993863,[1.7354375999993863],,,,,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,497.2787969000001,None,,,,,,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.27854490000027,None,None,502.27854490000027,None,,,,,,,,,,,,CBC_1077,002,1,1,6,4,0.95,2024-02-16_15h16.11.266,MSI_TV_v1,2022.1.1,60.03100000837246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[2, 0, 1]",z,b,0.35714285714285715,0.35714285714285715,0.5,17,4,21,,,,,,,,,,,,
