trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,1,0,36,1,2.9608932424063896,2.2926827756088,None,152.17008220000025,None,154.4367895299998,154.4367895299998,None,[],['b'],[0.7249831000008271],156.4422542000002,None,b,2.724983100000827,1,1,0.8888888888888888,159.41691199999968,None,None,159.41691199999968,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
9,0,9,0,,,,,,,,,,0,2,0,36,1,3.00565230777806,1.92795341140246,None,161.2201488999999,None,163.12032472999962,163.12032472999962,None,[],['z'],[1.169030200000634],165.12475379999978,None,z,3.169030200000634,0,0,0.8,168.15176340000016,None,None,168.15176340000016,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
10,0,10,0,,,,,,,,,,2,1,0,36,1,3.8873543302872697,3.093067417437,None,169.953348,None,173.0200982299999,173.0200982299999,None,[],['b'],[0.451535000000149],175.02522489999956,None,b,2.451535000000149,1,1,0.8181818181818182,178.9333732999994,None,None,178.9333732999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
11,0,11,0,,,,,,,,,,1,2,1,50,1,2.661399651610695,2.79689535976632,None,180.73668989999987,None,183.5203257299996,183.5203257299996,None,[],['b'],[1.1714475000007951],185.52453940000032,None,b,3.171447500000795,0,0,0.75,188.19936700000017,None,None,188.19936700000017,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
12,0,12,0,,,,,,,,,,0,1,1,50,1,4.638307379983409,2.41859016397919,None,190.00335750000067,None,192.40353213000034,192.40353213000034,None,[],['b'],[0.7653565000000526],194.40811669999948,None,b,2.7653565000000526,0,0,0.6923076923076923,199.06481989999975,None,None,199.06481989999975,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
13,0,13,0,,,,,,,,,,2,0,1,50,1,2.396355568442425,3.25187717164471,None,200.87007659999927,None,204.10363272999948,204.10363272999948,None,[],['z'],[0.38807030000134546],206.11017309999897,None,z,2.3880703000013455,1,1,0.7142857142857143,208.53390789999958,None,None,208.53390789999958,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
14,0,14,0,,,,,,,,,,0,2,0,36,1,2.93061443445534,2.71666458349534,None,210.33687689999988,None,213.03690402999982,213.03690402999982,None,[],['z'],[2.4607324999997218],215.0428237999995,None,z,4.460732499999722,0,0,0.6666666666666666,217.99868089999927,None,None,217.99868089999927,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
15,0,15,0,,,,,,,,,,2,0,1,50,1,2.038421555814887,3.19646747994707,None,219.80343699999958,None,222.97036983000052,222.97036983000052,z,['z'],None,,224.97552610000002,None,z,1.338662000000113,1,1,0.6875,227.03480949999994,None,None,227.03480949999994,None,1.338662000000113,[1.338662000000113],,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
16,0,16,0,,,,,,,,,,0,1,1,50,1,4.18755802100366,1.14006717102905,None,228.83655160000035,None,229.95377163000066,229.95377163000066,None,[],['z'],[0.3079075000005105],231.9571989999995,None,z,2.3079075000005105,1,1,0.7058823529411765,236.16335479999998,None,None,236.16335479999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
17,0,17,0,,,,,,,,,,1,0,0,36,1,2.143942873030107,1.52074017648695,None,237.97009669999989,None,239.47033452999912,239.47033452999912,None,[],['b'],[0.09034070000052452],241.4744495999994,None,b,2.0903407000005245,1,1,0.7222222222222222,243.63245259999985,None,None,243.63245259999985,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
18,0,18,0,,,,,,,,,,0,1,1,50,1,3.0109893695593497,2.99272735241982,None,245.43724779999957,None,248.40400803000065,248.40400803000065,None,[],['z'],[0.4640037000008306],250.4077573000004,None,z,2.4640037000008306,1,1,0.7368421052631579,253.4353645000001,None,None,253.4353645000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
19,0,19,0,,,,,,,,,,1,2,1,50,1,2.070770331037005,2.46471651569721,None,255.2370667999994,None,257.68689182999935,257.68689182999935,None,[],['z'],[0.20710549999967043],259.6903028000006,None,z,2.2071054999996704,1,1,0.75,261.78425479999987,None,None,261.78425479999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
20,0,20,0,,,,,,,,,,0,0,0,14,1,4.3560033776911595,2.46643561303325,None,263.5868565999999,None,266.03724052999917,266.03724052999917,None,[],['b'],[1.3990491000004113],268.0427365000005,None,b,3.3990491000004113,1,1,0.7619047619047619,272.4168199000005,None,None,272.4168199000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
21,0,21,0,,,,,,,,,,1,2,1,50,1,4.08205346963855,2.96697800987238,None,274.220534699999,None,277.1706388299996,277.1706388299996,z,['z'],None,,279.17700550000063,None,z,1.6754089000005479,1,1,0.7727272727272727,283.28468519999933,None,None,283.28468519999933,None,1.6754089000005479,[1.6754089000005479],,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
22,0,22,0,,,,,,,,,,2,0,1,50,0,3.00616914487701,0.767372347918183,None,285.0871632999997,None,285.8371273300005,285.8371273300005,z,['z'],None,,287.841253399999,None,z,1.46087930000067,1,0,0.782608695652174,290.86592350000046,None,None,290.86592350000046,None,1.46087930000067,[1.46087930000067],,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
23,0,23,0,,,,,,,,,,1,1,0,14,1,3.78496720151373,2.19546497995913,None,292.6702887000001,None,294.8373221299995,294.8373221299995,None,[],['b'],[0.7932601000011346],296.8430120999992,None,b,2.7932601000011346,1,1,0.7916666666666666,300.65000659999987,None,None,300.65000659999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
24,0,24,0,,,,,,,,,,2,0,1,50,1,3.08399219778019,1.09364692357212,None,302.4542804999992,None,303.5210472299992,303.5210472299992,None,[],['z'],[1.0700288000007276],305.52556690000074,None,z,3.0700288000007276,1,1,0.8,308.6335568000004,None,None,308.6335568000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
25,0,25,0,,,,,,,,,,0,2,0,36,1,4.057112590273469,1.49331160364633,None,310.43735040000047,None,311.90400613000077,311.90400613000077,None,[],['b'],[0.6144638000005216],313.9089647999999,None,b,2.6144638000005216,1,1,0.8076923076923077,317.9835453000005,None,None,317.9835453000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
26,0,26,0,,,,,,,,,,2,1,0,36,1,3.75606544973216,1.931001549337,None,319.78726480000023,None,321.70391273000007,321.70391273000007,None,[],None,,323.7080534000006,None,None,[],0,3,0.7777777777777778,327.5093287999998,None,None,327.5093287999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
27,0,27,0,,,,,,,,,,1,0,0,36,1,2.755584162388418,1.90695111352951,None,329.28749159999916,None,331.1708934299992,331.1708934299992,None,[],['b'],[0.557869700000083],333.1754147999991,None,b,2.557869700000083,1,1,0.7857142857142857,335.94909909999933,None,None,335.94909909999933,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
28,0,28,0,,,,,,,,,,0,1,1,50,1,3.0795770157756097,2.13476920223271,None,337.75386589999925,None,339.8707829300007,339.8707829300007,None,[],['z'],[0.8841771000006702],341.87533560000065,None,z,2.88417710000067,1,1,0.7931034482758621,344.96707890000016,None,None,344.96707890000016,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
29,0,29,0,,,,,,,,,,1,0,0,36,1,2.260653249681576,1.23760834810881,None,346.7706079999998,None,347.9875930299992,347.9875930299992,None,[],['b'],[0.218292499999734],349.99143020000065,None,b,2.218292499999734,1,1,0.8,352.26618399999916,None,None,352.26618399999916,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
30,0,30,0,,,,,,,,,,2,2,0,14,1,3.9110799880328697,2.711340609857,None,354.07101480000074,None,356.75414583000077,356.75414583000077,None,[],['b'],[0.20692229999986012],358.75858830000016,None,b,2.20692229999986,1,1,0.8064516129032258,362.6834991000005,None,None,362.6834991000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
31,0,31,0,,,,,,,,,,1,1,0,14,1,4.75208449114276,0.823898895776125,None,364.4875019000001,None,365.28776402999995,365.28776402999995,None,[],['b'],[0.44620880000002217],367.2912845000001,None,b,2.446208800000022,1,1,0.8125,372.0680354999995,None,None,372.0680354999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
32,0,32,0,,,,,,,,,,2,0,1,50,1,3.22645636662535,2.18142366553255,None,373.87083620000067,None,376.03778273000046,376.03778273000046,None,[],['z'],[0.43198060000031546],378.0437807999997,None,z,2.4319806000003155,1,1,0.8181818181818182,381.2840186000003,None,None,381.2840186000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
33,0,33,0,,,,,,,,,,0,1,1,50,0,3.6791616380244196,2.24098228083631,None,383.08765120000044,None,385.30463672999997,385.30463672999997,None,[],['z'],[0.2838854000001447],387.30815489999895,None,z,2.2838854000001447,1,0,0.8235294117647058,390.99793099999897,None,None,390.99793099999897,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
34,0,34,0,,,,,,,,,,1,0,0,36,1,4.79396941305267,2.55132244875705,None,392.8042620999995,None,395.337637629999,395.337637629999,b,['b'],None,,397.34565460000067,None,b,1.9257825000004232,1,1,0.8285714285714286,402.1645302000006,None,None,402.1645302000006,None,1.9257825000004232,[1.9257825000004232],,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
35,0,35,0,,,,,,,,,,2,1,0,36,1,2.0935163976022517,0.886051557539332,None,403.9710614000005,None,404.837659129999,404.837659129999,None,[],['b'],[0.47790470000109053],406.8411700000006,None,b,2.4779047000010905,1,1,0.8333333333333334,408.95173410000007,None,None,408.95173410000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
36,0,36,0,,,,,,,,,,1,2,1,50,1,2.096051788593735,1.1680331695907,None,410.7541912000006,None,411.9045570299992,411.9045570299992,z,['z'],None,,413.90950339999927,None,z,1.8420241000003443,1,1,0.8378378378378378,416.0346994999991,None,None,416.0346994999991,None,1.8420241000003443,[1.8420241000003443],,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
37,0,37,0,,,,,,,,,,2,1,0,36,1,3.35750049552731,2.31238477131615,None,417.8376801000004,None,420.12134492999996,420.12134492999996,b,['b'],None,,422.12647580000066,None,b,1.8669167000007292,1,1,0.8421052631578947,425.50159880000047,None,None,425.50159880000047,None,1.8669167000007292,[1.8669167000007292],,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
38,0,38,0,,,,,,,,,,0,2,0,36,1,3.19303509672656,0.760509851028298,None,427.304874299999,None,428.0379308300004,428.0379308300004,None,[],['b'],[0.05640940000012051],430.0432367000003,None,b,2.0564094000001205,1,1,0.8461538461538461,433.25248120000015,None,None,433.25248120000015,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
39,0,39,0,,,,,,,,,,2,0,1,50,1,2.664345149861413,0.864984636888209,None,435.0545011999993,None,435.9046789299997,435.9046789299997,None,[],['z'],[0.19464630000038596],437.91095380000024,None,z,2.194646300000386,1,1,0.85,440.6018895999996,None,None,440.6018895999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
40,0,40,0,,,,,,,,,,1,2,1,50,1,4.89745263827305,2.68012679460483,None,442.40460919999987,None,445.0714104299992,445.0714104299992,z,['z'],None,,447.07769559999997,None,z,1.7637536000002,1,1,0.8536585365853658,452.001245299999,None,None,452.001245299999,None,1.7637536000002,[1.7637536000002],,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
41,0,41,0,,,,,,,,,,0,1,1,50,1,3.3535975560099702,3.44771472893932,None,453.80447899999945,None,457.23804622999944,457.23804622999944,None,[],['z'],[0.37275939999926777],459.2454994999998,None,z,2.3727593999992678,1,1,0.8571428571428571,462.61892250000074,None,None,462.61892250000074,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,464.42140220000056,None,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.42176030000064,None,None,469.42176030000064,None,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[1, 2, 0]",z,b,0.7142857142857143,0.8571428571428571,1.0,34,1,7,,,,,,,,,,,,
