trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,32.8533467999996,None,t,47.6994908000006,32.8533467999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
,,,,,,,,,,None,80.56947579999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
0,0,0,0,,,,,,,,,,1,2,1,50,1,2.0691390047117237,2.32696722275902,None,80.7695477999996,None,83.06979533000012,83.06979533000012,None,[],['z'],[0.5873867999998765],85.08179709999968,None,z,2.5873867999998765,1,1,1.0,87.19180919999962,None,None,87.19180919999962,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
1,0,1,0,,,,,,,,,,2,0,1,50,1,2.269747919971076,1.93473628110684,None,88.96957939999993,None,90.88630232999967,90.88630232999967,None,[],['z'],[0.47762470000088797],92.88928020000003,None,z,2.477624700000888,1,1,1.0,95.18217149999964,None,None,95.18217149999964,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
2,0,2,0,,,,,,,,,,0,2,0,36,1,2.435645686656409,2.9722947448457,None,96.98611559999972,None,99.93607212999959,99.93607212999959,None,[],['b'],[0.5419494999996459],101.93918450000001,None,b,2.541949499999646,1,1,1.0,104.39967119999983,None,None,104.39967119999983,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
3,0,3,0,,,,,,,,,,1,0,0,36,1,3.8484563543876202,2.93253104700369,None,106.2030552999995,None,109.11992753000013,109.11992753000013,b,['b'],None,,111.12681359999988,None,b,1.9744450000007419,1,1,1.0,114.99915390000024,None,None,114.99915390000024,None,1.9744450000007419,[1.9744450000007419],,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
4,0,4,0,,,,,,,,,,0,1,1,50,1,4.79595120749692,1.85507739556255,None,116.80294109999977,None,118.6363648299999,118.6363648299999,None,[],['b'],[0.9611321000002135],120.64116790000026,None,b,2.9611321000002135,0,0,0.8,125.44928199999958,None,None,125.44928199999958,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
5,0,5,0,,,,,,,,,,2,2,0,14,1,2.533372966674614,0.872854310065634,None,127.25326969999969,None,128.1034262299996,128.1034262299996,None,[],['b'],[0.359559999999874],130.10697579999942,None,b,2.359559999999874,1,1,0.8333333333333334,132.66630819999955,None,None,132.66630819999955,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
6,0,6,0,,,,,,,,,,0,0,0,14,1,2.8965037234387068,0.859460502749755,None,134.4699367000003,None,135.3035699299995,135.3035699299995,None,[],['b'],[0.6648130000003221],137.30767039999955,None,b,2.664813000000322,1,1,0.8571428571428571,140.21502650000002,None,None,140.21502650000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
7,0,7,0,,,,,,,,,,1,2,1,50,1,4.85706913915242,1.49618260131236,None,142.01995689999967,None,143.4869989300001,143.4869989300001,None,[],['z'],[0.3663473000005979],145.49103319999995,None,z,2.366347300000598,1,1,0.875,150.36822630000006,None,None,150.36822630000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1080,002,4,1,6,9,0.95,2024-04-12_15h08.13.163,MSI_TV_v1,2022.1.1,59.98296483800174,
