trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,2.8965037234387068,2.46471651569721,None,161.04358479999973,None,163.55860120000034,None,163.56015660000048,None,None,163.55860120000034,None,['b'],[0.15733429999818327],165.51006000000052,None,b,2.1573342999981833,1,1,0.6666666666666666,168.41754870000113,None,None,168.41754870000113,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
9,0,9,0,,,,,,,,,,0.0,0,0.0,36.0,1.0,3.75606544973216,1.14006717102905,None,170.22713359999943,None,171.40794640000058,None,171.4101656999992,None,None,171.40794640000058,None,['b'],[1.7984156999991683],173.36042989999987,None,b,3.7984156999991683,0,0,0.6,177.13233170000058,None,None,177.13233170000058,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
10,0,10,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,2.070770331037005,2.96697800987238,None,178.94363900000099,None,181.95907699999952,None,181.96013139999923,None,['z'],181.95907699999952,None,None,,183.9111105000011,None,z,1.7233130000004167,1,1,0.6363636363636364,186.00114500000018,None,None,186.00114500000018,None,[1.7233130000004167],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
11,0,11,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,2.269747919971076,1.52074017648695,None,187.80949630000032,None,189.37490790000084,None,189.37758580000082,None,None,189.37490790000084,None,['z'],[2.1740343999990728],191.32717609999963,None,z,4.174034399999073,0,0,0.5833333333333334,193.61723390000043,None,None,193.61723390000043,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
12,0,12,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,2.661399651610695,0.864984636888209,None,195.42642830000113,None,196.32600400000047,None,196.32698820000041,None,None,196.32600400000047,None,['b'],[1.9501939000001585],198.27708180000081,None,b,3.9501939000001585,1,1,0.6153846153846154,200.9512747000008,None,None,200.9512747000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
13,0,13,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,2.755584162388418,2.24098228083631,None,202.76023630000054,None,205.04245339999943,None,205.0437122000003,None,None,205.04245339999943,None,['b'],[1.5559082999989187],206.99392269999953,None,b,3.5559082999989187,0,0,0.5714285714285714,209.76621270000032,None,None,209.76621270000032,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
14,0,14,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,2.096051788593735,2.2926827756088,None,211.57720920000065,None,213.9100715000004,None,213.91036650000024,None,['z'],213.9100715000004,None,None,,215.85991699999977,None,z,1.7206619999997201,0,0,0.5333333333333333,217.96671249999963,None,None,217.96671249999963,None,[1.7206619999997201],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
15,0,15,0,,,,,,,,,,2.0,0,0.0,14.0,1.0,2.0935163976022517,1.93473628110684,None,219.7771042000004,None,221.7595498999999,None,221.7604150999996,None,['z'],221.7595498999999,None,None,,223.70993649999946,None,z,1.8871795999984897,1,1,0.5625,225.81450700000096,None,None,225.81450700000096,None,[1.8871795999984897],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
16,0,16,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,2.038421555814887,1.49331160364633,None,227.62735369999973,None,229.15903050000088,None,229.16078050000033,None,['b'],229.15903050000088,None,None,,231.1103906999997,None,b,1.4819572999986121,0,0,0.5294117647058824,233.16795060000004,None,None,233.16795060000004,None,[1.4819572999986121],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
17,0,17,0,,,,,,,,,,0.0,2,1.0,50.0,0.0,2.533372966674614,2.9722947448457,None,234.97744520000015,None,237.99167719999969,None,237.9944732999993,None,None,237.99167719999969,None,['z'],[1.9752305000001797],239.94386880000093,None,z,3.9752305000001797,0,1,0.5,242.48533390000011,None,None,242.48533390000011,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
18,0,18,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,4.08205346963855,1.90695111352951,None,244.29443080000055,None,246.24363149999954,None,246.2438199999997,None,['b'],246.24363149999954,None,None,,248.1939865000004,None,b,1.807640099998025,1,1,0.5263157894736842,252.28659250000055,None,None,252.28659250000055,None,[1.807640099998025],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
19,0,19,0,,,,,,,,,,1.0,0,1.0,50.0,1.0,2.435645686656409,2.71666458349534,None,254.0932756000002,None,256.8338285000009,None,256.84352772000096,None,None,256.8338285000009,None,None,,258.7940417000009,None,[],[],0,3,0.5,261.2499441,None,['z'],261.2499441,None,,[0.17943819999891275],,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
20,0,20,0,,,,,,,,,,2.0,2,0.0,36.0,1.0,3.78496720151373,2.79689535976632,None,263.0607959000008,None,265.9101358000007,None,265.9107454999994,None,None,265.9101358000007,None,['b'],[3.2125751999992644],267.8607496000004,None,b,5.212575199999264,0,0,0.47619047619047616,271.6665090000006,None,None,271.6665090000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
21,0,21,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,4.18755802100366,3.44771472893932,None,273.47747270000036,None,276.9765318000009,None,276.97740610000074,None,['z'],276.9765318000009,None,None,,278.92748969999957,None,z,1.7184543999992457,1,1,0.5,283.13489350000054,None,None,283.13489350000054,None,[1.7184543999992457],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
22,0,22,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,3.35750049552731,2.99272735241982,None,284.9435678000009,None,287.9747126000002,None,287.9773315000002,None,['b'],287.9747126000002,None,None,,289.9275909000007,None,b,1.6958174999981566,1,1,0.5217391304347826,293.30248720000054,None,None,293.30248720000054,None,[1.6958174999981566],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
23,0,23,0,,,,,,,,,,1.0,0,1.0,50.0,1.0,3.00616914487701,2.93253104700369,None,295.11049020000064,None,298.09184579999965,None,298.0941118999999,None,None,298.09184579999965,None,['z'],[0.6369282999985444],300.04440760000034,None,z,2.6369282999985444,0,0,0.5,303.0695278000003,None,None,303.0695278000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
24,0,24,0,,,,,,,,,,1.0,0,1.0,50.0,1.0,3.8484563543876202,1.09364692357212,None,304.87744550000025,None,306.00653989999955,None,306.01071410000077,None,['b'],306.00653989999955,None,None,,307.9603466999997,None,b,1.3896568000000116,1,1,0.52,311.8191215000006,None,None,311.8191215000006,None,[1.3896568000000116],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
25,0,25,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,2.664345149861413,2.18142366553255,None,313.62772270000096,None,315.83698340000046,None,315.8431717200005,None,None,315.83698340000046,None,['z'],[0.023596400000315043],317.7943632000006,None,z,2.023596400000315,0,0,0.5,320.4691588000005,None,None,320.4691588000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
26,0,26,0,,,,,,,,,,0.0,0,0.0,36.0,1.0,2.9608932424063896,2.31238477131615,None,322.2775273999996,None,324.6410854000005,None,324.6441300000006,None,['b'],324.6410854000005,None,None,,326.59435850000045,None,b,1.6316958999996132,0,0,0.48148148148148145,329.56375370000023,None,None,329.56375370000023,None,[1.6316958999996132],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
27,0,27,0,,,,,,,,,,1.0,2,0.0,14.0,1.0,2.143942873030107,0.859460502749755,None,331.37772659999973,None,332.27534639999976,None,332.2776666999998,None,['z'],332.27534639999976,None,None,,334.2277262000007,None,z,1.2471155999992334,1,1,0.5,336.3849317000004,None,None,336.3849317000004,None,[1.2471155999992334],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
28,0,28,0,,,,,,,,,,0.0,0,0.0,36.0,1.0,2.0691390047117237,1.85507739556255,None,338.1944282000004,None,340.09265400000004,None,340.09434689999944,None,None,340.09265400000004,None,['z'],[0.15145799999845622],342.0445791000002,None,z,2.151457999998456,1,1,0.5172413793103449,344.1347275999997,None,None,344.1347275999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
29,0,29,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,3.8873543302872697,2.55132244875705,None,345.9441889000009,None,348.5439965000005,None,348.54441469999983,None,None,348.5439965000005,None,['b'],[2.3105783999981213],350.4945518000004,None,b,4.310578399998121,1,1,0.5333333333333333,354.40088190000097,None,None,354.40088190000097,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
30,0,30,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,4.057112590273469,0.760509851028298,None,356.21123350000016,None,357.00801200000024,None,357.01080270000057,None,['b'],357.00801200000024,None,None,,358.9612056999995,None,b,1.6757367999998678,1,1,0.5483870967741935,363.0347750000001,None,None,363.0347750000001,None,[1.6757367999998678],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
31,0,31,0,,,,,,,,,,1.0,0,1.0,50.0,0.0,4.638307379983409,1.1680331695907,None,364.8446586000009,None,366.05938120000064,None,366.0609523000003,None,['z'],366.05938120000064,None,None,,368.0111608999996,None,z,1.5581242000007478,0,1,0.53125,372.6694299999999,None,None,372.6694299999999,None,[1.5581242000007478],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
32,0,32,0,,,,,,,,,,2.0,1,1.0,50.0,1.0,3.6791616380244196,3.25187717164471,None,374.4779782000005,None,377.77844320000077,None,377.77786130000095,None,['b'],377.77844320000077,None,None,,379.7277876999997,None,b,1.2392074999988836,1,1,0.5454545454545454,383.41876720000073,None,None,383.41876720000073,None,[1.2392074999988836],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
33,0,33,0,,,,,,,,,,0.0,0,0.0,36.0,1.0,3.00565230777806,2.711340609857,None,385.2280969000003,None,387.9751997000003,None,387.9778891999995,None,['z'],387.9751997000003,None,None,,389.92792240000017,None,z,1.6872543999998015,1,1,0.5588235294117647,392.9503514000007,None,None,392.9503514000007,None,[1.6872543999998015],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
34,0,34,0,,,,,,,,,,2.0,2,0.0,36.0,1.0,3.0795770157756097,1.49618260131236,None,394.76146510000035,None,396.31515260000015,None,396.32782568000005,None,['z'],396.31515260000015,None,None,,398.26139669999975,None,z,1.5923288999983924,1,1,0.5714285714285714,401.35081549999995,None,None,401.35081549999995,None,[1.5923288999983924],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
35,0,35,0,,,,,,,,,,1.0,1,0.0,36.0,1.0,3.08399219778019,1.23760834810881,None,403.1614685000004,None,404.44319650000034,None,404.4447720999997,None,['z'],404.44319650000034,None,None,,406.39488560000063,None,z,1.8613550999998552,1,1,0.5833333333333334,409.4867157000008,None,None,409.4867157000008,None,[1.8613550999998552],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
36,0,36,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,4.89745263827305,2.68012679460483,None,411.2957298000001,None,414.0232268,None,414.0280208000004,None,['z'],414.0232268,None,None,,415.97807769999963,None,z,1.919780999998693,0,0,0.5675675675675675,420.88540359999934,None,None,420.88540359999934,None,[1.919780999998693],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
37,0,37,0,,,,,,,,,,1.0,0,1.0,50.0,1.0,2.396355568442425,2.41859016397919,None,422.6948547000011,None,425.1590924000011,None,425.16132619999917,None,None,425.1590924000011,None,['b'],[2.018395499999315],427.1119780000008,None,b,4.018395499999315,1,1,0.5789473684210527,429.5185968000005,None,None,429.5185968000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
38,0,38,0,,,,,,,,,,2.0,2,0.0,36.0,1.0,4.75208449114276,2.13476920223271,None,431.32825090000006,None,433.51149330000044,None,433.5112298999993,None,['z'],433.51149330000044,None,None,,435.4615260999999,None,z,1.8403681999989203,1,1,0.5897435897435898,440.2355372000002,None,None,440.2355372000002,None,[1.8403681999989203],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
39,0,39,0,,,,,,,,,,0.0,1,0.0,14.0,1.0,3.9110799880328697,1.92795341140246,None,442.04495640000096,None,444.00865630000044,None,444.0115127000008,None,['z'],444.00865630000044,None,None,,445.9617830999996,None,z,1.841409399999975,1,1,0.6,449.88605520000056,None,None,449.88605520000056,None,[1.841409399999975],,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
40,0,40,0,,,,,,,,,,2.0,0,0.0,14.0,1.0,2.260653249681576,0.767372347918183,None,451.6949569999997,None,452.5119594000007,None,452.51157369999964,None,None,452.5119594000007,None,['z'],[0.18911889999799314],454.4616769000004,None,z,2.189118899997993,1,1,0.6097560975609756,456.73704309999994,None,None,456.73704309999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
41,0,41,0,,,,,,,,,,0.0,2,1.0,50.0,1.0,2.93061443445534,0.823898895776125,None,458.54506179999953,None,459.41002760000083,None,459.4115325999992,None,None,459.41002760000083,None,['z'],[0.74582829999963],461.36178850000033,None,z,2.74582829999963,0,0,0.5952380952380952,464.30219860000034,None,None,464.30219860000034,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,466.1120095999995,None,,,,,,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.1122871000007,None,None,471.1122871000007,None,,,,,,,,,,,,CBC_1069,002,1,3,0,22,0.95,2024-03-01_15h44.46.693,MSI_AV_v1,2022.1.1,59.9301214784644,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[2, 0, 1]",b,z,0.5714285714285714,0.42857142857142855,0.7857142857142857,27,1,14,,,,,,,,,,,,
