trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0,1,50,1,3.8873543302872697,3.093067417437,None,276.0018702999987,None,279.06821010999937,279.06821010999937,None,[],['b'],[0.4379556000003504],281.0740260999992,None,b,2.4379556000003504,1,1,0.7777777777777778,284.98042799999894,None,None,284.98042799999894,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
9,0,9,0,,,,,,,,,,1,1,1,50,1,3.75606544973216,1.85507739556255,None,286.78494189999947,None,288.61908510999837,288.61908510999837,None,[],['b'],[0.6783352999991621],290.62267509999947,None,b,2.678335299999162,1,1,0.8,294.39758989999973,None,None,294.39758989999973,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
10,0,10,0,,,,,,,,,,0,0,0,14,1,2.0935163976022517,0.872854310065634,None,296.2019217999987,None,297.05169910999956,297.05169910999956,None,[],['z'],[0.2959627999989607],299.0565472999988,None,z,2.2959627999989607,1,1,0.8181818181818182,301.1642413999998,None,None,301.1642413999998,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
11,0,11,0,,,,,,,,,,1,1,1,50,1,4.89745263827305,2.46471651569721,None,302.96809699999903,None,305.41887480999884,305.41887480999884,None,[],['b'],[0.30073860000084096],307.4225388999985,None,b,2.300738600000841,1,1,0.8333333333333334,312.34727179999936,None,None,312.34727179999936,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
12,0,12,0,,,,,,,,,,2,2,0,36,1,2.260653249681576,0.760509851028298,None,314.15185829999973,None,314.8850083099989,314.8850083099989,None,[],['z'],[0.4134007999982714],316.8897565999996,None,z,2.4134007999982714,1,1,0.8461538461538461,319.1639951999987,None,None,319.1639951999987,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
13,0,13,0,,,,,,,,,,1,0,0,36,1,2.533372966674614,2.32696722275902,None,320.96825910000007,None,323.26860930999845,323.26860930999845,None,[],['z'],[0.24829010000030394],325.2710303999993,None,z,2.248290100000304,1,1,0.8571428571428571,327.8312644999987,None,None,327.8312644999987,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
14,0,14,0,,,,,,,,,,2,2,0,36,1,4.057112590273469,1.1680331695907,None,329.6349937999985,None,330.78498680999854,330.78498680999854,None,[],['z'],[0.550992700000279],332.7886103000001,None,z,2.550992700000279,1,1,0.8666666666666667,336.8647041999993,None,None,336.8647041999993,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
15,0,15,0,,,,,,,,,,1,1,1,50,1,3.19303509672656,2.41859016397919,None,338.6682669999991,None,341.06851440999907,341.06851440999907,None,[],['b'],[0.4623362000002089],343.07175019999886,None,b,2.462336200000209,1,1,0.875,346.2814983999997,None,None,346.2814983999997,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
16,0,16,0,,,,,,,,,,2,2,0,36,1,3.78496720151373,2.46643561303325,None,348.08508939999956,None,350.5353000099987,350.5353000099987,None,[],['z'],[1.0678897999987385],352.53813589999845,None,z,3.0678897999987385,1,1,0.8823529411764706,356.34824149999986,None,None,356.34824149999986,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
17,0,17,0,,,,,,,,,,1,1,1,50,1,2.0691390047117237,1.92795341140246,None,358.1520724000002,None,360.05199590999854,360.05199590999854,None,[],['b'],[0.6083940000007715],362.05667410000024,None,b,2.6083940000007715,1,1,0.8888888888888888,364.14834379999957,None,None,364.14834379999957,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
18,0,18,0,,,,,,,,,,0,2,1,50,1,2.664345149861413,0.864984636888209,None,365.9518333999986,None,366.80193471,366.80193471,None,[],['b'],[0.5539339999995718],368.80606780000016,None,b,2.553933999999572,1,1,0.8947368421052632,371.49838979999913,None,None,371.49838979999913,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
19,0,19,0,,,,,,,,,,2,0,1,50,1,2.9608932424063896,2.93253104700369,None,373.30192759999954,None,376.2185931099995,376.2185931099995,None,[],['b'],[0.4989929999992455],378.2228398999996,None,b,2.4989929999992455,1,1,0.9,381.1968524999993,None,None,381.1968524999993,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
20,0,20,0,,,,,,,,,,0,1,0,36,1,2.096051788593735,1.09364692357212,None,383.0018308999988,None,384.0687780099999,384.0687780099999,None,[],['z'],[0.8785590000006778],386.0740917999992,None,z,2.8785590000006778,1,1,0.9047619047619048,388.19734249999965,None,None,388.19734249999965,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
21,0,21,0,,,,,,,,,,2,0,1,50,1,3.0795770157756097,2.19546497995913,None,390.00191989999985,None,392.18520840999935,392.18520840999935,None,[],['b'],[0.5616807999995217],394.19120329999896,None,b,2.5616807999995217,1,1,0.9090909090909091,397.2978699999985,None,None,397.2978699999985,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
22,0,22,0,,,,,,,,,,1,2,0,14,1,3.9110799880328697,3.25187717164471,None,399.10174339999867,None,402.33556980999873,402.33556980999873,None,[],['z'],[0.6271126999999979],404.33911949999856,None,z,2.627112699999998,1,1,0.9130434782608695,408.26444529999935,None,None,408.26444529999935,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
23,0,23,0,,,,,,,,,,2,1,0,14,1,4.638307379983409,1.52074017648695,None,410.0683853999999,None,411.56907591,411.56907591,None,[],['z'],[0.37678820000110136],413.5734087000001,None,z,2.3767882000011014,1,1,0.9166666666666666,418.23097809999854,None,None,418.23097809999854,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
24,0,24,0,,,,,,,,,,0,2,1,50,0,2.8965037234387068,0.859460502749755,None,420.03534500000023,None,420.86881980999914,420.86881980999914,None,[],['b'],[0.9067832000000635],422.8738248999998,None,b,2.9067832000000635,1,0,0.92,425.7961633999985,None,None,425.7961633999985,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
25,0,25,0,,,,,,,,,,1,0,0,36,1,3.8484563543876202,1.931001549337,None,427.6026411999992,None,429.5189823099992,429.5189823099992,None,[],['z'],[0.7586309000016627],431.52272059999996,None,z,2.7586309000016627,1,1,0.9230769230769231,435.3930247999997,None,None,435.3930247999997,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
26,0,26,0,,,,,,,,,,0,2,1,50,1,4.08205346963855,2.711340609857,None,437.2018441,None,439.8855853099996,439.8855853099996,None,[],['b'],[1.3238345999998273],441.8898646999987,None,b,3.3238345999998273,1,1,0.9259259259259259,445.9979556999988,None,None,445.9979556999988,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
27,0,27,0,,,,,,,,,,1,0,0,36,1,2.070770331037005,2.71666458349534,None,447.8022788999988,None,450.50229550999956,450.50229550999956,None,[],['z'],[0.46016400000007707],452.50766920000024,None,z,2.460164000000077,1,1,0.9285714285714286,454.59749589999956,None,None,454.59749589999956,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
28,0,28,0,,,,,,,,,,2,1,0,14,1,3.08399219778019,3.19646747994707,None,456.40217269999994,None,459.58546400999893,459.58546400999893,None,[],['z'],[1.0453457000003255],461.58989779999865,None,z,3.0453457000003255,1,1,0.9310344827586207,464.69752960000005,None,None,464.69752960000005,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
29,0,29,0,,,,,,,,,,0,2,1,50,1,4.79396941305267,2.24098228083631,None,466.50216249999903,None,468.71909580999835,468.71909580999835,None,[],['b'],[0.014622900000176742],470.72437379999974,None,b,2.0146229000001767,1,1,0.9333333333333333,475.5311935999998,None,None,475.5311935999998,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
30,0,30,0,,,,,,,,,,1,1,1,50,0,4.3560033776911595,1.49331160364633,None,477.3355286999995,None,478.8024781099995,478.8024781099995,None,[],['b'],[1.38761710000108],480.80873959999917,None,b,3.38761710000108,1,0,0.9354838709677419,485.1689471999998,None,None,485.1689471999998,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
31,0,31,0,,,,,,,,,,0,2,1,50,1,2.038421555814887,1.23760834810881,None,486.969017899999,None,488.18555960999964,488.18555960999964,None,[],['z'],[0.5131342999993649],490.1907692999994,None,z,2.513134299999365,0,0,0.90625,492.24603149999894,None,None,492.24603149999894,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
32,0,32,0,,,,,,,,,,1,0,0,36,1,4.18755802100366,2.79689535976632,None,494.0528035999996,None,496.83570591000006,496.83570591000006,None,[],['z'],[0.7957616999992752],498.83936729999914,None,z,2.795761699999275,1,1,0.9090909090909091,503.04845079999905,None,None,503.04845079999905,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
33,0,33,0,,,,,,,,,,0,1,0,36,1,3.22645636662535,2.55132244875705,None,504.85241309999947,None,507.3865245099989,507.3865245099989,None,[],['z'],[0.7979419999992388],509.39028340000004,None,z,2.7979419999992388,1,1,0.9117647058823529,512.6314076999988,None,None,512.6314076999988,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
34,0,34,0,,,,,,,,,,2,0,1,50,1,4.79595120749692,1.14006717102905,None,514.4356572999986,None,515.55247291,515.55247291,None,[],['b'],[1.3218314999994618],517.5562235999987,None,b,3.321831499999462,1,1,0.9142857142857143,522.3641295999987,None,None,522.3641295999987,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
35,0,35,0,,,,,,,,,,0,1,0,36,1,4.85706913915242,2.31238477131615,None,524.169326199999,None,526.4522825099996,526.4522825099996,None,[],['z'],[2.3000077000015153],528.4575011999987,None,z,4.300007700001515,1,1,0.9166666666666666,533.3318352999995,None,None,533.3318352999995,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
36,0,36,0,,,,,,,,,,2,0,1,50,1,2.143942873030107,0.823898895776125,None,535.1357877999999,None,535.9361023099993,535.9361023099993,None,[],['b'],[0.4105647999986104],537.9392407999985,None,b,2.4105647999986104,1,1,0.918918918918919,540.0983562999991,None,None,540.0983562999991,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
37,0,37,0,,,,,,,,,,1,1,1,50,1,2.93061443445534,1.90695111352951,None,541.9025726,None,543.785919709999,543.785919709999,None,[],['b'],[0.6752395000003162],545.7886239999989,None,b,2.675239500000316,1,1,0.9210526315789473,548.7315939,None,None,548.7315939,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
38,0,38,0,,,,,,,,,,0,0,0,14,1,3.00565230777806,2.13476920223271,None,550.5358294999987,None,552.6524911099989,552.6524911099989,None,[],['z'],[1.3133777999992162],554.6582887999994,None,z,3.3133777999992162,1,1,0.9230769230769231,557.6805860999993,None,None,557.6805860999993,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
39,0,39,0,,,,,,,,,,2,2,0,36,1,4.75208449114276,1.49618260131236,None,559.4858219999987,None,560.969492909999,560.969492909999,None,[],['z'],[0.2678789000001416],562.9730943999984,None,z,2.2678789000001416,1,1,0.925,567.7478768000001,None,None,567.7478768000001,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
40,0,40,0,,,,,,,,,,1,1,1,50,1,2.269747919971076,2.99272735241982,None,569.5526436,None,572.5193147100001,572.5193147100001,None,[],['b'],[0.5142320000013569],574.5235616999998,None,b,2.514232000001357,1,1,0.926829268292683,576.8063862999988,None,None,576.8063862999988,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
41,0,41,0,,,,,,,,,,2,2,0,36,1,2.661399651610695,2.96697800987238,None,578.6194125999991,None,581.5692017099993,581.5692017099993,None,[],['z'],[0.3855505000010453],583.5722595999996,None,z,2.3855505000010453,1,1,0.9285714285714286,586.2479896999994,None,None,586.2479896999994,None,,,,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,588.0527356000002,None,,,,,,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.052862999999,None,None,593.052862999999,None,,,,,,,,,,,,CBC_1055,3,3,3,3,5,0.95,2024-03-03_11h11.32.283,MSI_TV_v1,2022.1.1,59.74229563364028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[2, 1, 0]",b,z,0.8571428571428571,1.0,0.9285714285714286,37,0,5,,,,,,,,,,,,
