trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0,1,50,1,4.3560033776911595,2.71666458349534,None,167.33011119999992,None,170.0298859000005,170.0298859000005,None,[],['b'],[0.428101899999092],172.02615680000054,None,b,2.428101899999092,1,1,0.4444444444444444,176.39576959999977,None,None,176.39576959999977,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
9,0,9,0,,,,,,,,,,0,2,0,36,1,4.18755802100366,2.55132244875705,None,178.19780619999983,None,180.7309812000004,180.7309812000004,None,[],['b'],[0.3975251000001663],182.73050860000058,None,b,2.3975251000001663,0,0,0.4,186.94133340000008,None,None,186.94133340000008,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
10,0,10,0,,,,,,,,,,1,0,0,36,1,2.096051788593735,3.25187717164471,None,188.74760549999974,None,191.98117629999987,191.98117629999987,None,[],['r'],[1.3757771999999022],193.98573940000006,None,r,3.3757771999999022,1,1,0.45454545454545453,196.0956716999999,None,None,196.0956716999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
11,0,11,0,,,,,,,,,,0,1,1,50,1,2.9608932424063896,0.767372347918183,None,197.89707530000032,None,198.64819559999987,198.64819559999987,None,[],['b'],[0.8983074999996461],200.6470816000001,None,b,2.898307499999646,1,1,0.5,203.6272767999999,None,None,203.6272767999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
12,0,12,0,,,,,,,,,,1,0,0,36,1,4.79595120749692,1.93473628110684,None,205.4311163000002,None,207.3478747,207.3478747,None,[],['r'],[1.0292677999996158],209.3510164999998,None,r,3.029267799999616,1,1,0.5384615384615384,214.16202560000056,None,None,214.16202560000056,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
13,0,13,0,,,,,,,,,,0,1,1,50,1,2.038421555814887,1.52074017648695,None,215.9633672,None,217.46479250000002,217.46479250000002,None,[],['b'],[0.7916992999998911],219.47043440000016,None,b,2.791699299999891,1,1,0.5714285714285714,221.52850349999972,None,None,221.52850349999972,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
14,0,14,0,,,,,,,,,,2,2,0,14,1,2.0691390047117237,2.19546497995913,None,223.33123440000054,None,225.5149379000005,225.5149379000005,None,[],['r'],[0.04201479999937874],227.51978599999984,None,r,2.0420147999993787,1,1,0.6,229.6104032000003,None,None,229.6104032000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
15,0,15,0,,,,,,,,,,0,1,1,50,0,3.08399219778019,2.96697800987238,None,231.41387000000032,None,234.34824680000028,234.34824680000028,None,[],['r'],[1.6120264999999563],236.3452312999998,None,r,3.6120264999999563,0,1,0.5625,239.44585879999977,None,None,239.44585879999977,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
16,0,16,0,,,,,,,,,,1,0,0,36,1,4.79396941305267,2.46471651569721,None,241.2477660000004,None,243.69815579999985,243.69815579999985,None,[],['r'],[0.8954186999999365],245.70062010000038,None,r,2.8954186999999365,1,1,0.5882352941176471,250.51096359999974,None,None,250.51096359999974,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
17,0,17,0,,,,,,,,,,0,1,1,50,1,3.3535975560099702,2.99272735241982,None,252.31459859999995,None,255.28144619999975,255.28144619999975,None,[],"['b', 'r']","[0.4451415999992605, 3.04617639999924]",257.2853396999999,None,b,2.4451415999992605,1,1,0.6111111111111112,260.66027889999987,None,None,260.66027889999987,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
18,0,18,0,,,,,,,,,,2,0,1,50,1,3.8873543302872697,1.14006717102905,None,262.4649298000004,None,263.58192320000046,263.58192320000046,None,[],['r'],[0.8922153999992588],265.5858086999997,None,r,2.892215399999259,0,0,0.5789473684210527,269.4808101999997,None,None,269.4808101999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
19,0,19,0,,,,,,,,,,0,2,0,36,1,2.260653249681576,2.46643561303325,None,271.28155289999995,None,273.73179840000023,273.73179840000023,None,[],['r'],[0.4280120999992505],275.7366225000005,None,r,2.4280120999992505,1,1,0.6,278.0106759,None,None,278.0106759,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
20,0,20,0,,,,,,,,,,2,1,0,36,1,4.75208449114276,2.31238477131615,None,279.81364159999976,None,282.0982212,282.0982212,None,[],['b'],[0.4396408999991763],284.1021459000003,None,b,2.4396408999991763,0,0,0.5714285714285714,288.8742050000001,None,None,288.8742050000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
21,0,21,0,,,,,,,,,,1,0,0,36,1,3.8484563543876202,0.859460502749755,None,290.6818032000001,None,291.51500000000044,291.51500000000044,None,[],['r'],[1.8377528999999413],293.51909760000035,None,r,3.8377528999999413,1,1,0.5909090909090909,297.39524880000045,None,None,297.39524880000045,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
22,0,22,0,,,,,,,,,,0,1,1,50,1,2.93061443445534,2.68012679460483,None,299.1979704000005,None,301.86512310000046,301.86512310000046,None,[],['b'],[2.5003557],303.8678055999999,None,b,4.5003557,1,1,0.6086956521739131,306.81184099999973,None,None,306.81184099999973,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
23,0,23,0,,,,,,,,,,1,2,1,50,1,2.269747919971076,1.85507739556255,None,308.6151193000005,None,310.4476987999998,310.4476987999998,None,[],['b'],[0.5248537999996188],312.44310159999986,None,b,2.524853799999619,1,1,0.625,314.7271470000005,None,None,314.7271470000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
24,0,24,0,,,,,,,,,,2,1,0,36,1,2.533372966674614,1.49618260131236,None,316.53157680000004,None,318.0148701999998,318.0148701999998,None,[],['b'],[0.5122238999992987],320.02052840000033,None,b,2.5122238999992987,0,0,0.6,322.57706020000023,None,None,322.57706020000023,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
25,0,25,0,,,,,,,,,,1,2,1,50,1,4.89745263827305,3.093067417437,None,324.38165200000003,None,327.44840020000004,327.44840020000004,None,[],['b'],[0.5771708999991461],329.4543166000003,None,b,2.577170899999146,1,1,0.6153846153846154,334.37762590000057,None,None,334.37762590000057,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
26,0,26,0,,,,,,,,,,2,0,1,50,1,3.00616914487701,2.711340609857,None,336.1806078999998,None,338.86407859999974,338.86407859999974,None,[],['b'],[0.6329481000002488],340.8608592999999,None,b,2.632948100000249,1,1,0.6296296296296297,343.8808767999999,None,None,343.8808767999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
27,0,27,0,,,,,,,,,,1,1,0,14,1,2.661399651610695,1.23760834810881,None,345.68187190000026,None,346.8988227000001,346.8988227000001,None,[],['r'],[0.34591099999943253],348.8988982000001,None,r,2.3459109999994325,1,1,0.6428571428571429,351.5636826,None,None,351.5636826,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
28,0,28,0,,,,,,,,,,0,2,0,36,1,3.78496720151373,0.864984636888209,None,353.36495660000037,None,354.21397160000026,354.21397160000026,None,[],['r'],[1.1453907999994044],356.2112807000003,None,r,3.1453907999994044,1,1,0.6551724137931034,360.0107087000006,None,None,360.0107087000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
29,0,29,0,,,,,,,,,,1,0,0,36,1,2.0935163976022517,1.1680331695907,None,361.81397860000015,None,362.9656704999999,362.9656704999999,None,[],['r'],[0.5163376000000426],364.9695756000001,None,r,2.5163376000000426,1,1,0.6666666666666666,367.06369689999974,None,None,367.06369689999974,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
30,0,30,0,,,,,,,,,,0,1,1,50,1,3.00565230777806,1.49331160364633,None,368.86529040000005,None,370.3318605000005,370.3318605000005,None,[],['b'],[1.430404599999747],372.3305677999997,None,b,3.430404599999747,1,1,0.6774193548387096,375.36441079999986,None,None,375.36441079999986,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
31,0,31,0,,,,,,,,,,2,0,1,50,0,3.22645636662535,2.9722947448457,None,377.1640715000003,None,380.11503060000007,380.11503060000007,None,[],['b'],[0.8542659999993703],382.1120636000005,None,b,2.8542659999993703,1,0,0.6875,385.3575971,None,None,385.3575971,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
32,0,32,0,,,,,,,,,,1,2,1,50,1,3.0795770157756097,1.90695111352951,None,387.16493900000023,None,389.0484515999998,389.0484515999998,None,[],['b'],[1.1960337999998956],391.0525743999997,None,b,3.1960337999998956,1,1,0.696969696969697,394.1445227000004,None,None,394.1445227000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
33,0,33,0,,,,,,,,,,2,1,0,36,1,3.19303509672656,0.760509851028298,None,395.9487535999997,None,396.68222549999984,396.68222549999984,None,[],['b'],[2.000688799999807],398.68566720000035,None,b,4.000688799999807,0,0,0.6764705882352942,401.89485609999974,None,None,401.89485609999974,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
34,0,34,0,,,,,,,,,,0,2,0,36,1,2.755584162388418,2.2926827756088,None,403.69877069999984,None,405.9655266000001,405.9655266000001,None,[],['r'],[0.23095130000001518],407.9608352000005,None,r,2.230951300000015,1,1,0.6857142857142857,410.7306294,None,None,410.7306294,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
35,0,35,0,,,,,,,,,,2,0,1,50,1,2.435645686656409,0.823898895776125,None,412.5322864,None,413.3319935999999,413.3319935999999,None,[],['r'],[1.4769871999997122],415.3336755999999,None,r,3.476987199999712,0,0,0.6666666666666666,417.79560070000025,None,None,417.79560070000025,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
36,0,36,0,,,,,,,,,,1,2,1,50,1,3.6791616380244196,2.18142366553255,None,419.59894650000024,None,421.7657016000004,421.7657016000004,b,['b'],None,,423.77016230000027,None,b,1.8501264999995328,1,1,0.6756756756756757,427.4618409000004,None,None,427.4618409000004,None,1.8501264999995328,[1.8501264999995328],,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
37,0,37,0,,,,,,,,,,2,1,0,36,1,2.664345149861413,2.13476920223271,None,429.26520940000046,None,431.382111,431.382111,None,[],['b'],[0.3461882000001424],433.3804062999998,None,b,2.3461882000001424,0,0,0.6578947368421053,436.04795730000023,None,None,436.04795730000023,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
38,0,38,0,,,,,,,,,,0,0,0,14,1,3.0109893695593497,0.872854310065634,None,437.8489969000002,None,438.69815589999973,438.69815589999973,None,[],"['r', 'b']","[1.4113859999997658, 1.421496300000399]",440.6934514000004,None,r,3.4113859999997658,1,1,0.6666666666666666,443.7144644,None,None,443.7144644,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
39,0,39,0,,,,,,,,,,2,2,0,14,1,4.638307379983409,2.79689535976632,None,445.5155715000001,None,448.29909039999995,448.29909039999995,b,"['b', 'r']","['r', 'r', 'r']","[1.4337343999995937, 1.7928321999997934, 2.202920400000039]",450.3004412999999,None,b,1.7628115999996226,0,0,0.65,454.96107219999976,None,None,454.96107219999976,None,1.7628115999996226,"[1.7628115999996226, 1.8465779999996812]",,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
40,0,40,0,,,,,,,,,,0,1,1,50,1,2.070770331037005,1.931001549337,None,456.7647586000003,None,458.6659289999999,458.6659289999999,None,[],['b'],[0.37582969999948546],460.6692165000004,None,b,2.3758296999994855,1,1,0.6585365853658537,462.7634804999998,None,None,462.7634804999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
41,0,41,0,,,,,,,,,,1,2,1,50,1,3.75606544973216,1.09364692357212,None,464.5656564000001,None,465.63259889999983,465.63259889999983,None,[],['b'],[0.5772685999991154],467.6373454000004,None,b,2.5772685999991154,1,1,0.6666666666666666,471.4122397000001,None,None,471.4122397000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,473.21561250000013,None,,,,,,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.21570560000055,None,None,478.21570560000055,None,,,,,,,,,,,,CBC_1104,002,6,3,0,9,0.95,2024-05-29_15h18.48.519,MSI_TV_v1,2022.1.1,60.011294125535464,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[1, 2, 0]",b,r,0.5714285714285714,0.7142857142857143,0.7142857142857143,28,0,14,,,,,,,,,,,,
