trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,1,0,36,1,3.22645636662535,1.92795341140246,None,197.0231031000003,None,198.996623,None,199.00663384000018,None,['r'],198.996623,None,None,,200.9396082000003,None,r,1.2753631999994468,1,1,1.0,204.17963620000046,None,None,204.17963620000046,None,[1.2753631999994468],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
9,0,9,0,,,,,,,,,,0,2,0,36,1,4.79396941305267,1.85507739556255,None,205.98891540000022,None,207.89201100000082,None,207.88958860000002,None,None,207.89201100000082,None,['r'],[0.07186229999933857],209.8401029000006,None,r,2.0718622999993386,1,1,1.0,214.64738040000066,None,None,214.64738040000066,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
10,0,10,0,,,,,,,,,,2,1,0,36,1,2.0691390047117237,3.19646747994707,None,216.45645330000025,None,219.7097160000003,None,219.70645729999978,None,None,219.7097160000003,None,['r'],[0.5050822999992306],221.65654500000073,None,r,2.5050822999992306,1,1,1.0,223.74870350000037,None,None,223.74870350000037,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
11,0,11,0,,,,,,,,,,1,2,1,50,1,3.75606544973216,2.46471651569721,None,225.55643170000076,None,228.0774276000002,None,228.08977094000056,None,['b'],228.0774276000002,None,None,,230.02306190000036,None,b,1.3310080999999627,1,1,1.0,233.79821340000035,None,None,233.79821340000035,None,[1.3310080999999627],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
12,0,12,0,,,,,,,,,,0,1,1,50,1,3.19303509672656,0.886051557539332,None,235.6064036000007,None,236.5450879,None,236.55658834000042,None,None,236.5450879,None,['b'],[0.4878668999990623],238.48991520000072,None,b,2.4878668999990623,1,1,1.0,241.69880250000006,None,None,241.69880250000006,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
13,0,13,0,,,,,,,,,,2,0,1,50,1,2.664345149861413,2.46643561303325,None,243.50692640000034,None,246.02397780000047,None,246.02297640000052,None,['b'],246.02397780000047,None,None,,247.97331020000001,None,b,1.4717738999997891,1,1,1.0,250.6463988000005,None,None,250.6463988000005,None,[1.4717738999997891],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
14,0,14,0,,,,,,,,,,0,2,0,36,1,2.0935163976022517,0.859460502749755,None,252.4568289000008,None,253.36288160000004,None,253.37314974000037,None,['r'],253.36288160000004,None,None,,255.3068557000006,None,r,1.4740744999999151,1,1,1.0,257.41292560000056,None,None,257.41292560000056,None,[1.4740744999999151],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
15,0,15,0,,,,,,,,,,2,0,1,50,1,2.396355568442425,2.9722947448457,None,259.22339120000015,None,262.24149190000026,None,262.2399110000006,None,['b'],262.24149190000026,None,None,,264.1900140000007,None,b,1.307252999999946,1,1,1.0,266.5988073000008,None,None,266.5988073000008,None,[1.307252999999946],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
16,0,16,0,,,,,,,,,,0,1,1,50,1,2.661399651610695,2.96697800987238,None,268.40663140000015,None,271.42678950000027,None,271.42336720000003,None,['b'],271.42678950000027,None,None,,273.3732318000002,None,b,1.4897783999995227,1,1,1.0,276.04866390000007,None,None,276.04866390000007,None,[1.4897783999995227],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
17,0,17,0,,,,,,,,,,1,0,0,36,1,2.269747919971076,2.31238477131615,None,277.8569053000001,None,280.2100760000003,None,280.2073268000004,None,['r'],280.2100760000003,None,None,,282.15680900000007,None,r,1.6812033999995037,1,1,1.0,284.44941760000074,None,None,284.44941760000074,None,[1.6812033999995037],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
18,0,18,0,,,,,,,,,,0,1,1,50,1,4.75208449114276,2.41859016397919,None,286.2569484000005,None,288.72892690000026,None,288.7400105400002,None,['b'],288.72892690000026,None,None,,290.6732159000003,None,b,1.1142777999993996,1,1,1.0,295.44732850000037,None,None,295.44732850000037,None,[1.1142777999993996],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
19,0,19,0,,,,,,,,,,1,2,1,50,1,3.00616914487701,2.79689535976632,None,297.2567699000001,None,300.11301280000043,None,300.1233879399997,None,['b'],300.11301280000043,None,None,,302.0569314000004,None,b,1.245467099999587,1,1,1.0,305.0801697000006,None,None,305.0801697000006,None,[1.245467099999587],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
20,0,20,0,,,,,,,,,,0,0,0,14,1,3.0795770157756097,2.68012679460483,None,306.89018730000043,None,309.6255901000004,None,309.62337670000034,None,['r'],309.6255901000004,None,None,,311.57334700000047,None,r,1.5775696000000607,1,1,1.0,314.6608417000007,None,None,314.6608417000007,None,[1.5775696000000607],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
21,0,21,0,,,,,,,,,,1,2,1,50,1,4.638307379983409,0.823898895776125,None,316.47338990000026,None,317.34315610000067,None,317.3400238000004,None,['b'],317.34315610000067,None,None,,319.2900255000004,None,b,1.282912299999225,1,1,1.0,323.94479970000066,None,None,323.94479970000066,None,[1.282912299999225],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
22,0,22,0,,,,,,,,,,2,0,1,50,0,3.0109893695593497,1.931001549337,None,325.7570097000007,None,327.74884810000003,None,327.75678184000026,None,['b'],327.74884810000003,None,None,,329.6902463000006,None,b,1.510446100000081,1,0,1.0,332.71418860000085,None,None,332.71418860000085,None,[1.510446100000081],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
23,0,23,0,,,,,,,,,,1,1,0,14,1,4.79595120749692,1.23760834810881,None,334.52413720000004,None,335.81171540000014,None,335.8241187399999,None,['r'],335.81171540000014,None,None,,337.7570592000002,None,r,1.748546499999975,1,1,1.0,342.5647714000006,None,None,342.5647714000006,None,[1.748546499999975],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
24,0,24,0,,,,,,,,,,2,0,1,50,1,3.35750049552731,2.2926827756088,None,344.3738006000003,None,346.71012790000077,None,346.70670750000045,None,['b'],346.71012790000077,None,None,,348.6570608000002,None,b,1.2784129000001485,1,1,1.0,352.03224070000033,None,None,352.03224070000033,None,[1.2784129000001485],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
25,0,25,0,,,,,,,,,,0,2,0,36,1,3.8484563543876202,1.1680331695907,None,353.84034580000025,None,355.06269370000064,None,355.0728140399997,None,['b'],355.06269370000064,None,"['r', 'r']","[0.656589599999279, 1.094569899999442]",357.0069174,None,b,1.4657942000003459,0,0,0.9615384615384616,360.86360870000044,None,None,360.86360870000044,None,[1.4657942000003459],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
26,0,26,0,,,,,,,,,,2,1,0,36,1,2.096051788593735,2.93253104700369,None,362.6737638000004,None,365.6570950000005,None,365.6569967000005,None,['r'],365.6570950000005,None,None,,367.60694440000043,None,r,1.2499662999989596,1,1,0.9629629629629629,369.7149863000004,None,None,369.7149863000004,None,[1.2499662999989596],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
27,0,27,0,,,,,,,,,,1,0,0,36,1,2.8965037234387068,2.32696722275902,None,371.5242642000003,None,373.89708190000056,None,373.9070512400003,None,None,373.89708190000056,None,['r'],[1.4432960000003732],375.84051080000063,None,r,3.443296000000373,1,1,0.9642857142857143,378.74922440000046,None,None,378.74922440000046,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
28,0,28,0,,,,,,,,,,0,1,1,50,1,4.3560033776911595,3.44771472893932,None,380.55726930000037,None,384.0636319000005,None,384.07367174000046,None,None,384.0636319000005,None,['b'],[1.2616525999992518],386.0074106000002,None,b,3.261652599999252,1,1,0.9655172413793104,390.38111410000056,None,None,390.38111410000056,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
29,0,29,0,,,,,,,,,,1,0,0,36,1,2.435645686656409,2.18142366553255,None,392.1906469000005,None,394.4233075000002,None,394.42382950000047,None,None,394.4233075000002,None,['r'],[0.6395958999992217],396.37400940000043,None,r,2.6395958999992217,1,1,0.9666666666666667,398.83015350000005,None,None,398.83015350000005,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
30,0,30,0,,,,,,,,,,2,2,0,14,1,2.93061443445534,2.19546497995913,None,400.64038060000075,None,402.87809350000043,None,402.8904882400002,None,['r'],402.87809350000043,None,None,,404.82391800000005,None,r,1.3945539999995162,1,1,0.967741935483871,407.76541670000006,None,None,407.76541670000006,None,[1.3945539999995162],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
31,0,31,0,,,,,,,,,,1,1,0,14,1,3.8873543302872697,2.55132244875705,None,409.5739366000007,None,412.18103340000016,None,412.19048114,None,['r'],412.18103340000016,None,None,,414.1245396000004,None,r,1.171303899999657,1,1,0.96875,418.03007310000066,None,None,418.03007310000066,None,[1.171303899999657],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
32,0,32,0,,,,,,,,,,2,0,1,50,1,3.08399219778019,0.864984636888209,None,419.84083480000027,None,420.7583258000004,None,420.7570205000002,None,None,420.7583258000004,None,['b'],[0.4104740999991918],422.7075197000004,None,b,2.410474099999192,1,1,0.9696969696969697,425.7940475000005,None,None,425.7940475000005,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
33,0,33,0,,,,,,,,,,0,1,1,50,0,4.08205346963855,1.09364692357212,None,427.6073307000006,None,428.7473572000008,None,428.75716913999986,None,None,428.7473572000008,None,['b'],[0.30958669999927224],430.69051910000053,None,b,2.3095866999992722,1,0,0.9705882352941176,434.77987010000015,None,None,434.77987010000015,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
34,0,34,0,,,,,,,,,,1,0,0,36,1,3.78496720151373,1.14006717102905,None,436.59077250000064,None,437.78044690000024,None,437.7906502400001,None,None,437.78044690000024,None,['r'],[0.410709499999939],439.72429310000007,None,r,2.410709499999939,1,1,0.9714285714285714,443.5323287000001,None,None,443.5323287000001,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
35,0,35,0,,,,,,,,,,2,1,0,36,1,2.9608932424063896,1.93473628110684,None,445.3413244000003,None,447.3304500000004,None,447.3406439400005,None,None,447.3304500000004,None,['r'],[0.10204069999963394],449.2742693,None,r,2.102040699999634,1,1,0.9722222222222222,452.2497920000005,None,None,452.2497920000005,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
36,0,36,0,,,,,,,,,,1,2,1,50,1,2.070770331037005,3.25187717164471,None,454.05732160000025,None,457.36107020000054,None,457.35734090000005,None,None,457.36107020000054,None,['b'],[0.22570699999960198],459.3072821000005,None,b,2.225706999999602,1,1,0.972972972972973,461.3978936000003,None,None,461.3978936000003,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
37,0,37,0,,,,,,,,,,2,1,0,36,1,2.533372966674614,2.71666458349534,None,463.2075818000003,None,465.97062350000033,None,465.97388930000034,None,['r'],465.97062350000033,None,None,,467.92426870000054,None,r,1.3447194999998828,1,1,0.9736842105263158,470.46566710000025,None,None,470.46566710000025,None,[1.3447194999998828],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
38,0,38,0,,,,,,,,,,0,2,0,36,1,2.260653249681576,1.52074017648695,None,472.2740452000007,None,473.84703030000037,None,473.85734864000005,None,['r'],473.84703030000037,None,None,,475.79087290000007,None,r,1.3446054999994885,1,1,0.9743589743589743,478.06405930000074,None,None,478.06405930000074,None,[1.3446054999994885],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
39,0,39,0,,,,,,,,,,2,0,1,50,1,4.18755802100366,2.24098228083631,None,479.8743576000006,None,482.1664522000001,None,482.1741702400004,None,['b'],482.1664522000001,None,None,,484.1074079,None,b,1.5143122999998013,1,1,0.975,488.3165409000003,None,None,488.3165409000003,None,[1.5143122999998013],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
40,0,40,0,,,,,,,,,,1,2,1,50,1,2.143942873030107,2.13476920223271,None,490.1245650000001,None,492.3127596000004,None,492.3239907400002,None,['b'],492.3127596000004,None,None,,494.2574256000007,None,b,1.4237615999991249,1,1,0.975609756097561,496.4136980000003,None,None,496.4136980000003,None,[1.4237615999991249],,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
41,0,41,0,,,,,,,,,,0,1,1,50,1,4.85706913915242,1.90695111352951,None,498.2240580000007,None,500.18120380000073,None,500.19071114000053,None,None,500.18120380000073,None,['b'],[0.16413009999905626],502.1247168,None,b,2.1641300999990563,1,1,0.9761904761904762,506.9994576000008,None,None,506.9994576000008,None,,,,,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,508.80773430000045,None,,,,,,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.8077942,None,None,513.8077942,None,,,,,,,,,,,,CBC_1104,001,4,2,2,9,0.95,2024-05-29_15h10.39.224,MSI_AV_v1,2022.1.1,60.02228027020536,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[1, 2, 0]",b,r,1.0,0.9285714285714286,1.0,39,0,3,,,,,,,,,,,,
