trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
24,0,24,0,,,,,,,,,,0,2,1,50,1,3.0795770157756097,1.52074017648695,None,582.2035555999992,None,583.7038140399994,583.7038140399994,None,[],['z'],[0.4273155000009865],585.7087403999994,None,z,2.4273155000009865,1,1,0.76,588.8006122999996,None,None,588.8006122999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
25,0,25,0,,,,,,,,,,1,1,1,50,1,3.35750049552731,2.71666458349534,None,590.6040825,None,593.3038147399997,593.3038147399997,None,[],['z'],[1.0751718000001347],595.3084027999994,None,z,3.0751718000001347,1,1,0.7692307692307693,598.6825006999998,None,None,598.6825006999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
26,0,26,0,,,,,,,,,,2,2,0,36,1,4.638307379983409,2.46471651569721,None,600.4872359999999,None,602.9369680399999,602.9369680399999,None,[],['b'],[0.6766960000004474],604.9436469999991,None,b,2.6766960000004474,1,1,0.7777777777777778,609.6023110999995,None,None,609.6023110999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
27,0,27,0,,,,,,,,,,0,1,0,36,1,2.533372966674614,2.46643561303325,None,611.4038817999999,None,613.8543554399997,613.8543554399997,None,[],['z'],[1.6721829000007347],615.8569705999998,None,z,3.6721829000007347,0,0,0.75,618.4164035999993,None,None,618.4164035999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
28,0,28,0,,,,,,,,,,2,2,0,36,1,4.18755802100366,2.68012679460483,None,620.2203092999998,None,622.8877288399993,622.8877288399993,None,[],['b'],[0.48751030000130413],624.8909521999994,None,b,2.487510300001304,1,1,0.7586206896551724,629.1012087999998,None,None,629.1012087999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
29,0,29,0,,,,,,,,,,1,1,1,50,1,2.0691390047117237,0.864984636888209,None,630.9038733999996,None,631.7540481399996,631.7540481399996,None,[],['b'],[0.6735515999998825],633.7626231999993,None,b,2.6735515999998825,0,0,0.7333333333333333,635.8483250999998,None,None,635.8483250999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
30,0,30,0,,,,,,,,,,0,0,0,14,1,3.00616914487701,0.767372347918183,None,637.6540314999993,None,638.4040592399991,638.4040592399991,None,[],['b'],[0.6272491000008813],640.4091716999992,None,b,2.6272491000008813,1,1,0.7419354838709677,643.4335547999999,None,None,643.4335547999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
31,0,31,0,,,,,,,,,,1,2,0,14,1,3.00565230777806,3.093067417437,None,645.2374041999992,None,648.3041213399996,648.3041213399996,None,[],['z'],[1.5045286000004126],650.3080436999999,None,z,3.5045286000004126,0,0,0.71875,653.3327022999993,None,None,653.3327022999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
32,0,32,0,,,,,,,,,,2,0,1,50,1,2.755584162388418,1.09364692357212,None,655.1374320999994,None,656.2047688399992,656.2047688399992,None,[],['z'],[0.7189604000004692],658.2086664999997,None,z,2.7189604000004692,1,1,0.7272727272727273,660.983424,None,None,660.983424,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
33,0,33,0,,,,,,,,,,0,1,0,36,1,2.070770331037005,3.19646747994707,None,662.7876391999998,None,665.9710002399992,665.9710002399992,None,[],['z'],[1.3482934000012392],667.9811105999997,None,z,3.348293400001239,0,0,0.7058823529411765,670.0619652999994,None,None,670.0619652999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
34,0,34,0,,,,,,,,,,2,0,1,50,1,4.79396941305267,2.79689535976632,None,671.8707973999999,None,674.6543605399996,674.6543605399996,None,[],['z'],[0.8518108000007487],676.6604834,None,z,2.8518108000007487,1,1,0.7142857142857143,681.4683666999999,None,None,681.4683666999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
35,0,35,0,,,,,,,,,,0,1,0,36,1,2.664345149861413,1.90695111352951,None,683.2707283,None,685.1540111399994,685.1540111399994,None,[],['b'],[0.8119947000004686],687.1605694999998,None,b,2.8119947000004686,1,1,0.7222222222222222,689.8502762999997,None,None,689.8502762999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
36,0,36,0,,,,,,,,,,1,0,0,36,1,4.057112590273469,1.93473628110684,None,691.6545735,None,693.5710471399992,693.5710471399992,None,[],['z'],[1.0801822000003085],695.5753682999994,None,z,3.0801822000003085,0,0,0.7027027027027027,699.6483368999998,None,None,699.6483368999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
37,0,37,0,,,,,,,,,,0,2,1,50,1,2.396355568442425,2.711340609857,None,701.4542869999996,None,704.1376256399993,704.1376256399993,None,[],['z'],[1.2738392000010208],706.1433737999996,None,z,3.273839200001021,1,1,0.7105263157894737,708.5676740999997,None,None,708.5676740999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
38,0,38,0,,,,,,,,,,1,0,0,36,1,3.78496720151373,2.31238477131615,None,710.3710621,None,712.6544672399999,712.6544672399999,None,[],['b'],[0.7468042000009518],714.6590064999991,None,b,2.746804200000952,1,1,0.717948717948718,718.4689339999995,None,None,718.4689339999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
39,0,39,0,,,,,,,,,,0,2,1,50,0,3.75606544973216,2.18142366553255,None,720.2708814999996,None,722.4377233399995,722.4377233399995,None,[],['z'],[0.8367829000007987],724.4441640999994,None,z,2.8367829000007987,1,0,0.725,728.2152523999994,None,None,728.2152523999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
40,0,40,0,,,,,,,,,,1,1,1,50,1,2.0935163976022517,1.49331160364633,None,730.0210121999999,None,731.4878446399993,731.4878446399993,None,[],['z'],[0.8333979000008185],733.4939256999996,None,z,2.8333979000008185,1,1,0.7317073170731707,735.6021291999996,None,None,735.6021291999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
41,0,41,0,,,,,,,,,,2,0,1,50,1,3.6791616380244196,2.99272735241982,None,737.4043410999993,None,740.3711517399992,740.3711517399992,None,[],['z'],[1.8497310000002471],742.3760135999992,None,z,3.849731000000247,1,1,0.7380952380952381,746.0679688,None,None,746.0679688,None,,,,,,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,747.8713604999994,None,,,,,,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.8715467999991,None,None,752.8715467999991,None,,,,,,,,,,,,CBC_1106,1,6,2,5,11,0.95,2024-10-18_14h09.54.931,MSI_TV_v1,2022.1.1,60.5259462624927,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[2, 1, 0]",z,b,0.6428571428571429,0.8571428571428571,0.7142857142857143,29,0,13,,,,,,,,,,,,
