trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
16,0,16,0,,,,,,,,,,0,2,1,50,1,4.3560033776911595,0.886051557539332,None,411.6976513999998,None,412.5635782199994,412.5635782199994,None,[],['z'],[1.795022099999187],414.55977560000065,None,z,3.795022099999187,0,0,0.4117647058823529,418.94048459999976,None,None,418.94048459999976,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
17,0,17,0,,,,,,,,,,1,1,0,36,1,3.8873543302872697,3.19646747994707,None,420.74743789999957,None,423.9309581200001,423.9309581200001,None,[],['z'],[1.3633179000007658],425.93177099999957,None,z,3.363317900000766,1,1,0.4444444444444444,429.8430917000005,None,None,429.8430917000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
18,0,18,0,,,,,,,,,,0,2,1,50,1,2.93061443445534,0.760509851028298,None,431.6475030999991,None,432.3809743200005,432.3809743200005,None,[],['b'],[1.8778189000004204],434.3835201999991,None,b,3.8778189000004204,1,1,0.47368421052631576,437.3259304000003,None,None,437.3259304000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
19,0,19,0,,,,,,,,,,1,0,1,50,1,3.3535975560099702,0.872854310065634,None,439.1307321000004,None,439.98108441999887,439.98108441999887,None,[],['b'],[0.3837968000007095],441.98398259999885,None,b,2.3837968000007095,1,1,0.5,445.357560299999,None,None,445.357560299999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
20,0,20,0,,,,,,,,,,0,1,0,14,1,3.00565230777806,2.24098228083631,None,447.1646275999992,None,449.38092711999946,449.38092711999946,None,[],None,,451.38501709999946,None,None,[],0,3,0.47619047619047616,454.4291558999994,None,None,454.4291558999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
21,0,21,0,,,,,,,,,,1,0,1,50,1,4.638307379983409,2.96697800987238,None,456.21427910000057,None,459.1643278199996,459.1643278199996,None,[],['b'],[0.3361426000010397],461.16590050000013,None,b,2.3361426000010397,1,1,0.5,465.82641779999904,None,None,465.82641779999904,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
22,0,22,0,,,,,,,,,,2,1,1,50,0,2.435645686656409,1.23760834810881,None,467.6308289999997,None,468.84671261999995,468.84671261999995,None,[],['b'],[0.27216410000073665],470.8456435999997,None,b,2.2721641000007367,1,0,0.5217391304347826,473.2923489999994,None,None,473.2923489999994,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
23,0,23,0,,,,,,,,,,1,2,0,14,1,3.75606544973216,0.823898895776125,None,475.0975811999997,None,475.89773991999994,475.89773991999994,z,['z'],None,,477.9032451999992,None,z,1.5828048000021226,1,1,0.5416666666666666,481.6641018999999,None,None,481.6641018999999,None,1.5828048000021226,[1.5828048000021226],,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
24,0,24,0,,,,,,,,,,2,1,1,50,1,4.85706913915242,1.1680331695907,None,483.46453289999954,None,484.6145231199995,484.6145231199995,None,[],['b'],[2.1214825000006385],486.6185048999996,None,b,4.1214825000006385,1,1,0.56,491.49290870000004,None,None,491.49290870000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
25,0,25,0,,,,,,,,,,0,0,0,36,1,4.75208449114276,1.93473628110684,None,493.29778129999977,None,495.21452722000015,495.21452722000015,None,[],['z'],[0.41801309999937075],497.22015309999915,None,z,2.4180130999993708,1,1,0.5769230769230769,501.99177000000054,None,None,501.99177000000054,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
26,0,26,0,,,,,,,,,,2,2,0,36,1,3.00616914487701,2.79689535976632,None,503.7977386999992,None,506.5820608199998,506.5820608199998,None,[],['b'],[1.0262578000019857],508.58561799999916,None,b,3.0262578000019857,0,0,0.5555555555555556,511.60848070000065,None,None,511.60848070000065,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
27,0,27,0,,,,,,,,,,1,1,0,36,1,4.79595120749692,2.32696722275902,None,513.4141008999995,None,515.7144171200003,515.7144171200003,None,[],"['b', 'z']","[1.901190400001724, 2.4388647000014316]",517.7186490999993,None,b,3.901190400001724,0,0,0.5357142857142857,522.5252949999995,None,None,522.5252949999995,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
28,0,28,0,,,,,,,,,,0,2,1,50,1,3.0795770157756097,2.99272735241982,None,524.3311582999995,None,527.2980857200006,527.2980857200006,None,[],['b'],[0.7517418999996153],529.3034518000004,None,b,2.7517418999996153,1,1,0.5517241379310345,532.4099597999993,None,None,532.4099597999993,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
29,0,29,0,,,,,,,,,,1,1,0,36,1,4.057112590273469,1.90695111352951,None,534.2145746999995,None,536.09809362,536.09809362,z,['z'],None,,538.1013717999995,None,z,1.7473235000015848,1,1,0.5666666666666667,542.1767567000006,None,None,542.1767567000006,None,1.7473235000015848,[1.7473235000015848],,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
30,0,30,0,,,,,,,,,,2,0,0,14,1,3.8484563543876202,1.92795341140246,None,543.9812022000006,None,545.8813686199998,545.8813686199998,z,['z'],None,,547.8855602999993,None,z,1.6013091000004351,1,1,0.5806451612903226,551.7603669,None,None,551.7603669,None,1.6013091000004351,[1.6013091000004351],,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
31,0,31,0,,,,,,,,,,1,2,0,14,1,2.755584162388418,2.68012679460483,None,553.5645232000006,None,556.2312935199994,556.2312935199994,None,[],['z'],[1.4643226000007417],558.2339281999994,None,z,3.4643226000007417,1,1,0.59375,561.0099360000004,None,None,561.0099360000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
32,0,32,0,,,,,,,,,,2,1,1,50,1,2.038421555814887,1.85507739556255,None,562.814668699999,None,564.6481016200001,564.6481016200001,None,[],['b'],[1.2366632000012032],566.652021599999,None,b,3.2366632000012032,1,1,0.6060606060606061,568.7100979000006,None,None,568.7100979000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
33,0,33,0,,,,,,,,,,0,2,1,50,0,3.78496720151373,1.09364692357212,None,570.5147761999997,None,571.5814263199997,571.5814263199997,None,[],['z'],[1.454962499999965],573.5818588000002,None,z,3.454962499999965,0,1,0.5882352941176471,577.3932657000005,None,None,577.3932657000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
34,0,34,0,,,,,,,,,,1,1,0,36,1,2.269747919971076,2.71666458349534,None,579.1981985999992,None,581.8982248199997,581.8982248199997,z,['z'],None,,583.9023503999997,None,z,1.428317200001402,1,1,0.6,586.1944511000002,None,None,586.1944511000002,None,1.428317200001402,[1.428317200001402],,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
35,0,35,0,,,,,,,,,,2,2,0,36,1,2.661399651610695,2.18142366553255,None,587.9986755999998,None,590.1649768199992,590.1649768199992,None,[],['z'],[0.473821700001281],592.1714121999994,None,z,2.473821700001281,1,1,0.6111111111111112,594.8619724,None,None,594.8619724,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
36,0,36,0,,,,,,,,,,1,0,1,50,1,2.070770331037005,1.49618260131236,None,596.6649538000001,None,598.1484164199998,598.1484164199998,None,[],['b'],[0.30028649999985646],600.1534535999999,None,b,2.3002864999998565,1,1,0.6216216216216216,602.2426082999991,None,None,602.2426082999991,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
37,0,37,0,,,,,,,,,,2,2,0,36,1,3.35750049552731,3.093067417437,None,604.0482649999994,None,607.1150331199993,607.1150331199993,None,[],['b'],[0.5974247000012838],609.1187618000004,None,b,2.597424700001284,0,0,0.6052631578947368,612.4910906000005,None,None,612.4910906000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
38,0,38,0,,,,,,,,,,0,0,0,36,1,2.8965037234387068,0.767372347918183,None,614.2982429999993,None,615.0482673199991,615.0482673199991,z,['z'],None,,617.052759799999,None,z,1.754606700002114,1,1,0.6153846153846154,619.9599538000002,None,None,619.9599538000002,None,1.754606700002114,[1.754606700002114],,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
39,0,39,0,,,,,,,,,,2,1,1,50,1,3.6791616380244196,2.93253104700369,None,621.7651084999998,None,624.6818031200006,624.6818031200006,None,[],['z'],[0.8375709000010829],626.6851717999998,None,z,2.837570900001083,0,0,0.6,630.3758104999997,None,None,630.3758104999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
40,0,40,0,,,,,,,,,,1,0,1,50,1,2.396355568442425,2.13476920223271,None,632.181613499999,None,634.2984272199998,634.2984272199998,b,['b'],None,,636.3034207000001,None,b,1.5296565000007831,1,1,0.6097560975609756,638.7270315999995,None,None,638.7270315999995,None,1.5296565000007831,[1.5296565000007831],,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
41,0,41,0,,,,,,,,,,0,2,1,50,1,2.533372966674614,1.14006717102905,None,640.5320069999998,None,641.6485347200002,641.6485347200002,None,[],['z'],[0.6862361000003148],643.6525438999997,None,z,2.6862361000003148,0,0,0.5952380952380952,646.2081859999998,None,None,646.2081859999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,648.0151471999998,None,,,,,,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0150357000002,None,None,653.0150357000002,None,,,,,,,,,,,,CBC_1069,003,2,2,2,22,0.95,2024-03-01_16h33.01.600,MSI_TV_v1,2022.1.1,59.961420821696684,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[2, 0, 1]",b,z,0.35714285714285715,0.7142857142857143,0.7142857142857143,25,1,16,,,,,,,,,,,,
