trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,,,,,,,,0,1,0,14,1,2.396355568442425,2.46471651569721,None,538.8983017,None,541.3762077000001,None,541.3817120200001,None,None,541.3762077000001,None,['b'],[1.2542727000000014],543.3325671000002,None,b,3.2542727000000014,1,1,0.8181818181818182,545.7414161000006,None,None,545.7414161000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
11,0,11,0,,,,,,,,,,1,2,1,50,1,2.8965037234387068,2.79689535976632,None,547.5491486000001,None,550.4034038,None,550.4156411800004,None,None,550.4034038,None,['z'],[0.8063153000002785],552.3491835000004,None,z,2.8063153000002785,1,1,0.8333333333333334,555.2577758000007,None,None,555.2577758000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
12,0,12,0,,,,,,,,,,2,0,0,36,1,3.00616914487701,1.14006717102905,None,557.0665145000003,None,558.2541195000003,None,558.2657569800003,None,None,558.2541195000003,None,['z'],[0.5442004999995333],560.1993361000004,None,z,2.5442004999995333,0,0,0.7692307692307693,563.2230114000004,None,None,563.2230114000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
13,0,13,0,,,,,,,,,,1,1,0,36,1,4.18755802100366,0.760509851028298,None,565.0326611999999,None,565.8365233000004,None,565.849080680001,None,None,565.8365233000004,None,['b'],[0.24670580000019982],567.7826687000006,None,b,2.2467058000002,1,1,0.7857142857142857,571.9907954999999,None,None,571.9907954999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
14,0,14,0,,,,,,,,,,2,0,0,36,1,2.070770331037005,1.52074017648695,None,573.7990919000003,None,575.3709969000001,None,575.3823733800009,None,None,575.3709969000001,None,['b'],[1.072754700000587],577.3157919000005,None,b,3.072754700000587,1,1,0.8,579.4071283000003,None,None,579.4071283000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
15,0,15,0,,,,,,,,,,1,2,1,50,1,2.664345149861413,2.93253104700369,None,581.2159535000001,None,584.2004692999999,None,584.1992207500002,None,None,584.2004692999999,None,['z'],[0.5406442000003153],586.1493082000006,None,z,2.5406442000003153,1,1,0.8125,588.8239677000001,None,None,588.8239677000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
16,0,16,0,,,,,,,,,,2,0,0,36,1,2.260653249681576,2.71666458349534,None,590.6327663000002,None,593.4044842000003,None,593.4159220800011,None,None,593.4044842000003,None,['b'],[1.6940354999996998],595.3491084000007,None,b,3.6940354999997,1,1,0.8235294117647058,597.6229345000002,None,None,597.6229345000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
17,0,17,0,,,,,,,,,,1,2,1,50,1,2.9608932424063896,1.49618260131236,None,599.4325713000007,None,600.9697777000001,None,600.966259450001,None,None,600.9697777000001,None,['z'],[0.3312491000006048],602.9159015000005,None,z,2.331249100000605,1,1,0.8333333333333334,605.8906999000001,None,None,605.8906999000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
18,0,18,0,,,,,,,,,,0,0,1,50,1,3.22645636662535,2.96697800987238,None,607.6993204,None,610.7227728000007,None,610.7324405800009,None,None,610.7227728000007,None,['z'],[0.4985692000000199],612.6661000000004,None,z,2.49856920000002,1,1,0.8421052631578947,615.9067087000003,None,None,615.9067087000003,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
19,0,19,0,,,,,,,,,,2,1,1,50,1,4.75208449114276,1.93473628110684,None,617.7160205999999,None,619.7056535000002,None,619.7157737800007,None,None,619.7056535000002,None,['z'],[1.185128199999781],621.6492845000002,None,z,3.185128199999781,1,1,0.85,626.4243972000004,None,None,626.4243972000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
20,0,20,0,,,,,,,,,,0,2,0,36,1,4.85706913915242,1.09364692357212,None,628.2325808000005,None,629.3689156999999,None,629.3665304500005,None,None,629.3689156999999,None,['b'],[0.417635099999643],631.3158093000002,None,b,2.417635099999643,1,1,0.8571428571428571,636.1904430000004,None,None,636.1904430000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
21,0,21,0,,,,,,,,,,2,1,1,50,1,2.533372966674614,3.093067417437,None,637.9993611,None,641.1396948000001,None,641.1492375800008,None,None,641.1396948000001,None,['z'],[1.327440499999284],643.0834967000001,None,z,3.327440499999284,1,1,0.8636363636363636,645.6231851000002,None,None,645.6231851000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
22,0,22,0,,,,,,,,,,1,0,0,14,1,4.79595120749692,0.886051557539332,None,647.4327882000007,None,648.3684968000007,None,648.3658544500008,None,None,648.3684968000007,None,['b'],[0.4121746000000712],650.3159720000003,None,b,2.4121746000000712,1,1,0.8695652173913043,655.1227208999999,None,None,655.1227208999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
23,0,23,0,,,,,,,,,,2,2,0,14,1,2.143942873030107,1.90695111352951,None,656.9327014,None,658.8889426000005,None,658.8992679800003,None,None,658.8889426000005,None,['b'],[0.47112010000000737],660.8327501000003,None,b,2.4711201000000074,1,1,0.875,662.9910276,None,None,662.9910276,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
24,0,24,0,,,,,,,,,,0,0,1,50,0,2.661399651610695,0.859460502749755,None,664.7995551000004,None,665.7033196000002,None,665.715930280001,None,None,665.7033196000002,None,['z'],[1.8840372000004209],667.6494659,None,z,3.884037200000421,1,0,0.88,670.3201048999999,None,None,670.3201048999999,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
25,0,25,0,,,,,,,,,,1,1,0,36,1,2.755584162388418,2.19546497995913,None,672.1328631000006,None,674.3712985000002,None,674.3833630800009,None,None,674.3712985000002,None,['b'],[0.433637500000259],676.3159005000007,None,b,2.433637500000259,1,1,0.8846153846153846,679.0845112000006,None,None,679.0845112000006,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
26,0,26,0,,,,,,,,,,0,0,1,50,1,3.8873543302872697,1.23760834810881,None,680.8997337999999,None,682.1888343,None,682.1994745800012,None,None,682.1888343,None,['b'],[0.48919780000051105],684.1330340000004,None,b,2.489197800000511,0,0,0.8518518518518519,688.0399765000002,None,None,688.0399765000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
27,0,27,0,,,,,,,,,,1,1,0,36,1,3.78496720151373,2.46643561303325,None,689.8496261,None,692.3718895000002,None,692.383332280001,None,None,692.3718895000002,None,['b'],[0.2520299999996496],694.3160914,None,b,2.2520299999996496,1,1,0.8571428571428571,698.1082434,None,None,698.1082434,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
28,0,28,0,,,,,,,,,,2,2,0,14,1,4.638307379983409,2.68012679460483,None,699.9160361000004,None,702.6536618999999,None,702.6661714800011,None,None,702.6536618999999,None,['b'],[0.36061359999985143],704.5995906000007,None,b,2.3606135999998514,1,1,0.8620689655172413,709.2565697,None,None,709.2565697,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
29,0,29,0,,,,,,,,,,0,0,1,50,1,3.00565230777806,1.1680331695907,None,711.0664222000005,None,712.2898650000006,None,712.2994309800006,None,None,712.2898650000006,None,['z'],[0.4610658000001422],714.2330194000006,None,z,2.461065800000142,1,1,0.8666666666666667,717.2585654000004,None,None,717.2585654000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
30,0,30,0,,,,,,,,,,1,2,1,50,0,4.89745263827305,0.864984636888209,None,719.0662192,None,719.9873881000003,None,719.999550380001,None,None,719.9873881000003,None,['z'],[0.3511706999997841],721.9329271000006,None,z,2.351170699999784,1,0,0.8709677419354839,726.8395986000005,None,None,726.8395986000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
31,0,31,0,,,,,,,,,,0,0,1,50,1,2.435645686656409,2.13476920223271,None,728.6495998999999,None,730.8389284000004,None,730.8494486800009,None,None,730.8389284000004,None,['z'],[0.3414927000003445],732.7830041000007,None,z,2.3414927000003445,1,1,0.875,735.2408457000001,None,None,735.2408457000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
32,0,32,0,,,,,,,,,,1,1,0,36,1,2.0935163976022517,2.2926827756088,None,737.0496597000001,None,739.3893391000001,None,739.4002161800008,None,None,739.3893391000001,None,None,,741.3320196000004,None,[],[],0,3,0.8484848484848485,743.4555209999999,None,"['b', 'b']",743.4555209999999,None,,"[0.14890920000016195, 0.916970900000706]",,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
33,0,33,0,,,,,,,,,,0,2,0,36,1,2.93061443445534,0.767372347918183,None,745.2496761000002,None,746.0677295000005,None,746.0662014500008,None,None,746.0677295000005,None,['b'],[1.3803854999996474],748.0163875000007,None,b,3.3803854999996474,1,1,0.8529411764705882,750.9566192000002,None,None,750.9566192000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
34,0,34,0,,,,,,,,,,2,1,1,50,1,4.79396941305267,3.25187717164471,None,752.7665725000006,None,756.0729181000006,None,756.0829552800005,None,None,756.0729181000006,None,['z'],[0.8509002000000692],758.0163054000004,None,z,2.850900200000069,1,1,0.8571428571428571,762.8238999000005,None,None,762.8238999000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
35,0,35,0,,,,,,,,,,0,2,0,36,1,2.0691390047117237,2.41859016397919,None,764.6329338000005,None,767.1056107000004,None,767.1163547800006,None,None,767.1056107000004,None,['b'],[0.27612430000044696],769.0496705000005,None,b,2.276124300000447,1,1,0.8611111111111112,771.1387843000002,None,None,771.1387843000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
36,0,36,0,,,,,,,,,,2,1,1,50,1,4.057112590273469,2.24098228083631,None,772.9497950000004,None,775.2438659,None,775.2496247800009,None,None,775.2438659,None,['z'],[0.9937917999995989],777.1831927000003,None,z,2.993791799999599,1,1,0.8648648648648649,781.2573768000002,None,None,781.2573768000002,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
37,0,37,0,,,,,,,,,,1,2,1,50,1,3.9110799880328697,2.9722947448457,None,783.0665021000004,None,786.0839635000002,None,786.0829598500009,None,None,786.0839635000002,None,['z'],[0.5599750000001222],788.0330481999999,None,z,2.5599750000001222,1,1,0.868421052631579,791.9566905000001,None,None,791.9566905000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
38,0,38,0,,,,,,,,,,0,1,0,14,1,2.269747919971076,1.85507739556255,None,793.7664697,None,795.6744943000003,None,795.6828737800006,None,None,795.6744943000003,None,['b'],[1.7378818999995929],797.6164985000005,None,b,3.737881899999593,1,1,0.8717948717948718,799.9083151000004,None,None,799.9083151000004,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
39,0,39,0,,,,,,,,,,2,0,0,36,1,3.8484563543876202,2.32696722275902,None,801.7170504000005,None,804.0922567000007,None,804.0996903800005,None,None,804.0922567000007,None,['b'],[0.8103783999995358],806.0333295999999,None,b,2.8103783999995358,1,1,0.875,809.8923589000005,None,None,809.8923589000005,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
40,0,40,0,,,,,,,,,,1,2,1,50,1,3.35750049552731,2.31238477131615,None,811.7000423,None,814.0561228000006,None,814.0664487800004,None,None,814.0561228000006,None,['z'],[0.4429715000005672],815.9999172000007,None,z,2.442971500000567,1,1,0.8780487804878049,819.3740827000001,None,None,819.3740827000001,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
41,0,41,0,,,,,,,,,,2,0,0,36,1,2.038421555814887,1.92795341140246,None,821.1833532999999,None,823.1594136000003,None,823.166518680001,None,None,823.1594136000003,None,['b'],[0.7244885000000068],825.1005659000002,None,b,2.7244885000000068,1,1,0.8809523809523809,827.1572761000007,None,None,827.1572761000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,828.9668763,None,,,,,,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.9668816000003,None,None,833.9668816000003,None,,,,,,,,,,,,CBC_1084,003,4,1,7,13,0.95,2024-02-29_14h27.29.093,MSI_AV_v1,2022.1.1,59.97753241656213,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[0, 2, 1]",z,b,0.7857142857142857,0.9285714285714286,0.9285714285714286,35,1,6,,,,,,,,,,,,
