trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,1,1,50,1,3.9110799880328697,2.19546497995913,None,131.1127421000001,None,133.2956971000005,133.2956971000005,z,['z'],None,,135.3009588999994,None,z,1.8592946999997366,1,1,0.6666666666666666,139.22676110000066,None,None,139.22676110000066,None,1.8592946999997366,[1.8592946999997366],,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
9,0,9,0,,,,,,,,,,1,0,1,50,1,2.260653249681576,2.79689535976632,None,141.0296132000003,None,143.81292629999933,143.81292629999933,None,[],['z'],[1.716279600001144],145.81333230000018,None,z,3.716279600001144,1,1,0.7,148.09302749999915,None,None,148.09302749999915,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
10,0,10,0,,,,,,,,,,0,1,0,14,1,3.00616914487701,1.85507739556255,None,149.8970731999998,None,151.7294576999995,151.7294576999995,None,[],['z'],[0.6359738000010111],153.7286065999997,None,z,2.635973800001011,0,0,0.6363636363636364,156.75853160000042,None,None,156.75853160000042,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
11,0,11,0,,,,,,,,,,1,0,1,50,1,3.0109893695593497,1.49618260131236,None,158.56215169999996,None,160.02958269999925,160.02958269999925,None,[],['b'],[0.6193382999990718],162.03383290000056,None,b,2.6193382999990718,0,0,0.5833333333333334,165.05879099999947,None,None,165.05879099999947,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
12,0,12,0,,,,,,,,,,2,2,0,36,1,3.75606544973216,2.46643561303325,None,166.86300160000064,None,169.31291000000073,169.31291000000073,None,[],['z'],[0.786728299999595],171.31154570000035,None,z,2.786728299999595,0,0,0.5384615384615384,175.09093969999958,None,None,175.09093969999958,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
13,0,13,0,,,,,,,,,,1,1,0,36,1,2.8965037234387068,1.931001549337,None,176.8962718999992,None,178.81299729999972,178.81299729999972,None,[],['b'],[0.2820345999989513],180.81919509999898,None,b,2.2820345999989513,1,1,0.5714285714285714,183.74366120000013,None,None,183.74366120000013,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
14,0,14,0,,,,,,,,,,2,2,0,36,1,2.661399651610695,0.823898895776125,None,185.54633319999994,None,186.34664429999992,186.34664429999992,None,[],['z'],[0.18588420000014594],188.35406750000038,None,z,2.185884200000146,0,0,0.5333333333333333,191.04119910000009,None,None,191.04119910000009,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
15,0,15,0,,,,,,,,,,1,0,1,50,1,3.19303509672656,1.1680331695907,None,192.84638429999904,None,193.9965711000006,193.9965711000006,None,[],['b'],[0.6138298999994731],196.00095770000007,None,b,2.613829899999473,0,0,0.5,199.20779629999925,None,None,199.20779629999925,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
16,0,16,0,,,,,,,,,,2,2,0,36,1,4.08205346963855,2.99272735241982,None,201.0129966000004,None,203.97987069999925,203.97987069999925,z,['z'],None,,205.9856476999994,None,z,1.4396591000004264,0,0,0.47058823529411764,210.08396059999905,None,None,210.08396059999905,None,1.4396591000004264,[1.4396591000004264],,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
17,0,17,0,,,,,,,,,,1,0,1,50,1,2.664345149861413,1.09364692357212,None,211.89635149999958,None,212.96291749999926,212.96291749999926,None,[],['b'],[0.8150660000010248],214.9621275999998,None,b,2.815066000001025,0,0,0.4444444444444444,217.6290202,None,None,217.6290202,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
18,0,18,0,,,,,,,,,,0,2,1,50,1,4.89745263827305,2.55132244875705,None,219.43001100000038,None,221.96308420000076,221.96308420000076,None,[],['z'],[0.3851669000014226],223.96834219999982,None,z,2.3851669000014226,1,1,0.47368421052631576,228.89338510000016,None,None,228.89338510000016,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
19,0,19,0,,,,,,,,,,2,1,1,50,1,3.78496720151373,2.32696722275902,None,230.69615730000078,None,232.99552160000002,232.99552160000002,None,[],['z'],[0.45642769999903976],234.99310829999922,None,z,2.4564276999990398,1,1,0.5,238.79342150000048,None,None,238.79342150000048,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
20,0,20,0,,,,,,,,,,2,1,1,50,1,2.755584162388418,2.18142366553255,None,240.59600750000027,None,242.7467438000005,242.7467438000005,None,[],['z'],[0.794552700001077],244.7526340000004,None,z,2.794552700001077,1,1,0.5238095238095238,247.52715419999913,None,None,247.52715419999913,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
21,0,21,0,,,,,,,,,,0,0,0,36,1,2.435645686656409,0.886051557539332,None,249.32987089999915,None,250.19642199999925,250.19642199999925,None,[],['z'],[0.8070578000006208],252.2014366000003,None,z,2.8070578000006208,0,0,0.5,254.6590395000003,None,None,254.6590395000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
22,0,22,0,,,,,,,,,,1,2,0,14,1,3.3535975560099702,1.90695111352951,None,256.46387010000035,None,258.34593970000077,258.34593970000077,None,[],"['z', 'b', 'b']","[1.9343414000013581, 2.6690935000005993, 3.286898000000292]",260.34242970000014,None,z,3.934341400001358,0,0,0.4782608695652174,263.69578569999976,None,['b'],263.69578569999976,None,,,[0.28316280000035476],,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
23,0,23,0,,,,,,,,,,2,0,0,14,1,3.22645636662535,1.14006717102905,None,265.4970078999995,None,266.6139210000003,266.6139210000003,None,[],['b'],[1.855213000000731],268.6140059999998,None,b,3.855213000000731,1,1,0.5,271.8600628999993,None,None,271.8600628999993,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
24,0,24,0,,,,,,,,,,0,2,1,50,0,2.533372966674614,1.93473628110684,None,273.6627996999996,None,275.58047559999994,275.58047559999994,None,[],['z'],[1.6461706000009144],277.5824035000005,None,z,3.6461706000009144,1,0,0.52,280.1408128999992,None,None,280.1408128999992,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
25,0,25,0,,,,,,,,,,1,1,0,36,1,3.6791616380244196,0.760509851028298,None,281.9468772,None,282.6804577999994,282.6804577999994,None,[],['b'],[0.4961409999996249],284.6855620000006,None,b,2.496140999999625,1,1,0.5384615384615384,288.3767958999997,None,None,288.3767958999997,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
26,0,26,0,,,,,,,,,,0,2,1,50,1,3.8873543302872697,0.859460502749755,None,290.18040499999915,None,291.0138398000001,291.0138398000001,z,['z'],None,,293.01807969999936,None,z,1.9922480000004725,1,1,0.5555555555555556,296.91250729999956,None,None,296.91250729999956,None,1.9922480000004725,[1.9922480000004725],,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
27,0,27,0,,,,,,,,,,1,1,0,36,1,2.9608932424063896,1.52074017648695,None,298.7138777,None,300.2137674000007,300.2137674000007,None,[],['b'],[0.773017900000923],302.21214359999976,None,b,2.773017900000923,1,1,0.5714285714285714,305.1942655999992,None,None,305.1942655999992,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
28,0,28,0,,,,,,,,,,2,0,0,14,1,4.75208449114276,2.711340609857,None,306.9959082999994,None,309.6796462999993,309.6796462999993,None,[],['z'],[0.6849030000012135],311.6759597,None,z,2.6849030000012135,0,0,0.5517241379310345,316.44078140000056,None,None,316.44078140000056,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
29,0,29,0,,,,,,,,,,0,2,1,50,1,2.070770331037005,1.92795341140246,None,318.2472111999996,None,320.1626596000007,320.1626596000007,None,[],['b'],[0.4208870000002207],322.1734933000007,None,b,2.4208870000002207,0,0,0.5333333333333333,324.25218479999967,None,None,324.25218479999967,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
30,0,30,0,,,,,,,,,,1,0,1,50,1,4.79396941305267,2.68012679460483,None,326.06356679999953,None,328.71407469999957,328.71407469999957,None,[],['z'],[0.5001128999992943],330.7193578000006,None,z,2.5001128999992943,1,1,0.5483870967741935,335.5130114000003,None,None,335.5130114000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
31,0,31,0,,,,,,,,,,0,2,1,50,1,3.35750049552731,2.71666458349534,None,337.3139522999991,None,340.0137952999996,340.0137952999996,z,['z'],None,,342.02052019999974,None,z,1.1580900000008114,1,1,0.5625,345.3797952999994,None,None,345.3797952999994,None,1.1580900000008114,[1.1580900000008114],,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
32,0,32,0,,,,,,,,,,1,1,0,36,1,2.096051788593735,3.19646747994707,None,347.1804324000004,None,350.36401289999975,350.36401289999975,None,[],['z'],[0.2818781999994826],352.3609008000003,None,z,2.2818781999994826,0,0,0.5454545454545454,354.4753791000003,None,None,354.4753791000003,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
33,0,33,0,,,,,,,,,,0,0,0,36,1,4.638307379983409,2.24098228083631,None,356.28059849999954,None,358.49591270000036,358.49591270000036,None,[],['b'],[0.775178900001265],360.49330929999996,None,b,2.775178900001265,1,1,0.5588235294117647,365.143634,None,None,365.143634,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
34,0,34,0,,,,,,,,,,2,1,1,50,0,4.3560033776911595,2.96697800987238,None,366.94768040000054,None,369.8975666999997,369.8975666999997,None,[],['z'],[1.480921500000477],371.9017810000005,None,z,3.480921500000477,1,0,0.5714285714285714,376.2627730000004,None,None,376.2627730000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
35,0,35,0,,,,,,,,,,0,0,0,36,1,4.79595120749692,1.49331160364633,None,378.0638799999997,None,379.53072919999994,379.53072919999994,None,[],['b'],[0.7340423000005103],381.5301562000004,None,b,2.7340423000005103,1,1,0.5833333333333334,386.3296073999991,None,None,386.3296073999991,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
36,0,36,0,,,,,,,,,,2,1,1,50,1,3.08399219778019,0.767372347918183,None,388.13060459999906,None,388.87981469999994,388.87981469999994,None,[],['z'],[0.35262710000097286],390.8757026000003,None,z,2.352627100000973,1,1,0.5945945945945946,393.96288129999994,None,None,393.96288129999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
37,0,37,0,,,,,,,,,,1,0,1,50,1,4.057112590273469,0.872854310065634,None,395.76440360000015,None,396.6134578999992,396.6134578999992,None,[],None,,398.60869699999967,None,None,[],0,3,0.5789473684210527,402.6908162,None,['z'],402.6908162,None,,,[0.4274051000011241],,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
38,0,38,0,,,,,,,,,,1,0,1,50,1,2.396355568442425,0.864984636888209,None,404.4961693999994,None,405.33064530000064,405.33064530000064,None,[],['z'],[0.47319169999900623],407.33601760000056,None,z,2.4731916999990062,1,1,0.5897435897435898,409.74613730000056,None,None,409.74613730000056,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
39,0,39,0,,,,,,,,,,2,2,0,36,1,3.8484563543876202,2.93253104700369,None,411.5475905000003,None,414.46341480000063,414.46341480000063,None,[],['z'],[0.32282169999962207],416.45981140000004,None,z,2.322821699999622,0,0,0.575,420.3268274999991,None,None,420.3268274999991,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
40,0,40,0,,,,,,,,,,0,1,0,14,1,3.00565230777806,2.9722947448457,None,422.13029619999907,None,425.08072550000014,425.08072550000014,None,[],['z'],[0.5399837000004482],427.0766956000007,None,z,2.539983700000448,0,0,0.5609756097560976,430.09616090000054,None,None,430.09616090000054,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
41,0,41,0,,,,,,,,,,2,2,0,36,1,2.143942873030107,3.25187717164471,None,431.8979266000006,None,435.12994859999907,435.12994859999907,None,[],['b'],[0.11842980000074022],437.1272377000005,None,b,2.11842980000074,1,1,0.5714285714285714,439.29431789999944,None,None,439.29431789999944,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,441.0980777999994,None,,,,,,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0982198999991,None,None,446.0982198999991,None,,,,,,,,,,,,CBC_1149,4,5,2,7,4,0.95,2024-11-02_14h54.25.240,MSI_TV_v1,2022.1.1,59.99142122735223,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[2, 0, 1]",z,b,0.5714285714285714,0.5714285714285714,0.5714285714285714,22,1,19,,,,,,,,,,,,
