trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,187.99036119999982,None,t,76.4670915000006,187.99036119999982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
,,,,,,,,,,None,264.48876609999934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
0,0,0,0,,,,,,,,,,1,2,0,36,1,4.3560033776911595,2.711340609857,None,264.6886029999987,None,267.66698799999904,None,267.67369091999757,None,None,267.66698799999904,None,"['b', 'z', 'z', 'z', 'z', 'z', 'z']","[0.43673950000084005, 1.8458956000013131, 2.288168000000951, 2.5988532999999734, 2.880492400001458, 3.134996600001614, 3.712328100000377]",269.3882528999984,None,b,2.43673950000084,1,1,1.0,273.7765989999989,None,None,273.7765989999989,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
1,0,1,0,,,,,,,,,,0,1,0,36,1,2.0935163976022517,2.31238477131615,None,275.5719064999994,None,277.9929994999984,None,277.98942523999796,None,None,277.9929994999984,None,['b'],[0.04871360000288405],279.88871689999905,None,b,2.048713600002884,1,1,1.0,281.99667639999825,None,None,281.99667639999825,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
2,0,2,0,,,,,,,,,,1,0,0,14,1,3.0109893695593497,2.46643561303325,None,283.8056289999986,None,286.35550319999857,None,286.3557206599992,None,['z'],286.35550319999857,None,None,,288.2710247999985,None,z,1.554966700001387,0,0,0.6666666666666666,291.2956472999995,None,None,291.2956472999995,None,[1.554966700001387],,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
3,0,3,0,,,,,,,,,,2,2,1,50,1,4.85706913915242,1.52074017648695,None,293.1048170999984,None,294.72074299999986,None,294.7226515399987,None,['z'],294.72074299999986,None,None,,296.62175209999987,None,z,1.387509800000771,1,1,0.75,301.49654349999946,None,None,301.49654349999946,None,[1.387509800000771],,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
4,0,4,0,,,,,,,,,,0,0,1,50,1,4.79396941305267,3.19646747994707,None,303.30519579999964,None,306.54280429999926,None,306.53900859999885,None,['z'],306.54280429999926,None,None,,308.4875592999997,None,z,1.298575200002233,1,1,0.8,313.2974599999998,None,None,313.2974599999998,None,[1.298575200002233],,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
5,0,5,0,,,,,,,,,,0,0,1,50,1,3.6791616380244196,0.872854310065634,None,315.10523359999934,None,316.0254368999995,None,316.02256699999816,None,['z'],316.0254368999995,None,['b'],[3.5170267000012245],317.9719828999987,None,z,1.0485162000004493,1,1,0.8333333333333334,321.6541708999994,None,None,321.6541708999994,None,[1.0485162000004493],,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
6,0,6,0,,,,,,,,,,2,2,1,50,1,4.638307379983409,2.99272735241982,None,323.45537669999976,None,326.4934629999989,None,326.5057910799984,None,None,326.4934629999989,None,['z'],[0.5396195000012085],328.4385775999999,None,z,2.5396195000012085,1,1,0.8571428571428571,333.0946365999989,None,None,333.0946365999989,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
7,0,7,0,,,,,,,,,,0,1,0,36,1,2.0691390047117237,1.1680331695907,None,334.9056297999996,None,336.1312306999989,None,336.13941167999803,None,None,336.1312306999989,None,['b'],[0.5043598000011116],338.07231839999986,None,b,2.5043598000011116,1,1,0.875,340.16364689999864,None,None,340.16364689999864,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1107,3,3,3,7,12,0.95,2024-04-26_18h01.20.643,MSI_AV_v1,2022.1.1,59.95638772368127,
