trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_6.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,30.429118300000482,None,t,53.203606899998704,30.429118300000482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
,,,,,,,,,,None,83.65981810000085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
0,0,0,0,,,,,,,,,,1,0,0,36,1,4.638307379983409,2.46643561303325,None,83.86005950000072,None,86.31016456000052,86.31016456000052,None,[],['z'],[0.06753589999971155],88.32258620000175,None,z,2.0675358999997115,1,1,1.0,93.02668500000073,None,None,93.02668500000073,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
1,0,1,0,,,,,,,,,,0,1,1,50,1,3.78496720151373,1.09364692357212,None,94.77647750000142,None,95.84316816000009,95.84316816000009,None,[],['b'],[0.5168379999995523],97.84786750000058,None,b,2.5168379999995523,1,1,1.0,101.65606190000108,None,None,101.65606190000108,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
2,0,2,0,,,,,,,,,,2,0,1,50,1,3.00565230777806,1.92795341140246,None,103.4602732000003,None,105.36003066000066,105.36003066000066,None,[],['b'],[0.5455706999982795],107.36487990000023,None,b,2.5455706999982795,1,1,1.0,110.39047760000176,None,None,110.39047760000176,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
3,0,3,0,,,,,,,,,,0,1,1,50,1,4.3560033776911595,1.85507739556255,None,112.19355260000157,None,114.02684076000023,114.02684076000023,None,[],['b'],[0.4997676999973919],116.03086280000025,None,b,2.499767699997392,1,1,1.0,120.40693300000021,None,None,120.40693300000021,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
4,0,4,0,,,,,,,,,,2,2,0,14,1,4.79396941305267,2.32696722275902,None,122.20993680000174,None,124.5097433600009,124.5097433600009,None,[],['z'],[0.42884759999833477],126.51503440000124,None,z,2.4288475999983348,1,1,1.0,131.3230403000016,None,None,131.3230403000016,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
5,0,5,0,,,,,,,,,,0,1,1,50,1,3.8484563543876202,2.9722947448457,None,133.1270729000007,None,136.07696716000154,136.07696716000154,None,[],['b'],[0.7018710999982432],138.0813573000014,None,b,2.701871099998243,1,1,1.0,141.95591200000126,None,None,141.95591200000126,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
6,0,6,0,,,,,,,,,,1,0,0,36,1,2.038421555814887,2.13476920223271,None,143.7601353000009,None,145.87678086000105,145.87678086000105,None,[],['b'],[0.688219299998309],147.8822489000013,None,b,2.688219299998309,0,0,0.8571428571428571,149.96452620000127,None,None,149.96452620000127,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
7,0,7,0,,,,,,,,,,2,1,0,36,1,3.75606544973216,0.760509851028298,None,151.7434039000018,None,152.47703846000022,152.47703846000022,None,[],['b'],[0.8559056999984023],154.47943230000055,None,b,2.8559056999984023,0,0,0.75,158.25410380000176,None,None,158.25410380000176,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
8,0,8,0,,,,,,,,,,1,2,1,50,1,2.396355568442425,1.93473628110684,None,160.0601985000012,None,161.9768802600016,161.9768802600016,None,[],['b'],[0.058371699997223914],163.97787550000066,None,b,2.058371699997224,1,1,0.7777777777777778,166.3889691000004,None,None,166.3889691000004,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
9,0,9,0,,,,,,,,,,2,1,0,36,1,2.664345149861413,2.31238477131615,None,168.1935811000003,None,170.49353526000104,170.49353526000104,None,[],['b'],[0.469221599998491],172.4987809000013,None,b,2.469221599998491,0,0,0.7,175.1874450000014,None,None,175.1874450000014,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
10,0,10,0,,,,,,,,,,1,2,1,50,1,3.9110799880328697,1.23760834810881,None,176.9934460000004,None,178.21044216000027,178.21044216000027,None,[],['z'],[0.82962089999819],180.21336390000033,None,z,2.82962089999819,0,0,0.6363636363636364,184.13737560000118,None,None,184.13737560000118,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
11,0,11,0,,,,,,,,,,2,0,1,50,1,2.260653249681576,0.823898895776125,None,185.9438484000002,None,186.74344226000048,186.74344226000048,None,[],['b'],[0.38653249999879336],188.74706470000092,None,b,2.3865324999987934,1,1,0.6666666666666666,191.02248170000166,None,None,191.02248170000166,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
12,0,12,0,,,,,,,,,,0,2,0,36,1,2.93061443445534,2.79689535976632,None,192.8266736000005,None,195.61004506000117,195.61004506000117,None,[],['z'],[0.10287809999863384],197.61442500000157,None,z,2.102878099998634,1,1,0.6923076923076923,200.55936480000128,None,None,200.55936480000128,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
13,0,13,0,,,,,,,,,,1,1,0,14,1,2.661399651610695,2.18142366553255,None,202.3605561000004,None,204.5266558600002,204.5266558600002,None,[],['z'],[0.5716125999988435],206.5307401000009,None,z,2.5716125999988435,1,1,0.7142857142857143,209.2083605000007,None,None,209.2083605000007,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1062,2,4,3,1,15,0.95,2024-02-17_11h44.12.042,MSI_TV_v1,2022.1.1,60.00880929326115,
