trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,allKeys.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
20,0,20,0,,,,,,,,,,0,2,0,36,1,3.75606544973216,1.93473628110684,None,282.4166198999992,None,284.33343521999996,284.33343521999996,b,['b'],None,,286.3370686999988,None,b,1.3105004999961238,1,1,0.9047619047619048,290.11092070000086,None,None,290.11092070000086,None,1.3105004999961238,[1.3105004999961238],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
21,0,21,0,,,,,,,,,,2,0,1,50,1,4.79595120749692,3.19646747994707,None,291.91621379999924,None,295.10003322000193,295.10003322000193,None,[],['z'],[0.46616939999512397],297.1054484000015,None,z,2.466169399995124,1,1,0.9090909090909091,301.9291814999997,None,None,301.9291814999997,None,,,,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
22,0,22,0,,,,,,,,,,1,1,0,14,1,2.93061443445534,0.823898895776125,None,303.73298720000093,None,304.53352381999866,304.53352381999866,b,['b'],None,,306.53697380000085,None,b,1.9875099999990198,1,1,0.9130434782608695,309.4793258999998,None,None,309.4793258999998,None,1.9875099999990198,[1.9875099999990198],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
23,0,23,0,,,,,,,,,,2,2,0,14,1,4.3560033776911595,1.931001549337,None,311.2831221000015,None,313.19989731999885,313.19989731999885,b,['b'],None,,315.20426809999844,None,b,1.3906201999961922,1,1,0.9166666666666666,319.5656192999995,None,None,319.5656192999995,None,1.3906201999961922,[1.3906201999961922],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
24,0,24,0,,,,,,,,,,0,1,1,50,0,2.070770331037005,2.55132244875705,None,321.36675319999995,None,323.90002212000036,323.90002212000036,None,[],['z'],[1.360281599998416],325.90456500000073,None,z,3.360281599998416,1,0,0.92,327.9936553000007,None,None,327.9936553000007,None,,,,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
25,0,25,0,,,,,,,,,,1,0,0,36,1,4.08205346963855,1.23760834810881,None,329.80023920000167,None,331.01667191999877,331.01667191999877,b,['b'],None,,333.0219830999995,None,b,1.4449555999999575,1,1,0.9230769230769231,337.12828290000107,None,None,337.12828290000107,None,1.4449555999999575,[1.4449555999999575],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
26,0,26,0,,,,,,,,,,0,1,1,50,1,3.35750049552731,2.79689535976632,None,338.93301190000057,None,341.71713291999913,341.71713291999913,z,['z'],None,,343.721811899999,None,z,1.319332499995653,1,1,0.9259259259259259,347.094110500002,None,None,347.094110500002,None,1.319332499995653,[1.319332499995653],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
27,0,27,0,,,,,,,,,,1,0,0,36,1,3.3535975560099702,2.9722947448457,None,348.8997675999999,None,351.85036451999986,351.85036451999986,b,['b'],None,,353.85545139999886,None,b,1.2032165999989957,1,1,0.9285714285714286,357.2250959000012,None,None,357.2250959000012,None,1.2032165999989957,[1.2032165999989957],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
28,0,28,0,,,,,,,,,,2,2,0,14,1,4.85706913915242,1.85507739556255,None,359.0332402999993,None,360.86626181999964,360.86626181999964,b,['b'],None,,362.86247730000105,None,b,1.418834699998115,1,1,0.9310344827586207,367.7450280000012,None,None,367.7450280000012,None,1.418834699998115,[1.418834699998115],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
29,0,29,0,,,,,,,,,,0,1,1,50,1,2.664345149861413,2.18142366553255,None,369.55013410000174,None,371.7169491200002,371.7169491200002,None,[],['z'],[0.13273199999821372],373.71643369999947,None,z,2.1327319999982137,1,1,0.9333333333333333,376.39392880000014,None,None,376.39392880000014,None,,,,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
30,0,30,0,,,,,,,,,,1,2,1,50,0,2.8965037234387068,3.44771472893932,None,378.2000584000016,None,381.6337348199995,381.6337348199995,z,['z'],None,,383.6330100999985,None,z,1.7917573999984597,1,0,0.9354838709677419,386.5325260999998,None,None,386.5325260999998,None,1.7917573999984597,[1.7917573999984597],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
31,0,31,0,,,,,,,,,,0,1,1,50,1,2.038421555814887,2.19546497995913,None,388.33380079999915,None,390.51708362000136,390.51708362000136,None,[],['z'],[1.3650248999983887],392.52104379999946,None,z,3.3650248999983887,1,1,0.9375,394.57967930000086,None,None,394.57967930000086,None,,,,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
32,0,32,0,,,,,,,,,,1,0,0,36,1,3.19303509672656,0.760509851028298,None,396.38305749999927,None,397.1170351200017,397.1170351200017,b,['b'],None,,399.11833040000056,None,b,1.6666201999978512,1,1,0.9393939393939394,402.3289201000007,None,None,402.3289201000007,None,1.6666201999978512,[1.6666201999978512],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
33,0,33,0,,,,,,,,,,0,2,0,36,1,2.9608932424063896,0.767372347918183,None,404.13256510000065,None,404.88394512000013,404.88394512000013,None,[],['b'],[0.4628181999978551],406.8823139999986,None,b,2.462818199997855,1,1,0.9411764705882353,409.86361789999864,None,None,409.86361789999864,None,,,,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
34,0,34,0,,,,,,,,,,2,0,1,50,1,4.79396941305267,0.859460502749755,None,411.66623980000077,None,412.50047392000124,412.50047392000124,None,[],['z'],[0.02572619999773451],414.49981019999905,None,z,2.0257261999977345,1,1,0.9428571428571428,419.3126255999996,None,None,419.3126255999996,None,,,,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
35,0,35,0,,,,,,,,,,0,2,0,36,1,2.396355568442425,2.31238477131615,None,421.11687679999886,None,423.4171601199996,423.4171601199996,b,['b'],None,,425.4244765000003,None,b,1.8133224000011978,1,1,0.9444444444444444,427.8453154000017,None,None,427.8453154000017,None,1.8133224000011978,[1.8133224000011978],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
36,0,36,0,,,,,,,,,,2,0,1,50,1,2.269747919971076,3.093067417437,None,429.6497172999989,None,432.71749962000104,432.71749962000104,z,['z'],None,,434.71637550000014,None,z,1.519771099996433,1,1,0.9459459459459459,437.0125791999999,None,None,437.0125791999999,None,1.519771099996433,[1.519771099996433],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
37,0,37,0,,,,,,,,,,1,2,1,50,1,2.0691390047117237,3.25187717164471,None,438.81753820000085,None,442.05103962000067,442.05103962000067,z,['z'],None,,444.05544720000034,None,z,1.6425983999979508,1,1,0.9473684210526315,446.145453000001,None,None,446.145453000001,None,1.6425983999979508,[1.6425983999979508],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
38,0,38,0,,,,,,,,,,0,0,0,14,1,3.8873543302872697,1.1680331695907,None,447.9496986999984,None,449.1009552200012,449.1009552200012,None,[],['b'],[0.9061147999964305],451.10584500000186,None,b,2.9061147999964305,1,1,0.9487179487179487,455.0138662999998,None,None,455.0138662999998,None,,,,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
39,0,39,0,,,,,,,,,,2,1,0,36,1,3.8484563543876202,1.09364692357212,None,456.81718739999997,None,457.8831899200013,457.8831899200013,b,['b'],None,,459.87977390000015,None,b,1.3798566999976174,1,1,0.95,463.74604420000105,None,None,463.74604420000105,None,1.3798566999976174,[1.3798566999976174],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
40,0,40,0,,,,,,,,,,1,2,1,50,1,4.75208449114276,0.872854310065634,None,465.5499330999992,None,466.40047932000016,466.40047932000016,z,['z'],None,,468.4006679000013,None,z,1.4714999999960128,1,1,0.9512195121951219,473.1660101000016,None,None,473.1660101000016,None,1.4714999999960128,[1.4714999999960128],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
41,0,41,0,,,,,,,,,,2,1,0,36,1,3.00565230777806,0.886051557539332,None,474.9675157999991,None,475.83325912000146,475.83325912000146,b,['b'],None,,477.83042360000036,None,b,1.883342699999048,1,1,0.9523809523809523,480.8496242000001,None,None,480.8496242000001,None,1.883342699999048,[1.883342699999048],,,,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,482.65080229999876,None,,,,,,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.650865399999,None,None,487.650865399999,None,,,,,,,,,,,,CBC_1056,2,6,1,7,9,0.95,2024-02-07_14h52.41.463,MSI_TV_v1,2022.1.1,59.9044882840611,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hard,"[0, 1, 2, 3]","[1, 2, 0]",z,b,0.9285714285714286,0.9285714285714286,1.0,38,0,4,,,,,,,,,,,,
