trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.tactile_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,tactile_4.started,response_4.keys,allKeys.keys,response_4.rt,allKeys.rt,response_5.keys,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_5.rt,keys_6.rt,keys_3.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,tactilePair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],tactile set [1-3],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
,,,,30.788708499999757,None,t,55.922362899999825,30.788708499999757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
,,,,,,,,,,None,86.73446119999971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
0,0,0,0,,,,,,,,,,1,2,1,50,1,3.22645636662535,2.18142366553255,None,86.93472040000006,None,89.10045255,89.10045255,z,['z'],1.5601282000002357,[1.5601282000002357],None,91.10097300000007,None,z,1.5601282000002357,1,1,1.0,94.36888709999994,None,None,94.36888709999994,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
1,0,1,0,,,,,,,,,,2,0,1,50,1,2.070770331037005,1.931001549337,None,96.15164679999998,None,98.06832095000004,98.06832095000004,z,['z'],1.23889169999984,[1.23889169999984],None,100.07443609999973,None,z,1.23889169999984,1,1,1.0,102.1623752999999,None,None,102.1623752999999,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
2,0,2,0,,,,,,,,,,0,2,0,36,1,2.9608932424063896,2.2926827756088,None,103.96827409999969,None,106.23520514999996,106.23520514999996,b,['b'],1.6481614999997873,[1.6481614999997873],None,108.24156399999993,None,b,1.6481614999997873,1,1,1.0,111.2283265000001,None,None,111.2283265000001,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
3,0,3,0,,,,,,,,,,1,0,0,36,1,2.0935163976022517,0.864984636888209,None,113.03508169999986,None,113.8851593500001,113.8851593500001,None,[],,,['b'],115.89036119999992,None,b,2.362939500000266,1,1,1.0,117.99789529999998,None,None,117.99789529999998,None,[0.362939500000266],,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
4,0,4,0,,,,,,,,,,0,1,1,50,1,2.0691390047117237,0.886051557539332,None,119.80030230000011,None,120.66848174999973,120.66848174999973,z,['z'],1.9823293000004014,[1.9823293000004014],None,122.67386989999977,None,z,1.9823293000004014,1,1,1.0,124.75088860000005,None,None,124.75088860000005,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
5,0,5,0,,,,,,,,,,2,2,0,14,1,3.8873543302872697,2.19546497995913,None,126.55169019999994,None,128.7181910500001,128.7181910500001,None,[],,,['b'],130.7231687999997,None,b,3.1590683999997964,1,1,1.0,134.63148580000006,None,None,134.63148580000006,None,[1.1590683999997964],,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
6,0,6,0,,,,,,,,,,0,0,0,14,1,2.533372966674614,1.14006717102905,None,136.4352555999999,None,137.55086314999994,137.55086314999994,b,['b'],1.678418800000145,[1.678418800000145],None,139.5482032,None,b,1.678418800000145,1,1,1.0,142.09729449999986,None,None,142.09729449999986,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
7,0,7,0,,,,,,,,,,1,2,1,50,1,3.78496720151373,1.49618260131236,None,143.9013170999997,None,145.3840108500001,145.3840108500001,z,['z'],1.5538589000002503,[1.5538589000002503],None,147.38118059999988,None,z,1.5538589000002503,1,1,1.0,151.18233099999998,None,None,151.18233099999998,None,,,,,,,,,,,,,,,,,,,,,,,CBC_1098,2,4,2,6,3,0.90,2024-05-08_14h43.06.231,MSI_TV_v1,2022.1.1,60.02617141080552,
