trials_runs.thisRepN,trials_runs.thisTrialN,trials_runs.thisN,trials_runs.thisIndex,standbild_start.started,standbild_start.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,keys_2.keys,keys_2.started,keys_2.stopped,trials_runs.visual_stim,trials_runs.auditory_stim,trials_runs.correctPair,trials_runs.presentationFrequncy,trials_runs.FBaccuracy,trials_runs.ISI_s,trials_runs.ITI_s,keys_3.keys,keys_3.started,keys_3.stopped,image_4.started,image_4.stopped,sound_4.started,sound_4.stopped,response_4.keys,response_4.started,response_4.stopped,response_5.keys,response_5.rt,response_5.started,response_5.stopped,response_runs.keys,response_runs.rt,trials_runs.correct_answer,trials_runs.feedback_given,trials_runs.running_mean,feedback_6.started,feedback_6.stopped,keys_6.keys,keys_6.started,keys_6.stopped,response_4.rt,keys_7.keys,keys_7.started,keys_7.stopped,standbild_end.started,standbild_end.stopped,Stop_exp.keys,Stop_exp.started,Stop_exp.stopped,ts_difficulty,visualPair,audioPair,yesKey,noKey,trials_runs.mean_acc_1stThird,trials_runs.mean_acc_2ndThird,trials_runs.mean_acc_3rdThird,nbCorrect,nbOmissions,nbIncorrect,participant,session,visual set [1-6],audio set [1-3 / 4-6],trial structure [0-3 / 4-7],pairing [0-23],prob Feedback,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,2,0,1,50,1,2.038421555814887,1.09364692357212,None,144.81512870000006,None,145.95631799999956,None,145.9663038999999,None,None,145.95631799999956,None,['z'],[0.07615239999995538],147.89963029999944,None,z,2.0761523999999554,1,1,0.6666666666666666,149.94840169999952,None,None,149.94840169999952,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
9,0,9,0,,,,,,,,,,1,1,1,50,1,3.22645636662535,0.886051557539332,None,151.7495140000001,None,152.66516879999926,None,152.6650153999997,None,None,152.66516879999926,None,['b'],[0.7252367000000959],154.6162674999996,None,b,2.725236700000096,0,0,0.6,157.8484695999996,None,None,157.8484695999996,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
10,0,10,0,,,,,,,,,,0,0,0,14,1,4.85706913915242,2.19546497995913,None,159.6495105999993,None,161.90806709999924,None,161.91641889999954,None,None,161.90806709999924,None,['b'],[0.8426691000004212],163.8497000999996,None,b,2.842669100000421,1,1,0.6363636363636364,168.72218609999982,None,None,168.72218609999982,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
11,0,11,0,,,,,,,,,,1,1,1,50,1,2.435645686656409,1.49331160364633,None,170.5317897999994,None,172.07156069999928,None,172.0826068999997,None,None,172.07156069999928,None,['b'],[2.0276674000006096],174.0160734000001,None,b,4.02766740000061,0,0,0.5833333333333334,176.47284769999987,None,None,176.47284769999987,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
12,0,12,0,,,,,,,,,,2,2,0,36,1,3.00565230777806,1.90695111352951,None,178.28156089999993,None,180.23992980000003,None,180.2500011999993,None,None,180.23992980000003,None,['b'],[1.27820630000042],182.18244199999936,None,b,3.27820630000042,1,1,0.6153846153846154,185.20518709999942,None,None,185.20518709999942,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
13,0,13,0,,,,,,,,,,1,0,0,36,1,3.8873543302872697,2.41859016397919,None,187.0161266999994,None,189.49316089999957,None,189.4994306999999,None,['b'],189.49316089999957,None,None,,191.43276809999952,None,b,1.7582941999999093,1,1,0.6428571428571429,195.34144339999966,None,None,195.34144339999966,None,[1.7582941999999093],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
14,0,14,0,,,,,,,,,,2,2,0,36,1,2.070770331037005,1.52074017648695,None,197.15004799999952,None,198.6987927,None,198.69847479999933,None,None,198.6987927,None,['b'],[0.47750509999968926],200.6496374999997,None,b,2.4775050999996893,1,1,0.6666666666666666,202.73914839999998,None,None,202.73914839999998,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
15,0,15,0,,,,,,,,,,1,1,1,50,1,3.0109893695593497,2.99272735241982,None,204.5497523999993,None,207.5923761999993,None,207.59988709999942,None,None,207.5923761999993,None,['z'],[1.11625499999991],209.53334839999934,None,z,3.11625499999991,1,1,0.6875,212.55746229999932,None,None,212.55746229999932,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
16,0,16,0,,,,,,,,,,2,2,0,36,1,3.0795770157756097,3.093067417437,None,214.3664678999994,None,217.5047558999995,None,217.5164827999999,None,['b'],217.5047558999995,None,None,,219.44986869999957,None,b,1.7105818,1,1,0.7058823529411765,222.53877019999982,None,None,222.53877019999982,None,[1.7105818],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
17,0,17,0,,,,,,,,,,1,1,1,50,1,2.755584162388418,2.96697800987238,None,224.34923230000004,None,227.3756174,None,227.3831990999999,None,None,227.3756174,None,['b'],[1.246268200000486],229.31540589999986,None,b,3.246268200000486,0,0,0.6666666666666666,232.08227689999967,None,None,232.08227689999967,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
18,0,18,0,,,,,,,,,,0,2,1,50,1,4.057112590273469,2.13476920223271,None,233.88353949999964,None,236.0737765999993,None,236.08299129999995,None,['z'],236.0737765999993,None,None,,238.0165436999996,None,z,1.5484343999996781,1,1,0.6842105263157895,242.0822836999996,None,None,242.0822836999996,None,[1.5484343999996781],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
19,0,19,0,,,,,,,,,,2,0,1,50,1,3.75606544973216,2.2926827756088,None,243.88351729999977,None,246.22126659999958,None,246.23333629999996,None,None,246.22126659999958,None,['z'],[0.06811780000043655],248.16644240000005,None,z,2.0681178000004365,1,1,0.7,251.93800370000008,None,None,251.93800370000008,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
20,0,20,0,,,,,,,,,,2,0,1,50,1,2.396355568442425,2.9722947448457,None,253.75002219999988,None,256.7699407,None,256.7667954499998,None,None,256.7699407,None,['z'],[0.5181060000004436],258.7169008000001,None,z,2.5181060000004436,1,1,0.7142857142857143,261.12438959999963,None,None,261.12438959999963,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
21,0,21,0,,,,,,,,,,0,1,0,36,1,2.143942873030107,0.859460502749755,None,262.93215039999995,None,263.83851799999957,None,263.85006529999936,None,None,263.83851799999957,None,['b'],[0.8513209000011557],265.7835097999996,None,b,2.8513209000011557,1,1,0.7272727272727273,267.9321913999993,None,None,267.9321913999993,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
22,0,22,0,,,,,,,,,,1,2,0,14,1,3.6791616380244196,0.864984636888209,None,269.7335426999998,None,270.6315919999997,None,270.6321228999994,None,['z'],270.6315919999997,None,None,,272.58364899999924,None,z,1.136984400000074,0,0,0.6956521739130435,276.2728997999993,None,None,276.2728997999993,None,[1.136984400000074],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
23,0,23,0,,,,,,,,,,2,1,0,14,1,2.9608932424063896,2.46471651569721,None,278.0823167999997,None,280.5657683999998,None,280.5656309999993,None,['b'],280.5657683999998,None,None,,282.51674749999984,None,b,1.8254915999996228,1,1,0.7083333333333334,285.4826856999998,None,None,285.4826856999998,None,[1.8254915999996228],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
24,0,24,0,,,,,,,,,,0,2,1,50,0,2.533372966674614,2.68012679460483,None,287.2827922999995,None,290.0187713999994,None,290.01697014999945,None,None,290.0187713999994,None,['z'],[0.25065950000043813],291.9662424999997,None,z,2.250659500000438,1,0,0.72,294.5076896999999,None,None,294.5076896999999,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
25,0,25,0,,,,,,,,,,1,0,0,36,1,3.35750049552731,1.14006717102905,None,296.31696909999937,None,297.50381539999944,None,297.4999682499997,None,None,297.50381539999944,None,['b'],[0.13169740000103047],299.4502870999995,None,b,2.1316974000010305,1,1,0.7307692307692307,302.8232732999995,None,None,302.8232732999995,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
26,0,26,0,,,,,,,,,,0,2,1,50,1,4.89745263827305,2.55132244875705,None,304.63343499999974,None,307.2387318000001,None,307.23394534999943,None,None,307.2387318000001,None,['b'],[0.9134612999996534],309.1832160999993,None,b,2.9134612999996534,0,0,0.7037037037037037,314.08204939999996,None,None,314.08204939999996,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
27,0,27,0,,,,,,,,,,1,0,0,36,1,3.08399219778019,2.46643561303325,None,315.8836696999997,None,318.40451849999954,None,318.4166309999993,None,['b'],318.40451849999954,None,None,,320.3505185999993,None,b,1.6516640999998344,1,1,0.7142857142857143,323.4414278999993,None,None,323.4414278999993,None,[1.6516640999998344],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
28,0,28,0,,,,,,,,,,2,1,0,14,1,4.18755802100366,2.24098228083631,None,325.2502206999998,None,327.5362639999994,None,327.53369154999973,None,None,327.5362639999994,None,['b'],[0.7349837000001571],329.48353809999935,None,b,2.734983700000157,1,1,0.7241379310344828,333.6909820000001,None,None,333.6909820000001,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
29,0,29,0,,,,,,,,,,0,2,1,50,1,4.79396941305267,2.71666458349534,None,335.50050310000006,None,338.2695578999992,None,338.26665874999935,None,None,338.2695578999992,None,['z'],[0.38800760000049195],340.21697309999945,None,z,2.388007600000492,1,1,0.7333333333333333,345.0243456999997,None,None,345.0243456999997,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
30,0,30,0,,,,,,,,,,1,1,1,50,1,2.664345149861413,1.931001549337,None,346.83397590000004,None,348.8196771999992,None,348.81724684999926,None,['z'],348.8196771999992,None,None,,350.7673451999999,None,z,1.6320560000003752,1,1,0.7419354838709677,353.4421963999994,None,None,353.4421963999994,None,[1.6320560000003752],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
31,0,31,0,,,,,,,,,,0,2,1,50,1,3.8484563543876202,2.32696722275902,None,355.2502896999995,None,357.5941598999998,None,357.59922649999936,None,None,357.5941598999998,None,['z'],[0.3769424000010986],359.5506169999999,None,z,2.3769424000010986,1,1,0.75,363.4071095999998,None,None,363.4071095999998,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
32,0,32,0,,,,,,,,,,1,0,0,36,1,4.08205346963855,1.92795341140246,None,365.21609829999943,None,367.1875164999992,None,367.18362105000006,None,['b'],367.1875164999992,None,None,,369.13383129999966,None,b,1.6420005000009041,1,1,0.7575757575757576,373.22259510000004,None,None,373.22259510000004,None,[1.6420005000009041],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
33,0,33,0,,,,,,,,,,0,1,0,36,1,2.8965037234387068,1.93473628110684,None,375.0335103999996,None,377.0151391999998,None,377.0170821500001,None,None,377.0151391999998,None,['b'],[0.07884550000107993],378.96675249999953,None,b,2.07884550000108,1,1,0.7647058823529411,381.8757737999995,None,None,381.8757737999995,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
34,0,34,0,,,,,,,,,,2,0,1,50,0,4.3560033776911595,2.18142366553255,None,383.6840161,None,385.9051565,None,385.9166681499996,None,None,385.9051565,None,['z'],[0.15738760000022012],387.86771409999983,None,z,2.15738760000022,1,0,0.7714285714285715,392.23838049999995,None,None,392.23838049999995,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
35,0,35,0,,,,,,,,,,0,1,0,36,1,2.096051788593735,2.79689535976632,None,394.05048239999996,None,396.9097144999996,None,396.91750529999916,None,None,396.9097144999996,None,['b'],[0.5649214000004577],398.8510533999997,None,b,2.5649214000004577,1,1,0.7777777777777778,400.9493687999993,None,None,400.9493687999993,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
36,0,36,0,,,,,,,,,,2,0,1,50,1,4.638307379983409,2.93253104700369,None,402.7510091999993,None,405.73703810000006,None,405.7340353499999,None,['z'],405.73703810000006,None,None,,407.68414929999926,None,z,1.3665186000007452,1,1,0.7837837837837838,412.3384771000001,None,None,412.3384771000001,None,[1.3665186000007452],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
37,0,37,0,,,,,,,,,,1,1,1,50,1,2.0935163976022517,0.823898895776125,None,414.15069159999985,None,415.02327759999935,None,415.03432619999984,None,None,415.02327759999935,None,['z'],[0.8290751000004093],416.9668793999999,None,z,2.8290751000004093,1,1,0.7894736842105263,419.0660302999995,None,None,419.0660302999995,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
38,0,38,0,,,,,,,,,,1,1,1,50,1,3.9110799880328697,3.44771472893932,None,420.867894,None,424.3751893999997,None,424.3839741999993,None,None,424.3751893999997,None,['z'],[0.47587140000086947],426.3166591999998,None,z,2.4758714000008695,1,1,0.7948717948717948,430.2419915999999,None,None,430.2419915999999,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
39,0,39,0,,,,,,,,,,2,2,0,36,1,2.93061443445534,1.23760834810881,None,432.0506596999994,None,433.34166469999946,None,433.3506105999997,None,None,433.34166469999946,None,['b'],[0.09394980000070063],435.28414879999946,None,b,2.0939498000007006,1,1,0.8,438.22572989999935,None,None,438.22572989999935,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
40,0,40,0,,,,,,,,,,0,0,0,14,1,3.78496720151373,1.85507739556255,None,440.0340806999993,None,441.91912129999946,None,441.91648759999936,None,['b'],441.91912129999946,None,None,,443.86783429999923,None,b,1.8065280000009807,1,1,0.8048780487804879,447.6743437999994,None,None,447.6743437999994,None,[1.8065280000009807],,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
41,0,41,0,,,,,,,,,,2,2,0,36,1,3.19303509672656,3.25187717164471,None,449.48323319999963,None,452.7921542999993,None,452.80115419999964,None,None,452.7921542999993,None,['b'],[0.7102881000009802],454.73365419999936,None,b,2.71028810000098,1,1,0.8095238095238095,457.94397519999984,None,None,457.94397519999984,None,,,,,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,459.7502390999998,None,,,,,,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.7504446999992,None,None,464.7504446999992,None,,,,,,,,,,,,CBC_1106,2,4,3,7,11,0.95,2024-10-18_14h18.25.602,MSI_AV_v1,2022.1.1,59.91952807391135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,easy,"[0, 1, 2, 3]","[2, 1, 0]",z,b,0.6428571428571429,0.7857142857142857,1.0,32,0,10,,,,,,,,,,,,
